Composition = 65% Dunite, 35% Water
log temp, log pressure (dyne/cm^2), logdensity (g/cc)
2.42,14.6,1.5638002159495676
2.42,14.8,1.6586294278766824
2.42,15.0,1.7553436220025038
2.5,-3.0,-11.892633368352628
2.5,-2.8,-11.690586630660867
2.5,-2.6,-11.488507542427557
2.5,-2.4,-11.28639448724924
2.5,-2.2,-11.084246034825872
2.5,-2.0,-10.882060388922362
2.5,-1.8,-10.67983572116776
2.5,-1.6,-10.477570107750118
2.5,-1.4,-10.275261274690044
2.5,-1.2,-10.072906900899474
2.5,-1.0,-9.87050438284525
2.5,-0.8,-9.668050846014504
2.5,-0.6,-9.465543303917544
2.5,-0.4,-9.262978206212411
2.5,-0.2,-9.060352013837518
2.5,0.0,-8.85766069503697
2.5,0.2,-8.654899963413222
2.5,0.4,-8.452065256690462
2.5,0.6,-8.249151622502911
2.5,0.8,-8.046153979453349
2.5,1.0,-7.843067188181452
2.5,1.2,-2.434118376023086
2.5,1.4,-2.3608809735592455
2.5,1.6,-2.2876151387871686
2.5,1.8,-2.2143215002629058
2.5,2.0,-2.141001646418771
2.5,2.2,-2.067658535017403
2.5,2.4,-1.9942969686605374
2.5,2.6,-1.9209239004051484
2.5,2.8,-1.8475489327792232
2.5,3.0,-1.7741845558661582
2.5,3.2,0.2728899175657931
2.5,3.4,0.274853971663056
2.5,3.6,0.2768175040263958
2.5,3.8,0.278780514335367
2.5,4.0,0.2807430022705828
2.5,4.2,0.2827049675137175
2.5,4.4,0.28466640974751006
2.5,4.6,0.2866273286557665
2.5,4.8,0.2885877239233633
2.5,5.0,0.29054759523625007
2.5,5.2,0.29250694228145213
2.5,5.4,0.29446576474707437
2.5,5.6,0.2964240623223032
2.5,5.8,0.29838183469740975
2.5,6.0,0.3003390815637531
2.5,6.2,0.30229580261378275
2.5,6.4,0.3042519975410414
2.5,6.6,0.30620766604016836
2.5,6.8,0.3081628078069019
2.5,7.0,0.3101174225380823
2.5,7.2,0.3120715099316547
2.5,7.4,0.3140250696866719
2.5,7.6,0.31597810150329697
2.5,7.8,0.3179306050828067
2.5,8.0,0.31988258012759363
2.5,8.2,0.3218340263411691
2.5,8.4,0.3237849434281668
2.5,8.6,0.3257353310943441
2.5,8.8,0.32768518904658633
2.5,9.0,0.32963451699290824
2.5,9.2,0.3315833146424577
2.5,9.4,0.33353158170551817
2.5,9.6,0.33547931789351115
2.5,9.8,0.33742652291899955
2.5,10.0,0.3393731964956894
2.5,10.2,0.3413193383384341
2.5,10.4,0.34326494816323516
2.5,10.6,0.3452100256872466
2.5,10.8,0.36371149500853817
2.5,11.0,0.38270252862306164
2.5,11.2,0.4014185925427451
2.5,11.4,0.43877056471889864
2.5,11.6,0.4781911412567511
2.5,11.8,0.5211629322079392
2.5,12.0,0.5728079419615244
2.5,12.2,0.6275452437566529
2.5,12.4,0.6875182846615062
2.5,12.6,0.7510229589384965
2.5,12.8,0.8188889878670668
2.5,13.0,0.8901993232005098
2.5,13.2,0.9643532721237512
2.5,13.4,1.0418898245356374
2.5,13.6,1.1227429216279128
2.5,13.8,1.2061176417058166
2.5,14.0,1.2920445602274773
2.5,14.2,1.3803844707040822
2.5,14.4,1.4709804779455475
2.5,14.6,1.5638001900780152
2.5,14.8,1.6586294106915422
2.5,15.0,1.7553436152143707
2.58,-3.0,-11.992315782896416
2.58,-2.8,-11.79015985017912
2.58,-2.6,-11.587969403617503
2.58,-2.4,-11.385742883592599
2.58,-2.2,-11.183478684974968
2.58,-2.0,-10.981174984474155
2.58,-1.8,-10.77882977634306
2.58,-1.6,-10.576441100124184
2.58,-1.4,-10.374006631389635
2.58,-1.2,-10.171523925242294
2.58,-1.0,-9.968990284066209
2.58,-0.8,-9.76640269225107
2.58,-0.6,-9.563758081682593
2.58,-0.4,-9.361052622049066
2.58,-0.2,-9.158282652095101
2.58,0.0,-8.955444098233698
2.58,0.2,-8.752532344718617
2.58,0.4,-8.549542582277661
2.58,0.6,-8.346469499288474
2.58,0.8,-8.143307475870236
2.58,1.0,-7.94005075660328
2.58,1.2,-7.736693183038107
2.58,1.4,-7.533229314405883
2.58,1.6,-7.3296539235906755
2.58,1.8,-7.125963054055875
2.58,2.0,-6.922154417206854
2.58,2.2,-6.7182283275348365
2.58,2.4,-6.514188838422648
2.58,2.6,-6.310044427178869
2.58,2.8,-6.10580913479019
2.58,3.0,-5.901503029309792
2.58,3.2,-0.5300449755010598
2.58,3.4,-0.4982476605723364
2.58,3.6,-0.46658764062949687
2.58,3.8,-0.4350804862101528
2.58,4.0,-0.40374290233622623
2.58,4.2,-0.37259250021861795
2.58,4.4,-0.3416476104372977
2.58,4.6,-0.3109271255605485
2.58,4.8,-0.28045048680597096
2.58,5.0,0.2817103725622656
2.58,5.2,0.28398907533135026
2.58,5.4,0.2862666366009781
2.58,5.6,0.28854305531748453
2.58,5.8,0.29081833043224825
2.58,6.0,0.29309246090171237
2.58,6.2,0.2953654456874059
2.58,6.4,0.29763728375596493
2.58,6.6,0.299907974079153
2.58,6.8,0.30217751563388223
2.58,7.0,0.30444590740223454
2.58,7.2,0.3067131483714818
2.58,7.4,0.3089792375341071
2.58,7.6,0.3112441738878247
2.58,7.8,0.3135079564356011
2.58,8.0,0.31577058418567505
2.58,8.2,0.3180320561515782
2.58,8.4,0.3202923713521554
2.58,8.6,0.3225515288115844
2.58,8.8,0.3248095275593964
2.58,9.0,0.32706636663049626
2.58,9.2,0.32932204506518176
2.58,9.4,0.3315765619091641
2.58,9.6,0.33382991621358726
2.58,9.8,0.33608210703504804
2.58,10.0,0.3383331334356147
2.58,10.2,0.3405829944828482
2.58,10.4,0.3428316892498196
2.58,10.6,0.34507921681513093
2.58,10.8,0.3628813075270259
2.58,11.0,0.38215061880122014
2.58,11.2,0.40099732818907946
2.58,11.4,0.4384029741325404
2.58,11.6,0.477960459468167
2.58,11.8,0.5209860253214949
2.58,12.0,0.5726977995147544
2.58,12.2,0.6274765390504619
2.58,12.4,0.6874736476723123
2.58,12.6,0.7509972632600288
2.58,12.8,0.8188741576325359
2.58,13.0,0.8901909779302526
2.58,13.2,0.9643489291529603
2.58,13.4,1.0418876172022644
2.58,13.6,1.122741733112127
2.58,13.8,1.2061170338210294
2.58,14.0,1.2920442175181828
2.58,14.2,1.3803842689480306
2.58,14.4,1.4709803855183354
2.58,14.6,1.5638001520116613
2.58,14.8,1.6586293835727266
2.58,15.0,1.7553436004411176
2.66,-3.0,-12.093381535418656
2.66,-2.8,-11.891122535701838
2.66,-2.6,-11.68882682610428
2.66,-2.4,-11.48649289620829
2.66,-2.2,-11.284119001129309
2.66,-2.0,-11.081703273481459
2.66,-1.8,-10.879243675910477
2.66,-1.6,-10.676738021559586
2.66,-1.4,-10.474184111382362
2.66,-1.2,-10.271579215848046
2.66,-1.0,-10.068920638666702
2.66,-0.8,-9.866205319782548
2.66,-0.6,-9.663429900656798
2.66,-0.4,-9.460590890102866
2.66,-0.2,-9.257684213002843
2.66,0.0,-9.054705603920528
2.66,0.2,-8.851650318694965
2.66,0.4,-8.648513231722179
2.66,0.6,-8.445288844776423
2.66,0.8,-8.241971037314155
2.66,1.0,-8.038553561595037
2.66,1.2,-7.8350288043420155
2.66,1.4,-7.631390799983362
2.66,1.6,-7.427633047748027
2.66,1.8,-7.223749610517762
2.66,2.0,-7.0197358244697305
2.66,2.2,-6.815588975279695
2.66,2.4,-6.61130939669736
2.66,2.6,-6.406901450237598
2.66,2.8,-6.202374669575268
2.66,3.0,-5.997744778626172
2.66,3.2,-5.508064997495115
2.66,3.4,-5.312668402578994
2.66,3.6,-5.117256622462213
2.66,3.8,-4.921870848618444
2.66,4.0,-4.726557291714296
2.66,4.2,-4.531365857264024
2.66,4.4,-4.336349118708496
2.66,4.6,-4.141561518409937
2.66,4.8,-3.947059600436392
2.66,5.0,0.2704781320153959
2.66,5.2,0.2731657225295503
2.66,5.4,0.27585107273435616
2.66,5.6,0.27853417953572135
2.66,5.8,0.2812150398584874
2.66,6.0,0.2838936506465509
2.66,6.2,0.28657000886298406
2.66,6.4,0.2892441114901547
2.66,6.6,0.29191595552984745
2.66,6.8,0.29458553800338155
2.66,7.0,0.2972528559517308
2.66,7.2,0.2999179064356413
2.66,7.4,0.3025806865357492
2.66,7.6,0.30524119335269845
2.66,7.8,0.3078994240072563
2.66,8.0,0.31055537564043023
2.66,8.2,0.31320904541358313
2.66,8.4,0.3158604305085482
2.66,8.6,0.3185095281277427
2.66,8.8,0.32115633549428224
2.66,9.0,0.32380084985209345
2.66,9.2,0.3264430684660259
2.66,9.4,0.32908298862196483
2.66,9.6,0.33172060762694106
2.66,9.8,0.33435592280924215
2.66,10.0,0.3369889315185216
2.66,10.2,0.3396196311259085
2.66,10.4,0.34224801902411506
2.66,10.6,0.3448740926275447
2.66,10.8,0.3617995790445102
2.66,11.0,0.3814143527191527
2.66,11.2,0.4005047681284925
2.66,11.4,0.4378921050496979
2.66,11.6,0.47764508331846967
2.66,11.8,0.5207399232584361
2.66,12.0,0.57253734742305
2.66,12.2,0.6273751555688244
2.66,12.4,0.6874064207976454
2.66,12.6,0.7509561706568213
2.66,12.8,0.8188494397134959
2.66,13.0,0.8901767161175043
2.66,13.2,0.9643412936565061
2.66,13.4,1.0418836321409093
2.66,13.6,1.1227395482968117
2.66,13.8,1.2061159152165635
2.66,14.0,1.292043673265718
2.66,14.2,1.380383985472762
2.66,14.4,1.470980217966313
2.66,14.6,1.5638000528120917
2.66,14.8,1.6586293255957638
2.66,15.0,1.7553435746915222
2.74,-2.8,-11.993661178290086
2.74,-2.6,-11.791270048086844
2.74,-2.4,-11.588838542300005
2.74,-2.2,-11.386364932510912
2.74,-2.0,-11.183847249580111
2.74,-1.8,-10.981283443897441
2.74,-1.6,-10.77867120695726
2.74,-1.4,-10.576008185626378
2.74,-1.2,-10.373291714572249
2.74,-1.0,-10.170518926262382
2.74,-0.8,-9.967686728036453
2.74,-0.6,-9.764791620145573
2.74,-0.4,-9.561829996519203
2.74,-0.2,-9.35879773074403
2.74,0.0,-9.155690395263504
2.74,0.2,-8.952503117390442
2.74,0.4,-8.749230510252474
2.74,0.6,-8.545866886340148
2.74,0.8,-8.342405943724447
2.74,1.0,-8.13884085339046
2.74,1.2,-7.935164207377573
2.74,1.4,-7.731368611633226
2.74,1.6,-7.52744657674812
2.74,1.8,-7.323390560362702
2.74,2.0,-7.119193847163579
2.74,2.2,-6.914851032046987
2.74,2.4,-6.7103579707560534
2.74,2.6,-6.505715374855434
2.74,2.8,-6.300928189860699
2.74,3.0,-6.096006994185981
2.74,3.2,-5.890969118449895
2.74,3.4,-5.685839622836441
2.74,3.6,-5.480651732083955
2.74,3.8,-5.275446429272423
2.74,4.0,-5.07027168685932
2.74,4.2,-4.865181282014402
2.74,4.4,-4.660233404199537
2.74,4.6,-4.455489474980453
2.74,4.8,-4.251013358897438
2.74,5.0,-2.958197944052782
2.74,5.2,-2.803690083538831
2.74,5.4,-2.649556233976825
2.74,5.6,-2.495871739330004
2.74,5.8,-2.342731159176974
2.74,6.0,-2.1902611518090747
2.74,6.2,0.2748235192024551
2.74,6.4,0.27803688760791007
2.74,6.6,0.2812459933132213
2.74,6.8,0.28445082805868793
2.74,7.0,0.2876513836527651
2.74,7.2,0.29084765197267887
2.74,7.4,0.2940396249650383
2.74,7.6,0.297227294646443
2.74,7.8,0.3004106531040882
2.74,8.0,0.3035896924963657
2.74,8.2,0.30676440505346175
2.74,8.4,0.30993478307794936
2.74,8.6,0.31310081894537956
2.74,8.8,0.3162625051048662
2.74,9.0,0.31941983407966745
2.74,9.2,0.32257279846776377
2.74,9.4,0.32572139094243097
2.74,9.6,0.3288656042528092
2.74,9.8,0.3320054312244674
2.74,10.0,0.33514086475996274
2.74,10.2,0.3382718978393967
2.74,10.4,0.3413985235209656
2.74,10.6,0.34452073494150565
2.74,10.8,0.36035540461518917
2.74,11.0,0.38042077703660726
2.74,11.2,0.3999334418847303
2.74,11.4,0.4371869562237403
2.74,11.6,0.47718626410999143
2.74,11.8,0.5203734035294313
2.74,12.0,0.5723058940689911
2.74,12.2,0.6272201057358965
2.74,12.4,0.6872956334091214
2.74,12.6,0.7508890955413382
2.74,12.8,0.8188069095075191
2.74,13.0,0.890150368929805
2.74,13.2,0.9643262316998257
2.74,13.4,1.0418755072830834
2.74,13.6,1.1227349802572895
2.74,13.8,1.2061134752734601
2.74,14.0,1.292042413309978
2.74,14.2,1.3803833394818608
2.74,14.4,1.4709798908959555
2.74,14.6,1.5637998871961096
2.74,14.8,1.6586292439684278
2.74,15.0,1.7553435391391286
2.82,-2.6,-11.894918409700518
2.82,-2.4,-11.692399377658997
2.82,-2.2,-11.489836332787538
2.82,-2.0,-11.287227178670996
2.82,-1.8,-11.08456803499336
2.82,-1.6,-10.881859595191951
2.82,-1.4,-10.679097951890416
2.82,-1.2,-10.476280637134495
2.82,-1.0,-10.27340453496276
2.82,-0.8,-10.070466509510348
2.82,-0.6,-9.867462180168845
2.82,-0.4,-9.664389322077183
2.82,-0.2,-9.461243075198725
2.82,0.0,-9.258018875629887
2.82,0.2,-9.05471173018054
2.82,0.4,-8.851316153775274
2.82,0.6,-8.647826139041399
2.82,0.8,-8.444235336059403
2.82,1.0,-8.240536494830053
2.82,1.2,-8.036722047953221
2.82,1.4,-7.832783804620269
2.82,1.6,-7.628713341642345
2.82,1.8,-7.424502009585284
2.82,2.0,-7.220141262505243
2.82,2.2,-7.015623461425867
2.82,2.4,-6.810941747225867
2.82,2.6,-6.606092705530278
2.82,2.8,-6.4010763968385636
2.82,3.0,-6.1958977395856305
2.82,3.2,-5.990568024196669
2.82,3.4,-5.785105579165399
2.82,3.6,-5.579538426015
2.82,3.8,-5.373903762583085
2.82,4.0,-5.168246950415999
2.82,4.2,-4.962621283829275
2.82,4.4,-4.757086547199806
2.82,4.6,-4.551707664948258
2.82,4.8,-4.346553236802402
2.82,5.0,-4.1416950775667996
2.82,5.2,-3.9372087472182713
2.82,5.4,-3.733175620560908
2.82,5.6,-3.5296875198550097
2.82,5.8,-3.326854379669819
2.82,6.0,-3.124817498548423
2.82,6.2,-1.4454464678849652
2.82,6.4,-1.3333205211612589
2.82,6.6,-1.222271085270271
2.82,6.8,-1.1126596602233916
2.82,7.0,-1.0050309845458514
2.82,7.2,-0.878531087174061
2.82,7.4,0.2829594827151105
2.82,7.6,0.286821656676805
2.82,7.8,0.290676571268299
2.82,8.0,0.29452420842079846
2.82,8.2,0.2983645502650297
2.82,8.4,0.30219757913353085
2.82,8.6,0.30602327756292486
2.82,8.8,0.30984162829617606
2.82,9.0,0.3136526142848266
2.82,9.2,0.3174562186912164
2.82,9.4,0.3212524248906806
2.82,9.6,0.3250412164737295
2.82,9.8,0.3288225772482064
2.82,10.0,0.332596491241424
2.82,10.2,0.3363629427022796
2.82,10.4,0.3401219161033485
2.82,10.6,0.3438733961429518
2.82,10.8,0.35847050996934043
2.82,11.0,0.3791176933237638
2.82,11.2,0.39918590856240077
2.82,11.4,0.43628415778189217
2.82,11.6,0.47659299441493386
2.82,11.8,0.5198953604419593
2.82,12.0,0.5719895082248354
2.82,12.2,0.6270065303636454
2.82,12.4,0.6871456543798748
2.82,12.6,0.7507899513664095
2.82,12.8,0.8187425277518169
2.82,13.0,0.8901098125776139
2.82,13.2,0.9643015850862615
2.82,13.4,1.041861539634907
2.82,13.6,1.1227268219497013
2.82,13.8,1.2061089806823604
2.82,14.0,1.2920400194296047
2.82,14.2,1.3803820945328489
2.82,14.4,1.4709792614891641
2.82,14.6,1.5637995543722718
2.82,14.8,1.6586290634589207
2.82,15.0,1.7553434509010544
2.9,-2.6,-12.20152527913714
2.9,-2.4,-11.99865895980949
2.9,-2.2,-11.795842071796548
2.9,-2.0,-11.592975532558983
2.9,-1.8,-11.233532756285395
2.9,-1.6,-11.030816827022322
2.9,-1.4,-10.828048373842059
2.9,-1.2,-10.625224982303255
2.9,-1.0,-10.422343709846349
2.9,-0.8,-10.216605829184667
2.9,-0.6,-9.971395040851503
2.9,-0.4,-9.768224145887965
2.9,-0.2,-9.564977395363409
2.9,0.0,-9.36165019645715
2.9,0.2,-9.158237299415239
2.9,0.4,-8.954733090477426
2.9,0.6,-8.75113128493614
2.9,0.8,-8.547425817347143
2.9,1.0,-8.343609073231939
2.9,1.2,-8.139673125331836
2.9,1.4,-7.935609386638214
2.9,1.6,-7.73140868773943
2.9,1.8,-7.52706131811549
2.9,2.0,-7.322557716863796
2.9,2.2,-7.117888167964875
2.9,2.4,-6.913043800796096
2.9,2.6,-6.708017390893411
2.9,2.8,-6.502804435968993
2.9,3.0,-6.297404336400449
2.9,3.2,-6.091822065500312
2.9,3.4,-5.8860690108819735
2.9,3.6,-5.680166219105396
2.9,3.8,-5.474144647612389
2.9,4.0,-5.268044533953629
2.9,4.2,-5.061915961393101
2.9,4.4,-4.8558180934618385
2.9,4.6,-4.649817737603251
2.9,4.8,-4.443987152392695
2.9,5.0,-4.238402952229383
2.9,5.2,-4.033145707282493
2.9,5.4,-3.8283005731971826
2.9,5.6,-3.623960016824315
2.9,5.8,-3.4202290468739522
2.9,6.0,-3.217234530870539
2.9,6.2,-3.0151406105154424
2.9,6.4,-2.814174026281315
2.9,6.6,-2.614666174663754
2.9,6.8,-2.4171221302864705
2.9,7.0,-2.222331507650038
2.9,7.2,-2.0056483361798887
2.9,7.4,-0.40911212571762146
2.9,7.6,-0.34605807747167544
2.9,7.8,-0.28671335845831086
2.9,8.0,0.2834776572698262
2.9,8.2,0.28811317019184474
2.9,8.4,0.2927375611500768
2.9,8.6,0.2973507959302413
2.9,8.8,0.30195284078765405
2.9,9.0,0.30654366245386394
2.9,9.2,0.3111232281432271
2.9,9.4,0.3156915055594143
2.9,9.6,0.3202484629018511
2.9,9.8,0.3247940688720873
2.9,10.0,0.32932829268009184
2.9,10.2,0.33385110405047425
2.9,10.4,0.3383624732286248
2.9,10.6,0.3428623709867763
2.9,10.8,0.35606431399138205
2.9,11.0,0.3774469455830965
2.9,11.2,0.3982215234534809
2.9,11.4,0.43515374429132664
2.9,11.6,0.47584340910373946
2.9,11.8,0.5192897987336131
2.9,12.0,0.5715800124996817
2.9,12.2,0.6267231152313111
2.9,12.4,0.6869418512138726
2.9,12.6,0.7506550320993356
2.9,12.8,0.8186511778330203
2.9,13.0,0.8900493171113989
2.9,13.2,0.9642641428633791
2.9,13.4,1.0418391872088868
2.9,13.6,1.1227132950946255
2.9,13.8,1.2061011502468337
2.9,14.0,1.2920357071429223
2.9,14.2,1.3803797792601449
2.9,14.4,1.4709780646106394
2.9,14.6,1.5637989314598124
2.9,14.8,1.658628737948612
2.9,15.0,1.755343266746658
2.98,-2.4,-12.106182137764142
2.98,-2.2,-11.903276084356868
2.98,-2.0,-11.700318374395966
2.98,-1.8,-11.497306672128602
2.98,-1.6,-11.29423845138983
2.98,-1.4,-11.091111066940902
2.98,-1.2,-10.887921494659068
2.98,-1.0,-10.684666691730756
2.98,-0.8,-10.481343154520431
2.98,-0.6,-10.277947211362571
2.98,-0.4,-10.074474700557333
2.98,-0.2,-9.870921210170968
2.98,0.0,-9.667281975669065
2.98,0.2,-9.46355141913128
2.98,0.4,-9.259723551636203
2.98,0.6,-8.900633527987567
2.98,0.8,-8.696944945687845
2.98,1.0,-8.493148360580808
2.98,1.2,-8.289236050047677
2.98,1.4,-8.085199711539174
2.98,1.6,-7.881030273734945
2.98,1.8,-7.631033155535901
2.98,2.0,-7.4264099713982725
2.98,2.2,-7.221613999017011
2.98,2.4,-7.016634337676629
2.98,2.6,-6.811460807544978
2.98,2.8,-6.60608483510514
2.98,3.0,-6.400501271924592
2.98,3.2,-6.194708791911377
2.98,3.4,-5.988712398596368
2.98,3.6,-5.782524795642028
2.98,3.8,-5.576168330366656
2.98,4.0,-5.369675500859147
2.98,4.2,-5.163090759463574
2.98,4.4,-4.95646962454374
2.98,4.6,-4.749878216564348
2.98,4.8,-4.5433903322096905
2.98,5.0,-4.337086226835044
2.98,5.2,-4.1310520380472235
2.98,5.4,-3.925377711116268
2.98,5.6,-3.7201590109746916
2.98,5.8,-3.5155005851789274
2.98,6.0,-3.311521964973479
2.98,6.2,-3.1083685429593695
2.98,6.4,-2.9062295018843844
2.98,6.6,-2.705367202812314
2.98,6.8,-2.5061654040834505
2.98,7.0,-2.3092068003546973
2.98,7.2,-2.115392296947633
2.98,7.4,-1.9260954399812398
2.98,7.6,-1.743255765947664
2.98,7.8,-1.5694230177181903
2.98,8.0,0.05843529073568217
2.98,8.2,0.08297843620446467
2.98,8.4,0.10596320450068719
2.98,8.6,0.27853887862637305
2.98,8.8,0.28544976138680683
2.98,9.0,0.29233037580732535
2.98,9.2,0.29918056534908727
2.98,9.4,0.3056902088708035
2.98,9.6,0.3116366719737416
2.98,9.8,0.3175621606878306
2.98,10.0,0.3234665945823794
2.98,10.2,0.3293498949671994
2.98,10.4,0.3352119849220782
2.98,10.6,0.3410527893257569
2.98,10.8,0.3530696694940274
2.98,11.0,0.3753550543929234
2.98,11.2,0.3969993061128745
2.98,11.4,0.43376175728887373
2.98,11.6,0.47491194161864536
2.98,11.8,0.5185374934305199
2.98,12.0,0.5710666199428109
2.98,12.2,0.6263591950491528
2.98,12.4,0.6866721561759144
2.98,12.6,0.7504771808266611
2.98,12.8,0.8185273678585491
2.98,13.0,0.8899641443070447
2.98,13.2,0.9642094894242468
2.98,13.4,1.0418055553384533
2.98,13.6,1.1226922738603726
2.98,13.8,1.2060884492193618
2.98,14.0,1.29202845874141
2.98,14.2,1.3803757511838517
2.98,14.4,1.4709759243831166
2.98,14.6,1.5637978224622473
2.98,14.8,1.6586281724511502
2.98,15.0,1.7553429454508478
3.06,-2.4,-12.215038176414955
3.06,-2.2,-12.012056308157607
3.06,-2.0,-11.80902104442836
3.06,-1.8,-11.605929920814724
3.06,-1.6,-11.402780394075908
3.06,-1.4,-11.199569761932405
3.06,-1.2,-10.996294866567816
3.06,-1.0,-10.792952551143943
3.06,-0.8,-10.589539455569263
3.06,-0.6,-10.386051741618486
3.06,-0.4,-10.18248534865211
3.06,-0.2,-9.97883561611383
3.06,0.0,-9.77509783837392
3.06,0.2,-9.571266566003212
3.06,0.4,-9.36733586167186
3.06,0.6,-9.071447245377364
3.06,0.8,-8.868828622959738
3.06,1.0,-8.666114263337162
3.06,1.2,-8.46329607628751
3.06,1.4,-8.260365247340456
3.06,1.6,-8.057311942240116
3.06,1.8,-7.832247456289308
3.06,2.0,-7.629248974850576
3.06,2.2,-7.426098205360983
3.06,2.4,-7.222782993319053
3.06,2.6,-7.019291439224305
3.06,2.8,-6.732399900793149
3.06,3.0,-6.52722867677439
3.06,3.2,-6.321847508482249
3.06,3.4,-6.116255571340129
3.06,3.6,-5.910458607952947
3.06,3.8,-5.704470791139617
3.06,4.0,-5.473262594012395
3.06,4.2,-5.266289033025707
3.06,4.4,-5.059208484271057
3.06,4.6,-4.852081324590594
3.06,4.8,-4.644979019398084
3.06,5.0,-4.437983007119504
3.06,5.2,-4.231186294720257
3.06,5.4,-4.024682526513063
3.06,5.6,-3.8185724683310225
3.06,5.8,-3.6129638354303526
3.06,6.0,-3.4079746600307397
3.06,6.2,-3.203740865062578
3.06,6.4,-3.0004287055108168
3.06,6.6,-2.79825554220944
3.06,6.8,-2.5975239538043686
3.06,7.0,-2.3986761136019137
3.06,7.2,-2.2023798655008178
3.06,7.4,-2.009652040499306
3.06,7.6,-1.8219914225935618
3.06,7.8,-1.641389167038855
3.06,8.0,-1.3856479122496976
3.06,8.2,-1.233168983285397
3.06,8.4,-1.0910614327395727
3.06,8.6,0.21983446634281648
3.06,8.8,0.2356439254874147
3.06,9.0,0.2512626386885848
3.06,9.2,0.2666874999495733
3.06,9.4,0.27993789352842674
3.06,9.6,0.28963985758245053
3.06,9.8,0.2992748368644523
3.06,10.0,0.3088423171665665
3.06,10.2,0.31834180146986724
3.06,10.4,0.3277728105376371
3.06,10.6,0.33713488349386633
3.06,10.8,0.3493790353444912
3.06,11.0,0.3727500161180171
3.06,11.2,0.39543917317804056
3.06,11.4,0.43203920812451313
3.06,11.6,0.4737484918320811
3.06,11.8,0.5175989338517489
3.06,12.0,0.5704201513026352
3.06,12.2,0.625896946599619
3.06,12.4,0.6863247953611025
3.06,12.6,0.7502366602885072
3.06,12.8,0.8183611480076093
3.06,13.0,0.8898492128240718
3.06,13.2,0.9641287990049148
3.06,13.4,1.0417557869959684
3.06,13.6,1.1226600915743923
3.06,13.8,1.206068306769947
3.06,14.0,1.2920164685068787
3.06,14.2,1.3803688374932543
3.06,14.4,1.4709721371293945
3.06,14.6,1.563795823143285
3.06,14.8,1.6586271368676826
3.06,15.0,1.7553424334311114
3.14,-2.2,-12.122243743861203
3.14,-2.0,-11.919148192684553
3.14,-1.8,-11.715995206072485
3.14,-1.6,-11.512782195359671
3.14,-1.4,-11.30950647225573
3.14,-1.2,-11.106164987057946
3.14,-1.0,-10.902754456565228
3.14,-0.8,-10.699271516189471
3.14,-0.6,-10.49571232350183
3.14,-0.4,-10.292072692433218
3.14,-0.2,-10.08834812327034
3.14,0.0,-9.884533652153177
3.14,0.2,-9.680624019593557
3.14,0.4,-9.476613242707064
3.14,0.6,-9.272494822794002
3.14,0.8,-9.068261466289723
3.14,1.0,-8.863905229337878
3.14,1.2,-8.659417775621286
3.14,1.4,-8.454789621012008
3.14,1.6,-8.25001036324606
3.14,1.8,-8.045068617839757
3.14,2.0,-7.8399520568812555
3.14,2.2,-7.634647887204471
3.14,2.4,-7.429142441010502
3.14,2.6,-7.223421912286668
3.14,2.8,-6.865875325838972
3.14,3.0,-6.660634660560618
3.14,3.2,-6.455205883580662
3.14,3.4,-6.249589031195329
3.14,3.6,-6.0437885603666714
3.14,3.8,-5.8378160517882565
3.14,4.0,-5.587580791187732
3.14,4.2,-5.3813352685606
3.14,4.4,-5.166101780764579
3.14,4.6,-4.958764019368524
3.14,4.8,-4.751397092604705
3.14,5.0,-4.5440823283271605
3.14,5.2,-4.336913184051529
3.14,5.4,-4.129991065679363
3.14,5.6,-3.9232907041463707
3.14,5.8,-3.713172823263505
3.14,6.0,-3.5071627521691657
3.14,6.2,-3.3018323549114057
3.14,6.4,-3.097336778338186
3.14,6.6,-2.89386736855725
3.14,6.8,-2.691675953433094
3.14,7.0,-2.491114357850747
3.14,7.2,-2.2926965492449165
3.14,7.4,-2.0971923573224633
3.14,7.6,-1.9057472227945937
3.14,7.8,-1.7199627450306179
3.14,8.0,-1.5424414868723455
3.14,8.2,-1.374896764057866
3.14,8.4,-1.2177215708627827
3.14,8.6,-0.7355124318039383
3.14,8.8,-0.586031768349033
3.14,9.0,0.224140891743672
3.14,9.2,0.2387020415725906
3.14,9.4,0.25259028975511305
3.14,9.6,0.2654390243356871
3.14,9.8,0.2781717891158609
3.14,10.0,0.2914666069172634
3.14,10.2,0.30489258432648886
3.14,10.4,0.31817418727682384
3.14,10.6,0.33130990981689334
3.14,10.8,0.3449810987081777
3.14,11.0,0.36935417540311044
3.14,11.2,0.3933427198021735
3.14,11.4,0.429824913878096
3.14,11.6,0.472236570221786
3.14,11.8,0.516464767231418
3.14,12.0,0.5695775759810373
3.14,12.2,0.6252898971624358
3.14,12.4,0.6858648194036885
3.14,12.6,0.7499140775643123
3.14,12.8,0.8181281296797129
3.14,13.0,0.8896838359759596
3.14,13.2,0.964016331595169
3.14,13.4,1.0416761516453077
3.14,13.6,1.122608164591746
3.14,13.8,1.2060346084440048
3.14,14.0,1.2919951212417682
3.14,14.2,1.3803559735868702
3.14,14.4,1.4709646274558603
3.14,14.6,1.56379167468361
3.14,14.8,1.6586249010538794
3.14,15.0,1.755341247860238
3.22,-2.2,-12.233425994019935
3.22,-2.0,-12.030282043060565
3.22,-1.8,-11.827082027549434
