Composition = 75% Sio2, 25% Water
1.22,11.4,0.43004703815460515
1.22,11.6,0.4690076994555966
1.22,11.8,0.5109604183337508
1.22,12.0,0.5621005325638884
1.22,12.2,0.6156627903456945
1.22,12.4,0.6756377418002273
1.22,12.6,0.7383924621009964
1.22,12.8,0.8060282091011366
1.22,13.0,0.8769698715476729
1.22,13.2,0.9508625492291609
1.22,13.4,1.0282240432691858
1.22,13.6,1.1089603837232724
1.22,13.8,1.1922912425097438
1.22,14.0,1.2781694226819647
1.22,14.2,1.3665051329624696
1.22,14.4,1.4571820428279085
1.22,14.6,1.550190748014064
1.22,14.8,1.6452554363263643
1.22,15.0,1.742213079192299
1.22,15.2,1.8409457244584404
1.22,15.4,1.9413364302760727
1.3,-6.0,0.25445640005859504
1.3,-5.8,0.25445640005859504
1.3,-5.6,0.25445640005859504
1.3,-5.4,0.25445640005859504
1.3,-5.2,0.25445640005859504
1.3,-5.0,0.25445640005859504
1.3,-4.8,0.25445640005859504
1.3,-4.6,0.25445640005859504
1.3,-4.4,0.25445640005859504
1.3,-4.2,0.25445640005859504
1.3,-4.0,0.25445640005859504
1.3,-3.8,0.2557269904785388
1.3,-3.6,0.25699757616220703
1.3,-3.4,0.25826815710962026
1.3,-3.2,0.25953873332079935
1.3,-3.0,0.26080930479576536
1.3,-2.8,0.26207987153453943
1.3,-2.6,0.26335043353714255
1.3,-2.4,0.26462099080359625
1.3,-2.2,0.2658915433339218
1.3,-2.0,0.26716209112814054
1.3,-1.8,0.2684326341862743
1.3,-1.6,0.2697031725083448
1.3,-1.4,0.27097370609437355
1.3,-1.2,0.2722442349443828
1.3,-1.0,0.27351475905839445
1.3,-0.8,0.27478527843643047
1.3,-0.6,0.2760557930785133
1.3,-0.4,0.27732630298466504
1.3,-0.2,0.2785968081549082
1.3,0.0,0.27986730858926545
1.3,0.2,0.28113780428775936
1.3,0.4,0.28240829525041244
1.3,0.6,0.28367878147724773
1.3,0.8,0.2849492629682882
1.3,1.0,0.28621973972355674
1.3,1.2,0.2874902117430766
1.3,1.4,0.288760679026871
1.3,1.6,0.29003114157496335
1.3,1.8,0.29130159938737693
1.3,2.0,0.2925720524641356
1.3,2.2,0.2938425008052627
1.3,2.4,0.29511294441078223
1.3,2.6,0.2963833832807179
1.3,2.8,0.29765381741509384
1.3,3.0,0.29892424681393404
1.3,3.2,0.30019467147726253
1.3,3.4,0.30146509140510386
1.3,3.6,0.3027355065974822
1.3,3.8,0.3040059170544222
1.3,4.0,0.30527632277594835
1.3,4.2,0.3065467237620853
1.3,4.4,0.30781712001285805
1.3,4.6,0.3090875115282913
1.3,4.8,0.3103578983084101
1.3,5.0,0.31162828035323953
1.3,5.2,0.3128986576628049
1.3,5.4,0.31416903023713144
1.3,5.6,0.3154393980762446
1.3,5.8,0.31670976118016986
1.3,6.0,0.3179801195489329
1.3,6.2,0.3192504731825594
1.3,6.4,0.3205208220810753
1.3,6.6,0.32179116624450627
1.3,6.8,0.3230615056728786
1.3,7.0,0.3243318403662183
1.3,7.2,0.3256021703245517
1.3,7.4,0.32687249554790493
1.3,7.6,0.32814281603630474
1.3,7.8,0.3294131317897775
1.3,8.0,0.3306834428083499
1.3,8.2,0.3319537490920486
1.3,8.4,0.33322405064090066
1.3,8.6,0.33449434745493295
1.3,8.8,0.3357646395341724
1.3,9.0,0.33703492687864633
1.3,9.2,0.33830520948838194
1.3,9.4,0.33957548736340676
1.3,9.6,0.340845760503748
1.3,9.8,0.3421160289094335
1.3,10.0,0.3433862925804908
1.3,10.2,0.34465655151694774
1.3,10.4,0.3459268057188321
1.3,10.6,0.3482412064714266
1.3,10.8,0.36324818505110135
1.3,11.0,0.3777751877723442
1.3,11.2,0.39267430394353553
1.3,11.4,0.4300470154896663
1.3,11.6,0.46900768794422404
1.3,11.8,0.5109604136939969
1.3,12.0,0.5621005280332028
1.3,12.2,0.6156627854684438
1.3,12.4,0.6756377388269038
1.3,12.6,0.7383924613714136
1.3,12.8,0.8060282088701888
1.3,13.0,0.8769698715049384
1.3,13.2,0.950862549197582
1.3,13.4,1.028224043254688
1.3,13.6,1.1089603837160822
1.3,13.8,1.1922912425063459
1.3,14.0,1.2781694226803897
1.3,14.2,1.3665051329617426
1.3,14.4,1.4571820428275721
1.3,14.6,1.550190748013905
1.3,14.8,1.645255436326288
1.3,15.0,1.7422130791922623
1.3,15.2,1.8409457244584235
1.3,15.4,1.9413364302760643
1.38,-6.0,0.2539441960933504
1.38,-5.8,0.2539441960933504
1.38,-5.6,0.2539441960933504
1.38,-5.4,0.2539441960933504
1.38,-5.2,0.2539441960933504
1.38,-5.0,0.2539441960933504
1.38,-4.8,0.2539441960933504
1.38,-4.6,0.2539441960933504
1.38,-4.4,0.2539441960933504
1.38,-4.2,0.2539441960933504
1.38,-4.0,0.2539441960933504
1.38,-3.8,0.25522167611233465
1.38,-3.6,0.25649915129826467
1.38,-3.4,0.2577766216511614
1.38,-3.2,0.2590540871710462
1.38,-3.0,0.26033154785794105
1.38,-2.8,0.2616090037118674
1.38,-2.6,0.26288645473284705
1.38,-2.4,0.26416390092090203
1.38,-2.2,0.26544134227605426
1.38,-2.0,0.26671877879832545
1.38,-1.8,0.2679962104877385
1.38,-1.6,0.26927363734431536
1.38,-1.4,0.2705510593680785
1.38,-1.2,0.2718284765590505
1.38,-1.0,0.27310588891725396
1.38,-0.8,0.2743832964427117
1.38,-0.6,0.2756606991354465
1.38,-0.4,0.2769380969954815
1.38,-0.2,0.27821549002283963
1.38,0.0,0.2794928782175439
1.38,0.2,0.280770261579618
1.38,0.4,0.2820476401090852
1.38,0.6,0.2833250138059687
1.38,0.8,0.2846023826702925
1.38,1.0,0.28587974670208016
1.38,1.2,0.2871571059013555
1.38,1.4,0.28843446026814257
1.38,1.6,0.28971180980246525
1.38,1.8,0.29098915450434776
1.38,2.0,0.2922664943738145
1.38,2.2,0.2935438294108896
1.38,2.4,0.2948211596155977
1.38,2.6,0.2960984849879633
1.38,2.8,0.297375805528011
1.38,3.0,0.29865312123576576
1.38,3.2,0.2999304321112524
1.38,3.4,0.30120773815449603
1.38,3.6,0.3024850393655218
1.38,3.8,0.3037623357443547
1.38,4.0,0.3050396272910201
1.38,4.2,0.3063169140055437
1.38,4.4,0.3075941958879508
1.38,4.6,0.3088714729382671
1.38,4.8,0.3101487451565187
1.38,5.0,0.3114260125427308
1.38,5.2,0.3127032750969299
1.38,5.4,0.31398053281914207
1.38,5.6,0.3152577857093932
1.38,5.8,0.3165350337677098
1.38,6.0,0.31781227699411835
1.38,6.2,0.319089515388645
1.38,6.4,0.3203667489513168
1.38,6.6,0.32164397768216024
1.38,6.8,0.3229212015812023
1.38,7.0,0.32419842064846977
1.38,7.2,0.3254756348839899
1.38,7.4,0.32675284428778956
1.38,7.6,0.32803004885989623
1.38,7.8,0.3293072486003372
1.38,8.0,0.33058444350914007
1.38,8.2,0.3318616335863323
1.38,8.4,0.33313881883194163
1.38,8.6,0.33441599924599585
1.38,8.8,0.3356931748285229
1.38,9.0,0.33697034557955075
1.38,9.2,0.3382475114991076
1.38,9.4,0.3395246725872216
1.38,9.6,0.3408018288439211
1.38,9.8,0.34207898026923467
1.38,10.0,0.3433561268631905
1.38,10.2,0.3446332686258177
1.38,10.4,0.3459104055571449
1.38,10.6,0.348231229332836
1.38,10.8,0.36324136962898695
1.38,11.0,0.3777717450206491
1.38,11.2,0.39267422990098133
1.38,11.4,0.4300469652266749
1.38,11.6,0.4690076624834656
1.38,11.8,0.5109604041719357
1.38,12.0,0.5621005221310615
1.38,12.2,0.6156627824438597
1.38,12.4,0.6756377370163118
1.38,12.6,0.7383924606953968
1.38,12.8,0.8060282085608492
1.38,13.0,0.8769698713721099
1.38,13.2,0.9508625491362322
1.38,13.4,1.0282240432265233
1.38,13.6,1.108960383702113
1.38,13.8,1.1922912424997445
1.38,14.0,1.2781694226773297
1.38,14.2,1.3665051329603304
1.38,14.4,1.4571820428269189
1.38,14.6,1.5501907480135961
1.38,14.8,1.6452554363261396
1.38,15.0,1.7422130791921924
1.38,15.2,1.84094572445839
1.38,15.4,1.9413364302760487
1.46,-6.0,0.2534226323412137
1.46,-5.8,0.2534226323412137
1.46,-5.6,0.2534226323412137
1.46,-5.4,0.2534226323412137
1.46,-5.2,0.2534226323412137
1.46,-5.0,0.2534226323412137
1.46,-4.8,0.2534226323412137
1.46,-4.6,0.2534226323412137
1.46,-4.4,0.2534226323412137
1.46,-4.2,0.2534226323412137
1.46,-4.0,0.2534226323412137
1.46,-3.8,0.25470712773053344
1.46,-3.6,0.2559916181877346
1.46,-3.4,0.257276103712839
1.46,-3.2,0.25856058430586887
1.46,-3.0,0.2598450599668462
1.46,-2.8,0.26112953069579337
1.46,-2.6,0.2624139964927329
1.46,-2.4,0.2636984573576872
1.46,-2.2,0.2649829132906789
1.46,-2.0,0.2662673642917308
1.46,-1.8,0.2675518103608658
1.46,-1.6,0.26883625149810664
1.46,-1.4,0.2701206877034767
1.46,-1.2,0.2714051189769988
1.46,-1.0,0.2726895453186967
1.46,-0.8,0.2739739667285934
1.46,-0.6,0.2752583832067128
1.46,-0.4,0.2765427947530783
1.46,-0.2,0.2778272013677136
1.46,0.0,0.27911160305064286
1.46,0.2,0.2803959998018897
1.46,0.4,0.28168039162147834
1.46,0.6,0.28296477850943313
1.46,0.8,0.2842491604657782
1.46,1.0,0.28553353749053817
1.46,1.2,0.28681790958373726
1.46,1.4,0.2881022767454005
1.46,1.6,0.2893866389755523
1.46,1.8,0.2906709962742178
1.46,2.0,0.29195534864142164
1.46,2.2,0.2932396960771893
1.46,2.4,0.29452403858154586
1.46,2.6,0.2958083761545164
1.46,2.8,0.29709270879612676
1.46,3.0,0.29837703650640235
1.46,3.2,0.2996613592853685
1.46,3.4,0.30094567713305126
1.46,3.6,0.3022299900494766
1.46,3.8,0.3035142980346703
1.46,4.0,0.3047986010886585
1.46,4.2,0.30608289921146753
1.46,4.4,0.30736719240312355
1.46,4.6,0.3086514806636531
1.46,4.8,0.30993576399308287
1.46,5.0,0.31122004239143924
1.46,5.2,0.31250431585874916
1.46,5.4,0.3137885843950393
1.46,5.6,0.315072848000337
1.46,5.8,0.31635710667466904
1.46,6.0,0.31764136041806285
1.46,6.2,0.31892560923054575
1.46,6.4,0.320209853112145
1.46,6.6,0.3214940920628884
1.46,6.8,0.3227783260828035
1.46,7.0,0.3240625551719179
1.46,7.2,0.3253467793302598
1.46,7.4,0.32663099855785704
1.46,7.6,0.32791521285473774
1.46,7.8,0.32919942222093035
1.46,8.0,0.33048362665646275
1.46,8.2,0.3317678261613637
1.46,8.4,0.33305202073566176
1.46,8.6,0.33433621037938543
1.46,8.8,0.33562039509256386
1.46,9.0,0.33690457487522546
1.46,9.2,0.33818874972739965
1.46,9.4,0.33947291964911536
1.46,9.6,0.3407570846404017
1.46,9.8,0.34204124470128827
1.46,10.0,0.34332539983180443
1.46,10.2,0.34460955003197963
1.46,10.4,0.3458936953018437
1.46,10.6,0.34822095931558583
1.46,10.8,0.36323435155407746
1.46,11.0,0.37776819173792864
1.46,11.2,0.3926740717925831
1.46,11.4,0.43004685683187327
1.46,11.6,0.4690076057006572
1.46,11.8,0.5109603835575652
1.46,12.0,0.5621005105708441
1.46,12.2,0.6156627781960727
1.46,12.4,0.675637734508289
1.46,12.6,0.7383924595612867
1.46,12.8,0.8060282079928024
1.46,13.0,0.8769698711012741
1.46,13.2,0.9508625490167897
1.46,13.4,1.0282240431716891
1.46,13.6,1.1089603836749151
1.46,13.8,1.1922912424868917
1.46,14.0,1.2781694226713727
1.46,14.2,1.366505132957581
1.46,14.4,1.4571820428256477
1.46,14.6,1.5501907480129955
1.46,14.8,1.645255436325851
1.46,15.0,1.7422130791920545
1.46,15.2,1.8409457244583247
1.46,15.4,1.9413364302760179
1.54,-6.0,0.25288925148597563
1.54,-5.8,0.25288925148597563
1.54,-5.6,0.25288925148597563
1.54,-5.4,0.25288925148597563
1.54,-5.2,0.25288925148597563
1.54,-5.0,0.25288925148597563
1.54,-4.8,0.25288925148597563
1.54,-4.6,0.25288925148597563
1.54,-4.4,0.25288925148597563
1.54,-4.2,0.25288925148597563
1.54,-4.0,0.25288925148597563
1.54,-3.8,0.2541809209036658
1.54,-3.6,0.2554725852876914
1.54,-3.4,0.2567642446380752
1.54,-3.2,0.25805589895483977
1.54,-3.0,0.25934754823800804
1.54,-2.8,0.26063919248760287
1.54,-2.6,0.26193083170364734
1.54,-2.4,0.2632224658861646
1.54,-2.2,0.2645140950351779
1.54,-2.0,0.26580571915071083
1.54,-1.8,0.2670973382327866
1.54,-1.6,0.2683889522814291
1.54,-1.4,0.26968056129666196
1.54,-1.2,0.2709721652785091
1.54,-1.0,0.2722637642269945
1.54,-0.8,0.2735553581421421
1.54,-0.6,0.27484694702397633
1.54,-0.4,0.2761385308725216
1.54,-0.2,0.2774301096878019
1.54,0.0,0.2787216834698423
1.54,0.2,0.2800132522186672
1.54,0.4,0.28130481593430146
1.54,0.6,0.28259637461676995
1.54,0.8,0.28388792826609804
1.54,1.0,0.2851794768823103
1.54,1.2,0.2864710204654323
1.54,1.4,0.2877625590154897
1.54,1.6,0.28905409253250747
1.54,1.8,0.29034562101651157
1.54,2.0,0.29163714446752753
1.54,2.2,0.29292866288558134
1.54,2.4,0.2942201762706991
1.54,2.6,0.2955116846229065
1.54,2.8,0.2968031879422299
1.54,3.0,0.2980946862286959
1.54,3.2,0.2993861794823304
1.54,3.4,0.30067766770316046
1.54,3.6,0.3019691508912123
1.54,3.8,0.3032606290465131
1.54,4.0,0.30455210216908957
1.54,4.2,0.3058435702589687
1.54,4.4,0.3071350333161776
1.54,4.6,0.30842649134074357
1.54,4.8,0.30971794433269406
1.54,5.0,0.3110093922920564
1.54,5.2,0.31230083521885804
1.54,5.4,0.31359227311312715
1.54,5.6,0.3148837059748912
1.54,5.8,0.3161751338041782
1.54,6.0,0.31746655660101625
1.54,6.2,0.3187579743654336
1.54,6.4,0.3200493870974584
1.54,6.6,0.32134079479711913
1.54,6.8,0.3226321974644442
1.54,7.0,0.32392359509946245
1.54,7.2,0.32521498770220253
1.54,7.4,0.3265063752726933
1.54,7.6,0.3277977578109639
1.54,7.8,0.3290891353170432
1.54,8.0,0.3303805077909607
1.54,8.2,0.3316718752327455
1.54,8.4,0.33296323764242713
1.54,8.6,0.3342545950200352
1.54,8.8,0.3355459473655994
1.54,9.0,0.33683729467914947
1.54,9.2,0.33812863696071555
1.54,9.4,0.3394199742103274
1.54,9.6,0.3407113064280153
1.54,9.8,0.3420026336138095
1.54,10.0,0.34329395576774047
1.54,10.2,0.3445852728898385
1.54,10.4,0.34587658498013457
1.54,10.6,0.3482101454946684
1.54,10.8,0.363226955469181
1.54,11.0,0.3777644254204587
1.54,11.2,0.3926737942472132
1.54,11.4,0.43004666352717447
1.54,11.6,0.469007501344509
1.54,11.8,0.510960337011607
1.54,12.0,0.5621004843589703
1.54,12.2,0.6156627676063389
1.54,12.4,0.6756377282293977
1.54,12.6,0.7383924567936144
1.54,12.8,0.8060282066101826
1.54,13.0,0.8769698704456341
1.54,13.2,0.9508625487272483
1.54,13.4,1.0282240430387652
1.54,13.6,1.108960383608986
1.54,13.8,1.192291242455736
1.54,14.0,1.2781694226569327
1.54,14.2,1.3665051329509157
1.54,14.4,1.4571820428225655
1.54,14.6,1.550190748011539
1.54,14.8,1.6452554363251508
1.54,15.0,1.7422130791917207
1.54,15.2,1.8409457244581666
1.54,15.4,1.9413364302759435
1.62,-6.0,0.2523457290444824
1.62,-5.8,0.2523457290444824
1.62,-5.6,0.2523457290444824
1.62,-5.4,0.2523457290444824
1.62,-5.2,0.2523457290444824
1.62,-5.0,0.2523457290444824
1.62,-4.8,0.2523457290444824
1.62,-4.6,0.2523457290444824
1.62,-4.4,0.2523457290444824
1.62,-4.2,0.2523457290444824
1.62,-4.0,0.2523457290444824
1.62,-3.8,0.2536447083099361
1.62,-3.6,0.2549436824380401
1.62,-3.4,0.2562426514288177
1.62,-3.2,0.2575416152822919
1.62,-3.0,0.25884057399848676
1.62,-2.8,0.2601395275774254
1.62,-2.6,0.2614384760191317
1.62,-2.4,0.2627374193236293
1.62,-2.2,0.26403635749094256
1.62,-2.0,0.26533529052109517
1.62,-1.8,0.2666342184141115
1.62,-1.6,0.26793314117001565
1.62,-1.4,0.2692320587888324
1.62,-1.2,0.2705309712705862
1.62,-1.0,0.2718298786153015
1.62,-0.8,0.27312878082300335
1.62,-0.6,0.27442767789371664
1.62,-0.4,0.27572656982746624
1.62,-0.2,0.27702545662427763
1.62,0.0,0.2783243382841758
1.62,0.2,0.27962321480718627
1.62,0.4,0.2809220861933346
1.62,0.6,0.28222095244264633
1.62,0.8,0.28351981355514744
1.62,1.0,0.28481866953086377
1.62,1.2,0.28611752036982113
1.62,1.4,0.2874163660720458
1.62,1.6,0.28871520663756406
1.62,1.8,0.2900140420664023
1.62,2.0,0.2913128723585869
1.62,2.2,0.2926116975141448
1.62,2.4,0.29391051753310227
1.62,2.6,0.2952093324154864
1.62,2.8,0.29650814216132443
1.62,3.0,0.297806946770643
1.62,3.2,0.2991057462434698
1.62,3.4,0.3004045405798318
1.62,3.6,0.3017033297797565
1.62,3.8,0.3030021138432719
1.62,4.0,0.3043008927704053
1.62,4.2,0.3055996665611847
1.62,4.4,0.3068984352156381
1.62,4.6,0.3081971987337935
1.62,4.8,0.30949595711567895
1.62,5.0,0.31079471036132317
1.62,5.2,0.31209345847075426
1.62,5.4,0.3133922014440008
1.62,5.6,0.31469093928109165
1.62,5.8,0.3159896719820555
1.62,6.0,0.31728839954692134
1.62,6.2,0.31858712197571826
1.62,6.4,0.31988583926847536
1.62,6.6,0.3211845514252218
1.62,6.8,0.3224832584459873
1.62,7.0,0.32378196033080103
1.62,7.2,0.32508065707969297
1.62,7.4,0.3263793486926928
1.62,7.6,0.3276780351698302
1.62,7.8,0.3289767165111356
1.62,8.0,0.33027539271663886
1.62,8.2,0.3315740637863702
1.62,8.4,0.33287272972036025
1.62,8.6,0.3341713905186392
1.62,8.8,0.33547004618123805
1.62,9.0,0.3367686967081872
1.62,9.2,0.3380673420995177
1.62,9.4,0.3393659823552606
1.62,9.6,0.3406646174754468
1.62,9.8,0.34196324746010776
1.62,10.0,0.3432618723092746
1.62,10.2,0.344560492022979
1.62,10.4,0.3458591066012524
1.62,10.6,0.3481984524179581
1.62,10.8,0.3632189441383287
1.62,11.0,0.3777602994998767
1.62,11.2,0.39267319287346747
1.62,11.4,0.4300462330111013
1.62,11.6,0.46900725068627924
1.62,11.8,0.5109601874785343
1.62,12.0,0.5621003850960347
1.62,12.2,0.6156627217782599
1.62,12.4,0.6756377013159531
1.62,12.6,0.7383924383946636
1.62,12.8,0.8060282000151217
1.62,13.0,0.8769698697454511
1.62,13.2,0.9508625480928751
1.62,13.4,1.028224042727538
1.62,13.6,1.1089603834613029
1.62,13.8,1.1922912423887313
1.62,14.0,1.278169422626412
1.62,14.2,1.3665051329367846
1.62,14.4,1.4571820428160305
1.62,14.6,1.5501907480084505
1.62,14.8,1.6452554363236658
1.62,15.0,1.742213079191014
1.62,15.2,1.8409457244578318
1.62,15.4,1.9413364302757856
1.7,-6.0,0.2517914958281825
1.7,-5.8,0.2517914958281825
1.7,-5.6,0.2517914958281825
1.7,-5.4,0.2517914958281825
1.7,-5.2,0.2517914958281825
1.7,-5.0,0.2517914958281825
1.7,-4.8,0.2517914958281825
1.7,-4.6,0.2517914958281825
1.7,-4.4,0.2517914958281825
1.7,-4.2,0.2517914958281825
1.7,-4.0,0.2517914958281825
1.7,-3.8,0.2530979279373375
1.7,-3.6,0.254404354803379
1.7,-3.4,0.25571077642633133
1.7,-3.2,0.25701719280621826
1.7,-3.0,0.258323603943064
1.7,-2.8,0.25963000983689277
1.7,-2.6,0.260936410487729
1.7,-2.4,0.26224280589559706
1.7,-2.2,0.2635491960605217
1.7,-2.0,0.26485558098252787
1.7,-1.8,0.26616196066164016
1.7,-1.6,0.2674683350978837
1.7,-1.4,0.26877470429128364
1.7,-1.2,0.27008106824186534
1.7,-1.0,0.2713874269496541
1.7,-0.8,0.27269378041467535
1.7,-0.6,0.2740001286369549
1.7,-0.4,0.2753064716165185
1.7,-0.2,0.27661280935339205
1.7,0.0,0.2779191418476015
1.7,0.2,0.2792254690991732
1.7,0.4,0.2805317911081331
1.7,0.6,0.28183810787450786
1.7,0.8,0.283144419398324
1.7,1.0,0.2844507256796084
1.7,1.2,0.2857570267183873
1.7,1.4,0.287063322514688
1.7,1.6,0.2883696130685375
1.7,1.8,0.2896758983799628
1.7,2.0,0.29098217844899144
1.7,2.2,0.2922884532756507
1.7,2.4,0.2935947228599681
1.7,2.6,0.29490098720197144
1.7,2.8,0.29620724630168843
1.7,3.0,0.297513500159147
1.7,3.2,0.29881974877437517
1.7,3.4,0.30012599214740127
1.7,3.6,0.30143223027825344
1.7,3.8,0.3027384631669602
1.7,4.0,0.30404469081354996
1.7,4.2,0.30535091321805163
