Composition = 80% Sio2, 20% Water
log temp, log pressure (dyne/cm^2), logdensity (g/cc)
1.46,0.4,0.3180342575797815
1.46,0.6,0.3193091825189389
1.46,0.8,0.3205841027793793
1.46,1.0,0.3218590183613298
1.46,1.2,0.3231339292650172
1.46,1.4,0.32440883549066896
1.46,1.6,0.3256837370385122
1.46,1.8,0.32695863390877444
1.46,2.0,0.32823352610168316
1.46,2.2,0.32950841361746586
1.46,2.4,0.33078329645635024
1.46,2.6,0.3320581746185641
1.46,2.8,0.33333304810433506
1.46,3.0,0.3346079169138913
1.46,3.2,0.33588278104746067
1.46,3.4,0.33715764050527136
1.46,3.6,0.33843249528755165
1.46,3.8,0.33970734539452957
1.46,4.0,0.34098219082643383
1.46,4.2,0.34225703158349263
1.46,4.4,0.34353186766593446
1.46,4.6,0.3448066990739881
1.46,4.8,0.34608152580788254
1.46,5.0,0.34735634786784614
1.46,5.2,0.3486311652541082
1.46,5.4,0.3499059779668975
1.46,5.6,0.35118078600644304
1.46,5.8,0.35245558937297417
1.46,6.0,0.35373038806672014
1.46,6.2,0.35500518208791026
1.46,6.4,0.3562799714367742
1.46,6.6,0.35755475611354104
1.46,6.8,0.3588295361184409
1.46,7.0,0.36010431145170296
1.46,7.2,0.3613790821135575
1.46,7.4,0.36265384810423423
1.46,7.6,0.36392860942396305
1.46,7.8,0.3652033660729743
1.46,8.0,0.3664781180514979
1.46,8.2,0.36775286535976404
1.46,8.4,0.3690276079980033
1.46,8.6,0.37030234596644607
1.46,8.8,0.3715770792653226
1.46,9.0,0.37285180789486366
1.46,9.2,0.3741265318553002
1.46,9.4,0.3754012511468626
1.46,9.6,0.3766759657697819
1.46,9.8,0.3779506757242892
1.46,10.0,0.3792253810106152
1.46,10.2,0.38050008162899146
1.46,10.4,0.3817747775796489
1.46,10.6,0.3838732182209762
1.46,10.8,0.39595054703577526
1.46,11.0,0.4075804372079247
1.46,11.2,0.41976818591969195
1.46,11.4,0.45629154023419494
1.46,11.6,0.4940331117879155
1.46,11.8,0.5342949680368021
1.46,12.0,0.5846004171993953
1.46,12.2,0.6367510062857199
1.46,12.4,0.6958954458541451
1.46,12.6,0.7575597530234476
1.46,12.8,0.8242437358950127
1.46,13.0,0.8942933970942735
1.46,13.2,0.9672896239166854
1.46,13.4,1.043835124490615
1.46,13.6,1.123774240201705
1.46,13.8,1.2063269963436065
1.46,14.0,1.2914576949263703
1.46,14.2,1.3790813149597758
1.46,14.4,1.4690839986586808
1.46,14.6,1.5614733186785956
1.46,14.8,1.6559545720769973
1.46,15.0,1.7523607093441453
1.46,15.2,1.8505748579267678
1.46,15.4,1.950480239042242
1.54,-6.0,0.28945634192187975
1.54,-5.8,0.28945634192187975
1.54,-5.6,0.28945634192187975
1.54,-5.4,0.28945634192187975
1.54,-5.2,0.28945634192187975
1.54,-5.0,0.28945634192187975
1.54,-4.8,0.28945634192187975
1.54,-4.6,0.28945634192187975
1.54,-4.4,0.28945634192187975
1.54,-4.2,0.28945634192187975
1.54,-4.0,0.28945634192187975
1.54,-3.8,0.29073844679360245
1.54,-3.6,0.2920205468850972
1.54,-3.4,0.29330264219659624
1.54,-3.2,0.2945847327283314
1.54,-3.0,0.29586681848053503
1.54,-2.8,0.2971488994534394
1.54,-2.6,0.2984309756472767
1.54,-2.4,0.2997130470622797
1.54,-2.2,0.30099511369868065
1.54,-2.0,0.3022771755567123
1.54,-1.8,0.3035592326366072
1.54,-1.6,0.30484128493859863
1.54,-1.4,0.30612333246291923
1.54,-1.2,0.307405375209802
1.54,-1.0,0.3086874131794801
1.54,-0.8,0.3099694463721867
1.54,-0.6,0.3112514747881551
1.54,-0.4,0.3125334984276189
1.54,-0.2,0.31381551729081125
1.54,0.0,0.3150975313779661
1.54,0.2,0.3163795406893168
1.54,0.4,0.3176615452250971
1.54,0.6,0.31894354498554134
1.54,0.8,0.3202255399708829
1.54,1.0,0.3215075301813561
1.54,1.2,0.3227895156171951
1.54,1.4,0.3240714962786342
1.54,1.6,0.3253534721659074
1.54,1.8,0.3266354432792495
1.54,2.0,0.3279174096188949
1.54,2.2,0.3291993711850781
1.54,2.4,0.3304813279780339
1.54,2.6,0.33176327999799704
1.54,2.8,0.3330452272452024
1.54,3.0,0.3343271697198852
1.54,3.2,0.3356091074222803
1.54,3.4,0.33689104035262274
1.54,3.6,0.33817296851114803
1.54,3.8,0.3394548918980914
1.54,4.0,0.3407368105136885
1.54,4.2,0.34201872435817454
1.54,4.4,0.3433006334317854
1.54,4.6,0.3445825377347567
1.54,4.8,0.3458644372673244
1.54,5.0,0.3471463320297242
1.54,5.2,0.34842822202219226
1.54,5.4,0.34971010724496465
1.54,5.6,0.35099198769827766
1.54,5.8,0.3522738633823674
1.54,6.0,0.35355573429747034
1.54,6.2,0.354837600443823
1.54,6.4,0.3561194618216618
1.54,6.6,0.35740131843122364
1.54,6.8,0.35868317027274516
1.54,7.0,0.359965017346463
1.54,7.2,0.36124685965261427
1.54,7.4,0.36252869719143616
1.54,7.6,0.3638105299631656
1.54,7.8,0.36509235796803985
1.54,8.0,0.3663741812062962
1.54,8.2,0.36765599967817214
1.54,8.4,0.36893781338390513
1.54,8.6,0.3702196223237326
1.54,8.8,0.3715014264978926
1.54,9.0,0.3727832259066224
1.54,9.2,0.3740650205501603
1.54,9.4,0.37534681042874407
1.54,9.6,0.37662859554261174
1.54,9.8,0.3779103758920016
1.54,10.0,0.37919215147715174
1.54,10.2,0.38047392229830057
1.54,10.4,0.3817556883556865
1.54,10.6,0.38386050803704497
1.54,10.8,0.3959419166252637
1.54,11.0,0.407576086951699
1.54,11.2,0.41976789805394765
1.54,11.4,0.4562913393729153
1.54,11.6,0.4940330015822195
1.54,11.8,0.5342949194753734
1.54,12.0,0.5846003892824833
1.54,12.2,0.6367509954140433
1.54,12.4,0.6958954392189979
1.54,12.6,0.7575597501205177
1.54,12.8,0.824243734448604
1.54,13.0,0.8942933964074095
1.54,13.2,0.9672896236151755
1.54,13.4,1.043835124352411
1.54,13.6,1.1237742401331845
1.54,13.8,1.2063269963114205
1.54,14.0,1.2914576949115515
1.54,14.2,1.3790813149529815
1.54,14.4,1.469083998655559
1.54,14.6,1.5614733186771266
1.54,14.8,1.6559545720762925
1.54,15.0,1.7523607093438105
1.54,15.2,1.8505748579266095
1.54,15.4,1.9504802390421678
1.62,-6.0,0.28891785789072705
1.62,-5.8,0.28891785789072705
1.62,-5.6,0.28891785789072705
1.62,-5.4,0.28891785789072705
1.62,-5.2,0.28891785789072705
1.62,-5.0,0.28891785789072705
1.62,-4.8,0.28891785789072705
1.62,-4.6,0.28891785789072705
1.62,-4.4,0.28891785789072705
1.62,-4.2,0.28891785789072705
1.62,-4.0,0.28891785789072705
1.62,-3.8,0.29020717448299804
1.62,-3.6,0.2914964861964652
1.62,-3.4,0.29278579303136787
1.62,-3.2,0.29407509498794515
1.62,-3.0,0.2953643920664365
1.62,-2.8,0.29665368426708144
1.62,-2.6,0.2979429715901192
1.62,-2.4,0.2992322540357895
1.62,-2.2,0.3005215316043322
1.62,-2.0,0.3018108042959873
1.62,-1.8,0.30310007211099427
1.62,-1.6,0.30438933504959337
1.62,-1.4,0.3056785931120248
1.62,-1.2,0.3069678462985286
1.62,-1.0,0.3082570946093452
1.62,-0.8,0.30954633804471493
1.62,-0.6,0.31083557660487837
1.62,-0.4,0.3121248102900761
1.62,-0.2,0.31341403910054894
1.62,0.0,0.31470326303653745
1.62,0.2,0.3159924820982827
1.62,0.4,0.31728169628602565
1.62,0.6,0.31857090560000745
1.62,0.8,0.3198601100404691
1.62,1.0,0.32114930960765226
1.62,1.2,0.3224385043017979
1.62,1.4,0.32372769412314784
1.62,1.6,0.3250168790719433
1.62,1.8,0.3263060591484263
1.62,2.0,0.3275952343528385
1.62,2.2,0.3288844046854218
1.62,2.4,0.33017357014641807
1.62,2.6,0.33146273073606936
1.62,2.8,0.33275188645461806
1.62,3.0,0.3340410373023063
1.62,3.2,0.33533018327937636
1.62,3.4,0.3366193243860708
1.62,3.6,0.337908460622632
1.62,3.8,0.33919759198930294
1.62,4.0,0.3404867184863262
1.62,4.2,0.3417758401139446
1.62,4.4,0.343064956872401
1.62,4.6,0.3443540687619385
1.62,4.8,0.3456431757828004
1.62,5.0,0.34693227793522974
1.62,5.2,0.34822137521946994
1.62,5.4,0.3495104676357644
1.62,5.6,0.3507995551843567
1.62,5.8,0.35208863786549033
1.62,6.0,0.35337771567940907
1.62,6.2,0.3546667886263568
1.62,6.4,0.3559558567065774
1.62,6.6,0.35724491992031493
1.62,6.8,0.3585339782678133
1.62,7.0,0.359823031749317
1.62,7.2,0.36111208036507014
1.62,7.4,0.36240112411531716
1.62,7.6,0.36369016300030244
1.62,7.8,0.3649791970202708
1.62,8.0,0.36626822617546684
1.62,8.2,0.3675572504661351
1.62,8.4,0.3688462698925209
1.62,8.6,0.3701352844548689
1.62,8.8,0.37142429415342426
1.62,9.0,0.3727132989884322
1.62,9.2,0.3740022989601378
1.62,9.4,0.37529129406878664
1.62,9.6,0.3765802843146241
1.62,9.8,0.3778692696978958
1.62,10.0,0.3791582502188472
1.62,10.2,0.3804472258777243
1.62,10.4,0.38173619667477277
1.62,10.6,0.3838470192745208
1.62,10.8,0.39593274545136004
1.62,11.0,0.40757142578486094
1.62,11.2,0.4197672729660434
1.62,11.4,0.4562908910516549
1.62,11.6,0.49403273700843575
1.62,11.8,0.5342947637613721
1.62,12.0,0.5846002882197832
1.62,12.2,0.6367509514857657
1.62,12.4,0.6958954119784599
1.62,12.6,0.757559732221965
1.62,12.8,0.8242437281730971
1.62,13.0,0.8942933956100018
1.62,13.2,0.9672896229604376
1.62,13.4,1.0438351240372234
1.62,13.6,1.1237742399819617
1.62,13.8,1.2063269962424668
1.62,14.0,1.291457694880204
1.62,14.2,1.3790813149385766
1.62,14.4,1.4690839986489412
1.62,14.6,1.5614733186740115
1.62,14.8,1.6559545720747977
1.62,15.0,1.752360709343101
1.62,15.2,1.850574857926275
1.62,15.4,1.9504802390420106
1.7,-6.0,0.28836869852679076
1.7,-5.8,0.28836869852679076
1.7,-5.6,0.28836869852679076
1.7,-5.4,0.28836869852679076
1.7,-5.2,0.28836869852679076
1.7,-5.0,0.28836869852679076
1.7,-4.8,0.28836869852679076
1.7,-4.6,0.28836869852679076
1.7,-4.4,0.28836869852679076
1.7,-4.2,0.28836869852679076
1.7,-4.0,0.28836869852679076
1.7,-3.8,0.28966536888148325
1.7,-3.6,0.2909620342568171
1.7,-3.4,0.292258694653039
1.7,-3.2,0.29355535007039546
1.7,-3.0,0.2948520005091331
1.7,-2.8,0.29614864596949897
1.7,-2.6,0.2974452864517396
1.7,-2.4,0.2987419219561025
1.7,-2.2,0.30003855248283445
1.7,-2.0,0.30133517803218285
1.7,-1.8,0.302631798604395
1.7,-1.6,0.303928414199718
1.7,-1.4,0.3052250248183998
1.7,-1.2,0.306521630460688
1.7,-1.0,0.3078182311268302
1.7,-0.8,0.3091148268170742
1.7,-0.6,0.31041141753166795
1.7,-0.4,0.3117080032708597
1.7,-0.2,0.3130045840348973
1.7,0.0,0.31430115982402934
1.7,0.2,0.31559773063850366
1.7,0.4,0.31689429647856904
1.7,0.6,0.318190857344474
1.7,0.8,0.3194874132364673
1.7,1.0,0.3207839641547975
1.7,1.2,0.32208051009971345
1.7,1.4,0.3233770510714642
1.7,1.6,0.32467358707029886
1.7,1.8,0.32597011809646637
1.7,2.0,0.32726664415021606
1.7,2.2,0.32856316523179735
1.7,2.4,0.3298596813414598
1.7,2.6,0.33115619247945277
1.7,2.8,0.3324526986460261
1.7,3.0,0.3337491998414294
1.7,3.2,0.33504569606591256
1.7,3.4,0.33634218731972576
