Composition = 0
log(temp), log pressure (dyne/cm^2), log density (g/cc), log entropy (log os jrk/g*kev)
2.02,11.4,0.23499336521531042,-3.41656034263064
2.02,11.6,0.2811144396476528,-3.5392969627419673
2.02,11.8,0.33322083765592714,-3.663639397532042
2.02,12.0,0.389477558589048,-3.789095615177221
2.02,12.2,0.45185147225704103,-3.9067921572890696
2.02,12.4,0.5171090840084028,-4.019488806365535
2.02,12.6,0.5869135496461164,-4.122284632582355
2.02,12.8,0.6608122098273901,-4.215130203531233
2.02,13.0,0.7377193535779895,-4.301100931022139
2.02,13.2,0.8177035604339743,-4.380596256844761
2.02,13.4,0.9006962516377426,-4.454737884311389
2.02,13.6,0.9870161244790057,-4.524546908847493
2.02,13.8,1.075876780581638,-4.5921596833236356
2.02,14.0,1.1671437844509156,-4.658404199207064
2.02,14.2,1.2606848880102892,-4.723958384882959
2.02,14.4,1.356356601306762,-4.789349142179913
2.02,14.6,1.454011977808306,-4.8549590055224
2.02,14.8,1.5535057276074382,-4.921048876726117
2.02,15.0,1.6546975425906258,-4.987785156192763
2.02,15.2,1.7574539181841073,-5.055265831073656
2.02,15.4,1.8616494321176311,-5.123539955375697
2.02,15.6,1.9671673363517992,-5.19262238315603
2.1,-3.6,0.0008715208261823802,-2.6430653925243814
2.1,-3.4,0.002268953386280899,-2.6455539899640175
2.1,-3.2,0.003666385946379537,-2.648042587403654
2.1,-3.0,0.005063818506478118,-2.6505311848432895
2.1,-2.8,0.006461251066576739,-2.6530197822829256
2.1,-2.6,0.007858683626675292,-2.6555083797225616
2.1,-2.4,0.009256116186773909,-2.6579969771621985
2.1,-2.2,0.010653548746872472,-2.660485574601834
2.1,-2.0,0.012050981306971055,-2.66297417204147
2.1,-1.8,0.013448413867069683,-2.6654627694811066
2.1,-1.6,0.01484584642716828,-2.667951366920742
2.1,-1.4,0.016243278987266886,-2.6704399643603787
2.1,-1.2,0.0176407115473654,-2.6729285618000143
2.1,-1.0,0.019038144107464013,-2.6754171592396507
2.1,-0.8,0.020435576667562662,-2.6779057566792868
2.1,-0.6,0.021833009227661234,-2.6803943541189224
2.1,-0.4,0.02323044178775981,-2.6828829515585593
2.1,-0.2,0.02462787434785839,-2.685371548998195
2.1,0.0,0.02602530690795704,-2.687860146437831
2.1,0.2,0.02742273946805562,-2.6903487438774674
2.1,0.4,0.028820172028154227,-2.692837341317103
2.1,0.6,0.03021760458825276,-2.6953259387567394
2.1,0.8,0.03161503714835133,-2.697814536196375
2.1,1.0,0.03301246970844993,-2.700303133636012
2.1,1.2,0.03440990226854853,-2.7027917310756475
2.1,1.4,0.035807334828647105,-2.7052803285152835
2.1,1.6,0.037204767388745764,-2.707768925954919
2.1,1.8,0.038602199948844285,-2.7102575233945556
2.1,2.0,0.0399996325089429,-2.712746120834192
2.1,2.2,0.041397065069041554,-2.7152347182738277
2.1,2.4,0.04279449762914008,-2.717723315713464
2.1,2.6,0.044191930189238726,-2.7202119131531
2.1,2.8,0.045589362749337316,-2.7227005105927358
2.1,3.0,0.04698679530943588,-2.725189108032372
2.1,3.2,0.04838422786953448,-2.7276777054720083
2.1,3.4,0.04978166042963306,-2.7301663029116443
2.1,3.6,0.05117909298973168,-2.7326549003512803
2.1,3.8,0.05257652554983029,-2.735143497790917
2.1,4.0,0.053973958109928874,-2.7376320952305524
2.1,4.2,0.05537139067002739,-2.7401206926701884
2.1,4.4,0.05676882323012606,-2.742609290109825
2.1,4.6,0.05816625579022466,-2.745097887549461
2.1,4.8,0.05956368835032323,-2.747586484989097
2.1,5.0,0.06096112091042179,-2.750075082428733
2.1,5.2,0.062358553470520356,-2.7525636798683686
2.1,5.4,0.063755986030619,-2.755052277308005
2.1,5.6,0.06515341859071762,-2.757540874747641
2.1,5.8,0.06655085115081621,-2.760029472187277
2.1,6.0,0.06794828371091481,-2.7625180696269136
2.1,6.2,0.06934571627101331,-2.765006667066549
2.1,6.4,0.07074314883111199,-2.767495264506185
2.1,6.6,0.07214058139121052,-2.7699838619458212
2.1,6.8,0.0735380139513092,-2.7724724593854577
2.1,7.0,0.07493544651140777,-2.7749610568250938
2.1,7.2,0.07633287907150635,-2.7774496542647293
2.1,7.4,0.07773031163160489,-2.7799382517043663
2.1,7.6,0.07912774419170351,-2.782426849144002
2.1,7.8,0.08052517675180208,-2.7849154465836383
2.1,8.0,0.08192260931190072,-2.7874040440232735
2.1,8.2,0.08332004187199926,-2.7898926414629104
2.1,8.4,0.0847174744320979,-2.792381238902546
2.1,8.6,0.08611490699219647,-2.7948698363421824
2.1,8.8,0.0875123395522951,-2.797358433781818
2.1,9.0,0.0889097721123936,-2.7998470312214545
2.1,9.2,0.09030720467249227,-2.8023356286610905
2.1,9.4,0.09170463723259084,-2.8048242261007266
2.1,9.6,0.09310206979268941,-2.8073128235403626
2.1,9.8,0.09449950235278806,-2.809801420979999
2.1,10.0,0.0958969349128866,-2.812290018419635
2.1,10.2,0.09729436747298519,-2.8147786158592707
2.1,10.4,0.09869180003308378,-2.817267213298907
2.1,10.6,0.10193193234510765,-2.8253192304042085
2.1,10.8,0.13218157322877824,-2.9147723774381284
2.1,11.0,0.16243121411244854,-3.004225524472048
2.1,11.2,0.19268085499611887,-3.093678671505968
2.1,11.4,0.23497036352441542,-3.211755293239733
2.1,11.6,0.28110282290545124,-3.338970689800817
2.1,11.8,0.33321440958563675,-3.471033820322322
2.1,12.0,0.38947460654455834,-3.606461427895323
2.1,12.2,0.4518497837037251,-3.736452157400413
2.1,12.4,0.5171082722971952,-3.8620869256486094
2.1,12.6,0.586913147025899,-3.978158304568736
2.1,12.8,0.660811996881916,-4.0832924584532355
2.1,13.0,0.7377192513611697,-4.180353805279249
2.1,13.2,0.8177035104621224,-4.2694086762484185
2.1,13.4,0.9006962250137661,-4.351380929198081
2.1,13.6,0.9870161025006836,-4.427099667137818
2.1,13.8,1.0758767460117897,-4.499296142948258
2.1,14.0,1.1671437695591544,-4.56902098341958
2.1,14.2,1.2606848775691941,-4.637168463624754
2.1,14.4,1.3563565945566998,-4.704465191931475
2.1,14.6,1.454011978048168,-4.77146217957358
2.1,14.8,1.553505723693508,-4.838554402610837
2.1,15.0,1.6546975350130766,-4.906011394160555
2.1,15.2,1.7574539085033838,-4.974008361561934
2.1,15.4,1.861649428402673,-5.042650954068205
2.1,15.6,1.9671673366940385,-5.111995792572302
2.18,-3.4,0.0016320013370615598,-2.46692464554592
2.18,-3.2,0.0030383697136350633,-2.4692237479445636
2.18,-3.0,0.004444738090208673,-2.4715228503432067
2.18,-2.8,0.0058511064667822925,-2.473821952741849
2.18,-2.6,0.007257474843355911,-2.4761210551404917
2.18,-2.4,0.008663843219929435,-2.4784201575391354
2.18,-2.2,0.010070211596503054,-2.480719259937778
2.18,-2.0,0.011476579973076627,-2.483018362336421
2.18,-1.8,0.012882948349650186,-2.4853174647350635
2.18,-1.6,0.014289316726223751,-2.4876165671337067
2.18,-1.4,0.01569568510279738,-2.48991566953235
2.18,-1.2,0.017102053479370917,-2.4922147719309926
2.18,-1.0,0.01850842185594457,-2.4945138743296353
2.18,-0.8,0.019914790232518166,-2.496812976728278
2.18,-0.6,0.021321158609091687,-2.4991120791269212
2.18,-0.4,0.022727526985665283,-2.5014111815255644
2.18,-0.2,0.024133895362238884,-2.5037102839242067
2.18,0.0,0.025540263738812425,-2.5060093863228503
2.18,0.2,0.026946632115386077,-2.508308488721493
2.18,0.4,0.028353000491959598,-2.510607591120136
2.18,0.6,0.029759368868533177,-2.5129066935187785
2.18,0.8,0.031165737245106788,-2.5152057959174217
2.18,1.0,0.03257210562168039,-2.517504898316065
2.18,1.2,0.03397847399825393,-2.5198040007147076
2.18,1.4,0.035384842374827585,-2.5221031031133507
2.18,1.6,0.03679121075140112,-2.5244022055119935
2.18,1.8,0.03819757912797468,-2.5267013079106357
2.18,2.0,0.03960394750454828,-2.5290004103092794
2.18,2.2,0.04101031588112188,-2.5312995127079216
2.18,2.4,0.04241668425769543,-2.5335986151065653
2.18,2.6,0.04382305263426904,-2.535897717505208
2.18,2.8,0.04522942101084263,-2.538196819903851
2.18,3.0,0.0466357893874162,-2.540495922302494
2.18,3.2,0.04804215776398977,-2.542795024701136
2.18,3.4,0.049448526140563366,-2.54509412709978
2.18,3.6,0.05085489451713695,-2.5473932294984225
2.18,3.8,0.05226126289371059,-2.5496923318970657
2.18,4.0,0.0536676312702841,-2.551991434295708
2.18,4.2,0.05507399964685769,-2.5542905366943516
2.18,4.4,0.05648036802343132,-2.556589639092994
2.18,4.6,0.05788673640000488,-2.558888741491637
2.18,4.8,0.05929310477657849,-2.5611878438902798
2.18,5.0,0.06069947315315208,-2.563486946288923
2.18,5.2,0.06210584152972565,-2.5657860486875657
2.18,5.4,0.06351220990629926,-2.568085151086209
2.18,5.6,0.06491857828287281,-2.5703842534848516
2.18,5.8,0.06632494665944644,-2.5726833558834943
2.18,6.0,0.06773131503601995,-2.5749824582821375
2.18,6.2,0.06913768341259356,-2.5772815606807806
2.18,6.4,0.07054405178916713,-2.579580663079423
2.18,6.6,0.07195042016574069,-2.5818797654780665
2.18,6.8,0.07335678854231434,-2.5841788678767093
2.18,7.0,0.07476315691888788,-2.586477970275352
2.18,7.2,0.07616952529546149,-2.5887770726739947
2.18,7.4,0.0775758936720351,-2.591076175072638
2.18,7.6,0.07898226204860868,-2.5933752774712806
2.18,7.8,0.08038863042518225,-2.5956743798699238
2.18,8.0,0.08179499880175585,-2.5979734822685665
2.18,8.2,0.08320136717832939,-2.6002725846672097
2.18,8.4,0.08460773555490296,-2.6025716870658524
2.18,8.6,0.08601410393147657,-2.6048707894644956
2.18,8.8,0.08742047230805015,-2.607169891863138
2.18,9.0,0.08882684068462376,-2.609468994261781
2.18,9.2,0.09023320906119735,-2.611768096660424
2.18,9.4,0.09163957743777087,-2.614067199059067
2.18,9.6,0.09304594581434451,-2.6163663014577105
2.18,9.8,0.09445231419091805,-2.618665403856353
2.18,10.0,0.09585868256749168,-2.6209645062549956
2.18,10.2,0.09726505094406523,-2.623263608653639
2.18,10.4,0.09867141932063882,-2.6255627110522815
2.18,10.6,0.10167709973928594,-2.6324716123803915
2.18,10.8,0.1319939058975418,-2.717767147453685
2.18,11.0,0.16231071205579736,-2.8030626825269778
2.18,11.2,0.19262751821405288,-2.8883582176002705
2.18,11.4,0.23492914117798325,-3.0058422857109943
2.18,11.6,0.2810816564680936,-3.133670411689807
2.18,11.8,0.333202431388755,-3.270233572219248
2.18,12.0,0.3894690800374806,-3.4128658073861526
2.18,12.2,0.45184662140644455,-3.553644335623766
2.18,12.4,0.5171067635632489,-3.69133050907023
2.18,12.6,0.586912411943871,-3.8208047200116355
2.18,12.8,0.6608116130110597,-3.939155565887923
2.18,13.0,0.7377190602984979,-4.048670583847903
2.18,13.2,0.817703400545773,-4.148946288037802
2.18,13.4,0.9006961671593818,-4.240494925105216
2.18,13.6,0.9870160610474308,-4.323716840385479
2.18,13.8,1.0758766922279306,-4.401865383435779
2.18,14.0,1.1671437457972238,-4.476195119304239
2.18,14.2,1.2606848743063392,-4.547825527766042
2.18,14.4,1.3563565936220683,-4.617711469722654
2.18,14.6,1.4540119775907692,-4.686608952423555
2.18,14.8,1.5535057234701253,-4.755083275996021
2.18,15.0,1.6546975349039823,-4.823538564860865
2.18,15.2,1.7574539084505365,-4.892252850861292
2.18,15.4,1.8616494283725484,-4.961408987017283
2.18,15.6,1.9671673366750353,-5.031119716974065
2.26,-3.4,0.0009786154313248605,-2.3030214436538765
2.26,-3.2,0.0023940444343146716,-2.3051554691471394
2.26,-3.0,0.003809473437304559,-2.3072894946404015
2.26,-2.8,0.0052249024402944745,-2.309423520133664
2.26,-2.6,0.006640331443284305,-2.311557545626926
2.26,-2.4,0.00805576044627421,-2.3136915711201884
2.26,-2.2,0.009471189449264074,-2.3158255966134513
2.26,-2.0,0.010886618452253938,-2.3179596221067134
2.26,-1.8,0.012302047455243744,-2.3200936475999763
2.26,-1.6,0.013717476458233667,-2.3222276730932383
2.26,-1.4,0.015132905461223485,-2.3243616985865008
2.26,-1.2,0.01654833446421336,-2.3264957240797632
2.26,-1.0,0.017963763467203294,-2.3286297495730257
2.26,-0.8,0.019379192470193166,-2.330763775066288
2.26,-0.6,0.020794621473182975,-2.33289780055955
2.26,-0.4,0.022210050476172877,-2.3350318260528127
2.26,-0.2,0.02362547947916277,-2.337165851546075
2.26,0.0,0.025040908482152634,-2.3392998770393376
2.26,0.2,0.026456337485142468,-2.3414339025326
2.26,0.4,0.02787176648813234,-2.343567928025862
2.26,0.6,0.029287195491122252,-2.345701953519125
2.26,0.8,0.0307026244941121,-2.347835979012387
2.26,1.0,0.032118053497102,-2.3499700045056495
2.26,1.2,0.033533482500091825,-2.352104029998912
2.26,1.4,0.03494891150308175,-2.354238055492174
2.26,1.6,0.03636434050607162,-2.3563720809854365
2.26,1.8,0.03777976950906149,-2.3585061064786994
2.26,2.0,0.03919519851205134,-2.360640131971962
2.26,2.2,0.04061062751504119,-2.362774157465224
2.26,2.4,0.04202605651803105,-2.3649081829584864
2.26,2.6,0.04344148552102092,-2.367042208451749
2.26,2.8,0.044856914524010784,-2.3691762339450113
2.26,3.0,0.04627234352700072,-2.371310259438274
2.26,3.2,0.047687772529990596,-2.3734442849315363
2.26,3.4,0.04910320153298039,-2.3755783104247983
2.26,3.6,0.050518630535970256,-2.3777123359180603
2.26,3.8,0.051934059538960166,-2.379846361411323
2.26,4.0,0.05334948854195003,-2.3819803869045852
2.26,4.2,0.05476491754493994,-2.384114412397848
2.26,4.4,0.05618034654792978,-2.38624843789111
2.26,4.6,0.05759577555091967,-2.388382463384373
2.26,4.8,0.059011204553909534,-2.390516488877635
2.26,5.0,0.06042663355689937,-2.3926505143708976
2.26,5.2,0.06184206255988923,-2.39478453986416
2.26,5.4,0.0632574915628791,-2.3969185653574225
2.26,5.6,0.06467292056586903,-2.399052590850685
2.26,5.8,0.06608834956885891,-2.4011866163439475
2.26,6.0,0.06750377857184876,-2.4033206418372095
2.26,6.2,0.0689192075748386,-2.405454667330472
2.26,6.4,0.0703346365778285,-2.4075886928237344
2.26,6.6,0.07175006558081838,-2.4097227183169965
2.26,6.8,0.07316549458380824,-2.411856743810259
2.26,7.0,0.07458092358679812,-2.4139907693035214
2.26,7.2,0.07599635258978792,-2.416124794796784
2.26,7.4,0.0774117815927778,-2.4182588202900464
2.26,7.6,0.07882721059576771,-2.420392845783309
2.26,7.8,0.08024263959875759,-2.4225268712765717
2.26,8.0,0.08165806860174744,-2.4246608967698338
2.26,8.2,0.0830734976047373,-2.4267949222630962
2.26,8.4,0.08448892660772722,-2.4289289477563587
2.26,8.6,0.08590435561071708,-2.4310629732496207
2.26,8.8,0.0873197846137069,-2.433196998742883
2.26,9.0,0.08873521361669681,-2.4353310242361457
2.26,9.2,0.09015064261968664,-2.4374650497294077
2.26,9.4,0.09156607162267653,-2.4395990752226706
2.26,9.6,0.09298150062566643,-2.441733100715933
2.26,9.8,0.09439692962865631,-2.4438671262091956
2.26,10.0,0.09581235863164614,-2.4460011517024576
2.26,10.2,0.09722778763463606,-2.44813517719572
2.26,10.4,0.0986432166376259,-2.4502692026889825
2.26,10.6,0.1012606872005913,-2.4555889528052606
2.26,10.8,0.13168571903215523,-2.5344545875271765
2.26,11.0,0.16211075086371882,-2.613320222249092
2.26,11.2,0.19253578269528238,-2.692185856971007
2.26,11.4,0.23485614411831476,-2.804861857717212
2.26,11.6,0.2810434736919978,-2.928529518914213
2.26,11.8,0.3331802474318297,-3.0650423958385407
2.26,12.0,0.3894586817407409,-3.210497800050704
2.26,12.2,0.4518406417218632,-3.3591927842574223
2.26,12.4,0.5171039326891287,-3.506825119477875
2.26,12.6,0.5869110197042453,-3.6488821937802083
2.26,12.8,0.6608108254366465,-3.780705168973657
2.26,13.0,0.7377186409209815,-3.9036148574726948
2.26,13.2,0.8177032070569216,-4.016627204325518
2.26,13.4,0.9006960662560562,-4.119614973574661
2.26,13.6,0.9870160252762443,-4.212240669515188
2.26,13.8,1.0758766653281544,-4.2980713262867685
2.26,14.0,1.1671437329230598,-4.378490845550181
2.26,14.2,1.2606848705117104,-4.4548179598007245
2.26,14.4,1.3563565918096328,-4.528248361980563
2.26,14.6,1.4540119767002495,-4.5997766808267055
2.26,14.8,1.553505723035217,-4.670179845252802
2.26,15.0,1.6546975346915849,-4.7400366835879115
2.26,15.2,1.757453908348928,-4.809762138988143
2.26,15.4,1.8616494283002396,-4.879643926252145
2.26,15.6,1.9671673366171494,-4.949873492375419
2.34,-3.4,-9.484113886432013,-1.017588727849407
2.34,-3.2,-9.331698893035362,-1.0237410840370034
2.34,-3.0,-9.17926398480702,-1.0299611749474087
2.34,-2.8,-9.026808375182826,-1.0362505808314169
2.34,-2.6,-8.874331095165427,-1.042610850021187
2.34,-2.4,-8.721831124531853,-1.0490433928308358
2.34,-2.2,-8.569307354489396,-1.055550251357257
2.34,-2.0,-8.416758587074522,-1.06213286484066
2.34,-1.8,-8.264183580721081,-1.0687931581124361
2.34,-1.6,-8.11158090534856,-1.075532848098298
2.34,-1.4,-7.958949025544901,-1.0823536868689452
2.34,-1.2,0.004486080176224274,-2.1795650962924986
2.34,-1.0,0.006105420063179815,-2.181555916624806
2.34,-0.8,0.007724759950135206,-2.1835467369571133
2.34,-0.6,0.009344099837090695,-2.18553755728942
2.34,-0.4,0.010963439724046151,-2.187528377621727
2.34,-0.2,0.012582779611001618,-2.1895191979540343
2.34,0.0,0.014202119497957053,-2.1915100182863414
2.34,0.2,0.01582145938491252,-2.1935008386186485
2.34,0.4,0.01744079927186795,-2.195491658950955
2.34,0.6,0.019060139158823427,-2.1974824792832623
2.34,0.8,0.020679479045778933,-2.199473299615569
2.34,1.0,0.02229881893273434,-2.201464119947876
2.34,1.2,0.02391815881968981,-2.2034549402801833
2.34,1.4,0.025537498706645272,-2.2054457606124904
2.34,1.6,0.02715683859360077,-2.2074365809447976
2.34,1.8,0.028776178480556188,-2.2094274012771042
2.34,2.0,0.03039551836751162,-2.2114182216094114
2.34,2.2,0.03201485825446714,-2.213409041941718
2.34,2.4,0.033634198141422544,-2.215399862274025
2.34,2.6,0.03525353802837808,-2.2173906826063323
2.34,2.8,0.03687287791533352,-2.2193815029386394
2.34,3.0,0.03849221780228892,-2.2213723232709466
2.34,3.2,0.04011155768924445,-2.2233631436032537
2.34,3.4,0.04173089757619986,-2.2253539639355604
2.34,3.6,0.04335023746315529,-2.2273447842678675
2.34,3.8,0.04496957735011079,-2.229335604600174
2.34,4.0,0.046588917237066235,-2.2313264249324813
2.34,4.2,0.04820825712402168,-2.2333172452647885
2.34,4.4,0.04982759701097716,-2.235308065597095
2.34,4.6,0.05144693689793264,-2.2372988859294023
2.34,4.8,0.053066276784888095,-2.2392897062617094
2.34,5.0,0.05468561667184352,-2.241280526594016
2.34,5.2,0.05630495655879898,-2.2432713469263237
2.34,5.4,0.05792429644575446,-2.2452621672586304
2.34,5.6,0.059543636332709905,-2.2472529875909375
2.34,5.8,0.06116297621966543,-2.2492438079232446
2.34,6.0,0.06278231610662086,-2.2512346282555513
2.34,6.2,0.06440165599357629,-2.2532254485878584
2.34,6.4,0.06602099588053177,-2.255216268920165
2.34,6.6,0.0676403357674872,-2.2572070892524723
2.34,6.8,0.06925967565444266,-2.2591979095847794
2.34,7.0,0.07087901554139815,-2.2611887299170865
2.34,7.2,0.07249835542835362,-2.2631795502493937
2.34,7.4,0.07411769531530904,-2.265170370581701
2.34,7.6,0.07573703520226449,-2.267161190914008
2.34,7.8,0.07735637508922,-2.2691520112463146
2.34,8.0,0.07897571497617542,-2.2711428315786217
2.34,8.2,0.08059505486313087,-2.2731336519109284
2.34,8.4,0.08221439475008636,-2.2751244722432356
2.34,8.6,0.08383373463704184,-2.2771152925755427
2.34,8.8,0.08545307452399725,-2.2791061129078494
2.34,9.0,0.0870724144109527,-2.281096933240157
2.34,9.2,0.08869175429790822,-2.283087753572463
2.34,9.4,0.09031109418486366,-2.2850785739047708
2.34,9.6,0.09193043407181913,-2.2870693942370774
2.34,9.8,0.09354977395877456,-2.2890602145693846
2.34,10.0,0.09516911384573006,-2.2910510349016917
2.34,10.2,0.09678845373268549,-2.293041855233999
2.34,10.4,0.09840779361964094,-2.2950326755663055
2.34,10.6,0.10054037980216415,-2.2983089426367034
2.34,10.8,0.13114883846588107,-2.370184236496348
2.34,11.0,0.1617572971295977,-2.4420595303559915
2.34,11.2,0.1923657557933143,-2.513934824215636
2.34,11.4,0.23471571071148895,-2.6183355607778647
2.34,11.6,0.2809669658250968,-2.7335411846972884
2.34,11.8,0.3331333088212741,-2.864422029285538
2.34,12.0,0.3894358971991245,-3.006266760406327
2.34,12.2,0.4518272184457571,-3.1572857098153797
2.34,12.4,0.5170974414915197,-3.3100531703073526
2.34,12.6,0.5869078371040175,-3.461676597407694
2.34,12.8,0.6608091164228416,-3.6056170198608344
2.34,13.0,0.7377177871713705,-3.7416721489457245
2.34,13.2,0.8177027833362718,-3.868188378942238
2.34,13.4,0.9006958406237293,-3.9842088267121705
2.34,13.6,0.98701587865303,-4.088367433721145
2.34,13.8,1.0758765859864505,-4.184093642307495
2.34,14.0,1.167143703520737,-4.272696011422475
2.34,14.2,1.2606848619543802,-4.355560030616489
2.34,14.4,1.3563565685610088,-4.434063275808349
2.34,14.6,1.4540119566559468,-4.5094390703024185
2.34,14.8,1.5535057233818959,-4.58270938395769
2.34,15.0,1.6546974906500083,-4.654674388415831
2.34,15.2,1.7574538620692652,-4.72593447146243
2.34,15.4,1.8616494185545382,-4.796924599651267
2.34,15.6,1.9671673309360895,-4.867949670371349
2.42,-3.2,-12.45207706661142,-0.5940554214695508
2.42,-3.0,-12.250172444587898,-0.601663209876667
2.42,-2.8,-12.048238908997863,-0.6093630675622134
2.42,-2.6,-11.846275154167,-0.6171572300153148
2.42,-2.4,-11.644279666558695,-0.6250477574916438
2.42,-2.2,-11.442251042318148,-0.6330372189782912
2.42,-2.0,-11.240187583018532,-0.6411274345340076
2.42,-1.8,-11.038087592844855,-0.6493208237717368
2.42,-1.6,-10.835949157539266,-0.657619830618392
2.42,-1.4,-10.633770131223313,-0.6660266025247056
2.42,-1.2,-5.803935857828184,-1.3205133120089083
2.42,-1.0,-5.691176019900748,-1.3261822263422685
2.42,-0.8,-5.578388666013076,-1.3319151826103466
2.42,-0.6,-5.46557215083261,-1.3377134323331905
2.42,-0.4,-5.3527246135344235,-1.3435786339782019
2.42,-0.2,-5.239844108018481,-1.3495121132817016
2.42,0.0,-5.12692840402458,-1.3555153583971986
2.42,0.2,-5.01397522106259,-1.3615899859307241
2.42,0.4,-4.900982090076296,-1.3677373854247388
2.42,0.6,-4.787946367593679,-1.3739590149191565
2.42,0.8,-4.674865374718652,-1.3802564339869714
2.42,1.0,-4.5617364244252006,-1.3866309253538867
2.42,1.2,0.009353570807152848,-2.0680701470711806
2.42,1.4,0.01128158100395157,-2.0701991195148604
2.42,1.6,0.013209591200750331,-2.072328091958541
2.42,1.8,0.01513760139754904,-2.0744570644022198
2.42,2.0,0.017065611594347795,-2.0765860368459
2.42,2.2,0.01899362179114657,-2.0787150092895796
2.42,2.4,0.0209216319879453,-2.0808439817332594
2.42,2.6,0.022849642184744057,-2.0829729541769395
2.42,2.8,0.024777652381542774,-2.0851019266206188
2.42,3.0,0.026705662578341508,-2.087230899064299
2.42,3.2,0.02863367277514022,-2.089359871507978
2.42,3.4,0.03056168297193901,-2.0914888439516583
2.42,3.6,0.032489693168737746,-2.093617816395338
2.42,3.8,0.03441770336553651,-2.0957467888390173
2.42,4.0,0.03634571356233522,-2.0978757612826975
2.42,4.2,0.038273723759133925,-2.100004733726377
2.42,4.4,0.040201733955932725,-2.102133706170057
2.42,4.6,0.04212974415273144,-2.104262678613737
2.42,4.8,0.04405775434953018,-2.1063916510574168
2.42,5.0,0.04598576454632893,-2.108520623501096
2.42,5.2,0.047913774743127704,-2.1106495959447757
2.42,5.4,0.04984178493992643,-2.112778568388456
2.42,5.6,0.05176979513672517,-2.1149075408321356
2.42,5.8,0.05369780533352389,-2.1170365132758153
2.42,6.0,0.05562581553032265,-2.119165485719495
2.42,6.2,0.057553825727121366,-2.1212944581631747
2.42,6.4,0.059481835923920166,-2.123423430606855
2.42,6.6,0.06140984612071887,-2.125552403050534
2.42,6.8,0.06333785631751762,-2.1276813754942143
2.42,7.0,0.06526586651431639,-2.129810347937894
2.42,7.2,0.06719387671111514,-2.1319393203815737
2.42,7.4,0.06912188690791385,-2.1340682928252535
2.42,7.6,0.07104989710471264,-2.136197265268933
2.42,7.8,0.07297790730151135,-2.138326237712613
2.42,8.0,0.0749059174983101,-2.140455210156293
2.42,8.2,0.07683392769510886,-2.1425841825999723
2.42,8.4,0.07876193789190758,-2.1447131550436525
2.42,8.6,0.0806899480887063,-2.146842127487332
2.42,8.8,0.08261795828550508,-2.148971099931012
2.42,9.0,0.08454596848230378,-2.1511000723746916
2.42,9.2,0.08647397867910257,-2.1532290448183713
2.42,9.4,0.08840198887590132,-2.155358017262051
2.42,9.6,0.09032999907270002,-2.157486989705731
2.42,9.8,0.09225800926949879,-2.159615962149411
2.42,10.0,0.09418601946629751,-2.1617449345930906
2.42,10.2,0.09611402966309629,-2.1638739070367703
2.42,10.4,0.09804203985989506,-2.16600287948045
2.42,10.6,0.10010198402493402,-2.1684403479747596
2.42,10.8,0.1304297634743771,-2.229098973427079
2.42,11.0,0.16126885069686156,-2.2906926965176413
2.42,11.2,0.19210793791934605,-2.3522864196082036
2.42,11.4,0.23448935508878466,-2.4465019762731037
2.42,11.6,0.2808394541386428,-2.5519414714227726
2.42,11.8,0.3330514304612408,-2.6741403863883386
2.42,12.0,0.3893941539149909,-2.8081506068002993
2.42,12.2,0.4518017302939904,-2.9562946387081883
2.42,12.4,0.5170846204772761,-3.109044479739138
2.42,12.6,0.5869014908492185,-3.265891268574307
2.42,12.8,0.6608056830614182,-3.4191770360947116
2.42,13.0,0.7377160592085927,-3.5667491721033464
2.42,13.2,0.8177019229142642,-3.7062510042757326
2.42,13.4,0.9006954098309344,-3.8357215518284247
2.42,13.6,0.987015640675241,-3.9526297636879195
2.42,13.8,1.0758764630483393,-4.0598406615684475
2.42,14.0,1.1671436529751105,-4.158363013124133
2.42,14.2,1.2606848427759754,-4.2494587018979715
2.42,14.4,1.356356546620998,-4.334555780658638
2.42,14.6,1.4540119290062328,-4.415060993520018
2.42,14.8,1.5535057103328322,-4.492229475715022
2.42,15.0,1.6546974747344656,-4.5671036651949155
2.42,15.2,1.7574538465882745,-4.640504884113495
2.42,15.4,1.8616494151480647,-4.7130540166578525
2.42,15.6,1.967167328972061,-4.785204654309635
2.5,-3.0,-12.348565324002234,-0.5812784151372306
2.5,-2.8,-12.146518586310403,-0.5890503062295004
2.5,-2.6,-11.944439498076981,-0.5969168877620932
2.5,-2.4,-11.742326442898488,-0.6048805746030638
2.5,-2.2,-11.540177990474842,-0.6129435693380605
2.5,-2.0,-11.337992344570885,-0.6211079151834243
2.5,-1.8,-11.135767676815579,-0.629375695011582
2.5,-1.6,-10.933502063396816,-0.63774962482336
2.5,-1.4,-10.73119323033496,-0.64623171381846
2.5,-1.2,-10.528838856541558,-0.654824704953387
2.5,-1.0,-10.326436338482836,-0.6635309622087229
2.5,-0.8,-10.12398280164494,-0.6723530001568885
2.5,-0.6,-9.921475259536617,-0.6812934062040708
2.5,-0.4,-9.718910161813419,-0.6903551269835889
2.5,-0.2,-9.516283969409802,-0.6995405375302087
2.5,0.0,-9.313592650563576,-0.7088522504203455
2.5,0.2,-9.110831918867175,-0.7182930274925513
2.5,0.4,-8.907997212028839,-0.7278654849096157
2.5,0.6,-8.705083577657389,-0.737572199058691
2.5,0.8,-8.50208593431515,-0.7474159103033053
