Composition = 0
log(temp), log pressure (dyne/cm^2), log density (g/cc), log entropy (log os jrk/g*kev)
1.46,4.6,0.060146843472948304,-4.297969434318818
1.46,4.8,0.06147859253220458,-4.299654021956409
1.46,5.0,0.06281034159146083,-4.301338609593998
1.46,5.2,0.06414209065071705,-4.303023197231588
1.46,5.4,0.06547383970997322,-4.304707784869179
1.46,5.6,0.06680558876922948,-4.306392372506768
1.46,5.8,0.06813733782848569,-4.3080769601443585
1.46,6.0,0.06946908688774193,-4.309761547781948
1.46,6.2,0.07080083594699817,-4.311446135419537
1.46,6.4,0.07213258500625437,-4.313130723057128
1.46,6.6,0.07346433406551062,-4.314815310694717
1.46,6.8,0.07479608312476684,-4.316499898332308
1.46,7.0,0.07612783218402307,-4.318184485969898
1.46,7.2,0.07745958124327929,-4.319869073607487
1.46,7.4,0.07879133030253546,-4.321553661245077
1.46,7.6,0.0801230793617917,-4.323238248882667
1.46,7.8,0.081454828421048,-4.324922836520257
1.46,8.0,0.08278657748030421,-4.326607424157848
1.46,8.2,0.08411832653956043,-4.328292011795437
1.46,8.4,0.0854500755988166,-4.329976599433027
1.46,8.6,0.08678182465807283,-4.331661187070617
1.46,8.8,0.08811357371732909,-4.333345774708207
1.46,9.0,0.08944532277658529,-4.335030362345797
1.46,9.2,0.09077707183584154,-4.336714949983387
1.46,9.4,0.09210882089509773,-4.338399537620977
1.46,9.6,0.09344056995435397,-4.340084125258566
1.46,9.8,0.0947723190136102,-4.341768712896157
1.46,10.0,0.09610406807286644,-4.343453300533747
1.46,10.2,0.09743581713212265,-4.345137888171337
1.46,10.4,0.09876756619137887,-4.346822475808926
1.46,10.6,0.10224950993627048,-4.351970364671607
1.46,10.8,0.13241388459981226,-4.400095549498549
1.46,11.0,0.16257825926335373,-4.448220734325491
1.46,11.2,0.19274263392689525,-4.496345919152432
1.46,11.4,0.23501604939919027,-4.549033876681502
1.46,11.6,0.2811258340593431,-4.603167405402928
