Composition = 24% Fe, 76% SiO2
log temp, log pressure (dyne/cm^2), logdensity (g/cc)
1.7,5.6,0.5424174864130027
1.7,5.8,0.5436736323082457
1.7,6.0,0.5449297779159172
1.7,6.2,0.5461859232359962
1.7,6.4,0.5474420682684618
1.7,6.6,0.5486982130132926
1.7,6.8,0.5499543574704677
1.7,7.0,0.5512105016399664
1.7,7.2,0.5524666455217675
1.7,7.4,0.5537227891158498
1.7,7.6,0.5549789324221928
1.7,7.8,0.5562350754407748
1.7,8.0,0.5574912181715751
1.7,8.2,0.558747360614573
1.7,8.4,0.5600035027697468
1.7,8.6,0.5612596446370763
1.7,8.8,0.5625157862165397
1.7,9.0,0.5637719275081166
1.7,9.2,0.5650280685117854
1.7,9.4,0.5662842092275256
1.7,9.6,0.5675403496553157
1.7,9.8,0.5687964897951352
1.7,10.0,0.5700526296469626
1.7,10.2,0.571308769210777
1.7,10.4,0.5725649084865576
1.7,10.6,0.5738210474742831
1.7,10.8,0.5750771861739326
1.7,11.0,0.5763333245854851
1.7,11.2,0.5789522858029155
1.7,11.4,0.6095024372996449
1.7,11.6,0.6398385038186718
1.7,11.8,0.6715544843341273
1.7,12.0,0.7175715772497332
1.7,12.2,0.7635447440870131
1.7,12.4,0.8176752268524028
1.7,12.6,0.8744430526525027
1.7,12.8,0.9360680508122976
1.7,13.0,1.0017541945877066
1.7,13.2,1.0702080912808032
1.7,13.4,1.1425491936540861
1.7,13.6,1.2183247033072977
1.7,13.8,1.296726708680148
1.7,14.0,1.3779266525828509
1.7,14.2,1.461766452899859
1.7,14.4,1.5480665110730643
1.7,14.6,1.6368784054840302
1.7,14.8,1.7279178724711888
1.7,15.0,1.8210627773447137
1.78,-6.0,0.48158000531972306
1.78,-5.8,0.48158000531972306
1.78,-5.6,0.48158000531972306
1.78,-5.4,0.48158000531972306
1.78,-5.2,0.48158000531972306
1.78,-5.0,0.48158000531972306
1.78,-4.8,0.48158000531972306
1.78,-4.6,0.48158000531972306
1.78,-4.4,0.48158000531972306
1.78,-4.2,0.48158000531972306
1.78,-4.0,0.48158000531972306
1.78,-3.8,0.482843277409716
1.78,-3.6,0.48410654921150087
1.78,-3.4,0.48536982072505674
1.78,-3.2,0.48663309195036264
1.78,-3.0,0.4878963628873974
1.78,-2.8,0.4891596335361396
1.78,-2.6,0.4904229038965685
1.78,-2.4,0.49168617396866277
1.78,-2.2,0.49294944375240113
1.78,-2.0,0.4942127132477627
1.78,-1.8,0.4954759824547262
1.78,-1.6,0.49673925137327063
1.78,-1.4,0.4980025200033745
1.78,-1.2,0.499265788345017
1.78,-1.0,0.5005290563981769
1.78,-0.8,0.5017923241628331
1.78,-0.6,0.5030555916389643
1.78,-0.4,0.5043188588265495
1.78,-0.2,0.5055821257255674
1.78,0.0,0.506845392335997
1.78,0.2,0.5081086586578172
1.78,0.4,0.5093719246910065
1.78,0.6,0.5106351904355442
1.78,0.8,0.5118984558914087
1.78,1.0,0.513161721058579
1.78,1.2,0.5144249859370343
1.78,1.4,0.515688250526753
1.78,1.6,0.5169515148277142
1.78,1.8,0.5182147788398965
1.78,2.0,0.5194780425632788
1.78,2.2,0.52074130599784
1.78,2.4,0.5220045691435591
1.78,2.6,0.5232678320004146
1.78,2.8,0.5245310945683858
1.78,3.0,0.5257943568474508
1.78,3.2,0.527057618837589
1.78,3.4,0.528320880538779
1.78,3.6,0.5295841419509997
1.78,3.8,0.5308474030742303
1.78,4.0,0.532110663908449
1.78,4.2,0.5333739244536347
1.78,4.4,0.5346371847097667
1.78,4.6,0.5359004446768234
1.78,4.8,0.5371637043547839
1.78,5.0,0.5384269637436268
1.78,5.2,0.5396902228433309
1.78,5.4,0.5409534816538751
1.78,5.6,0.5422167401752384
1.78,5.8,0.5434799984073995
1.78,6.0,0.5447432563503368
1.78,6.2,0.5460065140040298
1.78,6.4,0.5472697713684567
1.78,6.6,0.5485330284435966
1.78,6.8,0.5497962852294286
1.78,7.0,0.5510595417259309
1.78,7.2,0.5523227979330827
1.78,7.4,0.5535860538508628
1.78,7.6,0.5548493094792497
1.78,7.8,0.5561125648182226
1.78,8.0,0.5573758198677601
1.78,8.2,0.558639074627841
1.78,8.4,0.5599023290984441
1.78,8.6,0.5611655832795481
1.78,8.8,0.5624288371711321
1.78,9.0,0.5636920907731748
1.78,9.2,0.5649553440856548
1.78,9.4,0.5662185971085509
1.78,9.6,0.5674818498418421
1.78,9.8,0.5687451022855071
1.78,10.0,0.5700083544395246
1.78,10.2,0.5712716063038735
1.78,10.4,0.5725348578785326
1.78,10.6,0.5737981091634807
1.78,10.8,0.5750613601586962
1.78,11.0,0.5763246108641586
1.78,11.2,0.5789479085331554
1.78,11.4,0.6094993936068204
1.78,11.6,0.6398368710795349
1.78,11.8,0.6715538768351983
1.78,12.0,0.7175711795541495
1.78,12.2,0.763544557252591
1.78,12.4,0.8176751104492094
1.78,12.6,0.8744430048284348
1.78,12.8,0.936068031263577
1.78,13.0,1.0017541851027096
1.78,13.2,1.0702080871613244
1.78,13.4,1.1425491896831388
1.78,13.6,1.218324700277083
1.78,13.8,1.2967267072899835
1.78,14.0,1.3779266525135085
1.78,14.2,1.4617664528025176
1.78,14.4,1.548066511028801
1.78,14.6,1.6368784054638497
1.78,14.8,1.7279178724619124
1.78,15.0,1.8210627773402421
1.86,-6.0,0.4810248533973963
1.86,-5.8,0.4810248533973963
1.86,-5.6,0.4810248533973963
1.86,-5.4,0.4810248533973963
1.86,-5.2,0.4810248533973963
1.86,-5.0,0.4810248533973963
1.86,-4.8,0.4810248533973963
1.86,-4.6,0.4810248533973963
1.86,-4.4,0.4810248533973963
1.86,-4.2,0.4810248533973963
1.86,-4.0,0.4810248533973963
1.86,-3.8,0.4822954074043394
1.86,-3.6,0.48356596112179284
1.86,-3.4,0.4848365145497351
1.86,-3.2,0.48610706768814493
1.86,-3.0,0.4873776205370012
1.86,-2.8,0.4886481730962824
1.86,-2.6,0.48991872536596737
1.86,-2.4,0.491189277346035
1.86,-2.2,0.4924598290364638
1.86,-2.0,0.49373038043723244
1.86,-1.8,0.4950009315483199
1.86,-1.6,0.49627148236970464
1.86,-1.4,0.49754203290136556
1.86,-1.2,0.4988125831432812
1.86,-1.0,0.5000831330954305
1.86,-0.8,0.5013536827577918
1.86,-0.6,0.5026242321303444
1.86,-0.4,0.5038947812130664
1.86,-0.2,0.5051653300059369
1.86,0.0,0.5064358785089342
1.86,0.2,0.5077064267220377
1.86,0.4,0.5089769746452255
1.86,0.6,0.5102475222784765
1.86,0.8,0.5115180696217693
1.86,1.0,0.5127886166750829
1.86,1.2,0.5140591634383957
1.86,1.4,0.5153297099116864
1.86,1.6,0.5166002560949339
1.86,1.8,0.5178708019881167
1.86,2.0,0.5191413475912137
1.86,2.2,0.5204118929042034
1.86,2.4,0.5216824379270646
1.86,2.6,0.5229529826597761
1.86,2.8,0.5242235271023163
1.86,3.0,0.5254940712546641
1.86,3.2,0.5267646151167982
1.86,3.4,0.5280351586886971
1.86,3.6,0.5293057019703398
1.86,3.8,0.5305762449617047
1.86,4.0,0.5318467876627706
1.86,4.2,0.533117330073516
1.86,4.4,0.5343878721939199
1.86,4.6,0.535658414023961
1.86,4.8,0.5369289555636174
1.86,5.0,0.5381994968128685
1.86,5.2,0.5394700377716926
1.86,5.4,0.5407405784400683
1.86,5.6,0.5420111188179747
1.86,5.8,0.5432816589053899
1.86,6.0,0.5445521987022931
1.86,6.2,0.5458227382086625
1.86,6.4,0.5470932774244772
1.86,6.6,0.5483638163497156
1.86,6.8,0.5496343549843564
1.86,7.0,0.5509048933283782
1.86,7.2,0.55217543138176
1.86,7.4,0.5534459691444801
1.86,7.6,0.5547165066165174
1.86,7.8,0.5559870437978502
1.86,8.0,0.5572575806884578
1.86,8.2,0.5585281172883183
1.86,8.4,0.5597986535974105
1.86,8.6,0.5610691896157132
1.86,8.8,0.5623397253432048
1.86,9.0,0.5636102607798641
1.86,9.2,0.5648807959256699
1.86,9.4,0.5661513307806005
1.86,9.6,0.567421865344635
1.86,9.8,0.5686923996177516
1.86,10.0,0.5699629335999292
1.86,10.2,0.5712334672911467
1.86,10.4,0.5725040006913822
1.86,10.6,0.5737745338006146
1.86,10.8,0.5750450666188226
1.86,11.0,0.5763155991459846
1.86,11.2,0.5789413460548682
1.86,11.4,0.6094948070229212
1.86,11.6,0.6398343318333242
1.86,11.8,0.6715527250622512
1.86,12.0,0.717570445859888
1.86,12.2,0.7635442433230758
1.86,12.4,0.817674915574593
1.86,12.6,0.8744429111245273
1.86,12.8,0.9360679856834705
1.86,13.0,1.0017541650304258
1.86,13.2,1.0702080791362991
1.86,13.4,1.1425491754117059
1.86,13.6,1.2183246876996527
1.86,13.8,1.2967267014983888
1.86,14.0,1.377926652827337
1.86,14.2,1.4617664526130012
1.86,14.4,1.5480665109426237
1.86,14.6,1.6368784054245606
1.86,14.8,1.7279178724438538
1.86,15.0,1.8210627773315355
1.94,-6.0,0.4804532282386448
1.94,-5.8,0.4804532282386448
1.94,-5.6,0.4804532282386448
1.94,-5.4,0.4804532282386448
1.94,-5.2,0.4804532282386448
1.94,-5.0,0.4804532282386448
1.94,-4.8,0.4804532282386448
1.94,-4.6,0.4804532282386448
1.94,-4.4,0.4804532282386448
1.94,-4.2,0.4804532282386448
1.94,-4.0,0.4804532282386448
1.94,-3.8,0.4817312768285896
1.94,-3.6,0.48300932512822203
1.94,-3.4,0.4842873731375205
1.94,-3.2,0.48556542085646376
1.94,-3.0,0.4868434682850302
1.94,-2.8,0.4881215154231988
1.94,-2.6,0.48939956227094783
1.94,-2.4,0.49067760882825623
1.94,-2.2,0.4919556550951026
1.94,-2.0,0.49323370107146536
1.94,-1.8,0.49451174675732334
1.94,-1.6,0.49578979215265495
1.94,-1.4,0.49706783725743914
1.94,-1.2,0.4983458820716542
1.94,-1.0,0.4996239265952791
1.94,-0.8,0.5009019708282921
1.94,-0.6,0.502180014770672
1.94,-0.4,0.5034580584223973
1.94,-0.2,0.504736101783447
1.94,0.0,0.5060141448537994
1.94,0.2,0.5072921876334329
1.94,0.4,0.5085702301223266
1.94,0.6,0.5098482723204587
1.94,0.8,0.5111263142278083
1.94,1.0,0.5124043558443536
1.94,1.2,0.5136823971700732
1.94,1.4,0.514960438204946
1.94,1.6,0.5162384789489503
1.94,1.8,0.5175165194020648
1.94,2.0,0.5187945595642683
1.94,2.2,0.5200725994355393
1.94,2.4,0.5213506390158561
1.94,2.6,0.5226286783051977
1.94,2.8,0.5239067173035425
1.94,3.0,0.5251847560108693
1.94,3.2,0.5264627944271565
1.94,3.4,0.5277408325523828
1.94,3.6,0.5290188703865266
1.94,3.8,0.5302969079295669
1.94,4.0,0.5315749451814817
1.94,4.2,0.5328529821422502
1.94,4.4,0.5341310188118505
1.94,4.6,0.5354090551902616
1.94,4.8,0.536687091277462
1.94,5.0,0.5379651270734299
1.94,5.2,0.5392431625781443
1.94,5.4,0.5405211977915838
1.94,5.6,0.5417992327137267
1.94,5.8,0.5430772673445519
1.94,6.0,0.5443553016840377
1.94,6.2,0.5456333357321624
1.94,6.4,0.5469113694889056
1.94,6.6,0.548189402954245
1.94,6.8,0.5494674361281594
1.94,7.0,0.5507454690106274
1.94,7.2,0.5520235016016275
1.94,7.4,0.5533015339011387
1.94,7.6,0.5545795659091388
1.94,7.8,0.555857597625607
1.94,8.0,0.5571356290505216
1.94,8.2,0.5584136601838614
1.94,8.4,0.5596916910256047
1.94,8.6,0.5609697215757301
1.94,8.8,0.5622477518342164
1.94,9.0,0.5635257818010415
1.94,9.2,0.5648038114761849
1.94,9.4,0.5660818408596249
1.94,9.6,0.5673598699513394
1.94,9.8,0.5686378987513077
1.94,10.0,0.569915927259508
1.94,10.2,0.5711939554759191
1.94,10.4,0.5724719834005193
1.94,10.6,0.5737500110332872
1.94,10.8,0.5750280383742015
1.94,11.0,0.5763060654232408
1.94,11.2,0.5789284450881824
1.94,11.4,0.6094857858310602
1.94,11.6,0.639829239766021
1.94,11.8,0.6715501008852114
1.94,12.0,0.7175687758620901
1.94,12.2,0.7635435322662376
1.94,12.4,0.8176744546852985
1.94,12.6,0.8744426387841167
1.94,12.8,0.9360677963843389
1.94,13.0,1.0017540345013225
1.94,13.2,1.0702080132472407
1.94,13.4,1.1425491422923986
1.94,13.6,1.218324675275567
1.94,13.8,1.2967266991068145
1.94,14.0,1.3779266520569553
1.94,14.2,1.4617664521535947
1.94,14.4,1.5480665107337221
1.94,14.6,1.636878405329318
1.94,14.8,1.727917872400075
1.94,15.0,1.8210627773104298
2.02,-6.0,0.4798674894882413
2.02,-5.8,0.4798674894882413
2.02,-5.6,0.4798674894882413
2.02,-5.4,0.4798674894882413
2.02,-5.2,0.4798674894882413
2.02,-5.0,0.4798674894882413
2.02,-4.8,0.4798674894882413
2.02,-4.6,0.4798674894882413
2.02,-4.4,0.4798674894882413
2.02,-4.2,0.4798674894882413
2.02,-4.0,0.4798674894882413
2.02,-3.8,0.48115321224199736
2.02,-3.6,0.48243893470500976
2.02,-3.4,0.48372465687725685
2.02,-3.2,0.4850103787587171
2.02,-3.0,0.4862961003493693
2.02,-2.8,0.48758182164919206
2.02,-2.6,0.4888675426581637
2.02,-2.4,0.49015326337626297
2.02,-2.2,0.4914389838034685
2.02,-2.0,0.49272470393975865
2.02,-1.8,0.49401042378511234
2.02,-1.6,0.49529614333950794
2.02,-1.4,0.4965818626029241
2.02,-1.2,0.4978675815753394
2.02,-1.0,0.4991533002567322
2.02,-0.8,0.5004390186470815
2.02,-0.6,0.5017247367463655
2.02,-0.4,0.5030104545545631
2.02,-0.2,0.5042961720716522
2.02,0.0,0.5055818892976122
2.02,0.2,0.5068676062324212
2.02,0.4,0.5081533228760581
2.02,0.6,0.509439039228501
2.02,0.8,0.5107247552897287
2.02,1.0,0.5120104710597201
2.02,1.2,0.5132961865384531
2.02,1.4,0.5145819017259067
2.02,1.6,0.5158676166220593
2.02,1.8,0.5171533312268896
2.02,2.0,0.5184390455403762
2.02,2.2,0.5197247595624973
2.02,2.4,0.5210104732932319
2.02,2.6,0.5222961867325582
2.02,2.8,0.5235818998804549
2.02,3.0,0.5248676127369007
2.02,3.2,0.526153325301874
2.02,3.4,0.5274390375753533
2.02,3.6,0.5287247495573171
2.02,3.8,0.5300104612477443
2.02,4.0,0.531296172646613
2.02,4.2,0.5325818837539018
2.02,4.4,0.5338675945695897
2.02,4.6,0.5351533050936549
2.02,4.8,0.5364390153260759
2.02,5.0,0.5377247252668311
2.02,5.2,0.5390104349158995
2.02,5.4,0.5402961442732592
2.02,5.6,0.5415818533388892
2.02,5.8,0.5428675621127678
2.02,6.0,0.5441532705948731
2.02,6.2,0.5454389787851843
2.02,6.4,0.5467246866836796
2.02,6.6,0.5480103942903377
2.02,6.8,0.549296101605137
2.02,7.0,0.5505818086280561
2.02,7.2,0.5518675153590732
2.02,7.4,0.5531532217981674
2.02,7.6,0.5544389279453168
2.02,7.8,0.5557246338005001
2.02,8.0,0.5570103393636956
2.02,8.2,0.5582960446348822
2.02,8.4,0.5595817496140381
2.02,8.6,0.560867454301142
2.02,8.8,0.5621531586961724
2.02,9.0,0.5634388627991078
2.02,9.2,0.5647245666099266
2.02,9.4,0.5660102701286074
2.02,9.6,0.5672959733551288
2.02,9.8,0.5685816762894693
2.02,10.0,0.5698673789316072
2.02,10.2,0.5711530812815213
2.02,10.4,0.5724387833391896
2.02,10.6,0.5737244851045913
2.02,10.8,0.5750101865777045
2.02,11.0,0.5762958877585078
2.02,11.2,0.5789053578730128
2.02,11.4,0.6094695595360484
2.02,11.6,0.6398198869238938
2.02,11.8,0.671544716867021
2.02,12.0,0.7175653510778631
2.02,12.2,0.7635420767925181
2.02,12.4,0.8176735505090488
2.02,12.6,0.8744421704225656
2.02,12.8,0.9360675579204296
2.02,13.0,1.0017539010078946
2.02,13.2,1.0702079449875233
2.02,13.4,1.1425491101588237
2.02,13.6,1.2183246582263076
2.02,13.8,1.2967266901984433
2.02,14.0,1.377926647462185
2.02,14.2,1.4617664515164108
2.02,14.4,1.5480665103042783
2.02,14.6,1.6368784056239183
2.02,14.8,1.7279178678217733
2.02,15.0,1.8210627742780747
2.1,-6.0,0.47926690656046944
2.1,-5.8,0.47926690656046944
2.1,-5.6,0.47926690656046944
2.1,-5.4,0.47926690656046944
2.1,-5.2,0.47926690656046944
2.1,-5.0,0.47926690656046944
2.1,-4.8,0.47926690656046944
2.1,-4.6,0.47926690656046944
2.1,-4.4,0.47926690656046944
2.1,-4.2,0.47926690656046944
2.1,-4.0,0.47926690656046944
2.1,-3.8,0.48056048936524354
2.1,-3.6,0.4818540718792531
2.1,-3.4,0.48314765410247684
2.1,-3.2,0.4844412360348934
2.1,-3.0,0.4857348176764812
2.1,-2.8,0.48702839902721884
2.1,-2.6,0.48832198008708505
2.1,-2.4,0.4896155608560583
2.1,-2.2,0.490909141334117
2.1,-2.0,0.4922027215212402
2.1,-1.8,0.4934963014174062
2.1,-1.6,0.49478988102259336
2.1,-1.4,0.4960834603367807
2.1,-1.2,0.49737703935994637
2.1,-1.0,0.49867061809206925
2.1,-0.8,0.49996419653312796
2.1,-0.6,0.5012577746831007
2.1,-0.4,0.5025513525419664
2.1,-0.2,0.5038449301097034
2.1,0.0,0.5051385073862905
2.1,0.2,0.5064320843717061
2.1,0.4,0.5077256610659286
2.1,0.6,0.5090192374689371
2.1,0.8,0.5103128135807095
2.1,1.0,0.5116063894012249
2.1,1.2,0.5128999649304615
2.1,1.4,0.5141935401683982
2.1,1.6,0.5154871151150132
2.1,1.8,0.5167806897702854
2.1,2.0,0.518074264134193
2.1,2.2,0.5193678382067148
2.1,2.4,0.5206614119878293
2.1,2.6,0.5219549854775151
2.1,2.8,0.5232485586757506
2.1,3.0,0.5245421315825147
2.1,3.2,0.5258357041977855
2.1,3.4,0.5271292765215418
2.1,3.6,0.5284228485537621
2.1,3.8,0.5297164202944247
2.1,4.0,0.5310099917435087
2.1,4.2,0.5323035629009921
2.1,4.4,0.5335971337668539
2.1,4.6,0.5348907043410723
2.1,4.8,0.5361842746236261
2.1,5.0,0.5374778446144934
2.1,5.2,0.5387714143136532
2.1,5.4,0.5400649837210838
2.1,5.6,0.5413585528367639
2.1,5.8,0.542652121660672
2.1,6.0,0.5439456901927865
2.1,6.2,0.5452392584330858
2.1,6.4,0.5465328263815489
2.1,6.6,0.547826394038154
2.1,6.8,0.5491199614028797
2.1,7.0,0.5504135284757046
2.1,7.2,0.5517070952566068
2.1,7.4,0.5530006617455653
2.1,7.6,0.5542942279425587
2.1,7.8,0.5555877938475653
2.1,8.0,0.5568813594605635
2.1,8.2,0.5581749247815317
2.1,8.4,0.5594684898104492
2.1,8.6,0.5607620545472936
2.1,8.8,0.562055618992044
2.1,9.0,0.5633491831446787
2.1,9.2,0.5646427470051762
2.1,9.4,0.565936310573515
2.1,9.6,0.5672298738496737
2.1,9.8,0.5685234368336309
2.1,10.0,0.5698169995253648
2.1,10.2,0.5711105619248542
2.1,10.4,0.5724041240320774
2.1,10.6,0.5736976858470131
2.1,10.8,0.5749912473696397
2.1,11.0,0.5762848085999357
2.1,11.2,0.5788662059055746
2.1,11.4,0.6094418745988945
2.1,11.6,0.6398036234227894
2.1,11.8,0.6715345379168551
2.1,12.0,0.7175588387243172
2.1,12.2,0.7635392491439499
2.1,12.4,0.8176717889876818
2.1,12.6,0.8744413030640117
2.1,12.8,0.9360671458534899
2.1,13.0,1.0017536870454462
2.1,13.2,1.0702078396583636
2.1,13.4,1.1425490555020539
2.1,13.6,1.2183246273021056
2.1,13.8,1.2967266751647595
2.1,14.0,1.3779266416346407
2.1,14.2,1.461766449606111
2.1,14.4,1.5480665060235865
2.1,14.6,1.636878403749335
2.1,14.8,1.727917863944136
2.1,15.0,1.8210627718188754
2.18,-3.8,0.4799523847449352
2.18,-3.6,0.48125401866114537
2.18,-3.4,0.4825556522869753
2.18,-3.2,0.4838572856224036
2.18,-3.0,0.4851589186674088
2.18,-2.8,0.4864605514219697
2.18,-2.6,0.48776218388606485
2.18,-2.4,0.48906381605967275
2.18,-2.2,0.49036544794277237
2.18,-2.0,0.49166707953534206
2.18,-1.8,0.4929687108373604
2.18,-1.6,0.494270341848806
2.18,-1.4,0.4955719725696579
2.18,-1.2,0.4968736029998943
2.18,-1.0,0.49817523313949386
2.18,-0.8,0.4994768629884354
2.18,-0.6,0.5007784925466973
2.18,-0.4,0.5020801218142584
2.18,-0.2,0.5033817507910971
2.18,0.0,0.5046833794771922
2.18,0.2,0.5059850078725222
2.18,0.4,0.5072866359770657
2.18,0.6,0.5085882637908015
2.18,0.8,0.5098898913137079
2.18,1.0,0.5111915185457638
2.18,1.2,0.5124931454869477
2.18,1.4,0.513794772137238
2.18,1.6,0.5150963984966137
2.18,1.8,0.516398024565053
2.18,2.0,0.5176996503425348
2.18,2.2,0.5190012758290377
2.18,2.4,0.52030290102454
2.18,2.6,0.5216045259290206
2.18,2.8,0.5229061505424581
2.18,3.0,0.5242077748648308
2.18,3.2,0.5255093988961176
2.18,3.4,0.526811022636297
2.18,3.6,0.5281126460853475
2.18,3.8,0.5294142692432479
2.18,4.0,0.5307158921099765
2.18,4.2,0.532017514685512
2.18,4.4,0.5333191369698332
2.18,4.6,0.5346207589629185
2.18,4.8,0.5359223806647464
2.18,5.0,0.5372240020752956
2.18,5.2,0.5385256231945448
2.18,5.4,0.5398272440224723
2.18,5.6,0.541128864559057
2.18,5.8,0.5424304848042771
2.18,6.0,0.5437321047581115
2.18,6.2,0.5450337244205388
2.18,6.4,0.5463353437915374
2.18,6.6,0.5476369628710859
2.18,6.8,0.5489385816591628
2.18,7.0,0.5502402001557469
2.18,7.2,0.5515418183608164
2.18,7.4,0.5528434362743505
2.18,7.6,0.5541450538963271
2.18,7.8,0.5554466712267252
2.18,8.0,0.556748288265523
2.18,8.2,0.5580499050126995
2.18,8.4,0.559351521468233
2.18,8.6,0.560653137632102
2.18,8.8,0.5619547535042853
2.18,9.0,0.5632563690847612
2.18,9.2,0.5645579843735085
2.18,9.4,0.5658595993705058
2.18,9.6,0.5671612140757313
2.18,9.8,0.5684628284891636
2.18,10.0,0.5697644426107817
2.18,10.2,0.5710660564405639
2.18,10.4,0.5723676699784885
2.18,10.6,0.5736692832245345
2.18,10.8,0.5749708961786799
2.18,11.0,0.5762725088409039
2.18,11.2,0.5788037292401709
2.18,11.4,0.6093974148494707
2.18,11.6,0.6397770514265111
2.18,11.8,0.6715167380535834
2.18,12.0,0.7175473612153346
2.18,12.2,0.7635341241856296
2.18,12.4,0.8176685353378641
2.18,12.6,0.8744396937525318
2.18,12.8,0.9360663565848174
2.18,13.0,1.0017532697641562
2.18,13.2,1.0702076410431232
2.18,13.4,1.1425489511542248
2.18,13.6,1.2183245675405567
2.18,13.8,1.2967266446301409
2.18,14.0,1.3779266275802247
2.18,14.2,1.4617664418653924
2.18,14.4,1.5480664968732376
2.18,14.6,1.636878399433463
2.18,14.8,1.7279178634644623
2.18,15.0,1.8210627717215901
2.26,-3.8,0.47932684200894626
2.26,-3.6,0.48063673871499357
2.26,-3.4,0.481946635131536
2.26,-3.2,0.4832565312585523
2.26,-3.0,0.48456642709602116
2.26,-2.8,0.4858763226439214
2.26,-2.6,0.4871862179022317
2.26,-2.4,0.48849611287093075
2.26,-2.2,0.48980600754999737
2.26,-2.0,0.4911159019394101
2.26,-1.8,0.4924257960391478
2.26,-1.6,0.49373568984918914
2.26,-1.4,0.49504558336951304
2.26,-1.2,0.4963554766000977
2.26,-1.0,0.49766536954092244
2.26,-0.8,0.4989752621919658
2.26,-0.6,0.5002851545532062
2.26,-0.4,0.5015950466246228
2.26,-0.2,0.5029049384061938
2.26,0.0,0.5042148298978985
2.26,0.2,0.5055247210997149
2.26,0.4,0.5068346120116226
2.26,0.6,0.5081445026335994
2.26,0.8,0.5094543929656247
2.26,1.0,0.5107642830076766
2.26,1.2,0.5120741727597345
2.26,1.4,0.5133840622217767
2.26,1.6,0.5146939513937816
2.26,1.8,0.5160038402757285
2.26,2.0,0.5173137288675959
2.26,2.2,0.5186236171693623
2.26,2.4,0.5199335051810067
2.26,2.6,0.5212433929025075
2.26,2.8,0.5225532803338436
2.26,3.0,0.5238631674749935
2.26,3.2,0.5251730543259361
2.26,3.4,0.5264829408866502
2.26,3.6,0.527792827157114
2.26,3.8,0.5291027131373066
2.26,4.0,0.5304125988272067
2.26,4.2,0.5317224842267927
2.26,4.4,0.5330323693360434
2.26,4.6,0.5343422541549375
2.26,4.8,0.535652138683454
2.26,5.0,0.5369620229215711
2.26,5.2,0.5382719068692677
2.26,5.4,0.5395817905265227
2.26,5.6,0.5408916738933142
2.26,5.8,0.5422015569696212
2.26,6.0,0.5435114397554225
2.26,6.2,0.5448213222506967
2.26,6.4,0.5461312044554225
2.26,6.6,0.5474410863695786
2.26,6.8,0.5487509679931434
2.26,7.0,0.5500608493260958
2.26,7.2,0.5513707303684143
2.26,7.4,0.5526806111200778
2.26,7.6,0.553990491581065
2.26,7.8,0.5553003717513543
2.26,8.0,0.5566102516309244
2.26,8.2,0.5579201312197541
2.26,8.4,0.5592300105178221
2.26,8.6,0.5605398895251068
2.26,8.8,0.5618497682415873
2.26,9.0,0.5631596466672418
2.26,9.2,0.5644695248020491
2.26,9.4,0.5657794026459881
2.26,9.6,0.5670892801990373
2.26,9.8,0.5683991574611751
2.26,10.0,0.5697090344323805
2.26,10.2,0.571018911112632
2.26,10.4,0.5723287875019083
2.26,10.6,0.5736386636001879
2.26,10.8,0.5749485394074498
2.26,11.0,0.5762584149236722
2.26,11.2,0.5787052741782199
2.26,11.4,0.6093268429803695
2.26,11.6,0.6397341068413842
2.26,11.8,0.6714860275608925
2.26,12.0,0.7175273777659836
2.26,12.2,0.7635249182954384
2.26,12.4,0.8176625472440859
2.26,12.6,0.8744366440664577
2.26,12.8,0.9360648068038847
2.26,13.0,1.0017524333978083
2.26,13.2,1.0702072495926427
2.26,13.4,1.142548762428057
2.26,13.6,1.2183244491658936
2.26,13.8,1.2967265654787188
2.26,14.0,1.3779265765499384
2.26,14.2,1.4617664159650978
2.26,14.4,1.5480664871918106
2.26,14.6,1.636878397302665
2.26,14.8,1.7279178628362033
2.26,15.0,1.8210627713953462
2.34,-3.6,0.47999808069156
2.34,-3.4,0.48131648901717483
2.34,-3.2,0.48263489705471563
2.34,-3.0,0.48395330480416154
2.34,-2.8,0.48527171226549115
2.34,-2.6,0.4865901194386836
2.34,-2.4,0.4879085263237175
2.34,-2.2,0.4892269329205722
2.34,-2.0,0.49054533922922594
2.34,-1.8,0.4918637452496582
2.34,-1.6,0.49318215098184753
2.34,-1.4,0.49450055642577284
2.34,-1.2,0.4958189615814133
2.34,-1.0,0.4971373664487474
2.34,-0.8,0.49845577102775424
2.34,-0.6,0.4997741753184123
2.34,-0.4,0.5010925793207012
2.34,-0.2,0.5024109830345992
2.34,0.0,0.5037293864600854
2.34,0.2,0.5050477895971387
2.34,0.4,0.5063661924457379
2.34,0.6,0.5076845950058617
2.34,0.8,0.5090029972774893
2.34,1.0,0.5103213992605995
2.34,1.2,0.511639800955171
2.34,1.4,0.5129582023611826
2.34,1.6,0.5142766034786134
2.34,1.8,0.5155950043074423
2.34,2.0,0.5169134048476478
2.34,2.2,0.5182318050992092
2.34,2.4,0.519550205062105
2.34,2.6,0.5208686047363144
2.34,2.8,0.5221870041218157
2.34,3.0,0.5235054032185885
2.34,3.2,0.5248238020266112
2.34,3.4,0.5261422005458625
2.34,3.6,0.5274605987763217
2.34,3.8,0.5287789967179674
2.34,4.0,0.5300973943707783
2.34,4.2,0.5314157917347335
2.34,4.4,0.5327341888098118
2.34,4.6,0.5340525855959921
2.34,4.8,0.5353709820932531
2.34,5.0,0.5366893783015736
