Composition = 24% Fe, 76% SiO2
log temp, log pressure (dyne/cm^2), logdensity (g/cc)
1.62,7.2,0.552607443693372
1.62,7.4,0.5538566231303608
1.62,7.6,0.5551058022815767
1.62,7.8,0.5563549811469992
1.62,8.0,0.557604159726607
1.62,8.2,0.55885333802038
1.62,8.4,0.5601025160282966
1.62,8.6,0.5613516937503364
1.62,8.8,0.562600871186479
1.62,9.0,0.5638500483367026
1.62,9.2,0.5650992252009872
1.62,9.4,0.5663484017793117
1.62,9.6,0.5675975780716553
1.62,9.8,0.5688467540779973
1.62,10.0,0.5700959297983168
1.62,10.2,0.5713451052325929
1.62,10.4,0.572594280380805
1.62,10.6,0.5738434552429321
1.62,10.8,0.5750926298189533
1.62,11.0,0.5763418041088479
1.62,11.2,0.5789554033017792
1.62,11.4,0.609504606370606
1.62,11.6,0.639839644207108
1.62,11.8,0.6715548314548965
1.62,12.0,0.7175718023736853
1.62,12.2,0.7635448467525818
1.62,12.4,0.8176752932884421
1.62,12.6,0.8744430825619902
1.62,12.8,0.9360680610338268
1.62,13.0,1.0017541993625736
1.62,13.2,1.0702080944256311
1.62,13.4,1.1425491957534046
1.62,13.6,1.2183247044433108
1.62,13.8,1.2967267088030539
1.62,14.0,1.3779266526692788
1.62,14.2,1.4617664529499645
1.62,14.4,1.5480665110958483
1.62,14.6,1.636878405494418
1.62,14.8,1.7279178724759636
1.62,15.0,1.8210627773470158
1.7,-6.0,0.4821221456686263
1.7,-5.8,0.4821221456686263
1.7,-5.6,0.4821221456686263
1.7,-5.4,0.4821221456686263
1.7,-5.2,0.4821221456686263
1.7,-5.0,0.4821221456686263
1.7,-4.8,0.4821221456686263
1.7,-4.6,0.4821221456686263
1.7,-4.4,0.4821221456686263
1.7,-4.2,0.4821221456686263
1.7,-4.0,0.4821221456686263
1.7,-3.8,0.4833783053426228
1.7,-3.6,0.48463446473005456
1.7,-3.4,0.4858906238309011
1.7,-3.2,0.4871467826451409
1.7,-3.0,0.48840294117275335
1.7,-2.8,0.4896590994137173
1.7,-2.6,0.4909152573680119
1.7,-2.4,0.49217141503561634
1.7,-2.2,0.49342757241650936
1.7,-2.0,0.49468372951067024
1.7,-1.8,0.49593988631807784
1.7,-1.6,0.4971960428387113
1.7,-1.4,0.4984521990725497
1.7,-1.2,0.49970835501957195
1.7,-1.0,0.5009645106797572
1.7,-0.8,0.5022206660530846
1.7,-0.6,0.5034768211395327
1.7,-0.4,0.5047329759390811
1.7,-0.2,0.5059891304517085
1.7,0.0,0.5072452846773942
1.7,0.2,0.5085014386161166
1.7,0.4,0.5097575922678554
1.7,0.6,0.5110137456325894
1.7,0.8,0.5122698987102976
1.7,1.0,0.5135260515009591
1.7,1.2,0.5147822040045529
1.7,1.4,0.5160383562210579
1.7,1.6,0.5172945081504532
1.7,1.8,0.5185506597927177
1.7,2.0,0.5198068111478308
1.7,2.2,0.521062962215771
1.7,2.4,0.5223191129965177
1.7,2.6,0.5235752634900498
1.7,2.8,0.5248314136963463
1.7,3.0,0.5260875636153861
1.7,3.2,0.5273437132471483
1.7,3.4,0.5285998625916121
1.7,3.6,0.5298560116487563
1.7,3.8,0.5311121604185599
1.7,4.0,0.5323683089010018
1.7,4.2,0.5336244570960613
1.7,4.4,0.5348806050037173
1.7,4.6,0.5361367526239487
1.7,4.8,0.5373928999567347
1.7,5.0,0.5386490470020538
1.7,5.2,0.5399051937598855
1.7,5.4,0.5411613402302089
