Composition = 95% Water, 5% env
log temp, log pressure (dyne/cm^2), logdensity (g/cc)
3.06,10.6,2.813433517723278e-05
3.06,10.8,0.03162986948836173
3.06,11.0,0.07651153072964523
3.06,11.2,0.12049575044394122
3.06,11.4,0.16915931957777905
3.14,-2.2,-12.419740535813416
3.14,-2.0,-12.2170698944367
3.14,-1.8,-12.014391661470166
3.14,-1.6,-11.811716842650958
3.14,-1.4,-11.609031043858534
3.14,-1.2,-11.406319449902359
3.14,-1.0,-11.2035669174894
3.14,-0.8,-11.000784140728257
3.14,-0.6,-10.797955427357548
3.14,-0.4,-10.595077887787786
3.14,-0.2,-10.392135069273232
3.14,0.0,-10.189136606996419
3.14,0.2,-9.98606540154501
3.14,0.4,-9.782930513002494
3.14,0.6,-9.579713739640827
3.14,0.8,-9.37640981051517
3.14,1.0,-9.173026751827631
3.14,1.2,-8.96953066661502
3.14,1.4,-8.765942330336342
3.14,1.6,-8.562226053021718
3.14,1.8,-8.358401636281906
3.14,2.0,-8.154445825432306
3.14,2.2,-7.950349254550518
3.14,2.4,-7.746101704052102
3.14,2.6,-7.541692875064405
3.14,2.8,-7.337097487182414
3.14,3.0,-7.132336070103273
3.14,3.2,-6.927384072166066
3.14,3.4,-6.722238145756972
3.14,3.6,-6.516898161459498
3.14,3.8,-6.311369446667958
3.14,4.0,-6.105665007991818
3.14,4.2,-5.899806912520656
3.14,4.4,-5.693827236851501
3.14,4.6,-5.487768739116043
3.14,4.8,-5.281684264014366
3.14,5.0,-5.075636084078183
3.14,5.2,-4.869694868549544
3.14,5.4,-4.663936176444022
3.14,5.6,-4.458440571383693
3.14,5.8,-4.253292790342644
3.14,6.0,-4.048607075586457
3.14,6.2,-3.844441422427912
3.14,6.4,-3.640931174959433
3.14,6.6,-3.438231286867181
3.14,6.8,-3.236507043274176
3.14,7.0,-3.036035947445116
3.14,7.2,-2.83720624248449
3.14,7.4,-2.640610349233476
3.14,7.6,-2.4471234849943024
3.14,7.8,-2.25804881012697
3.14,8.0,-2.075515783312235
3.14,8.2,-1.9010574975086825
3.14,8.4,-1.7353198376069638
3.14,8.6,-1.3161329209551422
3.14,8.8,-1.1501723346157224
3.14,9.0,-0.5854288640665022
3.14,9.2,-0.4606138169415436
3.14,9.4,-0.35472258518628375
3.14,9.6,-0.26761357034026717
3.14,9.8,-0.19666779748557436
3.14,10.0,-0.1380981185067647
3.14,10.2,-0.08911986988122311
3.14,10.4,-0.04718793394261429
3.14,10.6,-0.01030639882429532
3.14,10.8,0.023898940141722218
3.14,11.0,0.07045621993919154
3.14,11.2,0.11638945571621863
3.14,11.4,0.16588806715197665
3.22,-2.2,-12.549328022523213
3.22,-2.0,-12.342857425881402
3.22,-1.8,-12.136619840831772
3.22,-1.6,-11.930772257772176
3.22,-1.4,-11.725331958597854
3.22,-1.2,-11.520286758306872
3.22,-1.0,-11.315628571271795
3.22,-0.8,-11.111259121922588
3.22,-0.6,-10.907144451622765
3.22,-0.4,-10.70318913491763
3.22,-0.2,-10.499409449748095
3.22,0.0,-10.295691379760099
3.22,0.2,-10.092042292860954
3.22,0.4,-9.888443377080828
3.22,0.6,-9.684837042207443
3.22,0.8,-9.481192012127243
3.22,1.0,-9.277542550834157
3.22,1.2,-9.07381665824872
3.22,1.4,-8.87002103855052
3.22,1.6,-8.666121438724693
3.22,1.8,-8.462136882455095
3.22,2.0,-8.258058889624499
3.22,2.2,-8.053809092736094
3.22,2.4,-7.849459916615399
3.22,2.6,-7.644930871273155
3.22,2.8,-7.440224141050555
3.22,3.0,-7.235356948603225
3.22,3.2,-7.030289185576264
3.22,3.4,-6.824983207993605
3.22,3.6,-6.619522011909645
3.22,3.8,-6.413815583648974
3.22,4.0,-6.2079138073559035
3.22,4.2,-6.001813654220414
3.22,4.4,-5.795523269908439
3.22,4.6,-5.589109406164484
3.22,4.8,-5.382602489577164
3.22,5.0,-5.176060085220659
3.22,5.2,-4.9695501374099065
3.22,5.4,-4.763149258026179
3.22,5.6,-4.55694121397298
3.22,5.8,-4.351015316143394
3.22,6.0,-4.145469659559172
3.22,6.2,-3.9404031742268804
3.22,6.4,-3.735930860037301
3.22,6.6,-3.5321934983723087
3.22,6.8,-3.329342112341749
3.22,7.0,-3.127586680054711
3.22,7.2,-2.9272625094308924
3.22,7.4,-2.7287700867950404
3.22,7.6,-2.532823513520838
3.22,7.8,-2.340437192114707
3.22,8.0,-2.153197956620568
3.22,8.2,-1.972770224688144
3.22,8.4,-1.8002949993487143
3.22,8.6,-1.636102172038342
3.22,8.8,-1.458809267337403
3.22,9.0,-0.9360447765966831
3.22,9.2,-0.5134911438474502
3.22,9.4,-0.40103004752682814
3.22,9.6,-0.30697026656875886
3.22,9.8,-0.22968440318405772
3.22,10.0,-0.16597806898286158
3.22,10.2,-0.11178191272278357
3.22,10.4,-0.06418735333897872
3.22,10.6,-0.022112861364025103
3.22,10.8,0.016071667112694515
3.22,11.0,0.06312147476947033
3.22,11.2,0.1113270563029725
3.22,11.4,0.1619390267733883
3.3,-2.0,-12.471390945166231
3.3,-1.8,-12.26890889218203
3.3,-1.6,-12.06626170004989
3.3,-1.4,-11.8634061081136
3.3,-1.2,-11.660218273493292
3.3,-1.0,-11.456636731464288
3.3,-0.8,-11.2524640206651
3.3,-0.6,-11.047613923418776
3.3,-0.4,-10.841995876970872
3.3,-0.2,-10.635634765490828
3.3,0.0,-10.428696113774011
3.3,0.2,-10.221459558847128
3.3,0.4,-10.014204282430377
3.3,0.6,-9.807152152425331
3.3,0.8,-9.600428712977791
3.3,1.0,-9.394066243954185
3.3,1.2,-9.18807938343406
3.3,1.4,-8.982398859867848
3.3,1.6,-8.776964465966008
3.3,1.8,-8.571709308108533
3.3,2.0,-8.366572095667424
3.3,2.2,-8.161494754310297
3.3,2.4,-7.956436214148466
3.3,2.6,-7.7513284178443325
3.3,2.8,-7.54615875089803
3.3,3.0,-7.340887128062293
3.3,3.2,-7.13548777836738
3.3,3.4,-6.92990748007113
3.3,3.6,-6.7241650485457205
3.3,3.8,-6.518211753470592
3.3,4.0,-6.312060364348722
3.3,4.2,-6.1056854064307124
3.3,4.4,-5.899101621600068
3.3,4.6,-5.692349968745641
3.3,4.8,-5.485452611332939
3.3,5.0,-5.278443550758012
3.3,5.2,-5.071400719683945
3.3,5.4,-4.864383686679224
3.3,5.6,-4.657492987723615
3.3,5.8,-4.450804808059786
3.3,6.0,-4.244418084575585
3.3,6.2,-4.038438245414262
3.3,6.4,-3.832996083917805
3.3,6.6,-3.6282036004956746
3.3,6.8,-3.4242030745443293
3.3,7.0,-3.2212031031287545
3.3,7.2,-3.019441957194663
3.3,7.4,-2.8192562363116913
3.3,7.6,-2.6211687781976107
3.3,7.8,-2.425954195154942
3.3,8.0,-2.2348131371503204
3.3,8.2,-2.0492492303016987
3.3,8.4,-1.870688837633536
3.3,8.6,-1.6998026762278093
3.3,8.8,-1.5362839230475576
3.3,9.0,-1.3764646267816119
3.3,9.2,-0.7324085584849593
3.3,9.4,-0.44736034309656303
3.3,9.6,-0.3461264728983312
3.3,9.8,-0.2622997612522338
3.3,10.0,-0.19343454308716065
3.3,10.2,-0.1351873847940104
3.3,10.4,-0.08289863537602762
3.3,10.6,-0.03571900929119142
3.3,10.8,0.007155982076248864
3.3,11.0,0.054617464013339
3.3,11.2,0.10528470654667867
3.3,11.4,0.15718008175698378
3.38,-1.8,-12.372618315003331
3.38,-1.6,-12.170271472521842
3.38,-1.4,-11.96786029995682
3.38,-1.2,-11.76542134330038
3.38,-1.0,-11.562913618003284
3.38,-0.8,-11.360354159571678
3.38,-0.6,-11.157740599324903
3.38,-0.4,-10.955030349098797
3.38,-0.2,-10.75223985305341
3.38,0.0,-10.549345395252047
3.38,0.2,-10.34630232278985
3.38,0.4,-10.14306504889382
3.38,0.6,-9.939587231663497
3.38,0.8,-9.735760847836202
3.38,1.0,-9.531458464756073
3.38,1.2,-9.326556217358949
3.38,1.4,-9.120918765324596
3.38,1.6,-8.914426064534728
3.38,1.8,-8.707113611408005
3.38,2.0,-8.499157918095646
3.38,2.2,-8.290795200354454
3.38,2.4,-8.082322304420007
3.38,2.6,-7.873959027204418
3.38,2.8,-7.665811754770208
3.38,3.0,-7.457955805308329
3.38,3.2,-7.250338358395492
3.38,3.4,-7.042929834890226
3.38,3.6,-6.835633919806804
3.38,3.8,-6.628410309639816
3.38,4.0,-6.421285876850607
3.38,4.2,-6.213989595192594
3.38,4.4,-6.006626973701821
3.38,4.6,-5.799138027524753
3.38,4.8,-5.591549123710276
3.38,5.0,-5.38387018840742
3.38,5.2,-5.176125203524482
3.38,5.4,-4.968386523260794
3.38,5.6,-4.760705607336397
3.38,5.8,-4.553176109488482
3.38,6.0,-4.345885559723597
3.38,6.2,-4.13896138840622
3.38,6.4,-3.9324725143933326
3.38,6.6,-3.726582691439911
3.38,6.8,-3.521410574308678
3.38,7.0,-3.3171282620848457
3.38,7.2,-3.113956588044328
3.38,7.4,-2.912139505066012
3.38,7.6,-2.7121192277470607
3.38,7.8,-2.5144521156054385
3.38,8.0,-2.320017915525532
3.38,8.2,-2.1300832394499034
3.38,8.4,-1.9460779737377811
3.38,8.6,-1.7690801278400186
3.38,8.8,-1.5995347075316348
3.38,9.0,-1.4351532128596736
3.38,9.2,-1.2715654881890943
3.38,9.4,-0.560801686875129
3.38,9.6,-0.45018805461995487
3.38,9.8,-0.296730631514261
3.38,10.0,-0.22164265268956954
3.38,10.2,-0.15951212447476634
3.38,10.4,-0.10392907004112821
3.38,10.6,-0.051557623746150194
3.38,10.8,-0.0037054559346116622
3.38,11.0,0.045056801451559526
3.38,11.2,0.09819598265926582
3.38,11.4,0.1514622976300898
3.46,-1.8,-12.47679677159793
3.46,-1.6,-12.274422997672133
3.46,-1.4,-12.072040185794567
3.46,-1.2,-11.869591468622577
3.46,-1.0,-11.66707391158088
3.46,-0.8,-11.464541409682615
3.46,-0.6,-11.261916878515612
3.46,-0.4,-11.059272699120035
3.46,-0.2,-10.85654956239359
3.46,0.0,-10.653743883668586
3.46,0.2,-10.45090980278474
3.46,0.4,-10.2479471463611
3.46,0.6,-10.044968223619108
3.46,0.8,-9.841851455727795
3.46,1.0,-9.638670127963263
3.46,1.2,-9.43537935881843
3.46,1.4,-9.231952700984067
3.46,1.6,-9.028403060798832
3.46,1.8,-8.824681970113957
3.46,2.0,-8.62073922566632
3.46,2.2,-8.416481310112431
3.46,2.4,-8.211916392042104
3.46,2.6,-8.006803454217831
3.46,2.8,-7.801087946325987
3.46,3.0,-7.594554446590067
3.46,3.2,-7.387101469770666
3.46,3.4,-7.178663143563056
3.46,3.6,-6.969343206624535
3.46,3.8,-6.759384798437068
3.46,4.0,-6.548971907294137
3.46,4.2,-6.338530428730475
3.46,4.4,-6.128183041809738
3.46,4.6,-5.917980076786975
3.46,4.8,-5.707980234301741
3.46,5.0,-5.498177636499613
3.46,5.2,-5.288558156189656
3.46,5.4,-5.079116932921034
3.46,5.6,-4.8698717304566035
3.46,5.8,-4.660859824968243
3.46,6.0,-4.452154124751034
3.46,6.2,-4.243821617422394
3.46,6.4,-4.035954770673609
3.46,6.6,-3.828674288039525
3.46,6.8,-3.6220860656164566
3.46,7.0,-3.4163376535312877
3.46,7.2,-3.2116038207663653
3.46,7.4,-3.0081196428271304
3.46,7.6,-2.8061779634583957
3.46,7.8,-2.606240927309569
3.46,8.0,-2.4089768725695957
3.46,8.2,-2.215319399739322
3.46,8.4,-2.026556002830425
3.46,8.6,-1.843969086519083
3.46,8.8,-1.6683962360345606
3.46,9.0,-1.4991718587866458
3.46,9.2,-1.3326781772669674
3.46,9.4,-1.1259993962821002
3.46,9.6,-0.9345258649769407
3.46,9.8,-0.3340526790049306
3.46,10.0,-0.25222270629469223
3.46,10.2,-0.18428882592608498
3.46,10.4,-0.1271418488702637
3.46,10.6,-0.07013258040345707
3.46,10.8,-0.016753509033972252
3.46,11.0,0.03448128485185991
3.46,11.2,0.08998013557762954
3.46,11.4,0.1445413461870365
3.54,-1.8,-12.581072049231512
3.54,-1.6,-12.378722835947848
3.54,-1.4,-12.17632760994092
3.54,-1.2,-11.973884423769809
3.54,-1.0,-11.771390950828714
3.54,-0.8,-11.568845066632468
3.54,-0.6,-11.366244242968595
3.54,-0.4,-11.163585851176908
3.54,-0.2,-10.960867076084037
3.54,0.0,-10.75808479487519
3.54,0.2,-10.555235566428117
3.54,0.4,-10.352315751348796
3.54,0.6,-10.149321369324532
3.54,0.8,-9.946248071670512
3.54,1.0,-9.74309101357834
3.54,1.2,-9.539844360337657
3.54,1.4,-9.336502889448099
3.54,1.6,-9.133060281345607
3.54,1.8,-8.929490238960074
3.54,2.0,-8.725823623801295
3.54,2.2,-8.522013005323915
3.54,2.4,-8.318048441070102
3.54,2.6,-8.113939103410752
3.54,2.8,-7.909653441442353
3.54,3.0,-7.70513742779337
3.54,3.2,-7.500396438579514
3.54,3.4,-7.295352351914581
3.54,3.6,-7.089923437593016
3.54,3.8,-6.884027384534049
3.54,4.0,-6.677411429410993
3.54,4.2,-6.470183153220474
3.54,4.4,-6.262012927537456
3.54,4.6,-6.05279384633471
3.54,4.8,-5.842483074596379
3.54,5.0,-5.631187507000766
3.54,5.2,-5.41916622738535
3.54,5.4,-5.206772808974944
3.54,5.6,-4.994346759278827
3.54,5.8,-4.7821610433285535
3.54,6.0,-4.570383955703566
3.54,6.2,-4.359196797612022
3.54,6.4,-4.148659798321526
3.54,6.6,-3.9388733161948424
3.54,6.8,-3.7299316146238186
3.54,7.0,-3.5219461514465538
3.54,7.2,-3.3150336984985858
3.54,7.4,-3.1093708191031264
3.54,7.6,-2.9052123771563934
3.54,7.8,-2.7028639944501607
3.54,8.0,-2.5028236822025307
3.54,8.2,-2.3058149464121054
3.54,8.4,-2.11287915301732
3.54,8.6,-1.9252273691948723
3.54,8.8,-1.7439284984014987
3.54,9.0,-1.5693800556381938
3.54,9.2,-1.3990905528565076
3.54,9.4,-1.2287495245968807
3.54,9.6,-1.0450727064798861
3.54,9.8,-0.7115398174186587
3.54,10.0,-0.3089736522768262
3.54,10.2,-0.22347961939984173
3.54,10.4,-0.1552712774445145
3.54,10.6,-0.09276786888761814
3.54,10.8,-0.03342679299624341
3.54,11.0,0.022202459807571455
3.54,11.2,0.08030944065016138
3.54,11.4,0.13735262424598327
3.62,-1.6,-12.483243796843785
3.62,-1.4,-12.280867953904778
3.62,-1.2,-12.078427676793813
3.62,-1.0,-11.875953630079696
3.62,-0.8,-11.673410517911387
3.62,-0.6,-11.470845940697737
3.62,-0.4,-11.268190259929886
3.62,-0.2,-11.065491109579337
3.62,0.0,-10.862728661232035
3.62,0.2,-10.659882296694954
3.62,0.4,-10.456982756596524
3.62,0.6,-10.25400897930112
3.62,0.8,-10.050974307963424
3.62,1.0,-9.847821368564764
3.62,1.2,-9.644597342668048
3.62,1.4,-9.44127934576678
3.62,1.6,-9.237861238751364
3.62,1.8,-9.034354503961545
3.62,2.0,-8.83069690604484
3.62,2.2,-8.62693489795535
3.62,2.4,-8.423041027683016
3.62,2.6,-8.21900521487667
3.62,2.8,-8.01483494073396
3.62,3.0,-7.810440932309358
3.62,3.2,-7.605905963792259
3.62,3.4,-7.401157410610256
3.62,3.6,-7.196179053005271
3.62,3.8,-6.990973808257987
3.62,4.0,-6.785524790290174
3.62,4.2,-6.57975375409203
3.62,4.4,-6.373601718847648
3.62,4.6,-6.167072841921235
3.62,4.8,-5.960071252530034
3.62,5.0,-5.7525063329554005
3.62,5.2,-5.544271410157368
3.62,5.4,-5.335248570082921
3.62,5.6,-5.125246737932581
3.62,5.8,-4.914257814706631
3.62,6.0,-4.702304301097817
3.62,6.2,-4.489570037293052
3.62,6.4,-4.276489507901723
3.62,6.6,-4.063474893266182
3.62,6.8,-3.850952170248094
3.62,7.0,-3.6393326787590814
3.62,7.2,-3.4288342879111213
3.62,7.4,-3.2197284253577716
3.62,7.6,-3.012221489411567
3.62,7.8,-2.8065620920876797
3.62,8.0,-2.603121197759037
3.62,8.2,-2.4024132173811514
3.62,8.4,-2.2052216039575576
3.62,8.6,-2.012567974104177
3.62,8.8,-1.8256483480324355
3.62,9.0,-1.6453417879798626
3.62,9.2,-1.4704414276916165
3.62,9.4,-1.298013136413945
3.62,9.6,-1.121187452439995
3.62,9.8,-0.9216732519225107
3.62,10.0,-0.5361572700203809
3.62,10.2,-0.2793050491437082
3.62,10.4,-0.19229949570168034
3.62,10.6,-0.12033421776379943
3.62,10.8,-0.05380275211113286
3.62,11.0,0.007631647208990473
3.62,11.2,0.06892876685649273
3.62,11.4,0.12913110389182952
3.62,11.6,0.19208129665540266
3.62,11.8,0.2558535195646342
3.62,12.0,0.32374410465373676
3.62,12.2,0.39406999178272206
3.62,12.4,0.4667347114834547
3.62,12.6,0.542831607825901
3.62,12.8,0.6215252478519445
3.62,13.0,0.7025529914791848
3.62,13.2,0.7859478805640098
3.62,13.4,0.8716472398983699
3.62,13.6,0.9598535044966868
3.7,-1.4,-12.386840845077426
3.7,-1.2,-12.184220061204377
3.7,-1.0,-11.981579322870825
3.7,-0.8,-11.778932502370848
3.7,-0.6,-11.576261812700915
3.7,-0.4,-11.373564905434801
3.7,-0.2,-11.170807217222855
3.7,0.0,-10.968034296590316
3.7,0.2,-10.76517857875322
3.7,0.4,-10.562285403135906
3.7,0.6,-10.359334953026448
3.7,0.8,-10.15627366992259
3.7,1.0,-9.95316316154338
3.7,1.2,-9.749982298066577
3.7,1.4,-9.546692026339223
3.7,1.6,-9.343286064669087
3.7,1.8,-9.13980900412244
3.7,2.0,-8.936237141596715
3.7,2.2,-8.732510347423279
3.7,2.4,-8.528671875790295
3.7,2.6,-8.324676726367297
3.7,2.8,-8.120548952228226
3.7,3.0,-7.91625851576414
3.7,3.2,-7.711792854501173
3.7,3.4,-7.507118768298466
3.7,3.6,-7.30225732631199
3.7,3.8,-7.097192115679405
3.7,4.0,-6.891867390831733
3.7,4.2,-6.686282517116529
3.7,4.4,-6.480399471093003
3.7,4.6,-6.274201370862593
3.7,4.8,-6.067694090701382
3.7,5.0,-5.860827880074355
3.7,5.2,-5.653599926047407
3.7,5.4,-5.44597508430454
3.7,5.6,-5.237946973821491
3.7,5.8,-5.029464370194853
3.7,6.0,-4.820508448165884
3.7,6.2,-4.6110302322061365
3.7,6.4,-4.400905940652605
3.7,6.6,-4.190100832277142
3.7,6.8,-3.9786076709042746
3.7,7.0,-3.7665690089780024
3.7,7.2,-3.554310984459555
3.7,7.4,-3.3423243552738673
3.7,7.6,-3.131180732578734
3.7,7.8,-2.9214279128988223
3.7,8.0,-2.7136318040018215
3.7,8.2,-2.5083322684960088
3.7,8.4,-2.3062100031736716
3.7,8.6,-2.1081526148335827
3.7,8.8,-1.9152425785699096
3.7,9.0,-1.7285789694102969
3.7,9.2,-1.548031958174088
3.7,9.4,-1.3718126897962932
3.7,9.6,-1.195765065507406
3.7,9.8,-1.0097646376517824
3.7,10.0,-0.7790743152363124
3.7,10.2,-0.4115018853029537
3.7,10.4,-0.24559599525255435
3.7,10.6,-0.15543100325735237
3.7,10.8,-0.07884303164909416
3.7,11.0,-0.01039744763256972
3.7,11.2,0.05528812612094469
3.7,11.4,0.11927450838493406
3.7,11.6,0.1841635143019735
3.7,11.8,0.24953914286159037
3.7,12.0,0.31874799679629
3.7,12.2,0.3900634155547887
3.7,12.4,0.4637075153426733
3.7,12.6,0.5405743506530906
3.7,12.8,0.6198099474901976
3.7,13.0,0.7012668560681995
3.7,13.2,0.7849704701261976
3.7,13.4,0.8709274153524034
3.7,13.6,0.9593009344683512
3.78,-1.4,-12.509314197531706
3.78,-1.2,-12.303523143582762
3.78,-1.0,-12.098207206514783
3.78,-0.8,-11.893376385549526
3.78,-0.6,-11.68891265878213
3.78,-0.4,-11.484792137138706
3.78,-0.2,-11.280883114635552
3.78,0.0,-11.07719051562649
3.78,0.2,-10.87360970696689
3.78,0.4,-10.670134686567277
3.78,0.6,-10.46674437281729
3.78,0.8,-10.263370735464475
3.78,1.0,-10.059977544785342
3.78,1.2,-9.856592447210568
3.78,1.4,-9.653146467871364
3.78,1.6,-9.449682921132844
3.78,1.8,-9.24613121282289
3.78,2.0,-9.042484580205732
3.78,2.2,-8.838785232143778
3.78,2.4,-8.63492603171313
3.78,2.6,-8.430997586891134
3.78,2.8,-8.226889204272936
3.78,3.0,-8.022656997370511
3.78,3.2,-7.818271667678508
3.78,3.4,-7.613667115994651
3.78,3.6,-7.408897171315962
3.78,3.8,-7.203910124143213
3.78,4.0,-6.998687633862661
3.78,4.2,-6.793207814227326
3.78,4.4,-6.5874685187048785
3.78,4.6,-6.381414288921856
3.78,4.8,-6.175044446485015
3.78,5.0,-5.968362442988156
3.78,5.2,-5.761299233435524
3.78,5.4,-5.553908732871692
3.78,5.6,-5.346139550882174
3.78,5.8,-5.1380320193130755
3.78,6.0,-4.929601774699561
3.78,6.2,-4.720881327324995
3.78,6.4,-4.511876029467013
3.78,6.6,-4.302633787770979
3.78,6.8,-4.093171547344566
3.78,7.0,-3.8834725994760597
3.78,7.2,-3.673515119507096
3.78,7.4,-3.4633159163036176
3.78,7.6,-3.2529383612560796
3.78,7.8,-3.0425657846759635
3.78,8.0,-2.8327091773283435
3.78,8.2,-2.6240100624774705
3.78,8.4,-2.4173980719647012
3.78,8.6,-2.2138852844938492
3.78,8.8,-2.0146818384029643
3.78,9.0,-1.8210527286966105
3.78,9.2,-1.6337187626530867
3.78,9.4,-1.452048526460715
3.78,9.6,-1.2736283013175718
3.78,9.8,-1.0921706065275154
3.78,10.0,-0.8949598425696275
3.78,10.2,-0.6288145043083593
3.78,10.4,-0.3324139577770555
3.78,10.6,-0.20283737330519383
3.78,10.8,-0.11069158597494132
3.78,11.0,-0.033030330563900326
3.78,11.2,0.038738522559056285
3.78,11.4,0.10711220519805278
3.78,11.6,0.17490113024047357
3.78,11.8,0.2426428685330387
3.78,12.0,0.3131005372522586
3.78,12.2,0.3854282313765427
3.78,12.4,0.4600867298047152
3.78,12.6,0.5378159316961124
3.78,12.8,0.6177018111396129
3.78,13.0,0.6996897366016989
3.78,13.2,0.7837948095292853
3.78,13.4,0.8700496682715988
3.78,13.6,0.9586181609100869
3.86,-1.4,-12.649544146991701
3.86,-1.2,-12.446493066671097
3.86,-1.0,-12.242876462122048
3.86,-0.8,-12.038561887643953
3.86,-0.6,-11.833432228432738
3.86,-0.4,-11.627365251848799
3.86,-0.2,-11.420536160633446
3.86,0.0,-11.21313715956512
3.86,0.2,-11.005572603524582
3.86,0.4,-10.79809599374164
3.86,0.6,-10.590977581833988
3.86,0.8,-10.38432437394718
3.86,1.0,-10.178155759993437
3.86,1.2,-9.972441051985038
3.86,1.4,-9.76710627967666
3.86,1.6,-9.562103780123614
3.86,1.8,-9.357327345610653
3.86,2.0,-9.152742733593158
3.86,2.2,-8.948239187195874
3.86,2.4,-8.74380582421063
3.86,2.6,-8.539416055710523
3.86,2.8,-8.335011107402158
3.86,3.0,-8.130515176958705
3.86,3.2,-7.925949411933317
3.86,3.4,-7.721268296899258
3.86,3.6,-7.516440941547117
3.86,3.8,-7.311451682526256
3.86,4.0,-7.106300428386626
3.86,4.2,-6.900900057709205
3.86,4.4,-6.695246714511495
3.86,4.6,-6.489318658037244
3.86,4.8,-6.28309418821415
3.86,5.0,-6.0765344602328275
3.86,5.2,-5.869639231423592
3.86,5.4,-5.662369084544737
3.86,5.6,-5.454724916433125
3.86,5.8,-5.2467123631019845
3.86,6.0,-5.038351478877462
3.86,6.2,-4.829659212883418
3.86,6.4,-4.6207119383676805
3.86,6.6,-4.411524795466562
3.86,6.8,-4.202214921771523
3.86,7.0,-3.9928339165176876
3.86,7.2,-3.783499288119694
3.86,7.4,-3.574247564652741
3.86,7.6,-3.365132290038652
3.86,7.8,-3.1562308760233377
3.86,8.0,-2.947612975794833
3.86,8.2,-2.7393944384414106
3.86,8.4,-2.5319334745327424
3.86,8.6,-2.325964089798255
3.86,8.8,-2.122500971305196
3.86,9.0,-1.9229982981191265
3.86,9.2,-1.7287922626502494
3.86,9.4,-1.5405274998567045
3.86,9.6,-1.3572203158645673
3.86,9.8,-1.1753485477413772
3.86,10.0,-0.9872109667407708
3.86,10.2,-0.7754030265051748
3.86,10.4,-0.4974725075327028
3.86,10.6,-0.2729860238363096
3.86,10.8,-0.15428336863809541
3.86,11.0,-0.06170262271801249
3.86,11.2,0.018207479267066392
3.86,11.4,0.09190214034253032
3.86,11.6,0.16357130425570657
3.86,11.8,0.23441013443666792
3.86,12.0,0.3066756981489019
3.86,12.2,0.3803775150771659
3.86,12.4,0.45607500502375575
3.86,12.6,0.534849927058404
3.86,12.8,0.6154557938264997
3.86,13.0,0.6979453017016197
3.86,13.2,0.7824238183591375
3.86,13.4,0.8689919422693615
3.86,13.6,0.9577795847239087
3.94,-1.2,-12.551113758164814
3.94,-1.0,-12.349053311727438
3.94,-0.8,-12.146934681261056
3.94,-0.6,-11.944752230822836
3.94,-0.4,-11.742481173018323
3.94,-0.2,-11.540094090898657
3.94,0.0,-11.337561678779114
3.94,0.2,-11.134811613989715
3.94,0.4,-10.931765133174038
3.94,0.6,-10.728302475032839
3.94,0.8,-10.524255851544778
3.94,1.0,-10.319488941613555
3.94,1.2,-10.1138351797988
3.94,1.4,-9.907262180075978
3.94,1.6,-9.699869711423663
3.94,1.8,-9.491909405523618
3.94,2.0,-9.283714494804444
3.94,2.2,-9.075594905556978
3.94,2.4,-8.867778140468902
3.94,2.6,-8.660364527886868
3.94,2.8,-8.45337026713263
3.94,3.0,-8.246763770535306
3.94,3.2,-8.040464733302972
3.94,3.4,-7.834403222175161
3.94,3.6,-7.628498548134618
3.94,3.8,-7.422673358076748
3.94,4.0,-7.216943053360391
3.94,4.2,-7.01105159477554
3.94,4.4,-6.805077980361457
3.94,4.6,-6.598933439195596
3.94,4.8,-6.392578587222468
3.94,5.0,-6.18597382330222
3.94,5.2,-5.979097905558888
3.94,5.4,-5.771877361633565
3.94,5.6,-5.5643170082384295
3.94,5.8,-5.356392362520633
3.94,6.0,-5.148089176870019
3.94,6.2,-4.939423204801786
3.94,6.4,-4.730447413481728
3.94,6.6,-4.521166879904466
3.94,6.8,-4.311679470929522
3.94,7.0,-4.102087157502291
3.94,7.2,-3.892473669863974
3.94,7.4,-3.6829637765312766
3.94,7.6,-3.4736944923005004
3.94,7.8,-3.264787318493619
3.94,8.0,-3.056372836649137
3.94,8.2,-2.8485816342098427
3.94,8.4,-2.641564932903598
3.94,8.6,-2.4356324717681317
3.94,8.8,-2.231239078985703
3.94,9.0,-2.0292111005660343
3.94,9.2,-1.8307350982899098
3.94,9.4,-1.6369120172127443
3.94,9.6,-1.4480744640815895
3.94,9.8,-1.2627705327898504
3.94,10.0,-1.0762258824908282
3.94,10.2,-0.8792312868941475
3.94,10.4,-0.6483385470919362
3.94,10.6,-0.3974519241010672
3.94,10.8,-0.2192841555601032
3.94,11.0,-0.10246566472596111
3.94,11.2,-0.0099357046293798
3.94,11.4,0.07212765290137797
3.94,11.6,0.14909227563221683
3.94,11.8,0.22356660072879375
3.94,12.0,0.29831518611994134
3.94,12.2,0.3739386885339183
3.94,12.4,0.45108764813145064
3.94,12.6,0.5308320310491299
3.94,12.8,0.6122590465511935
3.94,13.0,0.6954645497807179
3.94,13.2,0.7805093915298282
3.94,13.4,0.867586466897901
3.94,13.6,0.9567057026545752
4.02,-1.0,-12.452438366944081
4.02,-0.8,-12.250100307928312
4.02,-0.6,-12.04776573605274
4.02,-0.4,-11.845431937390167
4.02,-0.2,-11.643095341686516
4.02,0.0,-11.440725974840689
4.02,0.2,-11.238360497128998
4.02,0.4,-11.03594528931335
4.02,0.6,-10.83347369573896
4.02,0.8,-10.630960034676002
4.02,1.0,-10.42835179397669
