Composition = 0
log(temp), log pressure (dyne/cm^2), log density (g/cc)
1.22,9.0,0.09548918762983327
1.22,9.2,0.09683364976638838
1.22,9.4,0.09817811190294354
1.22,9.6,0.09952257403949862
1.22,9.8,0.11353068802315094
1.22,10.0,0.13451192208926901
1.22,10.2,0.15549315615538703
1.22,10.4,0.17647439022150527
1.22,10.6,0.19745562428762342
1.22,10.8,0.23446960730211786
1.22,11.0,0.2736961872887411
1.22,11.2,0.3163109773460157
1.22,11.4,0.3658223431307973
1.22,11.6,0.4176295027080436
1.22,11.8,0.47455380993125557
1.22,12.0,0.5347388073032409
1.22,12.2,0.5975596720263076
1.22,12.4,0.6651393017970975
1.22,12.6,0.7349964634873698
1.22,12.8,0.8074347794146903
1.22,13.0,0.8833011119964351
1.22,13.2,0.9618253580391742
1.22,13.4,1.0426982654053987
1.22,13.6,1.1259096351777749
1.22,13.8,1.2114069198606452
1.22,14.0,1.2991356588531322
1.22,14.2,1.3891935507488569
1.22,14.4,1.4811781867398763
1.22,14.6,1.5750087767150731
1.22,14.8,1.6705982697044575
1.22,15.0,1.7678569790326852
1.22,15.2,1.8666949040695866
1.22,15.4,1.9670234730328127
1.3,-6.0,0.007573147410197616
1.3,-5.8,0.007573147410197616
1.3,-5.6,0.007573147410197616
1.3,-5.4,0.007573147410197616
1.3,-5.2,0.007573147410197616
1.3,-5.0,0.007573147410197616
1.3,-4.8,0.007573147410197616
1.3,-4.6,0.007573147410197616
1.3,-4.4,0.007573147410197616
1.3,-4.2,0.007573147410197616
1.3,-4.0,0.007573147410197616
1.3,-3.8,0.008925300149850374
1.3,-3.6,0.010277452889503156
1.3,-3.4,0.011629605629156
1.3,-3.2,0.012981758368808756
1.3,-3.0,0.014333911108461635
1.3,-2.8,0.01568606384811442
1.3,-2.6,0.017038216587767236
1.3,-2.4,0.018390369327420022
1.3,-2.2,0.019742522067072783
1.3,-2.0,0.021094674806725635
1.3,-1.8,0.0224468275463784
1.3,-1.6,0.02379898028603123
1.3,-1.4,0.025151133025684037
1.3,-1.2,0.026503285765336806
1.3,-1.0,0.0278554385049897
1.3,-0.8,0.029207591244642454
1.3,-0.6,0.030559743984295274
1.3,-0.4,0.03191189672394808
1.3,-0.2,0.033264049463600835
1.3,0.0,0.03461620220325364
1.3,0.2,0.03596835494290648
1.3,0.4,0.03732050768255933
1.3,0.6,0.0386726604222121
1.3,0.8,0.04002481316186487
1.3,1.0,0.04137696590151775
1.3,1.2,0.04272911864117052
1.3,1.4,0.04408127138082336
1.3,1.6,0.045433424120476094
1.3,1.8,0.04678557686012892
1.3,2.0,0.048137729599781735
1.3,2.2,0.049489882339434556
1.3,2.4,0.05084203507908736
1.3,2.6,0.05219418781874009
1.3,2.8,0.05354634055839292
1.3,3.0,0.054898493298045796
1.3,3.2,0.05625064603769855
1.3,3.4,0.05760279877735134
1.3,3.6,0.05895495151700413
1.3,3.8,0.06030710425665702
1.3,4.0,0.06165925699630979
1.3,4.2,0.06301140973596255
1.3,4.4,0.06436356247561537
1.3,4.6,0.06571571521526819
1.3,4.8,0.06706786795492096
1.3,5.0,0.06842002069457381
1.3,5.2,0.06977217343422663
1.3,5.4,0.07112432617387938
1.3,5.6,0.07247647891353226
1.3,5.8,0.07382863165318504
1.3,6.0,0.07518078439283779
1.3,6.2,0.07653293713249065
1.3,6.4,0.07788508987214342
1.3,6.6,0.07923724261179625
1.3,6.8,0.08058939535144907
1.3,7.0,0.08194154809110185
1.3,7.2,0.08329370083075463
1.3,7.4,0.08464585357040746
1.3,7.6,0.0859980063100603
1.3,7.8,0.0873501590497131
1.3,8.0,0.08870231178936586
1.3,8.2,0.0900544645290187
1.3,8.4,0.09140661726867146
1.3,8.6,0.09275877000832433
1.3,8.8,0.09411092274797707
1.3,9.0,0.09546307548762993
1.3,9.2,0.0968152282272827
1.3,9.4,0.09816738096693549
1.3,9.6,0.09951953370658828
1.3,9.8,0.11352651100522378
1.3,10.0,0.13450869972475765
1.3,10.2,0.15549088844429146
1.3,10.4,0.17647307716382543
1.3,10.6,0.19745526588335935
1.3,10.8,0.23446928504890596
1.3,11.0,0.2736960145073669
1.3,11.2,0.3163108940301966
1.3,11.4,0.3658222848795042
1.3,11.6,0.4176294632359717
1.3,11.8,0.4745537950255064
1.3,12.0,0.5347388042406562
1.3,12.2,0.5975596712568543
1.3,12.4,0.6651392983813538
1.3,12.6,0.7349964599030742
1.3,12.8,0.8074347787727275
1.3,13.0,0.8833011119013978
1.3,13.2,0.9618253580409486
1.3,13.4,1.0426982653951211
1.3,13.6,1.1259096351731814
1.3,13.8,1.2114069198585884
1.3,14.0,1.299135658852222
1.3,14.2,1.389193550748411
1.3,14.4,1.4811781867396627
1.3,14.6,1.5750087767149716
1.3,14.8,1.6705982697044097
1.3,15.0,1.7678569790326626
1.3,15.2,1.866694904069576
1.3,15.4,1.9670234730328076
1.38,-6.0,0.007037906921444544
1.38,-5.8,0.007037906921444544
1.38,-5.6,0.007037906921444544
1.38,-5.4,0.007037906921444544
1.38,-5.2,0.007037906921444544
1.38,-5.0,0.007037906921444544
1.38,-4.8,0.007037906921444544
1.38,-4.6,0.007037906921444544
1.38,-4.4,0.007037906921444544
1.38,-4.2,0.007037906921444544
1.38,-4.0,0.007037906921444544
1.38,-3.8,0.00839788113319547
1.38,-3.6,0.009757855344946371
1.38,-3.4,0.011117829556697307
1.38,-3.2,0.012477803768448238
1.38,-3.0,0.01383777798019911
1.38,-2.8,0.015197752191950005
1.38,-2.6,0.01655772640370095
1.38,-2.4,0.017917700615451834
1.38,-2.2,0.019277674827202707
1.38,-2.0,0.020637649038953605
1.38,-1.8,0.02199762325070458
1.38,-1.6,0.02335759746245546
1.38,-1.4,0.024717571674206358
1.38,-1.2,0.026077545885957232
1.38,-1.0,0.027437520097708144
1.38,-0.8,0.028797494309459083
1.38,-0.6,0.03015746852121004
1.38,-0.4,0.03151744273296093
1.38,-0.2,0.03287741694471176
1.38,0.0,0.03423739115646269
1.38,0.2,0.035597365368213583
1.38,0.4,0.03695733957996453
1.38,0.6,0.03831731379171539
1.38,0.8,0.039677288003466295
1.38,1.0,0.041037262215217245
1.38,1.2,0.04239723642696816
1.38,1.4,0.04375721063871906
1.38,1.6,0.04511718485046999
1.38,1.8,0.04647715906222086
1.38,2.0,0.047837133273971745
1.38,2.2,0.04919710748572265
1.38,2.4,0.05055708169747359
1.38,2.6,0.051917055909224456
1.38,2.8,0.05327703012097542
1.38,3.0,0.05463700433272629
1.38,3.2,0.05599697854447716
1.38,3.4,0.05735695275622811
1.38,3.6,0.05871692696797901
1.38,3.8,0.06007690117972993
1.38,4.0,0.06143687539148087
1.38,4.2,0.0627968496032317
1.38,4.4,0.06415682381498264
1.38,4.6,0.06551679802673353
1.38,4.8,0.06687677223848441
1.38,5.0,0.06823674645023539
1.38,5.2,0.06959672066198629
1.38,5.4,0.07095669487373721
1.38,5.6,0.07231666908548806
1.38,5.8,0.07367664329723904
1.38,6.0,0.07503661750898988
1.38,6.2,0.07639659172074084
1.38,6.4,0.07775656593249168
1.38,6.6,0.07911654014424259
1.38,6.8,0.08047651435599354
1.38,7.0,0.08183648856774442
1.38,7.2,0.08319646277949534
1.38,7.4,0.08455643699124624
1.38,7.6,0.08591641120299717
1.38,7.8,0.08727638541474804
1.38,8.0,0.08863635962649893
1.38,8.2,0.08999633383824984
1.38,8.4,0.09135630805000078
1.38,8.6,0.09271628226175166
1.38,8.8,0.09407625647350258
1.38,9.0,0.09543623068525348
1.38,9.2,0.0967962048970044
1.38,9.4,0.09815617910875528
1.38,9.6,0.0995161533205062
1.38,9.8,0.11351843299302262
1.38,10.0,0.13450246833888904
1.38,10.2,0.15548650368475536
1.38,10.4,0.17647053903062207
1.38,10.6,0.1974545743764884
1.38,10.8,0.2344686622930609
1.38,11.0,0.2736956776487973
1.38,11.2,0.3163107276429639
1.38,11.4,0.36582216952739033
1.38,11.6,0.41762938517625775
1.38,11.8,0.47455376236102376
1.38,12.0,0.534738794625253
1.38,12.2,0.5975596689439353
1.38,12.4,0.665139296607843
1.38,12.6,0.7349964587191636
1.38,12.8,0.80743477845724
1.38,13.0,0.8833011117979841
1.38,13.2,0.9618253580021224
1.38,13.4,1.0426982653751546
1.38,13.6,1.1259096351642575
1.38,13.8,1.2114069198545927
1.38,14.0,1.2991356588504543
1.38,14.2,1.3891935507475455
1.38,14.4,1.481178186739248
1.38,14.6,1.5750087767147747
1.38,14.8,1.6705982697043167
1.38,15.0,1.767856979032619
1.38,15.2,1.8666949040695555
1.38,15.4,1.967023473032798
1.46,-6.0,0.006492077786886958
1.46,-5.8,0.006492077786886958
1.46,-5.6,0.006492077786886958
1.46,-5.4,0.006492077786886958
1.46,-5.2,0.006492077786886958
1.46,-5.0,0.006492077786886958
1.46,-4.8,0.006492077786886958
1.46,-4.6,0.006492077786886958
1.46,-4.4,0.006492077786886958
1.46,-4.2,0.006492077786886958
1.46,-4.0,0.006492077786886958
1.46,-3.8,0.007860019417873402
1.46,-3.6,0.009227961048859822
1.46,-3.4,0.010595902679846251
1.46,-3.2,0.01196384431083275
1.46,-3.0,0.013331785941819172
1.46,-2.8,0.014699727572805625
1.46,-2.6,0.016067669203792045
1.46,-2.4,0.017435610834778476
1.46,-2.2,0.01880355246576491
1.46,-2.0,0.020171494096751355
1.46,-1.8,0.021539435727737772
1.46,-1.6,0.022907377358724224
1.46,-1.4,0.0242753189897106
1.46,-1.2,0.025643260620697113
1.46,-1.0,0.02701120225168353
1.46,-0.8,0.028379143882669947
1.46,-0.6,0.029747085513656416
1.46,-0.4,0.03111502714464279
1.46,-0.2,0.03248296877562924
1.46,0.0,0.033850910406615684
1.46,0.2,0.03521885203760216
1.46,0.4,0.036586793668588594
1.46,0.6,0.037954735299574965
1.46,0.8,0.03932267693056144
1.46,1.0,0.04069061856154786
1.46,1.2,0.04205856019253433
1.46,1.4,0.04342650182352075
1.46,1.6,0.044794443454507206
1.46,1.8,0.04616238508549365
1.46,2.0,0.04753032671648007
1.46,2.2,0.04889826834746651
1.46,2.4,0.05026620997845298
1.46,2.6,0.05163415160943932
1.46,2.8,0.05300209324042576
1.46,3.0,0.05437003487141224
1.46,3.2,0.05573797650239869
1.46,3.4,0.05710591813338511
1.46,3.6,0.05847385976437153
1.46,3.8,0.059841801395358
1.46,4.0,0.06120974302634439
1.46,4.2,0.06257768465733085
1.46,4.4,0.0639456262883173
1.46,4.6,0.06531356791930369
1.46,4.8,0.06668150955029015
1.46,5.0,0.06804945118127664
1.46,5.2,0.06941739281226302
1.46,5.4,0.07078533444324946
1.46,5.6,0.07215327607423594
1.46,5.8,0.07352121770522232
1.46,6.0,0.07488915933620877
1.46,6.2,0.07625710096719522
1.46,6.4,0.07762504259818168
1.46,6.6,0.07899298422916812
1.46,6.8,0.08036092586015454
1.46,7.0,0.08172886749114093
1.46,7.2,0.08309680912212737
1.46,7.4,0.0844647507531139
1.46,7.6,0.08583269238410027
1.46,7.8,0.08720063401508668
1.46,8.0,0.08856857564607314
1.46,8.2,0.0899365172770596
1.46,8.4,0.09130445890804599
1.46,8.6,0.09267240053903242
1.46,8.8,0.09404034217001893
1.46,9.0,0.09540828380100534
1.46,9.2,0.09677622543199176
1.46,9.4,0.09814416706297818
1.46,9.6,0.09951210869396465
1.46,9.8,0.11350224399141119
1.46,10.0,0.1344899889077172
1.46,10.2,0.15547773382402325
1.46,10.4,0.1764654787403295
1.46,10.6,0.1974532236566356
1.46,10.8,0.23446747463485054
1.46,11.0,0.27369505437325253
1.46,11.2,0.3163104576788609
1.46,11.4,0.3658220180642362
1.46,11.6,0.4176293124880798
1.46,11.8,0.47455371357775644
1.46,12.0,0.5347387653083746
1.46,12.2,0.5975596626418461
1.46,12.4,0.6651392939287715
1.46,12.6,0.7349964578997289
1.46,12.8,0.8074347780717849
1.46,13.0,0.883301111616589
1.46,13.2,0.9618253579161513
1.46,13.4,1.0426982653362815
1.46,13.6,1.125909635146883
1.46,13.8,1.2114069198468125
1.46,14.0,1.2991356588470124
1.46,14.2,1.389193550745861
1.46,14.4,1.4811781867384402
1.46,14.6,1.575008776714391
1.46,14.8,1.670598269704135
1.46,15.0,1.7678569790325334
1.46,15.2,1.8666949040695153
1.46,15.4,1.967023473032779
1.54,-6.0,0.005932792512495425
1.54,-5.8,0.005932792512495425
1.54,-5.6,0.005932792512495425
1.54,-5.4,0.005932792512495425
1.54,-5.2,0.005932792512495425
1.54,-5.0,0.005932792512495425
1.54,-4.8,0.005932792512495425
1.54,-4.6,0.005932792512495425
1.54,-4.4,0.005932792512495425
1.54,-4.2,0.005932792512495425
1.54,-4.0,0.005932792512495425
1.54,-3.8,0.007308875288595687
1.54,-3.6,0.008684958064695936
1.54,-3.4,0.010061040840796152
1.54,-3.2,0.01143712361689636
1.54,-3.0,0.012813206392996579
1.54,-2.8,0.01418928916909686
1.54,-2.6,0.015565371945197113
1.54,-2.4,0.016941454721297298
1.54,-2.2,0.018317537497397587
1.54,-2.0,0.019693620273497855
1.54,-1.8,0.02106970304959809
1.54,-1.6,0.0224457858256983
1.54,-1.4,0.023821868601798492
1.54,-1.2,0.02519795137789882
1.54,-1.0,0.026574034153999046
1.54,-0.8,0.027950116930099266
1.54,-0.6,0.029326199706199513
1.54,-0.4,0.030702282482299753
1.54,-0.2,0.0320783652584
1.54,0.0,0.03345444803450025
1.54,0.2,0.03483053081060046
1.54,0.4,0.03620661358670069
1.54,0.6,0.037582696362800934
1.54,0.8,0.038958779138901216
1.54,1.0,0.040334861915001415
1.54,1.2,0.041710944691101655
1.54,1.4,0.04308702746720194
1.54,1.6,0.04446311024330216
1.54,1.8,0.045839193019402376
1.54,2.0,0.04721527579550265
1.54,2.2,0.04859135857160282
1.54,2.4,0.04996744134770311
1.54,2.6,0.05134352412380331
1.54,2.8,0.052719606899903584
1.54,3.0,0.05409568967600386
1.54,3.2,0.05547177245210408
1.54,3.4,0.056847855228204264
1.54,3.6,0.058223938004304525
1.54,3.8,0.059600020780404814
1.54,4.0,0.060976103556505006
1.54,4.2,0.06235218633260523
1.54,4.4,0.06372826910870552
1.54,4.6,0.06510435188480573
1.54,4.8,0.06648043466090599
1.54,5.0,0.0678565174370062
1.54,5.2,0.06923260021310643
1.54,5.4,0.07060868298920668
1.54,5.6,0.07198476576530695
1.54,5.8,0.07336084854140718
1.54,6.0,0.0747369313175074
1.54,6.2,0.07611301409360764
1.54,6.4,0.07748909686970787
1.54,6.6,0.07886517964580815
1.54,6.8,0.08024126242190839
1.54,7.0,0.08161734519800863
1.54,7.2,0.08299342797410887
1.54,7.4,0.08436951075020911
1.54,7.6,0.08574559352630937
1.54,7.8,0.08712167630240956
1.54,8.0,0.08849775907850983
1.54,8.2,0.08987384185461007
1.54,8.4,0.09124992463071033
1.54,8.6,0.09262600740681054
1.54,8.8,0.09400209018291081
1.54,9.0,0.09537817295901102
1.54,9.2,0.09675425573511123
1.54,9.4,0.09813033851121147
1.54,9.6,0.09950642128731177
1.54,9.8,0.11346527708741784
1.54,10.0,0.13446148567680702
1.54,10.2,0.15545769426619616
1.54,10.4,0.1764539028555855
1.54,10.6,0.19745011144497465
1.54,10.8,0.23446473322292816
1.54,11.0,0.27369362641055506
1.54,11.2,0.3163098579020374
1.54,11.4,0.36582169407673615
1.54,11.6,0.41762917957791845
1.54,11.8,0.474553647514078
1.54,12.0,0.5347387359781409
1.54,12.2,0.5975596524798268
1.54,12.4,0.6651392885847058
1.54,12.6,0.7349964556604428
1.54,12.8,0.8074347771374031
1.54,13.0,0.8833011111768696
1.54,13.2,0.9618253577077485
1.54,13.4,1.042698265242049
1.54,13.6,1.1259096351047655
1.54,13.8,1.2114069198279536
1.54,14.0,1.2991356588386687
1.54,14.2,1.3891935507417768
1.54,14.4,1.4811781867364813
1.54,14.6,1.5750087767134606
1.54,14.8,1.670598269703695
1.54,15.0,1.7678569790323255
1.54,15.2,1.866694904069417
1.54,15.4,1.9670234730327327
1.62,-6.0,0.005361871828716627
1.62,-5.8,0.005361871828716627
1.62,-5.6,0.005361871828716627
1.62,-5.4,0.005361871828716627
1.62,-5.2,0.005361871828716627
1.62,-5.0,0.005361871828716627
1.62,-4.8,0.005361871828716627
1.62,-4.6,0.005361871828716627
1.62,-4.4,0.005361871828716627
1.62,-4.2,0.005361871828716627
1.62,-4.0,0.005361871828716627
1.62,-3.8,0.006746226847075448
1.62,-3.6,0.00813058186543428
1.62,-3.4,0.009514936883793167
1.62,-3.2,0.010899291902151964
1.62,-3.0,0.012283646920510755
1.62,-2.8,0.013668001938869629
1.62,-2.6,0.015052356957228489
1.62,-2.4,0.0164367119755873
1.62,-2.2,0.017821066993946144
1.62,-2.0,0.019205422012304994
1.62,-1.8,0.02058977703066378
1.62,-1.6,0.0219741320490226
1.62,-1.4,0.02335848706738147
1.62,-1.2,0.024742842085740284
1.62,-1.0,0.026127197104099133
1.62,-0.8,0.027511552122457986
1.62,-0.6,0.028895907140816832
1.62,-0.4,0.03028026215917562
1.62,-0.2,0.03166461717753442
1.62,0.0,0.03304897219589332
1.62,0.2,0.034433327214252143
1.62,0.4,0.03581768223261093
1.62,0.6,0.03720203725096979
1.62,0.8,0.038586392269328626
1.62,1.0,0.039970747287687465
1.62,1.2,0.041355102306046304
1.62,1.4,0.04273945732440515
1.62,1.6,0.044123812342763906
1.62,1.8,0.04550816736112276
1.62,2.0,0.04689252237948161
1.62,2.2,0.04827687739784042
1.62,2.4,0.049661232416199255
1.62,2.6,0.051045587434558136
1.62,2.8,0.052429942452916926
1.62,3.0,0.05381429747127573
1.62,3.2,0.05519865248963456
1.62,3.4,0.05658300750799345
1.62,3.6,0.05796736252635224
1.62,3.8,0.059351717544711115
1.62,4.0,0.060736072563069905
1.62,4.2,0.062120427581428765
1.62,4.4,0.06350478259978756
1.62,4.6,0.06488913761814645
1.62,4.8,0.06627349263650523
1.62,5.0,0.0676578476548641
1.62,5.2,0.0690422026732229
1.62,5.4,0.07042655769158178
1.62,5.6,0.07181091270994056
1.62,5.8,0.07319526772829943
1.62,6.0,0.07457962274665822
1.62,6.2,0.07596397776501711
1.62,6.4,0.07734833278337597
1.62,6.6,0.07873268780173477
1.62,6.8,0.08011704282009358
1.62,7.0,0.08150139783845244
1.62,7.2,0.0828857528568112
1.62,7.4,0.0842701078751701
1.62,7.6,0.08565446289352889
1.62,7.8,0.08703881791188772
1.62,8.0,0.08842317293024655
1.62,8.2,0.08980752794860537
1.62,8.4,0.09119188296696422
1.62,8.6,0.0925762379853231
1.62,8.8,0.09396059300368192
1.62,9.0,0.09534494802204072
1.62,9.2,0.09672930304039956
1.62,9.4,0.09811365805875841
1.62,9.6,0.09949801307711723
1.62,9.8,0.11339333509245339
1.62,10.0,0.13440594963955552
1.62,10.2,0.15541856418665764
1.62,10.4,0.17643117873376005
1.62,10.6,0.1974437932808622
1.62,10.8,0.23445902049008527
1.62,11.0,0.2736906008249932
1.62,11.2,0.3163085187707168
1.62,11.4,0.3658209775738819
1.62,11.6,0.41762889330683717
1.62,11.8,0.47455350120549555
1.62,12.0,0.5347386581920643
1.62,12.2,0.5975596011514805
1.62,12.4,0.6651392601660793
1.62,12.6,0.734996442319118
1.62,12.8,0.8074347680662396
1.62,13.0,0.8833011095745118
1.62,13.2,0.9618253575622873
1.62,13.4,1.0426982650422552
1.62,13.6,1.1259096350154671
1.62,13.8,1.2114069197879676
1.62,14.0,1.2991356588209784
1.62,14.2,1.3891935507331166
1.62,14.4,1.4811781867323282
1.62,14.6,1.575008776711488
1.62,14.8,1.6705982697027622
1.62,15.0,1.7678569790318854
1.62,15.2,1.86669490406921
1.62,15.4,1.9670234730326353
1.7,-6.0,0.00477859818268717
1.7,-5.8,0.00477859818268717
1.7,-5.6,0.00477859818268717
1.7,-5.4,0.00477859818268717
1.7,-5.2,0.00477859818268717
1.7,-5.0,0.00477859818268717
1.7,-4.8,0.00477859818268717
1.7,-4.6,0.00477859818268717
1.7,-4.4,0.00477859818268717
1.7,-4.2,0.00477859818268717
1.7,-4.0,0.00477859818268717
1.7,-3.8,0.0061713427593404055
1.7,-3.6,0.00756408733599367
1.7,-3.4,0.008956831912646965
1.7,-3.2,0.010349576489300264
1.7,-3.0,0.011742321065953529
1.7,-2.8,0.013135065642606901
1.7,-2.6,0.014527810219260152
1.7,-2.4,0.01592055479591344
1.7,-2.2,0.017313299372566746
1.7,-2.0,0.018706043949219965
1.7,-1.8,0.02009878852587327
1.7,-1.6,0.021491533102526522
1.7,-1.4,0.022884277679179804
1.7,-1.2,0.02427702225583309
1.7,-1.0,0.02566976683248639
1.7,-0.8,0.027062511409139744
1.7,-0.6,0.02845525598579297
1.7,-0.4,0.02984800056244629
1.7,-0.2,0.031240745139099545
1.7,0.0,0.0326334897157528
1.7,0.2,0.03402623429240616
1.7,0.4,0.035418978869059384
1.7,0.6,0.03681172344571272
1.7,0.8,0.03820446802236597
1.7,1.0,0.039597212599019306
1.7,1.2,0.040989957175672546
1.7,1.4,0.0423827017523258
1.7,1.6,0.0437754463289791
1.7,1.8,0.04516819090563244
1.7,2.0,0.04656093548228574
1.7,2.2,0.047953680058938936
1.7,2.4,0.04934642463559225
1.7,2.6,0.05073916921224553
1.7,2.8,0.05213191378889887
1.7,3.0,0.053524658365552126
1.7,3.2,0.054917402942205436
1.7,3.4,0.056310147518858725
1.7,3.6,0.05770289209551193
