Composition = 0
log temp (K), log pressure (dyne/cm^2), logdensity (g/cc)
6.34,14.4,0.2759
6.34,14.6,0.47820000000000007
6.34,14.8,0.6805
6.34,15.0,0.8818
6.34,15.2,1.0823
6.34,15.4,1.281
6.34,15.6,1.4768
6.34,15.8,1.6674
6.34,16.0,1.8507
6.34,16.2,2.0254
6.34,16.4,2.1913
6.34,16.6,2.3493
6.34,16.8,2.5005
6.34,17.0,2.6461
6.34,17.2,2.7862
6.34,17.4,2.9211
6.34,17.6,3.0511
6.34,17.8,3.1769
6.34,18.0,3.2995
6.34,18.2,3.4196
6.34,18.4,3.5385
6.34,18.6,3.657
6.34,18.8,3.7759
6.42,-6.0,-20.2146
6.42,-5.8,-20.0146
6.42,-5.6,-19.8146
6.42,-5.4,-19.6146
6.42,-5.2,-19.4146
6.42,-5.0,-19.2146
6.42,-4.8,-19.0146
6.42,-4.6,-18.8146
6.42,-4.4,-18.6146
6.42,-4.2,-18.4146
6.42,-4.0,-18.2146
6.42,-3.8,-18.0146
6.42,-3.6,-17.8146
6.42,-3.4,-17.6146
6.42,-3.2,-17.4146
6.42,-3.0,-17.2146
6.42,-2.8,-17.0146
6.42,-2.6,-16.8146
6.42,-2.4,-16.6146
6.42,-2.2,-16.4146
6.42,-2.0,-16.2146
6.42,-1.8,-16.0146
6.42,-1.6,-15.8146
6.42,-1.4,-15.6146
6.42,-1.2,-15.4146
6.42,-1.0,-15.2146
6.42,-0.8,-15.0146
6.42,-0.6,-14.8146
6.42,-0.4,-14.6146
6.42,-0.2,-14.4146
6.42,0.0,-14.2146
6.42,0.2,-14.0146
6.42,0.4,-13.8146
6.42,0.6,-13.6146
6.42,0.8,-13.4146
6.42,1.0,-13.2146
6.42,1.2,-13.0146
6.42,1.4,-12.8146
6.42,1.6,-12.6146
6.42,1.8,-12.4146
6.42,2.0,-12.2146
6.42,2.2,-12.0146
6.42,2.4,-11.8146
6.42,2.6,-11.6146
6.42,2.8,-11.4146
6.42,3.0,-11.2146
6.42,3.2,-11.0146
6.42,3.4,-10.8146
6.42,3.6,-10.6146
6.42,3.8,-10.4146
6.42,4.0,-10.2146
6.42,4.2,-10.0146
6.42,4.4,-9.8146
6.42,4.6,-9.6146
6.42,4.8,-9.4146
6.42,5.0,-9.2146
6.42,5.2,-9.0146
6.42,5.4,-8.8146
6.42,5.6,-8.6146
6.42,5.8,-8.4146
6.42,6.0,-8.2146
6.42,6.2,-8.0146
6.42,6.4,-7.8146
6.42,6.6,-7.6146
6.42,6.8,-7.4146
6.42,7.0,-7.2146
6.42,7.2,-7.0146
6.42,7.4,-6.8146
6.42,7.6,-6.6146
6.42,7.8,-6.4146
6.42,8.0,-6.2146
6.42,8.2,-6.0146
6.42,8.4,-5.8146
6.42,8.6,-5.6146
6.42,8.8,-5.4146
6.42,9.0,-5.2146
6.42,9.2,-5.0146
6.42,9.4,-4.8146
6.42,9.6,-4.6146
6.42,9.8,-4.4146
6.42,10.0,-4.2145
6.42,10.2,-4.0145
6.42,10.4,-3.8145
6.42,10.6,-3.6145
6.42,10.8,-3.4145
6.42,11.0,-3.2144
6.42,11.2,-3.0144
6.42,11.4,-2.8143
6.42,11.6,-2.6142
6.42,11.8,-2.4141
6.42,12.0,-2.214
6.42,12.2,-2.0138
6.42,12.4,-1.8136
6.42,12.6,-1.6133
6.42,12.8,-1.4129
6.42,13.0,-1.2124
6.42,13.2,-1.0117
6.42,13.4,-0.8109
6.42,13.6,-0.6097
6.42,13.8,-0.4081
6.42,14.0,-0.20600000000000002
6.42,14.2,-0.0030000000000000287
6.42,14.4,0.19440000000000002
6.42,14.6,0.3942
6.42,14.8,0.5966
6.42,15.0,0.7979
6.42,15.2,0.999
6.42,15.4,1.199
6.42,15.6,1.3974
6.42,15.8,1.5926
6.42,16.0,1.7826
6.42,16.2,1.9654
6.42,16.4,2.1401
6.42,16.6,2.3066
6.42,16.8,2.4656
6.42,17.0,2.6182
6.42,17.2,2.7644
6.42,17.4,2.9042
6.42,17.6,3.0381
6.42,17.8,3.167
6.42,18.0,3.2918
6.42,18.2,3.4136
6.42,18.4,3.5337
6.42,18.6,3.6532
6.42,18.8,3.7728
6.5,-6.0,-20.2946
6.5,-5.8,-20.0946
6.5,-5.6,-19.8946
6.5,-5.4,-19.6946
6.5,-5.2,-19.4946
6.5,-5.0,-19.2946
6.5,-4.8,-19.0946
6.5,-4.6,-18.8946
6.5,-4.4,-18.6946
6.5,-4.2,-18.4946
6.5,-4.0,-18.2946
6.5,-3.8,-18.0946
6.5,-3.6,-17.8946
6.5,-3.4,-17.6946
6.5,-3.2,-17.4946
6.5,-3.0,-17.2946
6.5,-2.8,-17.0946
6.5,-2.6,-16.8946
6.5,-2.4,-16.6946
6.5,-2.2,-16.4946
6.5,-2.0,-16.2946
6.5,-1.8,-16.0946
6.5,-1.6,-15.8946
6.5,-1.4,-15.6946
6.5,-1.2,-15.4946
6.5,-1.0,-15.2946
6.5,-0.8,-15.0946
6.5,-0.6,-14.8946
6.5,-0.4,-14.6946
6.5,-0.2,-14.4946
6.5,0.0,-14.2946
6.5,0.2,-14.0946
6.5,0.4,-13.8946
6.5,0.6,-13.6946
6.5,0.8,-13.4946
6.5,1.0,-13.2946
6.5,1.2,-13.0946
6.5,1.4,-12.8946
6.5,1.6,-12.6946
6.5,1.8,-12.4946
6.5,2.0,-12.2946
6.5,2.2,-12.0946
6.5,2.4,-11.8946
6.5,2.6,-11.6946
6.5,2.8,-11.4946
6.5,3.0,-11.2946
6.5,3.2,-11.0946
6.5,3.4,-10.8946
6.5,3.6,-10.6946
6.5,3.8,-10.4946
6.5,4.0,-10.2946
6.5,4.2,-10.0946
6.5,4.4,-9.8946
6.5,4.6,-9.6946
6.5,4.8,-9.4946
6.5,5.0,-9.2946
6.5,5.2,-9.0946
6.5,5.4,-8.8946
6.5,5.6,-8.6946
6.5,5.8,-8.4946
6.5,6.0,-8.2946
6.5,6.2,-8.0946
6.5,6.4,-7.8946
6.5,6.6,-7.6946
6.5,6.8,-7.4946
6.5,7.0,-7.2946
6.5,7.2,-7.0946
6.5,7.4,-6.8946
6.5,7.6,-6.6946
6.5,7.8,-6.4946
6.5,8.0,-6.2946
6.5,8.2,-6.0946
6.5,8.4,-5.8946
6.5,8.6,-5.6946
6.5,8.8,-5.4946
6.5,9.0,-5.2946
6.5,9.2,-5.0946
6.5,9.4,-4.8946
6.5,9.6,-4.6946
6.5,9.8,-4.4946
6.5,10.0,-4.2946
6.5,10.2,-4.0946
6.5,10.4,-3.8945
6.5,10.6,-3.6945
6.5,10.8,-3.4945
6.5,11.0,-3.2945
6.5,11.2,-3.0944
6.5,11.4,-2.8944
6.5,11.6,-2.6943
6.5,11.8,-2.4943
6.5,12.0,-2.2942
6.5,12.2,-2.094
6.5,12.4,-1.8939
6.5,12.6,-1.6937
6.5,12.8,-1.4934
6.5,13.0,-1.2931
6.5,13.2,-1.0927
6.5,13.4,-0.8921000000000001
6.5,13.6,-0.6913
6.5,13.8,-0.49019999999999997
6.5,14.0,-0.2888
6.5,14.2,-0.08679999999999995
6.5,14.4,0.1135
6.5,14.6,0.3117
6.5,14.8,0.5134000000000001
6.5,15.0,0.7148
6.5,15.2,0.9159
6.5,15.4,1.1166
6.5,15.6,1.3163
6.5,15.8,1.5142
6.5,16.0,1.7089
6.5,16.2,1.8982
6.5,16.4,2.0807
6.5,16.6,2.2555
6.5,16.8,2.4229
6.5,17.0,2.5832
6.5,17.2,2.7366
6.5,17.4,2.8826
6.5,17.6,3.0215
6.5,17.8,3.1543
6.5,18.0,3.282
6.5,18.2,3.4061
6.5,18.4,3.5278
6.5,18.6,3.6485
6.5,18.8,3.769
6.58,-6.0,-20.3746
6.58,-5.8,-20.1746
6.58,-5.6,-19.9746
6.58,-5.4,-19.7746
6.58,-5.2,-19.5746
6.58,-5.0,-19.3746
6.58,-4.8,-19.1746
6.58,-4.6,-18.9746
6.58,-4.4,-18.7746
6.58,-4.2,-18.5746
6.58,-4.0,-18.3746
6.58,-3.8,-18.1746
6.58,-3.6,-17.9746
6.58,-3.4,-17.7746
6.58,-3.2,-17.5746
6.58,-3.0,-17.3746
6.58,-2.8,-17.1746
6.58,-2.6,-16.9746
6.58,-2.4,-16.7746
6.58,-2.2,-16.5746
6.58,-2.0,-16.3746
6.58,-1.8,-16.1746
6.58,-1.6,-15.9746
6.58,-1.4,-15.7746
6.58,-1.2,-15.5746
6.58,-1.0,-15.3746
6.58,-0.8,-15.1746
6.58,-0.6,-14.9746
6.58,-0.4,-14.7746
6.58,-0.2,-14.5746
6.58,0.0,-14.3746
6.58,0.2,-14.1746
6.58,0.4,-13.9746
6.58,0.6,-13.7746
6.58,0.8,-13.5746
6.58,1.0,-13.3746
6.58,1.2,-13.1746
6.58,1.4,-12.9746
6.58,1.6,-12.7746
6.58,1.8,-12.5746
6.58,2.0,-12.3746
6.58,2.2,-12.1746
6.58,2.4,-11.9746
6.58,2.6,-11.7746
6.58,2.8,-11.5746
6.58,3.0,-11.3746
6.58,3.2,-11.1746
6.58,3.4,-10.9746
6.58,3.6,-10.7746
6.58,3.8,-10.5746
6.58,4.0,-10.3746
6.58,4.2,-10.1746
6.58,4.4,-9.9746
6.58,4.6,-9.7746
6.58,4.8,-9.5746
6.58,5.0,-9.3746
6.58,5.2,-9.1746
6.58,5.4,-8.9746
6.58,5.6,-8.7746
6.58,5.8,-8.5746
6.58,6.0,-8.3746
6.58,6.2,-8.1746
6.58,6.4,-7.9746
6.58,6.6,-7.7746
6.58,6.8,-7.5746
6.58,7.0,-7.3746
6.58,7.2,-7.1746
6.58,7.4,-6.9746
6.58,7.6,-6.7746
6.58,7.8,-6.5746
6.58,8.0,-6.3746
6.58,8.2,-6.1746
6.58,8.4,-5.9746
6.58,8.6,-5.7746
6.58,8.8,-5.5746
6.58,9.0,-5.3746
6.58,9.2,-5.1746
6.58,9.4,-4.9746
6.58,9.6,-4.7746
6.58,9.8,-4.5746
6.58,10.0,-4.3746
6.58,10.2,-4.1746
6.58,10.4,-3.9746
6.58,10.6,-3.7746
6.58,10.8,-3.5745
6.58,11.0,-3.3745
6.58,11.2,-3.1745
6.58,11.4,-2.9745
6.58,11.6,-2.7744
6.58,11.8,-2.5744
6.58,12.0,-2.3743
6.58,12.2,-2.1742
6.58,12.4,-1.9741
6.58,12.6,-1.774
6.58,12.8,-1.5738
6.58,13.0,-1.3736
6.58,13.2,-1.1733
6.58,13.4,-0.9729
6.58,13.6,-0.7724
6.58,13.8,-0.5716999999999999
6.58,14.0,-0.37070000000000003
6.58,14.2,-0.16939999999999997
6.58,14.4,0.032099999999999955
6.58,14.6,0.23040000000000002
6.58,14.8,0.431
6.58,15.0,0.6323
6.58,15.2,0.8332
6.58,15.4,1.0341
6.58,15.6,1.2345
6.58,15.8,1.4338
6.58,16.0,1.6313
6.58,16.2,1.8253
6.58,16.4,2.0142
6.58,16.6,2.1965
6.58,16.8,2.3719
6.58,17.0,2.5403
6.58,17.2,2.7016
6.58,17.4,2.855
6.58,17.6,3.0002
6.58,17.8,3.1379
6.58,18.0,3.2695
6.58,18.2,3.3965
6.58,18.4,3.5203
6.58,18.6,3.6425
6.58,18.8,3.7643
6.66,-6.0,-20.4546
6.66,-5.8,-20.2546
6.66,-5.6,-20.0546
6.66,-5.4,-19.8546
6.66,-5.2,-19.6546
6.66,-5.0,-19.4546
6.66,-4.8,-19.2546
6.66,-4.6,-19.0546
6.66,-4.4,-18.8546
6.66,-4.2,-18.6546
6.66,-4.0,-18.4546
6.66,-3.8,-18.2546
6.66,-3.6,-18.0546
6.66,-3.4,-17.8546
6.66,-3.2,-17.6546
6.66,-3.0,-17.4546
6.66,-2.8,-17.2546
6.66,-2.6,-17.0546
6.66,-2.4,-16.8546
6.66,-2.2,-16.6546
6.66,-2.0,-16.4546
6.66,-1.8,-16.2546
6.66,-1.6,-16.0546
6.66,-1.4,-15.8546
6.66,-1.2,-15.6546
6.66,-1.0,-15.4546
6.66,-0.8,-15.2546
6.66,-0.6,-15.0546
6.66,-0.4,-14.8546
6.66,-0.2,-14.6546
6.66,0.0,-14.4546
6.66,0.2,-14.2546
6.66,0.4,-14.0546
6.66,0.6,-13.8546
6.66,0.8,-13.6546
6.66,1.0,-13.4546
6.66,1.2,-13.2546
6.66,1.4,-13.0546
6.66,1.6,-12.8546
6.66,1.8,-12.6546
6.66,2.0,-12.4546
6.66,2.2,-12.2546
6.66,2.4,-12.0546
6.66,2.6,-11.8546
6.66,2.8,-11.6546
6.66,3.0,-11.4546
6.66,3.2,-11.2546
6.66,3.4,-11.0546
6.66,3.6,-10.8546
6.66,3.8,-10.6546
6.66,4.0,-10.4546
6.66,4.2,-10.2546
6.66,4.4,-10.0546
6.66,4.6,-9.8546
6.66,4.8,-9.6546
6.66,5.0,-9.4546
6.66,5.2,-9.2546
6.66,5.4,-9.0546
6.66,5.6,-8.8546
6.66,5.8,-8.6546
6.66,6.0,-8.4546
6.66,6.2,-8.2546
6.66,6.4,-8.0546
6.66,6.6,-7.8546
6.66,6.8,-7.6546
6.66,7.0,-7.4546
6.66,7.2,-7.2546
6.66,7.4,-7.0546
6.66,7.6,-6.8546
6.66,7.8,-6.6546
6.66,8.0,-6.4546
6.66,8.2,-6.2546
6.66,8.4,-6.0546
6.66,8.6,-5.8546
6.66,8.8,-5.6546
6.66,9.0,-5.4546
6.66,9.2,-5.2546
6.66,9.4,-5.0546
6.66,9.6,-4.8546
6.66,9.8,-4.6546
6.66,10.0,-4.4546
6.66,10.2,-4.2546
6.66,10.4,-4.0546
6.66,10.6,-3.8546
6.66,10.8,-3.6546
6.66,11.0,-3.4545
6.66,11.2,-3.2545
6.66,11.4,-3.0545
6.66,11.6,-2.8545
6.66,11.8,-2.6544
6.66,12.0,-2.4544
6.66,12.2,-2.2544
6.66,12.4,-2.0543
6.66,12.6,-1.8542
6.66,12.8,-1.6541
6.66,13.0,-1.4539
6.66,13.2,-1.2537
6.66,13.4,-1.0534
6.66,13.6,-0.8531
6.66,13.8,-0.6526
6.66,14.0,-0.452
6.66,14.2,-0.2511
6.66,14.4,-0.049799999999999976
6.66,14.6,0.14979999999999996
6.66,14.8,0.34930000000000005
6.66,15.0,0.5503999999999999
6.66,15.2,0.7512
6.66,15.4,0.9519
6.66,15.6,1.1525
6.66,15.8,1.3526
6.66,16.0,1.5517
6.66,16.2,1.7486
6.66,16.4,1.9421
6.66,16.6,2.1306
6.66,16.8,2.3132
6.66,17.0,2.4893
6.66,17.2,2.6587
6.66,17.4,2.8202
6.66,17.6,2.9729
6.66,17.8,3.1169
6.66,18.0,3.2535
6.66,18.2,3.3842
6.66,18.4,3.5108
6.66,18.6,3.6351
6.66,18.8,3.7584
6.74,-6.0,-20.5346
6.74,-5.8,-20.3346
6.74,-5.6,-20.1346
6.74,-5.4,-19.9346
6.74,-5.2,-19.7346
6.74,-5.0,-19.5346
6.74,-4.8,-19.3346
6.74,-4.6,-19.1346
6.74,-4.4,-18.9346
6.74,-4.2,-18.7346
6.74,-4.0,-18.5346
6.74,-3.8,-18.3346
6.74,-3.6,-18.1346
6.74,-3.4,-17.9346
6.74,-3.2,-17.7346
6.74,-3.0,-17.5346
6.74,-2.8,-17.3346
6.74,-2.6,-17.1346
6.74,-2.4,-16.9346
6.74,-2.2,-16.7346
6.74,-2.0,-16.5346
6.74,-1.8,-16.3346
6.74,-1.6,-16.1346
6.74,-1.4,-15.9346
6.74,-1.2,-15.7346
6.74,-1.0,-15.5346
6.74,-0.8,-15.3346
6.74,-0.6,-15.1346
6.74,-0.4,-14.9346
6.74,-0.2,-14.7346
6.74,0.0,-14.5346
6.74,0.2,-14.3346
6.74,0.4,-14.1346
6.74,0.6,-13.9346
6.74,0.8,-13.7346
6.74,1.0,-13.5346
6.74,1.2,-13.3346
6.74,1.4,-13.1346
6.74,1.6,-12.9346
6.74,1.8,-12.7346
6.74,2.0,-12.5346
6.74,2.2,-12.3346
6.74,2.4,-12.1346
6.74,2.6,-11.9346
6.74,2.8,-11.7346
6.74,3.0,-11.5346
6.74,3.2,-11.3346
6.74,3.4,-11.1346
6.74,3.6,-10.9346
6.74,3.8,-10.7346
6.74,4.0,-10.5346
6.74,4.2,-10.3346
6.74,4.4,-10.1346
6.74,4.6,-9.9346
6.74,4.8,-9.7346
6.74,5.0,-9.5346
6.74,5.2,-9.3346
6.74,5.4,-9.1346
6.74,5.6,-8.9346
6.74,5.8,-8.7346
6.74,6.0,-8.5346
6.74,6.2,-8.3346
6.74,6.4,-8.1346
6.74,6.6,-7.9346
6.74,6.8,-7.7346
6.74,7.0,-7.5346
6.74,7.2,-7.3346
6.74,7.4,-7.1346
6.74,7.6,-6.9346
6.74,7.8,-6.7346
6.74,8.0,-6.5346
6.74,8.2,-6.3346
6.74,8.4,-6.1346
6.74,8.6,-5.9346
6.74,8.8,-5.7346
6.74,9.0,-5.5346
6.74,9.2,-5.3346
6.74,9.4,-5.1346
6.74,9.6,-4.9346
6.74,9.8,-4.7346
6.74,10.0,-4.5346
6.74,10.2,-4.3346
6.74,10.4,-4.1346
6.74,10.6,-3.9346
6.74,10.8,-3.7346
6.74,11.0,-3.5346
6.74,11.2,-3.3345
6.74,11.4,-3.1345
6.74,11.6,-2.9345
6.74,11.8,-2.7345
6.74,12.0,-2.5345
6.74,12.2,-2.3344
6.74,12.4,-2.1344
6.74,12.6,-1.9343
6.74,12.8,-1.7342
6.74,13.0,-1.5342
6.74,13.2,-1.334
6.74,13.4,-1.1338
6.74,13.6,-0.9336
6.74,13.8,-0.7333
6.74,14.0,-0.5328
6.74,14.2,-0.3323
6.74,14.4,-0.13149999999999998
6.74,14.6,0.06919999999999997
6.74,14.8,0.2682999999999999
6.74,15.0,0.4689
6.74,15.2,0.6696
6.74,15.4,0.8701999999999999
6.74,15.6,1.0708
6.74,15.8,1.2712
6.74,16.0,1.471
6.74,16.2,1.6697
6.74,16.4,1.8661
6.74,16.6,2.0591
6.74,16.8,2.2476
6.74,17.0,2.4306
6.74,17.2,2.6076
6.74,17.4,2.7775
6.74,17.6,2.9385
6.74,17.8,3.0901
6.74,18.0,3.2328
6.74,18.2,3.3684
6.74,18.4,3.4987
6.74,18.6,3.6257
6.74,18.8,3.7509
6.82,-6.0,-20.6146
6.82,-5.8,-20.4146
6.82,-5.6,-20.2146
6.82,-5.4,-20.0146
6.82,-5.2,-19.8146
6.82,-5.0,-19.6146
6.82,-4.8,-19.4146
6.82,-4.6,-19.2146
6.82,-4.4,-19.0146
6.82,-4.2,-18.8146
6.82,-4.0,-18.6146
6.82,-3.8,-18.4146
6.82,-3.6,-18.2146
6.82,-3.4,-18.0146
6.82,-3.2,-17.8146
6.82,-3.0,-17.6146
6.82,-2.8,-17.4146
6.82,-2.6,-17.2146
6.82,-2.4,-17.0146
6.82,-2.2,-16.8146
6.82,-2.0,-16.6146
6.82,-1.8,-16.4146
6.82,-1.6,-16.2146
6.82,-1.4,-16.0146
6.82,-1.2,-15.8146
6.82,-1.0,-15.6146
6.82,-0.8,-15.4146
6.82,-0.6,-15.2146
6.82,-0.4,-15.0146
6.82,-0.2,-14.8146
6.82,0.0,-14.6146
6.82,0.2,-14.4146
6.82,0.4,-14.2146
6.82,0.6,-14.0146
6.82,0.8,-13.8146
6.82,1.0,-13.6146
6.82,1.2,-13.4146
6.82,1.4,-13.2146
6.82,1.6,-13.0146
6.82,1.8,-12.8146
6.82,2.0,-12.6146
6.82,2.2,-12.4146
6.82,2.4,-12.2146
6.82,2.6,-12.0146
6.82,2.8,-11.8146
6.82,3.0,-11.6146
6.82,3.2,-11.4146
6.82,3.4,-11.2146
6.82,3.6,-11.0146
6.82,3.8,-10.8146
6.82,4.0,-10.6146
6.82,4.2,-10.4146
6.82,4.4,-10.2146
6.82,4.6,-10.0146
6.82,4.8,-9.8146
6.82,5.0,-9.6146
6.82,5.2,-9.4146
6.82,5.4,-9.2146
6.82,5.6,-9.0146
6.82,5.8,-8.8146
6.82,6.0,-8.6146
6.82,6.2,-8.4146
6.82,6.4,-8.2146
6.82,6.6,-8.0146
6.82,6.8,-7.8146
6.82,7.0,-7.6146
6.82,7.2,-7.4146
6.82,7.4,-7.2146
6.82,7.6,-7.0146
6.82,7.8,-6.8146
6.82,8.0,-6.6146
6.82,8.2,-6.4146
6.82,8.4,-6.2146
6.82,8.6,-6.0146
6.82,8.8,-5.8146
6.82,9.0,-5.6146
6.82,9.2,-5.4146
6.82,9.4,-5.2146
6.82,9.6,-5.0146
6.82,9.8,-4.8146
6.82,10.0,-4.6146
6.82,10.2,-4.4146
6.82,10.4,-4.2146
6.82,10.6,-4.0146
6.82,10.8,-3.8146
6.82,11.0,-3.6146
6.82,11.2,-3.4146
6.82,11.4,-3.2146
6.82,11.6,-3.0145
6.82,11.8,-2.8145
6.82,12.0,-2.6145
6.82,12.2,-2.4145
6.82,12.4,-2.2145
6.82,12.6,-2.0144
6.82,12.8,-1.8144
6.82,13.0,-1.6143
6.82,13.2,-1.4142
6.82,13.4,-1.2141
6.82,13.6,-1.0139
6.82,13.8,-0.8137
6.82,14.0,-0.6134
6.82,14.2,-0.413
6.82,14.4,-0.21249999999999997
6.82,14.6,-0.011699999999999988
6.82,14.8,0.1878
6.82,15.0,0.3878
6.82,15.2,0.5884
6.82,15.4,0.7888999999999999
6.82,15.6,0.9894
6.82,15.8,1.1898
6.82,16.0,1.39
6.82,16.2,1.5896
6.82,16.4,1.7878
6.82,16.6,1.9838
6.82,16.8,2.1766
6.82,17.0,2.3651
6.82,17.2,2.5488
6.82,17.4,2.7265
6.82,17.6,2.8961
6.82,17.8,3.0561
6.82,18.0,3.2064
6.82,18.2,3.348
6.82,18.4,3.483
6.82,18.6,3.6136
6.82,18.8,3.7415
6.9,-6.0,-20.6946
6.9,-5.8,-20.4946
6.9,-5.6,-20.2946
6.9,-5.4,-20.0946
6.9,-5.2,-19.8946
6.9,-5.0,-19.6946
6.9,-4.8,-19.4946
6.9,-4.6,-19.2946
6.9,-4.4,-19.0946
6.9,-4.2,-18.8946
6.9,-4.0,-18.6946
6.9,-3.8,-18.4946
6.9,-3.6,-18.2946
6.9,-3.4,-18.0946
6.9,-3.2,-17.8946
6.9,-3.0,-17.6946
6.9,-2.8,-17.4946
6.9,-2.6,-17.2946
6.9,-2.4,-17.0946
6.9,-2.2,-16.8946
6.9,-2.0,-16.6946
6.9,-1.8,-16.4946
6.9,-1.6,-16.2946
6.9,-1.4,-16.0946
6.9,-1.2,-15.8946
6.9,-1.0,-15.6946
6.9,-0.8,-15.4946
6.9,-0.6,-15.2946
6.9,-0.4,-15.0946
6.9,-0.2,-14.8946
6.9,0.0,-14.6946
6.9,0.2,-14.4946
6.9,0.4,-14.2946
6.9,0.6,-14.0946
6.9,0.8,-13.8946
6.9,1.0,-13.6946
6.9,1.2,-13.4946
6.9,1.4,-13.2946
6.9,1.6,-13.0946
6.9,1.8,-12.8946
6.9,2.0,-12.6946
6.9,2.2,-12.4946
6.9,2.4,-12.2946
6.9,2.6,-12.0946
6.9,2.8,-11.8946
6.9,3.0,-11.6946
6.9,3.2,-11.4946
6.9,3.4,-11.2946
6.9,3.6,-11.0946
6.9,3.8,-10.8946
6.9,4.0,-10.6946
6.9,4.2,-10.4946
6.9,4.4,-10.2946
6.9,4.6,-10.0946
6.9,4.8,-9.8946
6.9,5.0,-9.6946
6.9,5.2,-9.4946
6.9,5.4,-9.2946
6.9,5.6,-9.0946
6.9,5.8,-8.8946
6.9,6.0,-8.6946
6.9,6.2,-8.4946
6.9,6.4,-8.2946
6.9,6.6,-8.0946
6.9,6.8,-7.8946
6.9,7.0,-7.6946
6.9,7.2,-7.4946
6.9,7.4,-7.2946
6.9,7.6,-7.0946
6.9,7.8,-6.8946
6.9,8.0,-6.6946
6.9,8.2,-6.4946
6.9,8.4,-6.2946
6.9,8.6,-6.0946
6.9,8.8,-5.8946
6.9,9.0,-5.6946
6.9,9.2,-5.4946
6.9,9.4,-5.2946
6.9,9.6,-5.0946
6.9,9.8,-4.8946
6.9,10.0,-4.6946
6.9,10.2,-4.4946
6.9,10.4,-4.2946
6.9,10.6,-4.0946
6.9,10.8,-3.8946
6.9,11.0,-3.6946
6.9,11.2,-3.4946
6.9,11.4,-3.2946
6.9,11.6,-3.0946
6.9,11.8,-2.8946
6.9,12.0,-2.6945
6.9,12.2,-2.4945
6.9,12.4,-2.2945
6.9,12.6,-2.0945
6.9,12.8,-1.8944
6.9,13.0,-1.6944
6.9,13.2,-1.4943
6.9,13.4,-1.2943
6.9,13.6,-1.0941
6.9,13.8,-0.8940000000000001
6.9,14.0,-0.6938
6.9,14.2,-0.4935
6.9,14.4,-0.29320000000000007
6.9,14.6,-0.09270000000000005
6.9,14.8,0.10750000000000001
6.9,15.0,0.3071
6.9,15.2,0.5075000000000001
6.9,15.4,0.708
6.9,15.6,0.9083
6.9,15.8,1.1087
6.9,16.0,1.309
6.9,16.2,1.509
6.9,16.4,1.7083
6.9,16.6,1.9061
6.9,16.8,2.1018
6.9,17.0,2.2944
6.9,17.2,2.4834
6.9,17.4,2.6677
6.9,17.6,2.8454
6.9,17.8,3.0142
6.9,18.0,3.1729
6.9,18.2,3.322
6.9,18.4,3.4629
6.9,18.6,3.5981
6.9,18.8,3.7294
6.98,-6.0,-20.7746
6.98,-5.8,-20.5746
6.98,-5.6,-20.3746
6.98,-5.4,-20.1746
6.98,-5.2,-19.9746
6.98,-5.0,-19.7746
6.98,-4.8,-19.5746
6.98,-4.6,-19.3746
6.98,-4.4,-19.1746
6.98,-4.2,-18.9746
6.98,-4.0,-18.7746
6.98,-3.8,-18.5746
6.98,-3.6,-18.3746
6.98,-3.4,-18.1746
6.98,-3.2,-17.9746
6.98,-3.0,-17.7746
6.98,-2.8,-17.5746
6.98,-2.6,-17.3746
6.98,-2.4,-17.1746
6.98,-2.2,-16.9746
6.98,-2.0,-16.7746
6.98,-1.8,-16.5746
6.98,-1.6,-16.3746
6.98,-1.4,-16.1746
6.98,-1.2,-15.9746
6.98,-1.0,-15.7746
6.98,-0.8,-15.5746
6.98,-0.6,-15.3746
6.98,-0.4,-15.1746
6.98,-0.2,-14.9746
6.98,0.0,-14.7746
6.98,0.2,-14.5746
6.98,0.4,-14.3746
6.98,0.6,-14.1746
6.98,0.8,-13.9746
6.98,1.0,-13.7746
6.98,1.2,-13.5746
6.98,1.4,-13.3746
6.98,1.6,-13.1746
6.98,1.8,-12.9746
6.98,2.0,-12.7746
6.98,2.2,-12.5746
6.98,2.4,-12.3746
6.98,2.6,-12.1746
6.98,2.8,-11.9746
6.98,3.0,-11.7746
6.98,3.2,-11.5746
6.98,3.4,-11.3746
6.98,3.6,-11.1746
6.98,3.8,-10.9746
6.98,4.0,-10.7746
6.98,4.2,-10.5746
6.98,4.4,-10.3746
6.98,4.6,-10.1746
6.98,4.8,-9.9746
6.98,5.0,-9.7746
6.98,5.2,-9.5746
6.98,5.4,-9.3746
6.98,5.6,-9.1746
6.98,5.8,-8.9746
6.98,6.0,-8.7746
6.98,6.2,-8.5746
6.98,6.4,-8.3746
6.98,6.6,-8.1746
6.98,6.8,-7.9746
6.98,7.0,-7.7746
6.98,7.2,-7.5746
6.98,7.4,-7.3746
6.98,7.6,-7.1746
6.98,7.8,-6.9746
6.98,8.0,-6.7746
6.98,8.2,-6.5746
6.98,8.4,-6.3746
6.98,8.6,-6.1746
6.98,8.8,-5.9746
6.98,9.0,-5.7746
6.98,9.2,-5.5746
6.98,9.4,-5.3746
6.98,9.6,-5.1746
6.98,9.8,-4.9746
6.98,10.0,-4.7746
6.98,10.2,-4.5746
6.98,10.4,-4.3746
6.98,10.6,-4.1746
6.98,10.8,-3.9746
6.98,11.0,-3.7746
6.98,11.2,-3.5746
6.98,11.4,-3.3746
