Composition = 0
log temp (K), log pressure (dyne/cm^2), logdensity (g/cc)
1.06,-6.0,-14.622498053093716
1.06,-5.8,-14.422498053093715
1.06,-5.6,-14.222498053093716
1.06,-5.4,-14.022498053093717
1.06,-5.2,-13.822498053093716
1.06,-5.0,-13.622498053093716
1.06,-4.8,-13.422498053093715
1.06,-4.6,-13.222498053093716
1.06,-4.4,-13.022498053093717
1.06,-4.2,-12.822498053093716
1.06,-4.0,-12.622498053093716
1.06,-3.8,-12.422498053093715
1.06,-3.6,-12.222498053093716
1.06,-3.4,-12.022498053093717
1.06,-3.2,-11.822498053093716
1.06,-3.0,-11.622498053093716
1.06,-2.8,-11.422498053093715
1.06,-2.6,-11.222498053093716
1.06,-2.4,-11.022498053093717
1.06,-2.2,-10.822498053093716
1.06,-2.0,-10.622498053093716
1.06,-1.8,-10.422498053093715
1.06,-1.6,-10.222498053093716
1.06,-1.4,-10.022498053093717
1.06,-1.2,-9.822498053093716
1.06,-1.0,-9.622498053093716
1.06,-0.8,-9.422498053093715
1.06,-0.6,-9.222498053093716
1.06,-0.4,-9.022498053093717
1.06,-0.2,-8.822498053093716
1.06,0.0,-8.622498053093716
1.06,0.2,-8.422498053093715
1.06,0.4,-8.222498053093716
1.06,0.6,-8.022498053093717
1.06,0.8,-7.8224980530937165
1.06,1.0,-7.622498053093717
1.06,1.2,-7.422498053093717
1.06,1.4,-7.222498053093717
1.06,1.6,-7.022498053093717
1.06,1.8,-6.8224980530937165
1.06,2.0,-6.622498053093717
1.06,2.2,-6.422498053093717
1.06,2.4,-6.222498053093717
1.06,2.6,-6.022498053093717
1.06,2.8,-5.8224980530937165
1.06,3.0,-5.622498053093717
1.06,3.2,-5.422498053093717
1.06,3.4,-5.222498053093717
1.06,3.6,-5.022498053093717
1.06,3.8,-4.82251233824401
1.06,4.0,-4.621012338244011
1.06,4.2,-4.4223123382440095
1.06,4.4,-4.22911233824401
1.06,4.6,-4.05341233824401
1.06,4.8,-3.9078123382440104
1.06,5.0,-3.79111233824401
1.06,5.2,-3.69401233824401
1.06,5.4,-3.60861233824401
1.06,5.6,-3.53011233824401
1.06,5.8,-3.45541233824401
1.14,-6.0,-14.701712338244011
1.14,-5.8,-14.50171233824401
1.14,-5.6,-14.30171233824401
1.14,-5.4,-14.101712338244011
1.14,-5.2,-13.90171233824401
1.14,-5.0,-13.701712338244011
1.14,-4.8,-13.50171233824401
1.14,-4.6,-13.30171233824401
1.14,-4.4,-13.101712338244011
1.14,-4.2,-12.90171233824401
1.14,-4.0,-12.701712338244011
1.14,-3.8,-12.50171233824401
1.14,-3.6,-12.30171233824401
1.14,-3.4,-12.101712338244011
1.14,-3.2,-11.90171233824401
1.14,-3.0,-11.701712338244011
1.14,-2.8,-11.50171233824401
1.14,-2.6,-11.30171233824401
1.14,-2.4,-11.101712338244011
1.14,-2.2,-10.90171233824401
1.14,-2.0,-10.701712338244011
1.14,-1.8,-10.50171233824401
1.14,-1.6,-10.30171233824401
1.14,-1.4,-10.101712338244011
1.14,-1.2,-9.90171233824401
1.14,-1.0,-9.701712338244011
1.14,-0.8,-9.50171233824401
1.14,-0.6,-9.30171233824401
1.14,-0.4,-9.101712338244011
1.14,-0.2,-8.90171233824401
1.14,0.0,-8.701712338244011
1.14,0.2,-8.50171233824401
1.14,0.4,-8.30171233824401
1.14,0.6,-8.101712338244011
1.14,0.8,-7.90171233824401
1.14,1.0,-7.70171233824401
1.14,1.2,-7.501712338244011
1.14,1.4,-7.301712338244011
1.14,1.6,-7.101712338244011
1.14,1.8,-6.90171233824401
1.14,2.0,-6.70171233824401
1.14,2.2,-6.501712338244011
1.14,2.4,-6.30171233824401
1.14,2.6,-6.10171233824401
1.14,2.8,-5.90171233824401
1.14,3.0,-5.70171233824401
1.14,3.2,-5.501712338244011
1.14,3.4,-5.301712338244011
1.14,3.6,-5.101712338244011
1.14,3.8,-4.90171233824401
1.14,4.0,-4.70091233824401
1.14,4.2,-4.50141233824401
1.14,4.4,-4.3045123382440105
1.14,4.6,-4.11771233824401
1.14,4.8,-3.95501233824401
1.14,5.0,-3.82301233824401
1.14,5.2,-3.71551233824401
1.14,5.4,-3.6235123382440104
1.14,5.6,-3.54061233824401
1.14,5.8,-3.46301233824401
1.22,-6.0,-14.781240917003954
1.22,-5.8,-14.581155210614531
1.22,-5.6,-14.381155210614532
1.22,-5.4,-14.181155210614532
1.22,-5.2,-13.981155210614531
1.22,-5.0,-13.781240917003954
1.22,-4.8,-13.581155210614531
1.22,-4.6,-13.381155210614534
1.22,-4.4,-13.181155210614532
1.22,-4.2,-12.981155210614531
1.22,-4.0,-12.781240917003954
1.22,-3.8,-12.581155210614531
1.22,-3.6,-12.381155210614534
1.22,-3.4,-12.181155210614532
1.22,-3.2,-11.981155210614531
1.22,-3.0,-11.781240917003954
1.22,-2.8,-11.581155210614531
1.22,-2.6,-11.381155210614532
1.22,-2.4,-11.181155210614532
1.22,-2.2,-10.981155210614531
1.22,-2.0,-10.781240917003954
1.22,-1.8,-10.581155210614531
1.22,-1.6,-10.381155210614534
1.22,-1.4,-10.181155210614532
1.22,-1.2,-9.981155210614531
1.22,-1.0,-9.781240917003954
1.22,-0.8,-9.581155210614533
1.22,-0.6,-9.381155210614532
1.22,-0.4,-9.181155210614532
1.22,-0.2,-8.981155210614531
1.22,0.0,-8.781240917003954
1.22,0.2,-8.581155210614531
1.22,0.4,-8.381155210614532
1.22,0.6,-8.181155210614532
1.22,0.8,-7.981155210614532
1.22,1.0,-7.781155210614533
1.22,1.2,-7.581155210614533
1.22,1.4,-7.381155210614533
1.22,1.6,-7.181155210614532
1.22,1.8,-6.981155210614533
1.22,2.0,-6.781155210614533
1.22,2.2,-6.581155210614533
1.22,2.4,-6.381155210614533
1.22,2.6,-6.181155210614532
1.22,2.8,-5.981155210614533
1.22,3.0,-5.781155210614533
1.22,3.2,-5.581155210614533
1.22,3.4,-5.381155210614533
1.22,3.6,-5.181155210614532
1.22,3.8,-4.981155210614533
1.22,4.0,-4.780826626213935
1.22,4.2,-4.58101233824401
1.22,4.4,-4.38231233824401
1.22,4.6,-4.1888266262139355
1.22,4.8,-4.011612338244011
1.22,5.0,-3.862826626213935
1.22,5.2,-3.74241233824401
1.22,5.4,-3.64191233824401
1.22,5.6,-3.55351233824401
1.22,5.8,-3.47221233824401
1.3,-6.0,-14.860912338244011
1.3,-5.8,-14.66091233824401
1.3,-5.6,-14.460912338244011
1.3,-5.4,-14.26091233824401
1.3,-5.2,-14.06091233824401
1.3,-5.0,-13.860912338244011
1.3,-4.8,-13.66091233824401
1.3,-4.6,-13.460912338244011
1.3,-4.4,-13.26091233824401
1.3,-4.2,-13.06091233824401
1.3,-4.0,-12.860912338244011
1.3,-3.8,-12.66091233824401
1.3,-3.6,-12.460912338244011
1.3,-3.4,-12.26091233824401
1.3,-3.2,-12.06091233824401
1.3,-3.0,-11.860912338244011
1.3,-2.8,-11.66091233824401
1.3,-2.6,-11.460912338244011
1.3,-2.4,-11.26091233824401
1.3,-2.2,-11.06091233824401
1.3,-2.0,-10.860912338244011
1.3,-1.8,-10.66091233824401
1.3,-1.6,-10.460912338244011
1.3,-1.4,-10.26091233824401
1.3,-1.2,-10.06091233824401
1.3,-1.0,-9.860912338244011
1.3,-0.8,-9.66091233824401
1.3,-0.6,-9.460912338244011
1.3,-0.4,-9.26091233824401
1.3,-0.2,-9.06091233824401
1.3,0.0,-8.860912338244011
1.3,0.2,-8.66091233824401
1.3,0.4,-8.460912338244011
1.3,0.6,-8.26091233824401
1.3,0.8,-8.06091233824401
1.3,1.0,-7.8609123382440105
1.3,1.2,-7.66091233824401
1.3,1.4,-7.460912338244011
1.3,1.6,-7.26091233824401
1.3,1.8,-7.060912338244011
1.3,2.0,-6.86091233824401
1.3,2.2,-6.66091233824401
1.3,2.4,-6.460912338244011
1.3,2.6,-6.260912338244011
1.3,2.8,-6.06091233824401
1.3,3.0,-5.86091233824401
1.3,3.2,-5.66091233824401
1.3,3.4,-5.460912338244011
1.3,3.6,-5.260912338244011
1.3,3.8,-5.060912338244011
1.3,4.0,-4.860812338244011
1.3,4.2,-4.66091233824401
1.3,4.4,-4.46141233824401
1.3,4.6,-4.26441233824401
1.3,4.8,-4.076812338244011
1.3,5.0,-3.91171233824401
1.3,5.2,-3.7760266262139353
1.3,5.4,-3.66481233824401
1.3,5.6,-3.5694123382440104
1.3,5.8,-3.4835123382440103
1.38,-6.0,-14.940898053093717
1.38,-5.8,-14.74088377076259
1.38,-5.6,-14.540898053093716
1.38,-5.4,-14.34088377076259
1.38,-5.2,-14.140898053093716
1.38,-5.0,-13.940898053093717
1.38,-4.8,-13.74088377076259
1.38,-4.6,-13.540898053093716
1.38,-4.4,-13.34088377076259
1.38,-4.2,-13.140898053093716
1.38,-4.0,-12.940898053093717
1.38,-3.8,-12.74088377076259
1.38,-3.6,-12.540898053093716
1.38,-3.4,-12.34088377076259
1.38,-3.2,-12.140898053093716
1.38,-3.0,-11.940898053093717
1.38,-2.8,-11.74088377076259
1.38,-2.6,-11.540898053093716
1.38,-2.4,-11.34088377076259
1.38,-2.2,-11.140898053093716
1.38,-2.0,-10.940898053093717
1.38,-1.8,-10.74088377076259
1.38,-1.6,-10.540898053093716
1.38,-1.4,-10.34088377076259
1.38,-1.2,-10.140898053093716
1.38,-1.0,-9.940898053093717
1.38,-0.8,-9.74088377076259
1.38,-0.6,-9.540898053093716
1.38,-0.4,-9.34088377076259
1.38,-0.2,-9.140898053093716
1.38,0.0,-8.940898053093717
1.38,0.2,-8.74088377076259
1.38,0.4,-8.540898053093716
1.38,0.6,-8.34088377076259
1.38,0.8,-8.140898053093716
1.38,1.0,-7.940898053093717
1.38,1.2,-7.74088377076259
1.38,1.4,-7.540898053093717
1.38,1.6,-7.340898053093717
1.38,1.8,-7.140898053093717
1.38,2.0,-6.940898053093717
1.38,2.2,-6.74088377076259
1.38,2.4,-6.540898053093717
1.38,2.6,-6.340898053093717
1.38,2.8,-6.140898053093717
1.38,3.0,-5.940898053093717
1.38,3.2,-5.74088377076259
1.38,3.4,-5.540898053093717
1.38,3.6,-5.340898053093717
1.38,3.8,-5.140898053093717
1.38,4.0,-4.94081233824401
1.38,4.2,-4.740826626213935
1.38,4.4,-4.541026626213935
1.38,4.6,-4.34231233824401
1.38,4.8,-4.148512338244011
1.38,5.0,-3.9697123382440105
1.38,5.2,-3.8177123382440104
1.38,5.4,-3.6933123382440103
1.38,5.6,-3.58911233824401
1.38,5.8,-3.49731233824401
1.46,-6.0,-15.02081233824401
1.46,-5.8,-14.82081233824401
1.46,-5.6,-14.620912338244011
1.46,-5.4,-14.42081233824401
1.46,-5.2,-14.22091233824401
1.46,-5.0,-14.02081233824401
1.46,-4.8,-13.82081233824401
1.46,-4.6,-13.620912338244011
1.46,-4.4,-13.42081233824401
1.46,-4.2,-13.22091233824401
1.46,-4.0,-13.02081233824401
1.46,-3.8,-12.82081233824401
1.46,-3.6,-12.620912338244011
1.46,-3.4,-12.42081233824401
1.46,-3.2,-12.22091233824401
1.46,-3.0,-12.02081233824401
1.46,-2.8,-11.82081233824401
1.46,-2.6,-11.620912338244011
1.46,-2.4,-11.42081233824401
1.46,-2.2,-11.22091233824401
1.46,-2.0,-11.02081233824401
1.46,-1.8,-10.82081233824401
1.46,-1.6,-10.620912338244011
1.46,-1.4,-10.42081233824401
1.46,-1.2,-10.22091233824401
1.46,-1.0,-10.02081233824401
1.46,-0.8,-9.82081233824401
1.46,-0.6,-9.620912338244011
1.46,-0.4,-9.42081233824401
1.46,-0.2,-9.22091233824401
1.46,0.0,-9.02081233824401
1.46,0.2,-8.82081233824401
1.46,0.4,-8.620912338244011
1.46,0.6,-8.42081233824401
1.46,0.8,-8.22091233824401
1.46,1.0,-8.020826626213934
1.46,1.2,-7.820812338244011
1.46,1.4,-7.620826626213935
1.46,1.6,-7.420826626213935
1.46,1.8,-7.220912338244011
1.46,2.0,-7.020912338244011
1.46,2.2,-6.820812338244011
1.46,2.4,-6.620826626213935
1.46,2.6,-6.420826626213935
1.46,2.8,-6.220912338244011
1.46,3.0,-6.020912338244011
1.46,3.2,-5.82081233824401
1.46,3.4,-5.620826626213935
1.46,3.6,-5.420826626213935
1.46,3.8,-5.22091233824401
1.46,4.0,-5.020812338244011
1.46,4.2,-4.820812338244011
1.46,4.4,-4.62091233824401
1.46,4.6,-4.421412338244011
1.46,4.8,-4.224312338244011
1.46,5.0,-4.03591233824401
1.46,5.2,-3.868226626213935
1.46,5.4,-3.72881233824401
1.46,5.6,-3.61351233824401
1.46,5.8,-3.5144123382440102
1.54,-6.0,-15.10081233824401
1.54,-5.8,-14.90081233824401
1.54,-5.6,-14.700826626213935
1.54,-5.4,-14.50081233824401
1.54,-5.2,-14.300826626213935
1.54,-5.0,-14.10081233824401
1.54,-4.8,-13.90081233824401
1.54,-4.6,-13.700826626213935
1.54,-4.4,-13.50081233824401
1.54,-4.2,-13.300826626213935
1.54,-4.0,-13.10081233824401
1.54,-3.8,-12.90081233824401
1.54,-3.6,-12.700826626213935
1.54,-3.4,-12.50081233824401
1.54,-3.2,-12.300826626213935
1.54,-3.0,-12.10081233824401
1.54,-2.8,-11.90081233824401
1.54,-2.6,-11.700826626213935
1.54,-2.4,-11.50081233824401
1.54,-2.2,-11.300826626213935
1.54,-2.0,-11.10081233824401
1.54,-1.8,-10.90081233824401
1.54,-1.6,-10.700826626213935
1.54,-1.4,-10.50081233824401
1.54,-1.2,-10.300826626213935
1.54,-1.0,-10.10081233824401
1.54,-0.8,-9.90081233824401
1.54,-0.6,-9.700826626213935
1.54,-0.4,-9.50081233824401
1.54,-0.2,-9.300826626213935
1.54,0.0,-9.10081233824401
1.54,0.2,-8.90081233824401
1.54,0.4,-8.700826626213935
1.54,0.6,-8.50081233824401
1.54,0.8,-8.300826626213935
1.54,1.0,-8.100826626213934
1.54,1.2,-7.90081233824401
1.54,1.4,-7.700826626213935
1.54,1.6,-7.50081233824401
1.54,1.8,-7.300826626213935
1.54,2.0,-7.1008266262139355
1.54,2.2,-6.900812338244011
1.54,2.4,-6.700826626213935
1.54,2.6,-6.50081233824401
1.54,2.8,-6.300826626213935
1.54,3.0,-6.1008266262139355
1.54,3.2,-5.900812338244011
1.54,3.4,-5.700826626213935
1.54,3.6,-5.5008123382440095
1.54,3.8,-5.300826626213935
1.54,4.0,-5.10081233824401
1.54,4.2,-4.90081233824401
1.54,4.4,-4.700826626213935
1.54,4.6,-4.501026626213935
1.54,4.8,-4.30231233824401
1.54,5.0,-4.108112338244011
1.54,5.2,-3.9277266262139348
1.54,5.4,-3.77231233824401
1.54,5.6,-3.64381233824401
1.54,5.8,-3.53561233824401
1.62,-6.0,-15.18081233824401
1.62,-5.8,-14.98081233824401
1.62,-5.6,-14.780812338244012
1.62,-5.4,-14.58081233824401
1.62,-5.2,-14.380812338244011
1.62,-5.0,-14.18081233824401
1.62,-4.8,-13.98081233824401
1.62,-4.6,-13.780812338244012
1.62,-4.4,-13.58081233824401
1.62,-4.2,-13.380812338244011
1.62,-4.0,-13.18081233824401
1.62,-3.8,-12.98081233824401
1.62,-3.6,-12.780812338244012
1.62,-3.4,-12.58081233824401
1.62,-3.2,-12.380812338244011
1.62,-3.0,-12.18081233824401
1.62,-2.8,-11.98081233824401
1.62,-2.6,-11.780812338244012
1.62,-2.4,-11.58081233824401
1.62,-2.2,-11.380812338244011
1.62,-2.0,-11.18081233824401
1.62,-1.8,-10.98081233824401
1.62,-1.6,-10.780812338244012
1.62,-1.4,-10.58081233824401
1.62,-1.2,-10.380812338244011
1.62,-1.0,-10.18081233824401
1.62,-0.8,-9.98081233824401
1.62,-0.6,-9.780812338244012
1.62,-0.4,-9.58081233824401
1.62,-0.2,-9.380812338244011
1.62,0.0,-9.18081233824401
1.62,0.2,-8.98081233824401
1.62,0.4,-8.780812338244012
1.62,0.6,-8.58081233824401
1.62,0.8,-8.380812338244011
1.62,1.0,-8.18081233824401
1.62,1.2,-7.98081233824401
1.62,1.4,-7.780812338244011
1.62,1.6,-7.5808123382440105
1.62,1.8,-7.38081233824401
1.62,2.0,-7.18081233824401
1.62,2.2,-6.980812338244011
1.62,2.4,-6.78081233824401
1.62,2.6,-6.5808123382440105
1.62,2.8,-6.38081233824401
1.62,3.0,-6.18081233824401
1.62,3.2,-5.980812338244011
1.62,3.4,-5.780812338244011
1.62,3.6,-5.5808123382440105
1.62,3.8,-5.38081233824401
1.62,4.0,-5.18081233824401
1.62,4.2,-4.980812338244011
1.62,4.4,-4.78081233824401
1.62,4.6,-4.58091233824401
1.62,4.8,-4.381412338244011
1.62,5.0,-4.18421233824401
1.62,5.2,-3.9949123382440104
1.62,5.4,-3.82471233824401
1.62,5.6,-3.6813123382440103
1.62,5.8,-3.56171233824401
1.7,-6.0,-15.26081233824401
1.7,-5.8,-15.060812338244011
1.7,-5.6,-14.86081233824401
1.7,-5.4,-14.66081233824401
1.7,-5.2,-14.460812338244011
1.7,-5.0,-14.26081233824401
1.7,-4.8,-14.060812338244011
1.7,-4.6,-13.86081233824401
1.7,-4.4,-13.66081233824401
1.7,-4.2,-13.460812338244011
1.7,-4.0,-13.26081233824401
1.7,-3.8,-13.060812338244011
1.7,-3.6,-12.86081233824401
1.7,-3.4,-12.66081233824401
1.7,-3.2,-12.460812338244011
1.7,-3.0,-12.26081233824401
1.7,-2.8,-12.060812338244011
1.7,-2.6,-11.86081233824401
1.7,-2.4,-11.66081233824401
1.7,-2.2,-11.460812338244011
1.7,-2.0,-11.26081233824401
1.7,-1.8,-11.060812338244011
1.7,-1.6,-10.86081233824401
1.7,-1.4,-10.66081233824401
1.7,-1.2,-10.460812338244011
1.7,-1.0,-10.26081233824401
1.7,-0.8,-10.060812338244011
1.7,-0.6,-9.86081233824401
1.7,-0.4,-9.66081233824401
1.7,-0.2,-9.460812338244011
1.7,0.0,-9.26081233824401
1.7,0.2,-9.060812338244011
1.7,0.4,-8.86081233824401
1.7,0.6,-8.66081233824401
1.7,0.8,-8.460812338244011
1.7,1.0,-8.26081233824401
1.7,1.2,-8.060812338244011
1.7,1.4,-7.86081233824401
1.7,1.6,-7.6608123382440105
1.7,1.8,-7.46081233824401
1.7,2.0,-7.26081233824401
1.7,2.2,-7.06081233824401
1.7,2.4,-6.86081233824401
1.7,2.6,-6.6608123382440105
1.7,2.8,-6.46081233824401
1.7,3.0,-6.26081233824401
1.7,3.2,-6.060812338244011
1.7,3.4,-5.86081233824401
1.7,3.6,-5.66081233824401
1.7,3.8,-5.46081233824401
1.7,4.0,-5.260812338244011
1.7,4.2,-5.06081233824401
1.7,4.4,-4.860812338244011
1.7,4.6,-4.660826626213935
1.7,4.8,-4.461026626213935
1.7,5.0,-4.26231233824401
1.7,5.2,-4.067712338244011
1.7,5.4,-3.8857123382440104
1.7,5.6,-3.72691233824401
1.7,5.8,-3.5940123382440103
1.78,-6.0,-15.34081233824401
1.78,-5.8,-15.140812338244011
1.78,-5.6,-14.94081233824401
1.78,-5.4,-14.74081233824401
1.78,-5.2,-14.540812338244011
1.78,-5.0,-14.34081233824401
1.78,-4.8,-14.140812338244011
1.78,-4.6,-13.94081233824401
1.78,-4.4,-13.74081233824401
1.78,-4.2,-13.540812338244011
1.78,-4.0,-13.34081233824401
1.78,-3.8,-13.140812338244011
1.78,-3.6,-12.94081233824401
1.78,-3.4,-12.74081233824401
1.78,-3.2,-12.540812338244011
1.78,-3.0,-12.34081233824401
1.78,-2.8,-12.140812338244011
1.78,-2.6,-11.94081233824401
1.78,-2.4,-11.74081233824401
1.78,-2.2,-11.540812338244011
1.78,-2.0,-11.34081233824401
1.78,-1.8,-11.140812338244011
1.78,-1.6,-10.94081233824401
1.78,-1.4,-10.74081233824401
1.78,-1.2,-10.540812338244011
1.78,-1.0,-10.34081233824401
1.78,-0.8,-10.140812338244011
1.78,-0.6,-9.94081233824401
1.78,-0.4,-9.74081233824401
1.78,-0.2,-9.540812338244011
1.78,0.0,-9.34081233824401
1.78,0.2,-9.140812338244011
1.78,0.4,-8.94081233824401
1.78,0.6,-8.74081233824401
1.78,0.8,-8.540812338244011
1.78,1.0,-8.34081233824401
1.78,1.2,-8.140812338244011
1.78,1.4,-7.940812338244011
1.78,1.6,-7.74081233824401
1.78,1.8,-7.54081233824401
1.78,2.0,-7.34081233824401
1.78,2.2,-7.140812338244011
1.78,2.4,-6.940812338244011
1.78,2.6,-6.740812338244011
1.78,2.8,-6.5408123382440095
1.78,3.0,-6.34081233824401
1.78,3.2,-6.140812338244011
1.78,3.4,-5.940812338244011
1.78,3.6,-5.740812338244011
1.78,3.8,-5.54081233824401
1.78,4.0,-5.34081233824401
1.78,4.2,-5.14081233824401
1.78,4.4,-4.94081233824401
1.78,4.6,-4.740812338244011
1.78,4.8,-4.540912338244011
1.78,5.0,-4.341412338244011
1.78,5.2,-4.144012338244011
1.78,5.4,-3.95391233824401
1.78,5.6,-3.78121233824401
1.78,5.8,-3.6336123382440104
1.86,-6.0,-15.42081233824401
1.86,-5.8,-15.220812338244011
1.86,-5.6,-15.02081233824401
1.86,-5.4,-14.82081233824401
1.86,-5.2,-14.620812338244011
1.86,-5.0,-14.42081233824401
1.86,-4.8,-14.220812338244011
1.86,-4.6,-14.02081233824401
1.86,-4.4,-13.82081233824401
1.86,-4.2,-13.620812338244011
1.86,-4.0,-13.42081233824401
1.86,-3.8,-13.220812338244011
1.86,-3.6,-13.02081233824401
1.86,-3.4,-12.82081233824401
1.86,-3.2,-12.620812338244011
1.86,-3.0,-12.42081233824401
1.86,-2.8,-12.220812338244011
1.86,-2.6,-12.02081233824401
1.86,-2.4,-11.82081233824401
1.86,-2.2,-11.620812338244011
1.86,-2.0,-11.42081233824401
1.86,-1.8,-11.220812338244011
1.86,-1.6,-11.02081233824401
1.86,-1.4,-10.82081233824401
1.86,-1.2,-10.620812338244011
1.86,-1.0,-10.42081233824401
1.86,-0.8,-10.220812338244011
1.86,-0.6,-10.02081233824401
1.86,-0.4,-9.82081233824401
1.86,-0.2,-9.620812338244011
1.86,0.0,-9.42081233824401
1.86,0.2,-9.220812338244011
1.86,0.4,-9.02081233824401
1.86,0.6,-8.82081233824401
1.86,0.8,-8.620812338244011
1.86,1.0,-8.42081233824401
1.86,1.2,-8.220812338244011
1.86,1.4,-8.02081233824401
1.86,1.6,-7.820812338244011
1.86,1.8,-7.6208123382440105
1.86,2.0,-7.42081233824401
1.86,2.2,-7.220812338244011
1.86,2.4,-7.02081233824401
1.86,2.6,-6.820812338244011
1.86,2.8,-6.62081233824401
1.86,3.0,-6.42081233824401
1.86,3.2,-6.220812338244011
1.86,3.4,-6.020812338244011
1.86,3.6,-5.82081233824401
1.86,3.8,-5.6208123382440105
1.86,4.0,-5.42081233824401
1.86,4.2,-5.220812338244011
1.86,4.4,-5.020812338244011
1.86,4.6,-4.820812338244011
1.86,4.8,-4.620826626213935
1.86,5.0,-4.4211123382440105
1.86,5.2,-4.22221233824401
1.86,5.4,-4.027312338244011
1.86,5.6,-3.84371233824401
1.86,5.8,-3.68141233824401
1.94,-6.0,-15.50081233824401
1.94,-5.8,-15.300812338244011
1.94,-5.6,-15.10081233824401
1.94,-5.4,-14.90081233824401
1.94,-5.2,-14.700812338244011
1.94,-5.0,-14.50081233824401
1.94,-4.8,-14.300812338244011
1.94,-4.6,-14.10081233824401
1.94,-4.4,-13.90081233824401
1.94,-4.2,-13.700812338244011
1.94,-4.0,-13.50081233824401
1.94,-3.8,-13.300812338244011
1.94,-3.6,-13.10081233824401
1.94,-3.4,-12.90081233824401
1.94,-3.2,-12.700812338244011
1.94,-3.0,-12.50081233824401
1.94,-2.8,-12.300812338244011
1.94,-2.6,-12.10081233824401
1.94,-2.4,-11.90081233824401
1.94,-2.2,-11.700812338244011
1.94,-2.0,-11.50081233824401
1.94,-1.8,-11.300812338244011
1.94,-1.6,-11.10081233824401
1.94,-1.4,-10.90081233824401
1.94,-1.2,-10.700812338244011
1.94,-1.0,-10.50081233824401
1.94,-0.8,-10.300812338244011
1.94,-0.6,-10.10081233824401
1.94,-0.4,-9.90081233824401
1.94,-0.2,-9.700812338244011
1.94,0.0,-9.50081233824401
1.94,0.2,-9.300812338244011
1.94,0.4,-9.10081233824401
1.94,0.6,-8.90081233824401
1.94,0.8,-8.700812338244011
1.94,1.0,-8.50081233824401
1.94,1.2,-8.300812338244011
1.94,1.4,-8.10081233824401
1.94,1.6,-7.90081233824401
1.94,1.8,-7.70081233824401
1.94,2.0,-7.50081233824401
1.94,2.2,-7.30081233824401
1.94,2.4,-7.100812338244011
1.94,2.6,-6.900812338244011
1.94,2.8,-6.700812338244011
1.94,3.0,-6.50081233824401
1.94,3.2,-6.30081233824401
1.94,3.4,-6.100812338244011
1.94,3.6,-5.900812338244011
1.94,3.8,-5.700812338244011
1.94,4.0,-5.5008123382440095
1.94,4.2,-5.30081233824401
1.94,4.4,-5.10081233824401
1.94,4.6,-4.90081233824401
1.94,4.8,-4.700812338244011
1.94,5.0,-4.50091233824401
1.94,5.2,-4.301412338244011
1.94,5.4,-4.103826626213936
1.94,5.6,-3.91291233824401
1.94,5.8,-3.73761233824401
2.02,-6.0,-15.58081233824401
2.02,-5.8,-15.380812338244011
2.02,-5.6,-15.18081233824401
2.02,-5.4,-14.98081233824401
2.02,-5.2,-14.780812338244012
2.02,-5.0,-14.58081233824401
2.02,-4.8,-14.380812338244011
2.02,-4.6,-14.18081233824401
2.02,-4.4,-13.98081233824401
2.02,-4.2,-13.780812338244012
2.02,-4.0,-13.58081233824401
2.02,-3.8,-13.380812338244011
2.02,-3.6,-13.18081233824401
2.02,-3.4,-12.98081233824401
2.02,-3.2,-12.780812338244012
2.02,-3.0,-12.58081233824401
2.02,-2.8,-12.380812338244011
2.02,-2.6,-12.18081233824401
2.02,-2.4,-11.98081233824401
2.02,-2.2,-11.780812338244012
2.02,-2.0,-11.58081233824401
2.02,-1.8,-11.380812338244011
2.02,-1.6,-11.18081233824401
2.02,-1.4,-10.98081233824401
2.02,-1.2,-10.780812338244012
2.02,-1.0,-10.58081233824401
2.02,-0.8,-10.380812338244011
2.02,-0.6,-10.18081233824401
2.02,-0.4,-9.98081233824401
2.02,-0.2,-9.780812338244012
2.02,0.0,-9.58081233824401
2.02,0.2,-9.380812338244011
2.02,0.4,-9.18081233824401
2.02,0.6,-8.98081233824401
2.02,0.8,-8.780812338244012
2.02,1.0,-8.58081233824401
2.02,1.2,-8.380812338244011
2.02,1.4,-8.18081233824401
2.02,1.6,-7.98081233824401
2.02,1.8,-7.780812338244011
2.02,2.0,-7.5808123382440105
2.02,2.2,-7.38081233824401
2.02,2.4,-7.18081233824401
2.02,2.6,-6.980812338244011
2.02,2.8,-6.78081233824401
2.02,3.0,-6.5808123382440105
2.02,3.2,-6.38081233824401
2.02,3.4,-6.18081233824401
2.02,3.6,-5.980812338244011
2.02,3.8,-5.780812338244011
2.02,4.0,-5.5808123382440105
2.02,4.2,-5.38081233824401
2.02,4.4,-5.18081233824401
2.02,4.6,-4.980812338244011
2.02,4.8,-4.78081233824401
2.02,5.0,-4.580826626213935
2.02,5.2,-4.3811123382440105
2.02,5.4,-4.18221233824401
2.02,5.6,-3.9868123382440106
2.02,5.8,-3.8017123382440103
2.1,-6.0,-15.657856578741763
2.1,-5.8,-15.457856578741762
2.1,-5.6,-15.257856578741762
2.1,-5.4,-15.057856578741761
2.1,-5.2,-14.857856578741762
2.1,-5.0,-14.657856578741763
2.1,-4.8,-14.457856578741762
2.1,-4.6,-14.257856578741762
2.1,-4.4,-14.057856578741761
2.1,-4.2,-13.857856578741762
2.1,-4.0,-13.657856578741763
2.1,-3.8,-13.457856578741762
2.1,-3.6,-13.257856578741762
2.1,-3.4,-13.057856578741761
2.1,-3.2,-12.857856578741762
