Composition = 0
log(temp), log pressure (dyne/cm^2), log density (g/cc)
1.38,7.0,0.9715662665546713
1.38,7.2,0.9727607190516621
1.38,7.4,0.9739551715486527
1.38,7.6,0.9751496240456434
1.38,7.8,0.9763440765426342
1.38,8.0,0.9775385290396248
1.38,8.2,0.9787329815366156
1.38,8.4,0.9799274340336063
1.38,8.6,0.9811218865305971
1.38,8.8,0.9823163390275877
1.38,9.0,0.9835107915245784
1.38,9.2,0.9847052440215691
1.38,9.4,0.9858996965185598
1.38,9.6,0.9870941490155505
1.38,9.8,0.9882886015125412
1.38,10.0,0.9894830540095317
1.38,10.2,0.9906775065065226
1.38,10.4,0.9918719590035133
1.38,10.6,0.9930664115005039
1.38,10.8,0.9942608639974947
1.38,11.0,0.9954553164944853
1.38,11.2,0.9966497689914761
1.38,11.4,0.9978442214884667
1.38,11.6,0.9990386739854572
1.38,11.8,1.006601954559429
1.38,12.0,1.0404278886599658
1.38,12.2,1.0742538227605025
1.38,12.4,1.1111470946815665
1.38,12.6,1.1578144507166552
1.38,12.8,1.2053022024186517
1.38,13.0,1.2605120277742494
1.38,13.2,1.3175711410495328
1.38,13.4,1.3792750394787596
1.38,13.6,1.4444949653555876
1.38,13.8,1.512264916808135
1.38,14.0,1.583762244401348
1.38,14.2,1.658292746125665
1.38,14.4,1.7352711940161252
1.38,14.6,1.8147369634247068
1.38,14.8,1.8967672550609247
1.38,15.0,1.9815155125722463
1.46,-6.0,0.9053699788324541
1.46,-5.8,0.9053699788324541
1.46,-5.6,0.9053699788324541
1.46,-5.4,0.9053699788324541
1.46,-5.2,0.9053699788324541
1.46,-5.0,0.9053699788324541
1.46,-4.8,0.9053699788324541
1.46,-4.6,0.9053699788324541
1.46,-4.4,0.9053699788324541
1.46,-4.2,0.9053699788324541
1.46,-4.0,0.9053699788324541
1.46,-3.8,0.906570793862358
1.46,-3.6,0.9077716088922616
1.46,-3.4,0.9089724239221656
1.46,-3.2,0.9101732389520694
1.46,-3.0,0.9113740539819731
1.46,-2.8,0.9125748690118771
1.46,-2.6,0.9137756840417808
1.46,-2.4,0.9149764990716847
1.46,-2.2,0.9161773141015884
1.46,-2.0,0.9173781291314922
1.46,-1.8,0.918578944161396
1.46,-1.6,0.9197797591912998
1.46,-1.4,0.9209805742212036
1.46,-1.2,0.9221813892511073
1.46,-1.0,0.9233822042810111
1.46,-0.8,0.9245830193109151
1.46,-0.6,0.9257838343408189
1.46,-0.4,0.9269846493707228
1.46,-0.2,0.9281854644006264
1.46,0.0,0.9293862794305304
1.46,0.2,0.9305870944604342
1.46,0.4,0.9317879094903379
1.46,0.6,0.9329887245202418
1.46,0.8,0.9341895395501456
1.46,1.0,0.9353903545800493
1.46,1.2,0.9365911696099531
1.46,1.4,0.9377919846398569
1.46,1.6,0.9389927996697607
1.46,1.8,0.9401936146996646
1.46,2.0,0.9413944297295684
1.46,2.2,0.9425952447594723
1.46,2.4,0.943796059789376
1.46,2.6,0.9449968748192799
1.46,2.8,0.9461976898491837
1.46,3.0,0.9473985048790874
1.46,3.2,0.9485993199089913
1.46,3.4,0.9498001349388951
1.46,3.6,0.9510009499687989
1.46,3.8,0.9522017649987028
1.46,4.0,0.9534025800286066
1.46,4.2,0.9546033950585102
1.46,4.4,0.9558042100884141
1.46,4.6,0.957005025118318
1.46,4.8,0.9582058401482219
1.46,5.0,0.9594066551781255
1.46,5.2,0.9606074702080294
1.46,5.4,0.9618082852379333
1.46,5.6,0.963009100267837
1.46,5.8,0.9642099152977408
1.46,6.0,0.9654107303276445
1.46,6.2,0.9666115453575483
1.46,6.4,0.9678123603874522
1.46,6.6,0.9690131754173561
1.46,6.8,0.97021399044726
1.46,7.0,0.9714148054771636
1.46,7.2,0.9726156205070675
1.46,7.4,0.9738164355369714
1.46,7.6,0.975017250566875
1.46,7.8,0.9762180655967789
1.46,8.0,0.9774188806266827
1.46,8.2,0.9786196956565865
1.46,8.4,0.9798205106864902
1.46,8.6,0.981021325716394
1.46,8.8,0.982222140746298
1.46,9.0,0.9834229557762018
1.46,9.2,0.9846237708061056
1.46,9.4,0.9858245858360094
1.46,9.6,0.9870254008659132
1.46,9.8,0.988226215895817
1.46,10.0,0.9894270309257209
1.46,10.2,0.9906278459556246
1.46,10.4,0.9918286609855285
1.46,10.6,0.9930294760154322
1.46,10.8,0.994230291045336
1.46,11.0,0.9954311060752399
1.46,11.2,0.9966319211051438
1.46,11.4,0.9978327361350476
1.46,11.6,0.9990335511649513
1.46,11.8,1.0066018989964882
1.46,12.0,1.0404278503878108
1.46,12.2,1.0742538017791337
1.46,12.4,1.111147084851171
1.46,12.6,1.1578144449023866
1.46,12.8,1.2053021999383797
1.46,13.0,1.2605120263698084
1.46,13.2,1.3175711404298975
1.46,13.4,1.3792750391752524
1.46,13.6,1.4444949652076797
1.46,13.8,1.5122649167443707
1.46,14.0,1.583762244371099
1.46,14.2,1.6582927461109176
1.46,14.4,1.735271194009473
1.46,14.6,1.8147369634217914
1.46,14.8,1.8967672550596608
1.46,15.0,1.981515512571629
1.54,-6.0,0.9048549258667313
1.54,-5.8,0.9048549258667313
1.54,-5.6,0.9048549258667313
1.54,-5.4,0.9048549258667313
1.54,-5.2,0.9048549258667313
1.54,-5.0,0.9048549258667313
1.54,-4.8,0.9048549258667313
1.54,-4.6,0.9048549258667313
1.54,-4.4,0.9048549258667313
1.54,-4.2,0.9048549258667313
1.54,-4.0,0.9048549258667313
1.54,-3.8,0.906062276636779
1.54,-3.6,0.9072696274068265
1.54,-3.4,0.9084769781768743
1.54,-3.2,0.9096843289469219
1.54,-3.0,0.9108916797169695
1.54,-2.8,0.9120990304870171
1.54,-2.6,0.9133063812570646
1.54,-2.4,0.9145137320271125
1.54,-2.2,0.91572108279716
1.54,-2.0,0.9169284335672078
1.54,-1.8,0.9181357843372553
1.54,-1.6,0.919343135107303
1.54,-1.4,0.9205504858773508
1.54,-1.2,0.9217578366473982
1.54,-1.0,0.9229651874174459
1.54,-0.8,0.9241725381874937
1.54,-0.6,0.9253798889575412
1.54,-0.4,0.9265872397275887
1.54,-0.2,0.9277945904976365
1.54,0.0,0.9290019412676842
1.54,0.2,0.9302092920377318
1.54,0.4,0.9314166428077795
1.54,0.6,0.9326239935778271
1.54,0.8,0.9338313443478747
1.54,1.0,0.9350386951179224
1.54,1.2,0.93624604588797
1.54,1.4,0.9374533966580177
1.54,1.6,0.9386607474280653
1.54,1.8,0.9398680981981129
1.54,2.0,0.9410754489681608
1.54,2.2,0.9422827997382082
1.54,2.4,0.9434901505082558
1.54,2.6,0.9446975012783035
1.54,2.8,0.9459048520483511
1.54,3.0,0.9471122028183988
1.54,3.2,0.9483195535884463
1.54,3.4,0.9495269043584942
1.54,3.6,0.9507342551285418
1.54,3.8,0.9519416058985894
1.54,4.0,0.9531489566686371
1.54,4.2,0.9543563074386846
1.54,4.4,0.9555636582087322
1.54,4.6,0.95677100897878
1.54,4.8,0.9579783597488276
1.54,5.0,0.9591857105188752
1.54,5.2,0.9603930612889228
1.54,5.4,0.9616004120589705
1.54,5.6,0.9628077628290181
1.54,5.8,0.9640151135990658
1.54,6.0,0.9652224643691134
1.54,6.2,0.966429815139161
1.54,6.4,0.9676371659092088
1.54,6.6,0.9688445166792563
1.54,6.8,0.970051867449304
1.54,7.0,0.9712592182193516
1.54,7.2,0.9724665689893992
1.54,7.4,0.9736739197594468
1.54,7.6,0.9748812705294946
1.54,7.8,0.9760886212995423
1.54,8.0,0.9772959720695898
1.54,8.2,0.9785033228396374
1.54,8.4,0.9797106736096852
1.54,8.6,0.9809180243797326
1.54,8.8,0.9821253751497805
1.54,9.0,0.9833327259198281
1.54,9.2,0.9845400766898756
1.54,9.4,0.9857474274599234
1.54,9.6,0.986954778229971
1.54,9.8,0.9881621290000185
1.54,10.0,0.9893694797700663
1.54,10.2,0.9905768305401139
1.54,10.4,0.9917841813101616
1.54,10.6,0.9929915320802092
1.54,10.8,0.9941988828502568
1.54,11.0,0.9954062336203044
1.54,11.2,0.9966135843903521
1.54,11.4,0.9978209351603997
1.54,11.6,0.9990282859304472
1.54,11.8,1.0066017647046903
1.54,12.0,1.040427757866333
1.54,12.2,1.0742537510279755
1.54,12.4,1.1111470610354648
1.54,12.6,1.1578144308814375
1.54,12.8,1.2053021940161845
1.54,13.0,1.260512022430697
1.54,13.2,1.3175711378169612
1.54,13.4,1.3792750372797768
1.54,13.6,1.4444949641916405
1.54,13.8,1.512264916697834
1.54,14.0,1.583762244317768
1.54,14.2,1.6582927460751682
1.54,14.4,1.735271193993348
1.54,14.6,1.8147369634147235
1.54,14.8,1.8967672550565984
1.54,15.0,1.9815155125701316
1.62,-6.0,0.9043280677391896
1.62,-5.8,0.9043280677391896
1.62,-5.6,0.9043280677391896
1.62,-5.4,0.9043280677391896
1.62,-5.2,0.9043280677391896
1.62,-5.0,0.9043280677391896
1.62,-4.8,0.9043280677391896
1.62,-4.6,0.9043280677391896
1.62,-4.4,0.9043280677391896
1.62,-4.2,0.9043280677391896
1.62,-4.0,0.9043280677391896
1.62,-3.8,0.9055421039760656
1.62,-3.6,0.9067561402129414
1.62,-3.4,0.9079701764498176
1.62,-3.2,0.9091842126866936
1.62,-3.0,0.9103982489235695
1.62,-2.8,0.9116122851604457
1.62,-2.6,0.9128263213973217
1.62,-2.4,0.9140403576341976
1.62,-2.2,0.9152543938710735
1.62,-2.0,0.9164684301079494
1.62,-1.8,0.9176824663448256
1.62,-1.6,0.9188965025817016
1.62,-1.4,0.9201105388185775
1.62,-1.2,0.9213245750554535
1.62,-1.0,0.9225386112923295
1.62,-0.8,0.9237526475292055
1.62,-0.6,0.9249666837660816
1.62,-0.4,0.9261807200029575
1.62,-0.2,0.9273947562398335
1.62,0.0,0.9286087924767095
1.62,0.2,0.9298228287135855
1.62,0.4,0.9310368649504615
1.62,0.6,0.9322509011873374
1.62,0.8,0.9334649374242133
1.62,1.0,0.9346789736610894
1.62,1.2,0.9358930098979654
1.62,1.4,0.9371070461348414
1.62,1.6,0.9383210823717174
1.62,1.8,0.9395351186085934
1.62,2.0,0.9407491548454694
1.62,2.2,0.9419631910823454
1.62,2.4,0.9431772273192214
1.62,2.6,0.9443912635560974
1.62,2.8,0.9456052997929734
1.62,3.0,0.9468193360298494
1.62,3.2,0.9480333722667253
1.62,3.4,0.9492474085036013
1.62,3.6,0.9504614447404773
1.62,3.8,0.9516754809773533
1.62,4.0,0.9528895172142293
1.62,4.2,0.9541035534511053
1.62,4.4,0.9553175896879813
1.62,4.6,0.9565316259248573
1.62,4.8,0.9577456621617333
1.62,5.0,0.9589596983986093
1.62,5.2,0.9601737346354853
1.62,5.4,0.9613877708723613
1.62,5.6,0.9626018071092373
1.62,5.8,0.9638158433461134
1.62,6.0,0.9650298795829891
1.62,6.2,0.9662439158198652
1.62,6.4,0.9674579520567412
1.62,6.6,0.9686719882936172
1.62,6.8,0.9698860245304933
1.62,7.0,0.9711000607673692
1.62,7.2,0.9723140970042452
1.62,7.4,0.9735281332411212
1.62,7.6,0.9747421694779972
1.62,7.8,0.9759562057148733
1.62,8.0,0.9771702419517492
1.62,8.2,0.9783842781886252
1.62,8.4,0.9795983144255013
1.62,8.6,0.9808123506623772
1.62,8.8,0.9820263868992531
1.62,9.0,0.9832404231361291
1.62,9.2,0.9844544593730051
1.62,9.4,0.9856684956098811
1.62,9.6,0.9868825318467571
1.62,9.8,0.9880965680836331
1.62,10.0,0.9893106043205091
1.62,10.2,0.9905246405573851
1.62,10.4,0.9917386767942611
1.62,10.6,0.9929527130311371
1.62,10.8,0.9941667492680131
1.62,11.0,0.9953807855048891
1.62,11.2,0.9965948217417651
1.62,11.4,0.9978088579786413
1.62,11.6,0.999022894215517
1.62,11.8,1.0066014748888423
1.62,12.0,1.0404275561993568
1.62,12.2,1.0742536375098715
1.62,12.4,1.11114700306321
1.62,12.6,1.1578143983481402
1.62,12.8,1.2053021827077532
1.62,13.0,1.260512010859954
1.62,13.2,1.317571125017774
1.62,13.4,1.3792750256824595
1.62,13.6,1.4444949577409156
1.62,13.8,1.512264917305131
1.62,14.0,1.5837622443353516
1.62,14.2,1.6582927459993715
1.62,14.4,1.7352711939591594
1.62,14.6,1.8147369633997383
1.62,14.8,1.8967672550501051
1.62,15.0,1.9815155125669568
1.7,-6.0,0.9037886930796069
1.7,-5.8,0.9037886930796069
1.7,-5.6,0.9037886930796069
1.7,-5.4,0.9037886930796069
1.7,-5.2,0.9037886930796069
1.7,-5.0,0.9037886930796069
1.7,-4.8,0.9037886930796069
1.7,-4.6,0.9037886930796069
1.7,-4.4,0.9037886930796069
1.7,-4.2,0.9037886930796069
1.7,-4.0,0.9037886930796069
1.7,-3.8,0.9050095734327396
1.7,-3.6,0.906230453785872
1.7,-3.4,0.9074513341390047
1.7,-3.2,0.908672214492137
1.7,-3.0,0.9098930948452695
1.7,-2.8,0.9111139751984021
1.7,-2.6,0.9123348555515347
1.7,-2.4,0.9135557359046671
1.7,-2.2,0.9147766162577996
1.7,-2.0,0.9159974966109321
1.7,-1.8,0.9172183769640647
1.7,-1.6,0.9184392573171971
1.7,-1.4,0.9196601376703297
1.7,-1.2,0.9208810180234622
1.7,-1.0,0.9221018983765946
1.7,-0.8,0.9233227787297272
1.7,-0.6,0.9245436590828596
1.7,-0.4,0.9257645394359922
1.7,-0.2,0.9269854197891245
1.7,0.0,0.9282063001422574
1.7,0.2,0.9294271804953897
1.7,0.4,0.9306480608485223
1.7,0.6,0.9318689412016548
1.7,0.8,0.9330898215547873
1.7,1.0,0.9343107019079198
1.7,1.2,0.9355315822610524
1.7,1.4,0.9367524626141848
1.7,1.6,0.9379733429673174
1.7,1.8,0.9391942233204498
1.7,2.0,0.9404151036735825
1.7,2.2,0.9416359840267149
1.7,2.4,0.9428568643798473
1.7,2.6,0.94407774473298
1.7,2.8,0.9452986250861124
1.7,3.0,0.946519505439245
1.7,3.2,0.9477403857923776
1.7,3.4,0.94896126614551
1.7,3.6,0.9501821464986425
1.7,3.8,0.951403026851775
1.7,4.0,0.9526239072049076
1.7,4.2,0.9538447875580399
1.7,4.4,0.9550656679111725
1.7,4.6,0.9562865482643051
1.7,4.8,0.9575074286174375
1.7,5.0,0.9587283089705702
1.7,5.2,0.9599491893237027
1.7,5.4,0.9611700696768352
1.7,5.6,0.9623909500299677
1.7,5.8,0.9636118303831003
1.7,6.0,0.9648327107362327
1.7,6.2,0.9660535910893652
1.7,6.4,0.9672744714424977
1.7,6.6,0.9684953517956303
1.7,6.8,0.9697162321487628
1.7,7.0,0.9709371125018951
