Composition = 0
log(temp), log pressure (dyne/cm^2), log density (g/cc)
1.84,4.0,-0.2987233656275786
1.84,4.2,-0.29795410196730715
1.84,4.4,-0.2971848383070358
1.84,4.6,-0.2964155746467645
1.84,4.8,-0.2956463109864931
1.84,5.0,-0.29487704732622166
1.84,5.2,-0.29410778366595036
1.84,5.4,-0.29333852000567895
1.84,5.6,-0.29256925634540754
1.84,5.8,-0.2917999926851362
1.84,6.0,-0.29103072902486476
1.84,6.2,-0.29026146536459335
1.84,6.4,-0.28949220170432205
1.84,6.6,-0.28872293804405064
1.84,6.8,-0.2879536743837793
1.84,7.0,-0.2871844107235078
1.84,7.2,-0.2864151470632365
1.84,7.4,-0.2856458834029651
1.84,7.6,-0.28487661974269374
1.84,7.8,-0.28410735608242227
1.84,8.0,-0.2833380924221509
1.84,8.2,-0.2825688287618796
1.84,8.4,-0.28179956510160814
1.84,8.6,-0.2810236187315643
1.84,8.8,-0.2801210125937959
1.84,9.0,-0.2756665258061929
1.84,9.2,-0.2660700685078041
1.84,9.4,-0.25306647179203506
1.84,9.6,-0.23659186719396078
1.84,9.8,-0.2170124163695085
1.84,10.0,-0.19406506312182287
1.84,10.2,-0.16810765756233545
1.84,10.4,-0.13906094766596783
1.84,10.6,-0.10665903243177745
1.84,10.8,-0.0708550400175924
1.84,11.0,-0.031357175915097596
1.84,11.2,0.012597196604013105
1.84,11.4,0.06034372212183036
1.84,11.6,0.11258340602902518
1.84,11.8,0.1688549657745741
1.84,12.0,0.2295235642438813
1.84,12.2,0.29429315717830534
1.84,12.4,0.36331284045461304
1.84,12.6,0.433360645007666
1.92,-1.2,-9.834556158029379
1.92,-1.0,-9.634556157537116
1.92,-0.8,-9.434556156071014
1.92,-0.6,-9.234556153510301
1.92,-0.4,-9.034556150452246
1.92,-0.2,-8.834556144296991
1.92,0.0,-8.634556137174418
1.92,0.2,-8.434556124041203
1.92,0.4,-8.234556100379837
1.92,0.6,-8.034556071443813
1.92,0.8,-7.834556008435417
1.92,1.0,-7.6345559341192395
1.92,1.2,-7.434555799123215
1.92,1.4,-7.234555564204542
1.92,1.6,-7.034555276768052
1.92,1.8,-6.834554648093351
1.92,2.0,-6.63455390512109
1.92,2.2,-6.434552554875367
1.92,2.4,-6.2345502070526315
1.92,2.6,-6.03454748745618
1.92,2.8,-5.8345423524611455
1.92,3.0,-5.634534530291456
1.92,3.2,-5.434522165366392
1.92,3.4,-5.204745561443766
1.92,3.6,-3.006685394662782
1.92,3.8,-2.8933726882246544
1.92,4.0,-2.7800529033636625
1.92,4.2,-2.6667046349668957
1.92,4.4,-2.5533380321307275
1.92,4.6,-2.439917093647716
1.92,4.8,-2.3264336441248403
1.92,5.0,-2.2128451557344775
1.92,5.2,-2.0962447809531572
1.92,5.4,-0.3373161444480009
1.92,5.6,-0.3356497090196824
1.92,5.8,-0.3339832735913638
1.92,6.0,-0.3323168381630453
1.92,6.2,-0.3306504027347268
1.92,6.4,-0.3289839673064083
1.92,6.6,-0.32731753187808976
1.92,6.8,-0.32565109644977125
1.92,7.0,-0.32398466102145274
1.92,7.2,-0.32231822559313417
1.92,7.4,-0.3206517901648157
1.92,7.6,-0.3175984008025328
1.92,7.8,-0.31386032219900806
1.92,8.0,-0.31012224359548324
1.92,8.2,-0.3063841649919584
1.92,8.4,-0.30060999574982084
1.92,8.6,-0.2942229854354874
1.92,8.8,-0.2884041263095479
1.92,9.0,-0.2812540326622443
1.92,9.2,-0.2708554737888427
1.92,9.4,-0.25689163739134957
1.92,9.6,-0.23950066065050502
1.92,9.8,-0.21906868083071548
1.92,10.0,-0.1954157232501102
1.92,10.2,-0.16894897489526683
1.92,10.4,-0.13960120659622247
1.92,10.6,-0.10697436452679794
1.92,10.8,-0.0710261389523198
1.92,11.0,-0.031447392057321784
1.92,11.2,0.012553748397002136
1.92,11.4,0.060325203122695986
1.92,11.6,0.11257515697321879
1.92,11.8,0.1688516870790442
1.92,12.0,0.22952218346005063
1.92,12.2,0.29429260431321985
1.92,12.4,0.3633126070092898
1.92,12.6,0.43335629440610757
2.0,-1.0,-9.714556157818095
2.0,-0.8,-9.514556157012557
2.0,-0.6,-9.314556155181416
2.0,-0.4,-9.114556153305411
2.0,-0.2,-8.91455614982215
2.0,0.0,-8.714556144261618
2.0,0.2,-8.514556138216324
2.0,0.4,-8.314556119638908
2.0,0.6,-8.114556099952756
2.0,0.8,-7.914556061477991
2.0,1.0,-7.714556000555182
2.0,1.2,-7.514555935130088
2.0,1.4,-7.314555752502047
2.0,1.6,-7.114555558792677
2.0,1.8,-6.914555175167887
2.0,2.0,-6.714554565142947
2.0,2.2,-6.514553910183992
2.0,2.4,-6.314552086366348
2.0,2.6,-6.114550152323258
2.0,2.8,-5.914546873600876
2.0,3.0,-5.714541990966975
2.0,3.2,-5.514532680405737
2.0,3.4,-5.31452004618764
2.0,3.6,-5.11449808434874
2.0,3.8,-4.914463652765681
2.0,4.0,-4.7144151856718
2.0,4.2,-4.514323417522594
2.0,4.4,-4.314199527195022
2.0,4.6,-4.113986708064211
2.0,4.8,-3.913678354237375
2.0,5.0,-3.713190948397517
2.0,5.2,-3.5083822594973357
2.0,5.4,-0.9658394628841152
2.0,5.6,-0.9245081648056745
2.0,5.8,-0.8830797053902109
2.0,6.0,-0.8414099733276037
2.0,6.2,-0.7994137731416512
2.0,6.4,-0.7426921359423515
2.0,6.6,-0.3645323027496379
2.0,6.8,-0.36206064040567615
2.0,7.0,-0.3595889780617146
2.0,7.2,-0.35711731571775296
2.0,7.4,-0.3546456533737914
2.0,7.6,-0.3501998052970454
2.0,7.8,-0.34477937277423404
2.0,8.0,-0.33935894025142277
2.0,8.2,-0.33393850772861144
2.0,8.4,-0.3244334897423248
2.0,8.6,-0.3139705010477445
2.0,8.8,-0.3040069228463358
2.0,9.0,-0.29370804544777596
2.0,9.2,-0.27895862701512797
2.0,9.4,-0.26153271059192224
2.0,9.6,-0.24296067442948655
2.0,9.8,-0.2214974833409869
2.0,10.0,-0.19705604853028272
2.0,10.2,-0.16998510827006683
2.0,10.4,-0.14027572820623507
2.0,10.6,-0.10737880492020611
2.0,10.8,-0.07125357843830403
2.0,11.0,-0.0315728639480993
2.0,11.2,0.012490572630641369
2.0,11.4,0.060296906581494
2.0,11.6,0.11256207644630503
2.0,11.8,0.16884635451972127
2.0,12.0,0.22951991127181706
2.0,12.2,0.29429169135487215
2.0,12.4,0.36331222092527315
2.0,12.6,0.43335141017159906
2.08,-1.0,-9.79455615896963
2.08,-0.8,-9.594556158226226
2.08,-0.6,-9.394556157177572
2.08,-0.4,-9.194556155922937
2.08,-0.2,-8.994556154469224
2.08,0.0,-8.79455614962926
2.08,0.2,-8.594556144634709
2.08,0.4,-8.39455613368366
2.08,0.6,-8.194556117642133
2.08,0.8,-7.9945560992733995
2.08,1.0,-7.7945560497447675
2.08,1.2,-7.594555998800955
2.08,1.4,-7.39455588932148
2.08,1.6,-7.194555728964904
2.08,1.8,-6.994555545084927
2.08,2.0,-6.794555048548292
2.08,2.2,-6.594554537846859
2.08,2.4,-6.394553444502467
2.08,2.6,-6.194551845086007
2.08,2.8,-5.994550079114189
2.08,3.0,-5.7945460945573
2.08,3.2,-5.594540294684366
2.08,3.4,-5.394531323124808
2.08,3.6,-5.194515768281743
2.08,3.8,-4.994495582001925
2.08,4.0,-4.794455965935706
2.08,4.2,-4.594398666866764
2.08,4.4,-4.394310473096631
2.08,4.6,-4.194159498047531
2.08,4.8,-3.993967398610478
2.08,5.0,-3.7936211547184024
2.08,5.2,-3.5925869986789176
2.08,5.4,-3.101774599585685
2.08,5.6,-2.920456626063284
2.08,5.8,-2.738692560999371
2.08,6.0,-2.5558207540044933
2.08,6.2,-2.3714500517405743
2.08,6.4,-2.1194712545492767
2.08,6.6,-0.3916908191240893
2.08,6.8,-0.38878696935221946
2.08,7.0,-0.3858831195803496
2.08,7.2,-0.38297926980847974
2.08,7.4,-0.3800754200366099
2.08,7.6,-0.37692704265787313
2.08,7.8,-0.3736579508000838
2.08,8.0,-0.37038885894229445
2.08,8.2,-0.3671197670845051
2.08,8.4,-0.35804455289888504
2.08,8.6,-0.3484680296542081
2.08,8.8,-0.3375716296301822
2.08,9.0,-0.3235023905776837
2.08,9.2,-0.2952596449818275
2.08,9.4,-0.2679750092970866
2.08,9.6,-0.2476100443744682
2.08,9.8,-0.22471325841075884
2.08,10.0,-0.19932483351646316
2.08,10.2,-0.17144547684635897
2.08,10.4,-0.14124354677321238
2.08,10.6,-0.10798015754877359
2.08,10.8,-0.07160736930790179
2.08,11.0,-0.031778726866365285
2.08,11.2,0.012381752134108408
2.08,11.4,0.06024567146433119
2.08,11.6,0.1125375578280659
2.08,11.8,0.1688361319107836
2.08,12.0,0.22951551140236853
2.08,12.2,0.2942899182454235
2.08,12.4,0.363311470086954
2.08,12.6,0.43334537531404627
2.16,-1.0,-9.874556158286484
2.16,-0.8,-9.674556157998184
2.16,-0.6,-9.474556157629486
2.16,-0.4,-9.274556156367499
2.16,-0.2,-9.07455615501901
2.16,0.0,-8.87455615168516
2.16,0.2,-8.674556147457764
2.16,0.4,-8.47455614124344
2.16,0.6,-8.274556128406587
2.16,0.8,-8.07455611509697
2.16,1.0,-7.874556082843378
2.16,1.2,-7.6745560410959826
2.16,1.4,-7.4745559794900505
2.16,1.6,-7.274555850979431
2.16,1.8,-7.074555717666723
2.16,2.0,-6.874555393631233
2.16,2.2,-6.674554973293471
2.16,2.4,-6.474554355417412
2.16,2.6,-6.274553073196219
2.16,2.8,-6.074551743336403
2.16,3.0,-5.874549060467926
2.16,3.2,-5.6745451510223495
2.16,3.4,-5.474538458931204
2.16,3.6,-5.274528455113237
2.16,3.8,-5.074512884351177
2.16,4.0,-4.874485465723682
2.16,4.2,-4.674446760180006
2.16,4.4,-4.4743809082358545
2.16,4.6,-4.27428333886633
2.16,4.8,-4.074132983324634
2.16,5.0,-3.8738944238898645
2.16,5.2,-3.673528279950975
2.16,5.4,-3.4729732622683516
2.16,5.6,-3.272121261058267
2.16,5.8,-3.0708790640580537
2.16,6.0,-2.8688462618120827
2.16,6.2,-2.6657039071890227
2.16,6.4,-2.4321815231337816
2.16,6.6,-1.5492163123732803
2.16,6.8,-1.4209320929704248
2.16,7.0,-1.2870049754052886
2.16,7.2,-1.1176092050236943
2.16,7.4,-0.4413919035817714
2.16,7.6,-0.43375255531820045
2.16,7.8,-0.4261132070546295
2.16,8.0,-0.4172075104350439
2.16,8.2,-0.40804592346137236
2.16,8.4,-0.394815123129215
2.16,8.6,-0.3800825206878394
2.16,8.8,-0.363007523646803
2.16,9.0,-0.34368454873699295
2.16,9.2,-0.317485049193849
2.16,9.4,-0.2912992140494835
2.16,9.6,-0.2545898359114079
2.16,9.8,-0.2294304577310316
2.16,10.0,-0.2025647405453551
2.16,10.2,-0.17355922819629982
2.16,10.4,-0.1426046052504978
2.16,10.6,-0.10888742244642292
2.16,10.8,-0.07216847526272444
2.16,11.0,-0.0321272722537017
2.16,11.2,0.012183142198138562
2.16,11.4,0.06014304396601593
2.16,11.6,0.11248409070057121
2.16,11.8,0.1688120454021585
2.16,12.0,0.22950458871693577
2.16,12.2,0.294285394847609
2.16,12.4,0.36330953468307114
2.16,12.6,0.43333745107808974
2.24,-1.0,-9.954556158841374
2.24,-0.8,-9.754556158283883
2.24,-0.6,-9.554556157726392
2.24,-0.4,-9.35455615685331
2.24,-0.2,-9.15455615588397
2.24,0.0,-8.95455615437319
2.24,0.2,-8.754556151019031
2.24,0.4,-8.554556147664874
2.24,0.6,-8.354556138787434
2.24,0.8,-8.154556127847647
2.24,1.0,-7.954556111591106
2.24,1.2,-7.754556077382133
2.24,1.4,-7.554556043173157
2.24,1.6,-7.3545559543451375
2.24,1.8,-7.154555845168973
2.24,2.0,-6.954555682252071
2.24,2.2,-6.754555337951006
2.24,2.4,-6.5545549936499405
2.24,2.6,-6.3545541064467095
2.24,2.8,-6.154553016960355
2.24,3.0,-5.954551546442114
2.24,3.2,-5.7545487899720005
2.24,3.4,-5.5545442482751355
2.24,3.6,-5.354538273717038
2.24,3.8,-5.1545262750812615
2.24,4.0,-4.954510183943137
2.24,4.2,-4.754482840259627
2.24,4.4,-4.55443808560004
2.24,4.6,-4.354379384154957
2.24,4.8,-4.154263520747865
2.24,5.0,-3.9541157848142916
2.24,5.2,-3.753883215133108
2.24,5.4,-3.5534978873425995
2.24,5.6,-3.352918378751104
2.24,5.8,-3.1520771976516984
2.24,6.0,-2.950852100450426
2.24,6.2,-2.7490476851243777
2.24,6.4,-2.5460421832193205
2.24,6.6,-2.3411436845156386
2.24,6.8,-2.133151880783807
2.24,7.0,-1.9187984046280882
2.24,7.2,-1.6928360859078198
2.24,7.4,-1.3690792246551649
2.24,7.6,-0.5183050969094726
2.24,7.8,-0.5007565548666703
2.24,8.0,-0.4827339093602868
2.24,8.2,-0.461849354729189
2.24,8.4,-0.43951913307156737
2.24,8.6,-0.41576220499011185
2.24,8.8,-0.3907252303567965
2.24,9.0,-0.3648267128872824
2.24,9.2,-0.338350127934512
2.24,9.4,-0.3115017900320538
2.24,9.6,-0.2826147361614239
2.24,9.8,-0.23511927871443802
2.24,10.0,-0.20633600290115725
2.24,10.2,-0.17606467858866404
2.24,10.4,-0.14420822195318236
2.24,10.6,-0.10997510697662431
2.24,10.8,-0.07285360306835013
2.24,11.0,-0.03256166293965983
2.24,11.2,0.011927213043979713
2.24,11.4,0.06000558819862125
2.24,11.6,0.11240967375956516
2.24,11.8,0.16877716305041293
2.24,12.0,0.22948825908856224
2.24,12.2,0.29427848660834083
2.24,12.4,0.36330654628975895
2.24,12.6,0.4333282338177882
2.32,-0.8,-9.834556157928029
2.32,-0.6,-9.634556157577586
2.32,-0.4,-9.434556156924346
2.32,-0.2,-9.234556155669743
2.32,0.0,-9.03455615441521
2.32,0.2,-8.834556152300975
2.32,0.4,-8.634556150002746
2.32,0.6,-8.434556145501649
2.32,0.8,-8.234556136578773
2.32,1.0,-8.034556127642178
2.32,1.2,-7.834556102396338
2.32,1.4,-7.634556073785609
2.32,1.6,-7.434556024784862
2.32,1.8,-7.23455593479066
2.32,2.0,-7.034555844649693
2.32,2.2,-6.834555593910174
2.32,2.4,-6.6345553100629875
2.32,2.6,-6.434554822940157
2.32,2.8,-6.234553927183528
2.32,3.0,-6.034553029974921
2.32,3.2,-5.834550992044298
2.32,3.4,-5.634548283369131
2.32,3.6,-5.434543404399862
2.32,3.8,-5.2345357239205415
2.32,4.0,-5.034525216597857
2.32,4.2,-4.834504735936072
2.32,4.4,-4.634477948705004
2.32,4.6,-4.434430016670343
2.32,4.8,-4.234355539096285
2.32,5.0,-4.034254351635865
2.32,5.2,-3.8340799928733174
2.32,5.4,-3.633815074721683
2.32,5.6,-3.433426894869818
2.32,5.8,-3.232875705299729
2.32,6.0,-3.0320543802996855
2.32,6.2,-2.8307711378804323
2.32,6.4,-2.628879451695653
2.32,6.6,-2.4260143529281026
2.32,6.8,-2.2216321693128966
2.32,7.0,-2.014639617559916
2.32,7.2,-1.800504262726606
2.32,7.4,-1.5781405096951127
2.32,7.6,-1.3286766534201342
2.32,7.8,-0.9376499144539239
2.32,8.0,-0.637989829160294
2.32,8.2,-0.5630411066117085
2.32,8.4,-0.5118246492671311
2.32,8.6,-0.4687878580955355
2.32,8.8,-0.4299611455478605
2.32,9.0,-0.3938964869073667
2.32,9.2,-0.3596324469003308
2.32,9.4,-0.32665093892881636
2.32,9.6,-0.29477686648780344
2.32,9.8,-0.26357452238417783
2.32,10.0,-0.21184750316761816
2.32,10.2,-0.17953385762078994
2.32,10.4,-0.1464340272577953
2.32,10.6,-0.11149474130185547
2.32,10.8,-0.07383830626568776
2.32,11.0,-0.03317464261569478
2.32,11.2,0.011525518341766084
2.32,11.4,0.059774539023143974
2.32,11.6,0.11227519455519995
2.32,11.8,0.16870879561956034
2.32,12.0,0.22945384201660626
2.32,12.2,0.29426306234706456
2.32,12.4,0.36329962381073705
2.32,12.6,0.43331577781434016
2.4,-0.8,-9.91455615928
2.4,-0.6,-9.714556158729275
2.4,-0.4,-9.514556158091906
2.4,-0.2,-9.314556157294824
2.4,0.0,-9.11455615650152
2.4,0.2,-8.91455615517135
2.4,0.4,-8.714556152989527
2.4,0.6,-8.514556150177347
2.4,0.8,-8.314556143688076
2.4,1.0,-8.114556136461719
2.4,1.2,-7.914556121684498
2.4,1.4,-7.714556098022053
2.4,1.6,-7.514556068524966
2.4,1.8,-7.31455600150239
2.4,2.0,-7.11455592659632
2.4,2.2,-6.914555777888435
2.4,2.4,-6.714555543211958
2.4,2.6,-6.514555250367755
2.4,2.8,-6.3145545853907965
2.4,3.0,-6.11455384242087
2.4,3.2,-5.914552574332763
2.4,3.4,-5.714550568508152
2.4,3.6,-5.514547090660005
2.4,3.8,-5.314542244385528
2.4,4.0,-5.114533747134688
2.4,4.2,-4.914520456325223
2.4,4.4,-4.714500590796447
2.4,4.6,-4.51446639048169
2.4,4.8,-4.314419082276192
2.4,5.0,-4.114337303642839
2.4,5.2,-3.914220009415388
2.4,5.4,-3.714040858804054
2.4,5.6,-3.51375872418234
2.4,5.8,-3.313348587205969
2.4,6.0,-3.112763683835736
2.4,6.2,-2.911912838780684
2.4,6.4,-2.710701830999752
2.4,6.6,-2.50888508832758
2.4,6.8,-2.3061033126018025
2.4,7.0,-2.1018136534494474
2.4,7.2,-1.8940748867602126
2.4,7.4,-1.6821314457215562
2.4,7.6,-1.4580202561663447
2.4,7.8,-1.1846093771934987
2.4,8.0,-0.9247376496305064
2.4,8.2,-0.7391380431165441
2.4,8.4,-0.6184962186008677
2.4,8.6,-0.5406186779093971
2.4,8.8,-0.4812546209415586
2.4,9.0,-0.43115977758700774
2.4,9.2,-0.3866988453409758
2.4,9.4,-0.34629781752505345
2.4,9.6,-0.30858800952092524
2.4,9.8,-0.2728555560689105
2.4,10.0,-0.23255740160122648
2.4,10.2,-0.18425159306316166
2.4,10.4,-0.14947395863897261
2.4,10.6,-0.11354594084679095
2.4,10.8,-0.07519166894944865
2.4,11.0,-0.034040711293735815
2.4,11.2,0.010938583846335405
2.4,11.4,0.05941775148289219
2.4,11.6,0.1120538286399425
2.4,11.8,0.1685867771228512
2.4,12.0,0.22938706499973638
2.4,12.2,0.2942306081019867
2.4,12.4,0.3632840694460984
2.4,12.6,0.43329779560995063
2.48,-0.6,-9.794556158603505
