Composition = 0
log temp (K), log pressure (dyne/cm^2), logdensity (g/cc)
1.06,-6.0,-14.61498705595779
1.06,-5.8,-14.414987055957791
1.06,-5.6,-14.214987055957792
1.06,-5.4,-14.014987055957791
1.06,-5.2,-13.81498705595779
1.06,-5.0,-13.61498705595779
1.06,-4.8,-13.41498705595779
1.06,-4.6,-13.21498705595779
1.06,-4.4,-13.014987055957791
1.06,-4.2,-12.81498705595779
1.06,-4.0,-12.61498705595779
1.06,-3.8,-12.414987055957791
1.06,-3.6,-12.21498705595779
1.06,-3.4,-12.014987055957791
1.06,-3.2,-11.81498705595779
1.06,-3.0,-11.61498705595779
1.06,-2.8,-11.41498705595779
1.06,-2.6,-11.21498705595779
1.06,-2.4,-11.014987055957791
1.06,-2.2,-10.81498705595779
1.06,-2.0,-10.61498705595779
1.06,-1.8,-10.41498705595779
1.06,-1.6,-10.21498705595779
1.06,-1.4,-10.014987055957791
1.06,-1.2,-9.81498705595779
1.06,-1.0,-9.61498705595779
1.06,-0.8,-9.41498705595779
1.06,-0.6,-9.21498705595779
1.06,-0.4,-9.014987055957791
1.06,-0.2,-8.81498705595779
1.06,0.0,-8.61498705595779
1.06,0.2,-8.41498705595779
1.06,0.4,-8.21498705595779
1.06,0.6,-8.014987055957791
1.06,0.8,-7.814987055957791
1.06,1.0,-7.6149870559577915
1.06,1.2,-7.414987055957791
1.06,1.4,-7.214987055957791
1.06,1.6,-7.014987055957791
1.06,1.8,-6.814987055957791
1.06,2.0,-6.6149870559577915
1.06,2.2,-6.414987055957791
1.06,2.4,-6.214987055957791
1.06,2.6,-6.014987055957791
1.06,2.8,-5.814987055957791
1.06,3.0,-5.6149870559577915
1.06,3.2,-5.414987055957791
1.06,3.4,-5.214987055957791
1.06,3.6,-5.014987055957791
1.06,3.8,-4.815003334399814
1.06,4.0,-4.613503334399814
1.06,4.2,-4.414803334399814
1.06,4.4,-4.2216033343998145
1.06,4.6,-4.0459033343998145
1.06,4.8,-3.9003033343998146
1.06,5.0,-3.7836033343998143
1.06,5.2,-3.686503334399814
1.06,5.4,-3.6011033343998142
1.06,5.6,-3.522603334399814
1.06,5.8,-3.4479033343998142
1.14,-6.0,-14.694203334399814
1.14,-5.8,-14.494203334399813
1.14,-5.6,-14.294203334399814
1.14,-5.4,-14.094203334399815
1.14,-5.2,-13.894203334399814
1.14,-5.0,-13.694203334399814
1.14,-4.8,-13.494203334399813
1.14,-4.6,-13.294203334399814
1.14,-4.4,-13.094203334399815
1.14,-4.2,-12.894203334399814
1.14,-4.0,-12.694203334399814
1.14,-3.8,-12.494203334399813
1.14,-3.6,-12.294203334399814
1.14,-3.4,-12.094203334399815
1.14,-3.2,-11.894203334399814
1.14,-3.0,-11.694203334399814
1.14,-2.8,-11.494203334399813
1.14,-2.6,-11.294203334399814
1.14,-2.4,-11.094203334399815
1.14,-2.2,-10.894203334399814
1.14,-2.0,-10.694203334399814
1.14,-1.8,-10.494203334399813
1.14,-1.6,-10.294203334399814
1.14,-1.4,-10.094203334399815
1.14,-1.2,-9.894203334399814
1.14,-1.0,-9.694203334399814
1.14,-0.8,-9.494203334399813
1.14,-0.6,-9.294203334399814
1.14,-0.4,-9.094203334399815
1.14,-0.2,-8.894203334399814
1.14,0.0,-8.694203334399814
1.14,0.2,-8.494203334399813
1.14,0.4,-8.294203334399814
1.14,0.6,-8.094203334399815
1.14,0.8,-7.894203334399815
1.14,1.0,-7.694203334399814
1.14,1.2,-7.494203334399815
1.14,1.4,-7.294203334399814
1.14,1.6,-7.094203334399814
1.14,1.8,-6.894203334399815
1.14,2.0,-6.694203334399814
1.14,2.2,-6.494203334399815
1.14,2.4,-6.294203334399814
1.14,2.6,-6.094203334399814
1.14,2.8,-5.894203334399814
1.14,3.0,-5.694203334399814
1.14,3.2,-5.494203334399814
1.14,3.4,-5.294203334399815
1.14,3.6,-5.094203334399815
1.14,3.8,-4.894203334399815
1.14,4.0,-4.6934033343998145
1.14,4.2,-4.493903334399814
1.14,4.4,-4.297003334399814
1.14,4.6,-4.110203334399814
1.14,4.8,-3.9475033343998143
1.14,5.0,-3.815503334399814
1.14,5.2,-3.708003334399814
1.14,5.4,-3.6160033343998146
1.14,5.6,-3.533103334399814
1.14,5.8,-3.4555033343998143
1.22,-6.0,-14.773735900699359
1.22,-5.8,-14.573652188557853
1.22,-5.6,-14.373652188557855
1.22,-5.4,-14.173652188557854
1.22,-5.2,-13.973652188557853
1.22,-5.0,-13.773735900699359
1.22,-4.8,-13.573652188557853
1.22,-4.6,-13.373652188557854
1.22,-4.4,-13.173652188557854
1.22,-4.2,-12.973652188557853
1.22,-4.0,-12.773735900699359
1.22,-3.8,-12.573652188557853
1.22,-3.6,-12.373652188557854
1.22,-3.4,-12.173652188557854
1.22,-3.2,-11.973652188557853
1.22,-3.0,-11.773735900699359
1.22,-2.8,-11.573652188557853
1.22,-2.6,-11.373652188557854
1.22,-2.4,-11.173652188557854
1.22,-2.2,-10.973652188557853
1.22,-2.0,-10.773735900699359
1.22,-1.8,-10.573652188557853
1.22,-1.6,-10.373652188557854
1.22,-1.4,-10.173652188557854
1.22,-1.2,-9.973652188557853
1.22,-1.0,-9.773735900699359
1.22,-0.8,-9.573652188557853
1.22,-0.6,-9.373652188557854
1.22,-0.4,-9.173652188557854
1.22,-0.2,-8.973652188557853
1.22,0.0,-8.773735900699359
1.22,0.2,-8.573652188557853
1.22,0.4,-8.373652188557854
1.22,0.6,-8.173652188557854
1.22,0.8,-7.973652188557854
1.22,1.0,-7.773652188557855
1.22,1.2,-7.573652188557855
1.22,1.4,-7.3736521885578545
1.22,1.6,-7.173652188557854
1.22,1.8,-6.973652188557855
1.22,2.0,-6.773652188557855
1.22,2.2,-6.573652188557855
1.22,2.4,-6.3736521885578545
1.22,2.6,-6.173652188557854
1.22,2.8,-5.973652188557855
1.22,3.0,-5.773652188557855
1.22,3.2,-5.573652188557855
1.22,3.4,-5.3736521885578545
1.22,3.6,-5.173652188557854
1.22,3.8,-4.973652188557855
1.22,4.0,-4.773319615980174
1.22,4.2,-4.573503334399815
1.22,4.4,-4.3748033343998145
1.22,4.6,-4.181319615980175
1.22,4.8,-4.004103334399815
1.22,5.0,-3.855319615980174
1.22,5.2,-3.734903334399814
1.22,5.4,-3.6344033343998143
1.22,5.6,-3.5460033343998143
1.22,5.8,-3.464703334399814
1.3,-6.0,-14.853403334399815
1.3,-5.8,-14.653403334399814
1.3,-5.6,-14.453403334399814
1.3,-5.4,-14.253403334399813
1.3,-5.2,-14.053403334399814
1.3,-5.0,-13.853403334399815
1.3,-4.8,-13.653403334399814
1.3,-4.6,-13.453403334399814
1.3,-4.4,-13.253403334399813
1.3,-4.2,-13.053403334399814
1.3,-4.0,-12.853403334399815
1.3,-3.8,-12.653403334399814
1.3,-3.6,-12.453403334399814
1.3,-3.4,-12.253403334399813
1.3,-3.2,-12.053403334399814
1.3,-3.0,-11.853403334399815
1.3,-2.8,-11.653403334399814
1.3,-2.6,-11.453403334399814
1.3,-2.4,-11.253403334399813
1.3,-2.2,-11.053403334399814
1.3,-2.0,-10.853403334399815
1.3,-1.8,-10.653403334399814
1.3,-1.6,-10.453403334399814
1.3,-1.4,-10.253403334399813
1.3,-1.2,-10.053403334399814
1.3,-1.0,-9.853403334399815
1.3,-0.8,-9.653403334399814
1.3,-0.6,-9.453403334399814
1.3,-0.4,-9.253403334399813
1.3,-0.2,-9.053403334399814
1.3,0.0,-8.853403334399815
1.3,0.2,-8.653403334399814
1.3,0.4,-8.453403334399814
1.3,0.6,-8.253403334399813
1.3,0.8,-8.053403334399814
1.3,1.0,-7.853403334399815
1.3,1.2,-7.6534033343998145
1.3,1.4,-7.453403334399814
1.3,1.6,-7.253403334399814
1.3,1.8,-7.053403334399814
1.3,2.0,-6.853403334399814
1.3,2.2,-6.6534033343998145
1.3,2.4,-6.453403334399814
1.3,2.6,-6.253403334399815
1.3,2.8,-6.053403334399814
1.3,3.0,-5.853403334399815
1.3,3.2,-5.6534033343998145
1.3,3.4,-5.453403334399814
1.3,3.6,-5.253403334399814
1.3,3.8,-5.053403334399814
1.3,4.0,-4.853303334399815
1.3,4.2,-4.6534033343998145
1.3,4.4,-4.453903334399815
1.3,4.6,-4.256903334399814
1.3,4.8,-4.069303334399814
1.3,5.0,-3.9042033343998144
1.3,5.2,-3.768519615980175
1.3,5.4,-3.6573033343998143
1.3,5.6,-3.5619033343998145
1.3,5.8,-3.4760033343998145
1.38,-6.0,-14.933387055957791
1.38,-5.8,-14.733370780653617
1.38,-5.6,-14.53338705595779
1.38,-5.4,-14.333370780653617
1.38,-5.2,-14.13338705595779
1.38,-5.0,-13.933387055957791
1.38,-4.8,-13.733370780653617
1.38,-4.6,-13.533387055957792
1.38,-4.4,-13.333370780653617
1.38,-4.2,-13.13338705595779
1.38,-4.0,-12.933387055957791
1.38,-3.8,-12.733370780653617
1.38,-3.6,-12.53338705595779
1.38,-3.4,-12.333370780653617
1.38,-3.2,-12.13338705595779
1.38,-3.0,-11.933387055957791
1.38,-2.8,-11.733370780653617
1.38,-2.6,-11.53338705595779
1.38,-2.4,-11.333370780653617
1.38,-2.2,-11.13338705595779
1.38,-2.0,-10.933387055957791
1.38,-1.8,-10.733370780653617
1.38,-1.6,-10.53338705595779
1.38,-1.4,-10.333370780653617
1.38,-1.2,-10.13338705595779
1.38,-1.0,-9.933387055957791
1.38,-0.8,-9.733370780653617
1.38,-0.6,-9.53338705595779
1.38,-0.4,-9.333370780653617
1.38,-0.2,-9.13338705595779
1.38,0.0,-8.933387055957791
1.38,0.2,-8.733370780653617
1.38,0.4,-8.53338705595779
1.38,0.6,-8.333370780653617
1.38,0.8,-8.13338705595779
1.38,1.0,-7.933387055957791
1.38,1.2,-7.733370780653617
1.38,1.4,-7.533387055957792
1.38,1.6,-7.333387055957791
1.38,1.8,-7.133387055957791
1.38,2.0,-6.933387055957791
1.38,2.2,-6.733370780653617
1.38,2.4,-6.533387055957792
1.38,2.6,-6.333387055957791
1.38,2.8,-6.133387055957791
1.38,3.0,-5.933387055957791
1.38,3.2,-5.733370780653617
1.38,3.4,-5.533387055957792
1.38,3.6,-5.333387055957791
1.38,3.8,-5.133387055957791
1.38,4.0,-4.933303334399814
1.38,4.2,-4.733319615980174
1.38,4.4,-4.5335196159801745
1.38,4.6,-4.3348033343998145
1.38,4.8,-4.141003334399814
1.38,5.0,-3.9622033343998146
1.38,5.2,-3.8102033343998145
1.38,5.4,-3.6858033343998144
1.38,5.6,-3.5816033343998144
1.38,5.8,-3.4898033343998143
1.46,-6.0,-15.013303334399813
1.46,-5.8,-14.813303334399814
1.46,-5.6,-14.613403334399814
1.46,-5.4,-14.413303334399814
1.46,-5.2,-14.213403334399814
1.46,-5.0,-14.013303334399813
1.46,-4.8,-13.813303334399814
1.46,-4.6,-13.613403334399814
1.46,-4.4,-13.413303334399814
1.46,-4.2,-13.213403334399814
1.46,-4.0,-13.013303334399813
1.46,-3.8,-12.813303334399814
1.46,-3.6,-12.613403334399814
1.46,-3.4,-12.413303334399814
1.46,-3.2,-12.213403334399814
1.46,-3.0,-12.013303334399813
1.46,-2.8,-11.813303334399814
1.46,-2.6,-11.613403334399814
1.46,-2.4,-11.413303334399814
1.46,-2.2,-11.213403334399814
1.46,-2.0,-11.013303334399813
1.46,-1.8,-10.813303334399814
1.46,-1.6,-10.613403334399814
1.46,-1.4,-10.413303334399814
1.46,-1.2,-10.213403334399814
1.46,-1.0,-10.013303334399813
1.46,-0.8,-9.813303334399814
1.46,-0.6,-9.613403334399814
1.46,-0.4,-9.413303334399814
1.46,-0.2,-9.213403334399814
1.46,0.0,-9.013303334399813
1.46,0.2,-8.813303334399814
1.46,0.4,-8.613403334399814
1.46,0.6,-8.413303334399814
1.46,0.8,-8.213403334399814
1.46,1.0,-8.013319615980175
1.46,1.2,-7.813303334399814
1.46,1.4,-7.613319615980174
1.46,1.6,-7.413319615980174
1.46,1.8,-7.213403334399814
1.46,2.0,-7.013403334399814
1.46,2.2,-6.813303334399814
1.46,2.4,-6.613319615980174
1.46,2.6,-6.413319615980174
1.46,2.8,-6.213403334399814
1.46,3.0,-6.013403334399814
1.46,3.2,-5.813303334399814
1.46,3.4,-5.613319615980174
1.46,3.6,-5.413319615980174
1.46,3.8,-5.213403334399814
1.46,4.0,-5.013303334399814
1.46,4.2,-4.813303334399814
1.46,4.4,-4.613403334399814
1.46,4.6,-4.413903334399815
1.46,4.8,-4.216803334399815
1.46,5.0,-4.0284033343998145
1.46,5.2,-3.8607196159801744
1.46,5.4,-3.7213033343998143
1.46,5.6,-3.6060033343998144
1.46,5.8,-3.5069033343998144
1.54,-6.0,-15.093303334399813
1.54,-5.8,-14.893303334399814
1.54,-5.6,-14.693319615980176
1.54,-5.4,-14.493303334399814
1.54,-5.2,-14.293319615980176
1.54,-5.0,-14.093303334399813
1.54,-4.8,-13.893303334399814
1.54,-4.6,-13.693319615980176
1.54,-4.4,-13.493303334399814
1.54,-4.2,-13.293319615980176
1.54,-4.0,-13.093303334399813
1.54,-3.8,-12.893303334399814
1.54,-3.6,-12.693319615980176
1.54,-3.4,-12.493303334399814
1.54,-3.2,-12.293319615980176
1.54,-3.0,-12.093303334399813
1.54,-2.8,-11.893303334399814
1.54,-2.6,-11.693319615980176
1.54,-2.4,-11.493303334399814
1.54,-2.2,-11.293319615980176
1.54,-2.0,-11.093303334399813
1.54,-1.8,-10.893303334399814
1.54,-1.6,-10.693319615980176
1.54,-1.4,-10.493303334399814
1.54,-1.2,-10.293319615980176
1.54,-1.0,-10.093303334399813
1.54,-0.8,-9.893303334399814
1.54,-0.6,-9.693319615980176
1.54,-0.4,-9.493303334399814
1.54,-0.2,-9.293319615980176
1.54,0.0,-9.093303334399813
1.54,0.2,-8.893303334399814
1.54,0.4,-8.693319615980176
1.54,0.6,-8.493303334399814
1.54,0.8,-8.293319615980176
1.54,1.0,-8.093319615980175
1.54,1.2,-7.893303334399814
1.54,1.4,-7.693319615980174
1.54,1.6,-7.493303334399814
1.54,1.8,-7.293319615980174
1.54,2.0,-7.093319615980175
1.54,2.2,-6.893303334399814
1.54,2.4,-6.693319615980174
1.54,2.6,-6.493303334399814
1.54,2.8,-6.293319615980174
1.54,3.0,-6.093319615980175
1.54,3.2,-5.893303334399814
1.54,3.4,-5.693319615980174
1.54,3.6,-5.493303334399814
1.54,3.8,-5.293319615980174
1.54,4.0,-5.093303334399815
1.54,4.2,-4.893303334399814
1.54,4.4,-4.693319615980174
1.54,4.6,-4.4935196159801745
1.54,4.8,-4.294803334399814
1.54,5.0,-4.100603334399814
1.54,5.2,-3.9202196159801743
1.54,5.4,-3.764803334399814
1.54,5.6,-3.6363033343998143
1.54,5.8,-3.5281033343998143
1.62,-6.0,-15.173303334399813
1.62,-5.8,-14.973303334399814
1.62,-5.6,-14.773303334399815
1.62,-5.4,-14.573303334399814
1.62,-5.2,-14.373303334399814
1.62,-5.0,-14.173303334399813
1.62,-4.8,-13.973303334399814
1.62,-4.6,-13.773303334399815
1.62,-4.4,-13.573303334399814
1.62,-4.2,-13.373303334399814
1.62,-4.0,-13.173303334399813
1.62,-3.8,-12.973303334399814
1.62,-3.6,-12.773303334399815
1.62,-3.4,-12.573303334399814
1.62,-3.2,-12.373303334399814
1.62,-3.0,-12.173303334399813
1.62,-2.8,-11.973303334399814
1.62,-2.6,-11.773303334399815
1.62,-2.4,-11.573303334399814
1.62,-2.2,-11.373303334399814
1.62,-2.0,-11.173303334399813
1.62,-1.8,-10.973303334399814
1.62,-1.6,-10.773303334399815
1.62,-1.4,-10.573303334399814
1.62,-1.2,-10.373303334399814
1.62,-1.0,-10.173303334399813
1.62,-0.8,-9.973303334399814
1.62,-0.6,-9.773303334399815
1.62,-0.4,-9.573303334399814
1.62,-0.2,-9.373303334399814
1.62,0.0,-9.173303334399813
1.62,0.2,-8.973303334399814
1.62,0.4,-8.773303334399815
1.62,0.6,-8.573303334399814
1.62,0.8,-8.373303334399814
1.62,1.0,-8.173303334399813
1.62,1.2,-7.973303334399814
1.62,1.4,-7.773303334399814
1.62,1.6,-7.573303334399814
1.62,1.8,-7.3733033343998144
1.62,2.0,-7.173303334399814
1.62,2.2,-6.973303334399815
1.62,2.4,-6.773303334399814
1.62,2.6,-6.573303334399814
1.62,2.8,-6.3733033343998144
1.62,3.0,-6.173303334399814
1.62,3.2,-5.973303334399814
1.62,3.4,-5.773303334399815
1.62,3.6,-5.573303334399814
1.62,3.8,-5.3733033343998144
1.62,4.0,-5.173303334399814
1.62,4.2,-4.973303334399815
1.62,4.4,-4.773303334399815
1.62,4.6,-4.573403334399814
1.62,4.8,-4.373903334399814
1.62,5.0,-4.176703334399814
1.62,5.2,-3.9874033343998145
1.62,5.4,-3.817203334399814
1.62,5.6,-3.6738033343998144
1.62,5.8,-3.5542033343998143
1.7,-6.0,-15.253303334399813
1.7,-5.8,-15.053303334399814
1.7,-5.6,-14.853303334399813
1.7,-5.4,-14.653303334399814
1.7,-5.2,-14.453303334399815
1.7,-5.0,-14.253303334399813
1.7,-4.8,-14.053303334399814
1.7,-4.6,-13.853303334399813
1.7,-4.4,-13.653303334399814
1.7,-4.2,-13.453303334399815
1.7,-4.0,-13.253303334399813
1.7,-3.8,-13.053303334399814
1.7,-3.6,-12.853303334399813
1.7,-3.4,-12.653303334399814
1.7,-3.2,-12.453303334399815
1.7,-3.0,-12.253303334399813
1.7,-2.8,-12.053303334399814
1.7,-2.6,-11.853303334399813
1.7,-2.4,-11.653303334399814
1.7,-2.2,-11.453303334399815
1.7,-2.0,-11.253303334399813
1.7,-1.8,-11.053303334399814
1.7,-1.6,-10.853303334399813
1.7,-1.4,-10.653303334399814
1.7,-1.2,-10.453303334399815
1.7,-1.0,-10.253303334399813
1.7,-0.8,-10.053303334399814
1.7,-0.6,-9.853303334399813
1.7,-0.4,-9.653303334399814
1.7,-0.2,-9.453303334399815
1.7,0.0,-9.253303334399813
1.7,0.2,-9.053303334399814
1.7,0.4,-8.853303334399813
1.7,0.6,-8.653303334399814
1.7,0.8,-8.453303334399815
1.7,1.0,-8.253303334399813
1.7,1.2,-8.053303334399814
1.7,1.4,-7.853303334399815
1.7,1.6,-7.653303334399815
1.7,1.8,-7.4533033343998145
1.7,2.0,-7.253303334399814
1.7,2.2,-7.053303334399814
1.7,2.4,-6.853303334399815
1.7,2.6,-6.653303334399814
1.7,2.8,-6.4533033343998145
1.7,3.0,-6.253303334399814
1.7,3.2,-6.053303334399815
1.7,3.4,-5.853303334399814
1.7,3.6,-5.653303334399814
1.7,3.8,-5.4533033343998145
1.7,4.0,-5.253303334399814
1.7,4.2,-5.053303334399814
1.7,4.4,-4.853303334399815
1.7,4.6,-4.653319615980174
1.7,4.8,-4.453519615980174
1.7,5.0,-4.254803334399814
1.7,5.2,-4.060203334399814
1.7,5.4,-3.8782033343998146
1.7,5.6,-3.7194033343998143
1.7,5.8,-3.5865033343998145
1.78,-6.0,-15.333303334399814
1.78,-5.8,-15.133303334399814
1.78,-5.6,-14.933303334399813
1.78,-5.4,-14.733303334399814
1.78,-5.2,-14.533303334399815
1.78,-5.0,-14.333303334399814
1.78,-4.8,-14.133303334399814
1.78,-4.6,-13.933303334399813
1.78,-4.4,-13.733303334399814
1.78,-4.2,-13.533303334399815
1.78,-4.0,-13.333303334399814
1.78,-3.8,-13.133303334399814
1.78,-3.6,-12.933303334399813
1.78,-3.4,-12.733303334399814
1.78,-3.2,-12.533303334399815
1.78,-3.0,-12.333303334399814
1.78,-2.8,-12.133303334399814
1.78,-2.6,-11.933303334399813
1.78,-2.4,-11.733303334399814
1.78,-2.2,-11.533303334399815
1.78,-2.0,-11.333303334399814
1.78,-1.8,-11.133303334399814
1.78,-1.6,-10.933303334399813
1.78,-1.4,-10.733303334399814
1.78,-1.2,-10.533303334399815
1.78,-1.0,-10.333303334399814
1.78,-0.8,-10.133303334399814
1.78,-0.6,-9.933303334399813
1.78,-0.4,-9.733303334399814
1.78,-0.2,-9.533303334399815
1.78,0.0,-9.333303334399814
1.78,0.2,-9.133303334399814
1.78,0.4,-8.933303334399813
1.78,0.6,-8.733303334399814
1.78,0.8,-8.533303334399815
1.78,1.0,-8.333303334399814
1.78,1.2,-8.133303334399814
1.78,1.4,-7.933303334399814
1.78,1.6,-7.733303334399814
1.78,1.8,-7.533303334399814
1.78,2.0,-7.333303334399814
1.78,2.2,-7.133303334399815
1.78,2.4,-6.933303334399814
1.78,2.6,-6.733303334399814
1.78,2.8,-6.533303334399814
1.78,3.0,-6.333303334399814
1.78,3.2,-6.133303334399814
1.78,3.4,-5.933303334399814
1.78,3.6,-5.733303334399814
1.78,3.8,-5.533303334399814
1.78,4.0,-5.333303334399814
1.78,4.2,-5.133303334399815
1.78,4.4,-4.933303334399814
1.78,4.6,-4.733303334399814
1.78,4.8,-4.533403334399815
1.78,5.0,-4.333903334399814
1.78,5.2,-4.136503334399814
1.78,5.4,-3.946403334399814
1.78,5.6,-3.7737033343998143
1.78,5.8,-3.6261033343998146
1.86,-6.0,-15.413303334399814
1.86,-5.8,-15.213303334399814
1.86,-5.6,-15.013303334399813
1.86,-5.4,-14.813303334399814
1.86,-5.2,-14.613303334399815
1.86,-5.0,-14.413303334399814
1.86,-4.8,-14.213303334399814
1.86,-4.6,-14.013303334399813
1.86,-4.4,-13.813303334399814
1.86,-4.2,-13.613303334399815
1.86,-4.0,-13.413303334399814
1.86,-3.8,-13.213303334399814
1.86,-3.6,-13.013303334399813
1.86,-3.4,-12.813303334399814
1.86,-3.2,-12.613303334399815
1.86,-3.0,-12.413303334399814
1.86,-2.8,-12.213303334399814
1.86,-2.6,-12.013303334399813
1.86,-2.4,-11.813303334399814
1.86,-2.2,-11.613303334399815
1.86,-2.0,-11.413303334399814
1.86,-1.8,-11.213303334399814
1.86,-1.6,-11.013303334399813
1.86,-1.4,-10.813303334399814
1.86,-1.2,-10.613303334399815
1.86,-1.0,-10.413303334399814
1.86,-0.8,-10.213303334399814
1.86,-0.6,-10.013303334399813
1.86,-0.4,-9.813303334399814
1.86,-0.2,-9.613303334399815
1.86,0.0,-9.413303334399814
1.86,0.2,-9.213303334399814
1.86,0.4,-9.013303334399813
1.86,0.6,-8.813303334399814
1.86,0.8,-8.613303334399815
1.86,1.0,-8.413303334399814
1.86,1.2,-8.213303334399814
1.86,1.4,-8.013303334399813
1.86,1.6,-7.813303334399814
1.86,1.8,-7.613303334399815
1.86,2.0,-7.4133033343998145
1.86,2.2,-7.213303334399815
1.86,2.4,-7.013303334399814
1.86,2.6,-6.813303334399814
1.86,2.8,-6.613303334399815
1.86,3.0,-6.4133033343998145
1.86,3.2,-6.213303334399814
1.86,3.4,-6.013303334399815
1.86,3.6,-5.813303334399814
1.86,3.8,-5.613303334399814
1.86,4.0,-5.4133033343998145
1.86,4.2,-5.213303334399814
1.86,4.4,-5.013303334399814
1.86,4.6,-4.813303334399814
1.86,4.8,-4.613319615980174
1.86,5.0,-4.413603334399815
1.86,5.2,-4.214703334399815
1.86,5.4,-4.019803334399814
1.86,5.6,-3.8362033343998143
1.86,5.8,-3.673903334399814
1.94,-6.0,-15.493303334399814
1.94,-5.8,-15.293303334399814
1.94,-5.6,-15.093303334399813
1.94,-5.4,-14.893303334399814
1.94,-5.2,-14.693303334399815
1.94,-5.0,-14.493303334399814
1.94,-4.8,-14.293303334399814
1.94,-4.6,-14.093303334399813
1.94,-4.4,-13.893303334399814
1.94,-4.2,-13.693303334399815
1.94,-4.0,-13.493303334399814
1.94,-3.8,-13.293303334399814
1.94,-3.6,-13.093303334399813
1.94,-3.4,-12.893303334399814
1.94,-3.2,-12.693303334399815
1.94,-3.0,-12.493303334399814
1.94,-2.8,-12.293303334399814
1.94,-2.6,-12.093303334399813
1.94,-2.4,-11.893303334399814
1.94,-2.2,-11.693303334399815
1.94,-2.0,-11.493303334399814
1.94,-1.8,-11.293303334399814
1.94,-1.6,-11.093303334399813
1.94,-1.4,-10.893303334399814
1.94,-1.2,-10.693303334399815
1.94,-1.0,-10.493303334399814
1.94,-0.8,-10.293303334399814
1.94,-0.6,-10.093303334399813
1.94,-0.4,-9.893303334399814
1.94,-0.2,-9.693303334399815
1.94,0.0,-9.493303334399814
1.94,0.2,-9.293303334399814
1.94,0.4,-9.093303334399813
1.94,0.6,-8.893303334399814
1.94,0.8,-8.693303334399815
1.94,1.0,-8.493303334399814
1.94,1.2,-8.293303334399814
1.94,1.4,-8.093303334399813
1.94,1.6,-7.893303334399814
1.94,1.8,-7.693303334399814
1.94,2.0,-7.493303334399814
1.94,2.2,-7.293303334399814
1.94,2.4,-7.093303334399814
1.94,2.6,-6.893303334399814
1.94,2.8,-6.693303334399815
1.94,3.0,-6.493303334399814
1.94,3.2,-6.293303334399814
1.94,3.4,-6.093303334399815
1.94,3.6,-5.893303334399814
1.94,3.8,-5.693303334399815
1.94,4.0,-5.493303334399814
1.94,4.2,-5.293303334399814
1.94,4.4,-5.093303334399815
1.94,4.6,-4.893303334399814
1.94,4.8,-4.693303334399814
1.94,5.0,-4.493403334399815
1.94,5.2,-4.293903334399814
1.94,5.4,-4.096319615980175
1.94,5.6,-3.9054033343998142
1.94,5.8,-3.7301033343998142
2.02,-6.0,-15.573303334399814
2.02,-5.8,-15.373303334399814
2.02,-5.6,-15.173303334399813
2.02,-5.4,-14.973303334399814
2.02,-5.2,-14.773303334399815
2.02,-5.0,-14.573303334399814
2.02,-4.8,-14.373303334399814
2.02,-4.6,-14.173303334399813
2.02,-4.4,-13.973303334399814
2.02,-4.2,-13.773303334399815
2.02,-4.0,-13.573303334399814
2.02,-3.8,-13.373303334399814
2.02,-3.6,-13.173303334399813
2.02,-3.4,-12.973303334399814
2.02,-3.2,-12.773303334399815
2.02,-3.0,-12.573303334399814
2.02,-2.8,-12.373303334399814
2.02,-2.6,-12.173303334399813
2.02,-2.4,-11.973303334399814
2.02,-2.2,-11.773303334399815
2.02,-2.0,-11.573303334399814
2.02,-1.8,-11.373303334399814
2.02,-1.6,-11.173303334399813
2.02,-1.4,-10.973303334399814
2.02,-1.2,-10.773303334399815
2.02,-1.0,-10.573303334399814
2.02,-0.8,-10.373303334399814
2.02,-0.6,-10.173303334399813
2.02,-0.4,-9.973303334399814
2.02,-0.2,-9.773303334399815
2.02,0.0,-9.573303334399814
2.02,0.2,-9.373303334399814
2.02,0.4,-9.173303334399813
2.02,0.6,-8.973303334399814
2.02,0.8,-8.773303334399815
2.02,1.0,-8.573303334399814
2.02,1.2,-8.373303334399814
2.02,1.4,-8.173303334399813
2.02,1.6,-7.973303334399814
2.02,1.8,-7.773303334399814
2.02,2.0,-7.573303334399814
2.02,2.2,-7.3733033343998144
2.02,2.4,-7.173303334399814
2.02,2.6,-6.973303334399815
2.02,2.8,-6.773303334399814
2.02,3.0,-6.573303334399814
2.02,3.2,-6.3733033343998144
2.02,3.4,-6.173303334399814
2.02,3.6,-5.973303334399814
2.02,3.8,-5.773303334399815
2.02,4.0,-5.573303334399814
2.02,4.2,-5.3733033343998144
2.02,4.4,-5.173303334399814
2.02,4.6,-4.973303334399815
2.02,4.8,-4.773303334399815
2.02,5.0,-4.573319615980174
2.02,5.2,-4.373603334399814
2.02,5.4,-4.174703334399814
2.02,5.6,-3.9793033343998148
2.02,5.8,-3.7942033343998145
2.1,-6.0,-15.650409525135956
2.1,-5.8,-15.450409525135957
2.1,-5.6,-15.250409525135955
2.1,-5.4,-15.050409525135956
2.1,-5.2,-14.850409525135955
2.1,-5.0,-14.650409525135956
2.1,-4.8,-14.450409525135957
2.1,-4.6,-14.250409525135955
2.1,-4.4,-14.050409525135956
2.1,-4.2,-13.850409525135955
2.1,-4.0,-13.650409525135956
2.1,-3.8,-13.450409525135957
2.1,-3.6,-13.250409525135957
