Composition = 90% Water, 10% env
1.46,-5.2,-13.214663885801595
1.46,-5.0,-13.014563885801609
1.46,-4.8,-12.814563885801633
1.46,-4.6,-12.614663885801667
1.46,-4.4,-12.414563885801721
1.46,-4.2,-12.214663885801809
1.46,-4.0,-12.014563885801946
1.46,-3.8,-11.814563885802166
1.46,-3.6,-11.61466388580251
1.46,-3.4,-11.414563885803053
1.46,-3.2,-11.214663885803912
1.46,-3.0,-11.01456388580527
1.46,-2.8,-10.814563885807415
1.46,-2.6,-10.614663885810803
1.46,-2.4,-10.414563885816158
1.46,-2.2,-10.214663885824613
1.46,-2.0,-10.014563885837985
1.46,-1.8,-9.814563885859107
1.46,-1.6,-9.61466388589246
1.46,-1.4,-9.41456388594521
1.46,-1.2,-9.214663886028474
1.46,-1.0,-9.014563886160166
1.46,-0.8,-8.814563886368168
1.46,-0.6,-8.614663886696611
1.46,-0.4,-8.414563887216094
1.46,-0.2,-8.21466388803606
1.46,0.0,-8.014563889332967
1.46,0.2,-7.8145638913813205
1.46,0.4,-7.614663894615771
1.46,0.6,-7.41456389973157
1.46,0.8,-7.214663907806468
1.46,1.0,-7.014579865074428
1.46,1.2,-6.814563940750066
1.46,1.4,-6.614579917116733
1.46,1.6,-6.414579967474495
1.46,1.8,-6.214664102502349
1.46,2.0,-6.014664228197552
1.46,2.2,-5.814564426925588
1.46,2.4,-5.614580685265297
1.46,2.6,-5.414581181179662
1.46,2.8,-5.214666019832778
1.46,3.0,-5.014667257652748
1.46,3.2,-4.814569214678257
1.46,3.4,-4.614588249801597
1.46,3.6,-4.414593133380232
1.46,3.8,-4.214684900955726
1.46,4.0,-4.014597097778882
1.46,4.2,-3.814616360910862
1.46,4.4,-3.614746776613656
1.46,4.6,-3.4152946987346096
1.46,4.8,-3.2182691823699825
1.46,5.0,-3.0299796731234516
1.46,5.2,-2.862442928751826
1.46,5.4,-2.7232001989535934
1.46,5.6,-2.6080909586125167
1.46,5.8,-2.5091995230819455
1.54,-6.0,-14.094563885801575
1.54,-5.8,-13.894563885801578
1.54,-5.6,-13.694579830299078
1.54,-5.4,-13.494563885801584
1.54,-5.2,-13.29457983029909
1.54,-5.0,-13.094563885801604
1.54,-4.8,-12.894563885801622
1.54,-4.6,-12.69457983029915
1.54,-4.4,-12.494563885801696
1.54,-4.2,-12.294579830299268
1.54,-4.0,-12.094563885801884
1.54,-3.8,-11.894563885802066
1.54,-3.6,-11.694579830299851
1.54,-3.4,-11.494563885802805
1.54,-3.2,-11.29457983030102
1.54,-3.0,-11.09456388580465
1.54,-2.8,-10.894563885806438
1.54,-2.6,-10.694579830306758
1.54,-2.4,-10.494563885813717
1.54,-2.2,-10.294579830318261
1.54,-2.0,-10.094563885831892
1.54,-1.8,-9.89456388584948
1.54,-1.6,-9.694579830374764
1.54,-1.4,-9.49456388592117
1.54,-1.2,-9.294579830488033
1.54,-1.0,-9.094563886100143
1.54,-0.8,-8.89456388627332
1.54,-0.6,-8.694579831044411
1.54,-0.4,-8.494563886979261
1.54,-0.2,-8.294579832159766
1.54,0.0,-8.0945638887416
1.54,0.2,-7.894563890446855
1.54,0.4,-7.694579837638408
1.54,0.6,-7.494563897398242
1.54,0.8,-7.294579848621286
1.54,1.0,-7.094579859248403
1.54,1.2,-6.894563931543565
1.54,1.4,-6.694579902569348
1.54,1.6,-6.49456399999372
1.54,1.8,-6.294580010717485
1.54,2.0,-6.094580115362435
1.54,2.2,-5.894564336221777
1.54,2.4,-5.694580541942402
1.54,2.6,-5.494565010247867
1.54,2.8,-5.294581606872011
1.54,3.0,-5.094582637303665
1.54,3.2,-4.89456832105918
1.54,3.4,-4.694586837784679
1.54,3.6,-4.494574958072963
1.54,3.8,-4.294597323857611
1.54,4.0,-4.094591526539237
1.54,4.2,-3.8946075577138606
1.54,4.4,-3.694648827932824
1.54,4.6,-3.494888792234761
1.54,4.8,-3.296235526395594
1.54,5.0,-3.102131452855743
1.54,5.2,-2.9218838560537814
1.54,5.4,-2.7666398554552267
1.54,5.6,-2.638335610313996
1.54,5.8,-2.530350654426506
1.62,-6.0,-14.174563885801573
1.62,-5.8,-13.974563885801576
1.62,-5.6,-13.77456388580158
1.62,-5.4,-13.574563885801583
1.62,-5.2,-13.374563885801589
1.62,-5.0,-13.174563885801598
1.62,-4.8,-12.974563885801613
1.62,-4.6,-12.774563885801639
1.62,-4.4,-12.574563885801675
1.62,-4.2,-12.374563885801738
1.62,-4.0,-12.174563885801833
1.62,-3.8,-11.974563885801984
1.62,-3.6,-11.774563885802223
1.62,-3.4,-11.574563885802599
1.62,-3.2,-11.374563885803196
1.62,-3.0,-11.174563885804137
1.62,-2.8,-10.974563885805624
1.62,-2.6,-10.774563885807975
1.62,-2.4,-10.574563885811687
1.62,-2.2,-10.374563885817553
1.62,-2.0,-10.17456388582682
1.62,-1.8,-9.974563885841464
1.62,-1.6,-9.774563885864602
1.62,-1.4,-9.574563885901158
1.62,-1.2,-9.374563885958915
1.62,-1.0,-9.174563886050171
1.62,-0.8,-8.974563886194355
1.62,-0.6,-8.774563886422165
1.62,-0.4,-8.574563886782098
1.62,-0.2,-8.374563887350787
1.62,0.0,-8.174563888249306
1.62,0.2,-7.974563889668954
1.62,0.4,-7.774563891911976
1.62,0.6,-7.574563895455914
1.62,0.8,-7.374563901055282
1.62,1.0,-7.1745639099021945
1.62,1.2,-6.974563923880178
1.62,1.4,-6.774563945965175
1.62,1.6,-6.574563980859123
1.62,1.8,-6.3745640359910105
1.62,2.0,-6.17456412309852
1.62,2.2,-5.974564260726988
1.62,2.4,-5.774564478177734
1.62,2.6,-5.574564821746297
1.62,2.8,-5.374565364578714
1.62,3.0,-5.174566222244084
1.62,3.2,-4.9745675773385365
1.62,3.4,-4.774569718358017
1.62,3.6,-4.574573101113885
1.62,3.8,-4.37457844576169
1.62,4.0,-4.174586890087796
1.62,4.2,-3.9746002316566864
1.62,4.4,-3.7746213102921065
1.62,4.6,-3.5747545912363257
1.62,4.8,-3.375307025431587
1.62,5.0,-3.178188569681411
1.62,5.2,-2.989010194894421
1.62,5.4,-2.8189746664613597
1.62,5.6,-2.6757721389027145
1.62,5.8,-2.556393559488474
1.7,-6.0,-14.254563885801574
1.7,-5.8,-14.054563885801576
1.7,-5.6,-13.854563885801577
1.7,-5.4,-13.654563885801581
1.7,-5.2,-13.454563885801587
1.7,-5.0,-13.254563885801593
1.7,-4.8,-13.054563885801606
1.7,-4.6,-12.854563885801626
1.7,-4.4,-12.65456388580166
1.7,-4.2,-12.45456388580171
1.7,-4.0,-12.254563885801788
1.7,-3.8,-12.054563885801915
1.7,-3.6,-11.854563885802113
1.7,-3.4,-11.654563885802428
1.7,-3.2,-11.454563885802925
1.7,-3.0,-11.254563885803707
1.7,-2.8,-11.054563885804946
1.7,-2.6,-10.854563885806902
1.7,-2.4,-10.654563885809996
1.7,-2.2,-10.45456388581488
1.7,-2.0,-10.254563885822597
1.7,-1.8,-10.05456388583479
1.7,-1.6,-9.854563885854056
1.7,-1.4,-9.654563885884494
1.7,-1.2,-9.454563885932586
1.7,-1.0,-9.254563886008567
1.7,-0.8,-9.054563886128616
1.7,-0.6,-8.854563886318285
1.7,-0.4,-8.654563886617957
1.7,-0.2,-8.454563887091425
1.7,0.0,-8.254563887839481
1.7,0.2,-8.054563889021379
1.7,0.4,-7.8545638908887225
1.7,0.6,-7.654563893839045
1.7,0.8,-7.454563898500422
1.7,1.0,-7.254563905865188
1.7,1.2,-7.054563917501193
1.7,1.4,-6.854563935885561
1.7,1.6,-6.654563964932043
1.7,1.8,-6.454564010824188
1.7,2.0,-6.2545640833317275
1.7,2.2,-6.054564197890387
1.7,2.4,-5.854564378887909
1.7,2.6,-5.654564664855786
1.7,2.8,-5.454565116671924
1.7,3.0,-5.254565830520359
1.7,3.2,-5.054566958366728
1.7,3.4,-4.854568740307833
1.7,3.6,-4.654571555680585
1.7,3.8,-4.4545760038070545
1.7,4.0,-4.2545830315560895
1.7,4.2,-4.054594134855064
1.7,4.4,-3.8546116769948213
1.7,4.6,-3.6546553330766938
1.7,4.8,-3.454899060402263
1.7,5.0,-3.2562516930842773
1.7,5.2,-3.061756910799017
1.7,5.4,-2.879907978856638
1.7,5.6,-2.721301887540551
1.7,5.8,-2.5886273691055433
1.78,-3.8,-12.134563885801859
1.78,-3.6,-11.934563885802023
1.78,-3.4,-11.734563885802284
1.78,-3.2,-11.534563885802699
1.78,-3.0,-11.33456388580335
1.78,-2.8,-11.134563885804383
1.78,-2.6,-10.93456388580601
1.78,-2.4,-10.734563885808587
1.78,-2.2,-10.534563885812654
1.78,-2.0,-10.33456388581908
1.78,-1.8,-10.134563885829234
1.78,-1.6,-9.934563885845275
1.78,-1.4,-9.734563885870621
1.78,-1.2,-9.534563885910664
1.78,-1.0,-9.33456388597393
1.78,-0.8,-9.134563886073884
1.78,-0.6,-8.934563886231805
1.78,-0.4,-8.73456388648131
1.78,-0.2,-8.534563886875507
1.78,0.0,-8.334563887498307
1.78,0.2,-8.134563888482289
1.78,0.4,-7.9345638900369035
1.78,0.6,-7.734563892493084
1.78,0.8,-7.534563896373667
1.78,1.0,-7.334563902504699
1.78,1.2,-7.134563912191276
1.78,1.4,-6.934563927495351
1.78,1.6,-6.734563951674659
1.78,1.8,-6.5345639898761725
1.78,2.0,-6.334564050231732
1.78,2.2,-6.134564145589037
1.78,2.4,-5.9345642962464815
1.78,2.6,-5.7345645342739955
1.78,2.8,-5.534564910339598
1.78,3.0,-5.334565504494772
1.78,3.2,-5.134566443214348
1.78,3.4,-4.934567926317716
1.78,3.6,-4.7345702695010266
1.78,3.8,-4.534573971531591
1.78,4.0,-4.334579820401772
1.78,4.2,-4.134589061023549
1.78,4.4,-3.9346036601218284
1.78,4.6,-3.7346267246172338
1.78,4.8,-3.534763139463893
1.78,5.0,-3.335320508467533
1.78,5.2,-3.1380098357310455
1.78,5.4,-2.948043652206616
1.78,5.6,-2.775527214015765
1.78,5.8,-2.6281525380929285
1.86,-3.8,-12.21456388580181
1.86,-3.6,-12.014563885801946
1.86,-3.4,-11.814563885802166
1.86,-3.2,-11.61456388580251
1.86,-3.0,-11.414563885803053
1.86,-2.8,-11.214563885803912
1.86,-2.6,-11.014563885805268
1.86,-2.4,-10.814563885807413
1.86,-2.2,-10.614563885810801
1.86,-2.0,-10.414563885816152
1.86,-1.8,-10.214563885824608
1.86,-1.6,-10.014563885837966
1.86,-1.4,-9.814563885859071
1.86,-1.2,-9.614563885892414
1.86,-1.0,-9.41456388594509
1.86,-0.8,-9.214563886028317
1.86,-0.6,-9.014563886159806
1.86,-0.4,-8.814563886367544
1.86,-0.2,-8.614563886695752
1.86,0.0,-8.41456388721428
1.86,0.2,-8.214563888033505
1.86,0.4,-8.014563889327793
1.86,0.6,-7.814563891372635
1.86,0.8,-7.614563894603273
1.86,1.0,-7.414563899707342
1.86,1.2,-7.214563907771241
1.86,1.4,-7.014563920511362
1.86,1.6,-6.814563940639428
1.86,1.8,-6.614563972439676
1.86,2.0,-6.414564022680754
1.86,2.2,-6.214564102056419
1.86,2.4,-6.014564227461679
1.86,2.6,-5.814564425588869
1.86,2.8,-5.61456473860903
1.86,3.0,-5.414565233147855
1.86,3.2,-5.214566014466597
1.86,3.4,-5.014567248866047
1.86,3.6,-4.814569199081593
1.86,3.8,-4.614572280201388
1.86,4.0,-4.414577148005534
1.86,4.2,-4.214584838518403
1.86,4.4,-4.014596988451015
1.86,4.6,-3.814616183387659
1.86,4.8,-3.614662449125981
1.86,5.0,-3.4149943224241697
1.86,5.2,-3.2161694230217686
1.86,5.4,-3.021384779567997
1.86,5.6,-2.837951982817303
1.86,5.8,-2.675870732507881
1.94,-3.8,-12.294563885801772
1.94,-3.6,-12.094563885801884
1.94,-3.4,-11.894563885802066
1.94,-3.2,-11.694563885802355
1.94,-3.0,-11.494563885802807
1.94,-2.8,-11.294563885803521
1.94,-2.6,-11.09456388580465
1.94,-2.4,-10.894563885806438
1.94,-2.2,-10.69456388580926
1.94,-2.0,-10.494563885813715
1.94,-1.8,-10.294563885820756
1.94,-1.6,-10.094563885831878
1.94,-1.4,-9.894563885849454
1.94,-1.2,-9.69456388587722
1.94,-1.0,-9.494563885921082
1.94,-0.8,-9.294563885990382
1.94,-0.6,-9.094563886099865
1.94,-0.4,-8.894563886272836
1.94,-0.2,-8.694563886546105
1.94,0.0,-8.494563886977833
1.94,0.2,-8.294563887659905
1.94,0.4,-8.094563888737486
1.94,0.6,-7.894563890439922
1.94,0.8,-7.694563893129539
1.94,1.0,-7.49456389737877
1.94,1.2,-7.294563904091983
1.94,1.4,-7.094563914697952
1.94,1.6,-6.894563931453954
1.94,1.8,-6.694563957926174
1.94,2.0,-6.494563999748709
1.94,2.2,-6.294564065822665
1.94,2.4,-6.094564170210582
1.94,2.6,-5.894564335129357
1.94,2.8,-5.6945645956786475
1.94,3.0,-5.494565007311061
1.94,3.2,-5.294565657633951
1.94,3.4,-5.09456668505441
1.94,3.6,-4.894568308235185
1.94,3.8,-4.694570872629488
1.94,4.0,-4.494574923995704
1.94,4.2,-4.294581324530795
1.94,4.4,-4.0945914363206075
1.94,4.6,-3.894607411104693
1.94,4.8,-3.6946326479111953
1.94,5.0,-3.4947724906658135
1.94,5.2,-3.2953352570256795
1.94,5.4,-3.0978490414452375
1.94,5.6,-2.907080328606281
1.94,5.8,-2.7319852881200792
2.02,-3.6,-12.174563885801833
2.02,-3.4,-11.974563885801984
2.02,-3.2,-11.774563885802223
2.02,-3.0,-11.574563885802599
2.02,-2.8,-11.374563885803196
2.02,-2.6,-11.174563885804137
2.02,-2.4,-10.974563885805624
2.02,-2.2,-10.774563885807973
2.02,-2.0,-10.574563885811685
2.02,-1.8,-10.37456388581755
2.02,-1.6,-10.17456388582681
2.02,-1.4,-9.974563885841446
2.02,-1.2,-9.774563885864566
2.02,-1.0,-9.574563885901092
2.02,-0.8,-9.374563885958796
2.02,-0.6,-9.17456388604996
2.02,-0.4,-8.974563886193984
2.02,-0.2,-8.774563886421518
2.02,0.0,-8.574563886780982
2.02,0.2,-8.374563887348879
2.02,0.4,-8.174563888246057
2.02,0.6,-7.974563889663454
2.02,0.8,-7.774563891902703
2.02,1.0,-7.574563895440343
2.02,1.2,-7.3745639010292265
2.02,1.4,-7.1745639098587315
2.02,1.6,-6.9745639238078825
2.02,1.8,-6.77456394584522
2.02,2.0,-6.574563980660544
2.02,2.2,-6.37456403566296
2.02,2.4,-6.174564122557616
2.02,2.6,-5.974564259836681
2.02,2.8,-5.774564476714682
2.02,3.0,-5.574564819345627
2.02,3.2,-5.374565360644978
2.02,3.4,-5.174566215806544
2.02,3.6,-4.974567566816139
2.02,3.8,-4.774569701178016
2.02,4.0,-4.574573073093385
2.02,4.2,-4.37457840010545
2.02,4.4,-4.174586815765291
2.02,4.6,-3.974600110775698
2.02,4.8,-3.774621113851344
2.02,5.0,-3.574670234326256
2.02,5.2,-3.3750066071452687
2.02,5.4,-3.1761887701371148
2.02,5.6,-2.9809153711788183
2.02,5.8,-2.796000331947815
2.1,-3.6,-12.251659602492671
2.1,-3.4,-12.051659602492798
2.1,-3.2,-11.851659602492997
2.1,-3.0,-11.651659602493314
2.1,-2.8,-11.451659602493812
2.1,-2.6,-11.251659602494604
2.1,-2.4,-11.05165960249585
2.1,-2.2,-10.851659602497818
2.1,-2.0,-10.651659602500931
2.1,-1.8,-10.451659602505845
2.1,-1.6,-10.251659602513612
2.1,-1.4,-10.051659602525882
2.1,-1.2,-9.851659602545263
2.1,-1.0,-9.651659602575885
2.1,-0.8,-9.451659602624257
2.1,-0.6,-9.251659602700679
2.1,-0.4,-9.051659602821408
2.1,-0.2,-8.851659603012136
2.1,0.0,-8.651659603313451
2.1,0.2,-8.451659603789466
2.1,0.4,-8.251659604541477
2.1,0.6,-8.051659605729505
2.1,0.8,-7.851659607606352
2.1,1.0,-7.651659610571399
2.1,1.2,-7.451659615255585
2.1,1.4,-7.251659622655672
2.1,1.6,-7.05165963434634
2.1,1.8,-6.851659652815275
2.1,2.0,-6.6516596819925295
2.1,2.2,-6.451659728086799
2.1,2.4,-6.2516598009065945
2.1,2.6,-6.051659915947402
2.1,2.8,-5.851660097689
2.1,3.0,-5.651660384804525
2.1,3.2,-5.451660838389722
2.1,3.4,-5.251661554963406
2.1,3.6,-5.051662687005297
2.1,3.8,-4.851664475400949
2.1,4.0,-4.6516673006963725
2.1,4.2,-4.451671764065334
2.1,4.4,-4.251678815209582
2.1,4.6,-4.051689954385726
2.1,4.8,-3.8517075514925634
2.1,5.0,-3.651751387576472
2.1,5.2,-3.4518113375007506
2.1,5.4,-3.2518806963227984
2.1,5.6,-3.0521062137969897
2.1,5.8,-2.852311247241202
2.1,6.0,-2.6527322616673312
2.1,6.2,-2.4533430650329975
2.1,6.4,-2.254266498780681
2.1,6.6,-2.0558276291174336
2.1,6.8,-1.858228113469315
2.1,7.0,-1.6619575364924475
2.1,7.2,-1.4678968773988783
2.1,7.4,-1.2771789043146313
2.1,7.6,-1.0916917943705085
2.1,7.8,-0.9142544777167863
2.1,8.0,-0.7492533781107306
2.1,8.2,-0.6027990759245611
2.1,8.4,-0.48142671915217666
2.1,8.6,-0.38749224314468966
2.1,8.8,-0.31656322388543856
2.1,9.0,-0.2616382915913449
2.1,9.2,-0.21800764381548976
2.1,9.4,-0.18228438872526048
2.1,9.6,-0.1519433609699495
2.1,9.8,-0.12506227332218559
2.18,-3.4,-12.131659602492741
2.18,-3.2,-11.931659602492907
2.18,-3.0,-11.73165960249317
2.18,-2.8,-11.531659602493585
2.18,-2.6,-11.331659602494245
2.18,-2.4,-11.131659602495283
2.18,-2.2,-10.931659602496921
2.18,-2.0,-10.731659602499514
2.18,-1.8,-10.531659602503607
2.18,-1.6,-10.331659602510076
2.18,-1.4,-10.131659602520294
2.18,-1.2,-9.931659602536433
2.18,-1.0,-9.731659602561933
2.18,-0.8,-9.531659602602216
2.18,-0.6,-9.331659602665852
2.18,-0.4,-9.131659602766383
2.18,-0.2,-8.931659602925198
2.18,0.0,-8.731659603176093
2.18,0.2,-8.531659603572445
2.18,0.4,-8.33165960419859
2.18,0.6,-8.131659605187759
2.18,0.8,-7.9316596067504115
2.18,1.0,-7.7316596092190455
2.18,1.2,-7.531659613118915
2.18,1.4,-7.331659619279812
2.18,1.6,-7.131659629012605
2.18,1.8,-6.931659644388169
2.18,2.0,-6.731659668678011
2.18,2.2,-6.531659707050352
2.18,2.4,-6.331659767669787
2.18,2.6,-6.131659863434482
2.18,2.8,-5.931660014720552
2.18,3.0,-5.731660253717511
2.18,3.2,-5.531660631277269
2.18,3.4,-5.331661227733864
2.18,3.6,-5.131662169995928
2.18,3.8,-4.931663658548311
2.18,4.0,-4.731666010107066
2.18,4.2,-4.531669725001121
2.18,4.4,-4.331675593611434
2.18,4.6,-4.131684864499432
2.18,4.8,-3.931699509959121
2.18,5.0,-3.7317386834655992
2.18,5.2,-3.5317752282582666
2.18,5.4,-3.3319329181175785
2.18,5.6,-3.132040109691508
2.18,5.8,-2.9323000146260565
2.18,6.0,-2.7325753750253168
2.18,6.2,-2.5331817563807983
