Composition = 90% Water, 10% env
2.18,6.4,-2.3340269563308076
2.18,6.6,-2.1354445553607557
2.18,6.8,-1.9375673973390493
2.18,7.0,-1.7409784023935746
2.18,7.2,-1.5463893690781145
2.18,7.4,-1.35480848984378
2.18,7.6,-1.1678866071873537
2.18,7.8,-0.9881913067784296
2.18,8.0,-0.819307515322076
2.18,8.2,-0.6659755336802883
2.18,8.4,-0.5341926491080351
2.18,8.6,-0.42748139877178865
2.18,8.8,-0.3451568880606632
2.18,9.0,-0.28158071931806755
2.18,9.2,-0.23166216678435111
2.18,9.4,-0.1914074194436164
2.18,9.6,-0.15792178277196264
2.18,9.8,-0.12884895627921128
2.18,10.0,-0.10282108775970922
2.26,-3.4,-12.211659602492691
2.26,-3.2,-12.01165960249283
2.26,-3.0,-11.811659602493052
2.26,-2.8,-11.611659602493397
2.26,-2.6,-11.411659602493945
2.26,-2.4,-11.211659602494809
2.26,-2.2,-11.011659602496175
2.26,-2.0,-10.811659602498334
2.26,-1.8,-10.611659602501742
2.26,-1.6,-10.41165960250713
2.26,-1.4,-10.211659602515638
2.26,-1.2,-10.01165960252908
2.26,-1.0,-9.811659602550316
2.26,-0.8,-9.611659602583861
2.26,-0.6,-9.411659602636854
2.26,-0.4,-9.211659602720568
2.26,-0.2,-9.011659602852816
2.26,0.0,-8.811659603061733
2.26,0.2,-8.611659603391765
2.26,0.4,-8.41165960391313
2.26,0.6,-8.211659604736747
2.26,0.8,-8.011659606037847
2.26,1.0,-7.811659608093241
2.26,1.2,-7.61165961134022
2.26,1.4,-7.411659616469592
2.26,1.6,-7.211659624572646
2.26,1.8,-7.011659637373332
2.26,2.0,-6.81165965759504
2.26,2.2,-6.6116596895400015
2.26,2.4,-6.411659740004609
2.26,2.6,-6.211659819725366
2.26,2.8,-6.011659945663099
2.26,3.0,-5.811660144611422
2.26,3.2,-5.611660458897104
2.26,3.4,-5.411660955385112
2.26,3.6,-5.211661739704035
2.26,3.8,-5.011662978718147
2.26,4.0,-4.811664936026391
2.26,4.2,-4.6116680280391105
2.26,4.4,-4.4116729125586875
2.26,4.6,-4.211680628699157
2.26,4.8,-4.011692817886262
2.26,5.0,-3.8117120728893408
2.26,5.2,-3.6117585263098455
2.26,5.4,-3.4118905038873164
2.26,5.6,-3.2119824068621785
2.26,5.8,-3.0122181866393998
2.26,6.0,-2.8125232672250915
2.26,6.2,-2.6129697420777975
2.26,6.4,-2.4137880214246956
2.26,6.6,-2.215008773142223
2.26,6.8,-2.0169174539872587
2.26,7.0,-1.819950869525785
2.26,7.2,-1.6247192351681623
2.26,7.4,-1.4321457842584278
2.26,7.6,-1.2437285613170992
2.26,7.8,-1.0616306314593411
2.26,8.0,-0.8890254349025489
2.26,8.2,-0.7298956137093587
2.26,8.4,-0.5893389517514878
2.26,8.6,-0.47163026254570084
2.26,8.8,-0.3778680938125044
2.26,9.0,-0.30490837172478313
2.26,9.2,-0.24783519673178087
2.26,9.4,-0.20249572454461937
2.26,9.6,-0.1655016921578215
2.26,9.8,-0.13400629293117972
2.26,10.0,-0.10617817359532139
2.26,10.2,-0.08111661672114413
2.34,-3.4,-12.292267985223083
2.34,-3.2,-12.092338378806112
2.34,-3.0,-11.892416875560187
2.34,-2.8,-11.692504400976205
2.34,-2.6,-11.492601984611547
2.34,-2.4,-11.29271077175265
2.34,-2.2,-11.092832036006053
2.34,-2.0,-10.892967193261157
2.34,-1.8,-10.693117817244893
2.34,-1.6,-10.493285656039665
2.34,-1.4,-10.29347265091877
2.34,-1.2,-10.091659602523777
2.34,-1.0,-9.891659602541914
2.34,-0.8,-9.691659602570551
2.34,-0.6,-9.49165960261577
2.34,-0.4,-9.291659602687169
2.34,-0.2,-9.09165960279991
2.34,0.0,-8.891659602977926
2.34,0.2,-8.691659603259012
2.34,0.4,-8.491659603702846
2.34,0.6,-8.291659604403655
2.34,0.8,-8.091659605510234
2.34,1.0,-7.891659607257513
2.34,1.2,-7.6916596100164565
2.34,1.4,-7.491659614372816
2.34,1.6,-7.2916596212514815
2.34,1.8,-7.09165963211286
2.34,2.0,-6.891659649262917
2.34,2.2,-6.691659676342763
2.34,2.4,-6.491659719101692
2.34,2.6,-6.291659786617805
2.34,2.8,-6.091659893225363
2.34,3.0,-5.891660061558075
2.34,3.2,-5.691660327354395
2.34,3.4,-5.491660747045032
2.34,3.6,-5.29166140973348
2.34,3.8,-5.091662456112939
2.34,4.0,-4.8916641083353785
2.34,4.2,-4.691666717172983
2.34,4.4,-4.49167083648171
2.34,4.6,-4.291677340768622
2.34,4.8,-4.091687610804557
2.34,5.0,-3.8917038266419346
2.34,5.2,-3.6917454679464563
2.34,5.4,-3.4918698294466632
2.34,5.6,-3.2919496714470253
2.34,5.8,-3.09215033794639
2.34,6.0,-2.892425233226347
2.34,6.2,-2.6928079451676625
2.34,6.4,-2.4935188477279686
2.34,6.6,-2.2946047936365455
2.34,6.8,-2.0962626498087253
2.34,7.0,-1.8988565247615696
2.34,7.2,-1.7030426548507132
2.34,7.4,-1.509577877712406
2.34,7.6,-1.319668367772757
2.34,7.8,-1.1353578353624314
2.34,8.0,-0.9592209907012851
2.34,8.2,-0.7949958117610628
2.34,8.4,-0.646933434064297
2.34,8.6,-0.5195699587747873
2.34,8.8,-0.41509873297662436
2.34,9.0,-0.3323504913653596
2.34,9.2,-0.2674512282851581
2.34,9.4,-0.21621159275011448
2.34,9.6,-0.174989943757769
2.34,9.8,-0.1405438540619152
2.34,10.0,-0.11061069530985423
2.34,10.2,-0.08403101915844689
2.34,10.4,-0.05995733806134969
2.42,-3.2,-12.605679526763662
2.42,-3.0,-12.404476990955464
2.42,-2.8,-12.203258189448263
2.42,-2.6,-12.002022393578523
2.42,-2.4,-11.800768751346999
2.42,-2.2,-11.599496487768914
2.42,-2.0,-11.398204651694858
2.42,-1.8,-11.196892303312366
2.42,-1.6,-10.995558376725628
2.42,-1.4,-10.79420167342077
2.42,-1.2,-10.171676363290592
2.42,-1.0,-9.971680092069485
2.42,-0.8,-9.77168464877993
2.42,-0.6,-9.571690216773291
2.42,-0.4,-9.37169701985078
2.42,-0.2,-9.171705331151022
2.42,0.0,-8.971715483944342
2.42,0.2,-8.771727884817038
2.42,0.4,-8.57174302967826
2.42,0.6,-8.371761523245654
2.42,0.8,-8.17178410277623
2.42,1.0,-7.971811666911905
2.42,1.2,-7.7716596089640815
2.42,1.4,-7.5716596127038605
2.42,1.6,-7.371659618604754
2.42,1.8,-7.171659627915616
2.42,2.0,-6.971659642606971
2.42,2.2,-6.771659665788059
2.42,2.4,-6.571659702364864
2.42,2.6,-6.371659760078404
2.42,2.8,-6.171659851143013
2.42,3.0,-5.971659994831343
2.42,3.2,-5.771660221553155
2.42,3.4,-5.571660579291094
2.42,3.6,-5.371661143755459
2.42,3.8,-5.1716620344069355
2.42,4.0,-4.971663439737958
2.42,4.2,-4.771665657162307
2.42,4.4,-4.571669155952848
2.42,4.6,-4.371674676541952
2.42,4.8,-4.171683387186622
2.42,5.0,-3.97169713112061
2.42,5.2,-3.77171881641567
2.42,5.4,-3.571853009343017
2.42,5.6,-3.371906977463758
2.42,5.8,-3.17209206513822
2.42,6.0,-2.9722583990837137
2.42,6.2,-2.7726699051302477
2.42,6.4,-2.573235300923248
2.42,6.6,-2.374191853252119
2.42,6.8,-2.1756643162842058
2.42,7.0,-1.977937479629693
2.42,7.2,-1.7814867338286127
2.42,7.4,-1.5871348830294176
2.42,7.6,-1.3958776161869415
2.42,7.8,-1.2094460053618108
2.42,8.0,-1.0301662187679534
2.42,8.2,-0.8612557440358353
2.42,8.4,-0.7066150641297988
2.42,8.6,-0.5705920109571685
2.42,8.8,-0.456131285386578
2.42,9.0,-0.36360562128154694
2.42,9.2,-0.2902720577767888
2.42,9.4,-0.23243760212595807
2.42,9.6,-0.18637963072081112
2.42,9.8,-0.14851879103035068
2.42,10.0,-0.116094024251205
2.42,10.2,-0.08767672021313742
2.42,10.4,-0.06229017616093069
2.42,10.6,-0.03914132426276812
2.5,-3.0,-12.49617081490186
2.5,-2.8,-12.29486063430145
2.5,-2.6,-12.093532021631786
2.5,-2.4,-11.892184056889876
2.5,-2.2,-11.690815947801424
2.5,-2.0,-11.48942667849661
2.5,-1.8,-11.288015223573371
2.5,-1.6,-11.086580508646795
2.5,-1.4,-10.885121250533475
2.5,-1.2,-10.683636150912193
2.5,-1.0,-10.482123749229197
2.5,-0.8,-10.280582432396823
2.5,-0.6,-10.079010536948893
2.5,-0.4,-9.87740606836844
2.5,-0.2,-9.675767064595462
2.5,0.0,-9.474091283744935
2.5,0.2,-9.272376356798427
2.5,0.4,-9.070619778011409
2.5,0.6,-8.868818838397107
2.5,0.8,-8.66697079168555
2.5,1.0,-8.465072901416619
2.5,1.2,-7.851663869218744
2.5,1.4,-7.651665314633241
2.5,1.6,-7.451667249013828
2.5,1.8,-7.251669837506635
2.5,2.0,-7.05167330095321
2.5,2.2,-6.851677934669339
2.5,2.4,-6.651684133576688
2.5,2.6,-6.451692425841836
2.5,2.8,-6.251703517949799
2.5,3.0,-6.0517183551075675
2.5,3.2,-5.851660135234547
2.5,3.4,-5.651660442323994
2.5,3.6,-5.451660926429273
2.5,3.8,-5.251661689587372
2.5,4.0,-5.051662892651715
2.5,4.2,-4.851664789194422
2.5,4.4,-4.651667778948765
2.5,4.6,-4.451672492052248
2.5,4.8,-4.2516799218368915
2.5,5.0,-4.051691634131178
2.5,5.2,-3.851710097128637
2.5,5.4,-3.651839182875595
2.5,5.6,-3.451885048953309
2.5,5.8,-3.2519733769774346
2.5,6.0,-3.052187244668431
2.5,6.2,-2.8525665344797497
2.5,6.4,-2.6530649074414434
2.5,6.6,-2.4538251539095395
2.5,6.8,-2.25505512679063
2.5,7.0,-2.0570136049940433
2.5,7.2,-1.8600884864891694
2.5,7.4,-1.6649614390836083
2.5,7.6,-1.472463961244599
2.5,7.8,-1.284093969955881
2.5,8.0,-1.101950802075181
2.5,8.2,-0.9288117099229475
2.5,8.4,-0.7683244483614498
2.5,8.6,-0.6244191714626374
2.5,8.8,-0.5007006974774438
2.5,9.0,-0.3984858081973004
2.5,9.2,-0.3164893704818225
2.5,9.4,-0.251456221295586
2.5,9.6,-0.1998002976057429
2.5,9.8,-0.15796206057359155
2.5,10.0,-0.12273698092028511
2.5,10.2,-0.09217057193264469
2.5,10.4,-0.06520537243303982
2.5,10.6,-0.04094268659224162
2.5,10.8,-0.0004117449682193398
2.58,-3.0,-12.588883056616309
2.58,-2.8,-12.38748067607936
2.58,-2.6,-12.186058339061344
2.58,-2.4,-11.984615158265017
2.58,-2.2,-11.783150226609074
2.58,-2.0,-11.581662506453394
2.58,-1.8,-11.380150854307447
2.58,-1.6,-11.178614168788695
2.58,-1.4,-10.97705112833579
2.58,-1.2,-10.775460349981936
2.58,-1.0,-10.573840306337447
2.58,-0.8,-10.372189286439346
2.58,-0.6,-10.170505567664572
2.58,-0.4,-9.968786966786421
2.58,-0.2,-9.767031436190255
2.58,0.0,-9.565236696849801
2.58,0.2,-9.363400161194551
2.58,0.4,-9.161519158221486
2.58,0.6,-8.95959074361053
2.58,0.8,-8.757611827590326
2.58,1.0,-8.555579287983361
2.58,1.2,-8.353489808255203
2.58,1.4,-8.151340578929046
2.58,1.6,-7.9491289831085945
2.58,1.8,-7.746853248468501
2.58,2.0,-7.544512681368178
2.58,2.2,-7.342108223410111
2.58,2.4,-7.139643116088212
2.58,2.6,-6.937123273657817
2.58,2.8,-6.734557917698564
2.58,3.0,-6.531959784513866
2.58,3.2,-5.93166377747272
2.58,3.4,-5.731665725006025
2.58,3.6,-5.531668580959084
2.58,3.8,-5.331672769227305
2.58,4.0,-5.131678911707802
2.58,4.2,-4.9316879209336015
2.58,4.4,-4.731701136133782
2.58,4.6,-4.531720523118971
2.58,4.8,-4.331748968014088
2.58,5.0,-4.131687102912672
2.58,5.2,-3.9317029058894004
2.58,5.4,-3.7317438271308347
2.58,5.6,-3.5318669448231392
2.58,5.8,-3.3319286196210367
2.58,6.0,-3.132125658293948
2.58,6.2,-2.9323944083595492
2.58,6.4,-2.7328345759434995
2.58,6.6,-2.5335120801506035
2.58,6.8,-2.334537047308311
2.58,7.0,-2.1361984113987535
2.58,7.2,-1.93888273841482
2.58,7.4,-1.7429257405856138
2.58,7.6,-1.549404229393585
2.58,7.8,-1.3593258558767793
2.58,8.0,-1.1746053627472373
2.58,8.2,-0.9977656349443138
2.58,8.4,-0.8319254275621915
2.58,8.6,-0.6809072830330728
2.58,8.8,-0.5485577444753265
2.58,9.0,-0.43699648648134287
2.58,9.2,-0.346023915702957
2.58,9.4,-0.273342599017744
2.58,9.6,-0.21552850113677507
2.58,9.8,-0.16912738092351143
2.58,10.0,-0.1306234238068768
2.58,10.2,-0.09762234880586575
2.58,10.4,-0.06880352920277683
2.58,10.6,-0.04315490774472182
2.58,10.8,-0.002692112182325116
2.66,-3.0,-12.682713184794714
2.66,-2.8,-12.481219094609457
2.66,-2.6,-12.279703422977203
2.66,-2.4,-12.078165310616976
2.66,-2.2,-11.8766037540958
2.66,-2.0,-11.67501768109187
2.66,-1.8,-11.473405920526732
2.66,-1.6,-11.271767217520157
2.66,-1.4,-11.070100324459075
2.66,-1.2,-10.868403664461319
2.66,-1.0,-10.66667570171867
2.66,-0.8,-10.464914684908837
2.66,-0.6,-10.263118692925463
2.66,-0.4,-10.06128574510794
2.66,-0.2,-9.85941351315236
2.66,0.0,-9.65749957966807
2.66,0.2,-9.455541256768884
2.66,0.4,-9.253535654037131
2.66,0.6,-9.051479689623747
2.66,0.8,-8.849369937536057
2.66,1.0,-8.647202949738727
2.66,1.2,-8.444974479084028
2.66,1.4,-8.242681392780089
2.66,1.6,-8.040320291343289
2.66,1.8,-7.837888205351998
2.66,2.0,-7.6353830362304365
2.66,2.2,-7.432803966290678
2.66,2.4,-7.230152119231436
2.66,2.6,-7.027431129311376
2.66,2.8,-6.824647793484315
2.66,3.0,-6.621812624499857
2.66,3.2,-6.268486508271178
2.66,3.4,-6.070547568354216
2.66,3.6,-5.872613803315273
2.66,3.8,-5.67470379736673
2.66,4.0,-5.476838850029587
2.66,4.2,-5.279042441027629
2.66,4.4,-5.0813398229883555
2.66,4.6,-4.8837577149492075
2.66,4.8,-4.686324475363358
2.66,5.0,-4.2116834065643225
2.66,5.2,-4.011697033155258
2.66,5.4,-3.8117184597309888
2.66,5.6,-3.61185212899043
2.66,5.8,-3.4119050890010465
2.66,6.0,-3.212088301452919
2.66,6.2,-3.0123190883981454
2.66,6.4,-2.8126406398746497
2.66,6.6,-2.6132471343231365
2.66,6.8,-2.4140854262326683
2.66,7.0,-2.2155777779421904
2.66,7.2,-2.0177490861628726
2.66,7.4,-1.8212941018754574
2.66,7.6,-1.6267312853274656
2.66,7.8,-1.435186809976564
2.66,8.0,-1.2481632418252337
2.66,8.2,-1.0679300960864149
2.66,8.4,-0.8974624858679869
2.66,8.6,-0.7401296093831531
2.66,8.8,-0.5996817783401054
2.66,9.0,-0.4790850208746247
2.66,9.2,-0.37911978506327465
2.66,9.4,-0.29834943790520757
2.66,9.6,-0.2337788144175992
2.66,9.8,-0.18218819347840207
2.66,10.0,-0.13989192036652132
2.66,10.2,-0.10409686956429291
2.66,10.4,-0.07318056826858196
2.66,10.6,-0.04590546517628043
2.66,10.8,-0.005636912344519536
2.66,11.0,0.03720061044295425
2.74,-2.8,-12.576243247268806
2.74,-2.6,-12.374637033056494
2.74,-2.4,-12.173006676759911
2.74,-2.2,-11.971351178265861
2.74,-2.0,-11.769669388733845
2.74,-1.8,-11.567960119348806
2.74,-1.6,-11.366222023787445
2.74,-1.4,-11.164453742692414
2.74,-1.2,-10.962653727547819
2.74,-1.0,-10.760820316291271
2.74,-0.8,-10.558951720547212
2.74,-0.6,-10.357045908648194
2.74,-0.4,-10.15510080718133
2.74,-0.2,-9.95311403221753
2.74,0.0,-9.751083038075784
2.74,0.2,-9.549005027844565
2.74,0.4,-9.34687691436888
2.74,0.6,-9.144695465462277
2.74,0.8,-8.942457106786446
2.74,1.0,-8.740157987015813
2.74,1.2,-8.537793953399678
2.74,1.4,-8.3353609413483
2.74,1.6,-8.132854909629149
2.74,1.8,-7.930271873731571
2.74,2.0,-7.727608469747833
2.74,2.2,-7.524862255911936
2.74,2.4,-7.3220316715466245
2.74,2.6,-7.119118277612623
2.74,2.8,-6.91612630981096
2.74,3.0,-6.713063490280848
2.74,3.2,-6.50994163812092
2.74,3.4,-6.306777167738252
2.74,3.6,-6.103591233030528
2.74,3.8,-5.900409348424462
2.74,4.0,-5.6972607984833505
2.74,4.2,-5.494177816837662
2.74,4.4,-5.291194672741082
2.74,4.6,-5.088346923949794
2.74,4.8,-4.885670939106988
2.74,5.0,-4.340604157137342
2.74,5.2,-4.145681445742996
2.74,5.4,-3.951296163855426
2.74,5.6,-3.75758368958022
2.74,5.8,-3.564485740029103
2.74,6.0,-3.372136120169938
2.74,6.2,-3.0921713958618637
2.74,6.4,-2.892548665432234
2.74,6.6,-2.6930266323406027
2.74,6.8,-2.4937620911260825
2.74,7.0,-2.2949593382208118
2.74,7.2,-2.0968232171551073
2.74,7.4,-1.899795375443441
2.74,7.6,-1.704378899783681
2.74,7.8,-1.511545657794256
2.74,8.0,-1.3226725730862317
2.74,8.2,-1.139508128533748
2.74,8.4,-0.9648375166378999
2.74,8.6,-0.8018001657667018
2.74,8.8,-0.6539978731901319
2.74,9.0,-0.5248747742477916
2.74,9.2,-0.4159756115561391
2.74,9.4,-0.3267806890265929
2.74,9.6,-0.25501156449562545
2.74,9.8,-0.19758897035163456
2.74,10.0,-0.15092473365627274
2.74,10.2,-0.11188322496461914
2.74,10.4,-0.07848347329786043
2.74,10.6,-0.04928761448297135
2.74,10.8,-0.00934033335534159
2.74,11.0,0.03460580788323537
2.74,11.2,0.07793425740270406
2.82,-2.6,-12.470648822333592
2.82,-2.4,-12.268929684653369
2.82,-2.2,-12.067183736105086
2.82,-2.0,-11.865409722353006
2.82,-1.8,-11.663606326441997
2.82,-1.6,-11.46177220509441
2.82,-1.4,-11.259905852735223
2.82,-1.2,-11.058005835599918
2.82,-1.0,-10.856070303445103
2.82,-0.8,-10.654097444537305
2.82,-0.6,-10.452085141968524
2.82,-0.4,-10.25003121477688
2.82,-0.2,-10.047933232734014
2.82,0.0,-9.845788530357506
2.82,0.2,-9.643594198590185
2.82,0.4,-9.441347049341495
2.82,0.6,-9.239043602390804
2.82,0.8,-9.03668021133159
2.82,1.0,-8.8342527049439
2.82,1.2,-8.63175678071683
2.82,1.4,-8.429187813585816
2.82,1.6,-8.226541121750968
2.82,1.8,-8.023811979410416
2.82,2.0,-7.8209958387365806
2.82,2.2,-7.618088852149081
2.82,2.4,-7.415087787579524
2.82,2.6,-7.2119917238686355
2.82,2.8,-7.0088020306875025
2.82,3.0,-6.8055231976742085
2.82,3.2,-6.602163717019343
2.82,3.4,-6.398736401626166
2.82,3.6,-6.195259922360893
2.82,3.8,-5.991758323980978
2.82,4.0,-5.788260240189688
2.82,4.2,-5.584798608947131
2.82,4.4,-5.38140966060933
2.82,4.6,-5.178132003698497
2.82,4.8,-4.975005685043915
2.82,5.0,-4.772071901440345
2.82,5.2,-4.569373332905216
2.82,5.4,-4.366955405230683
2.82,5.6,-4.164869066048391
2.82,5.8,-3.9632159252798544
2.82,6.0,-3.761993792719878
2.82,6.2,-3.1922024543030614
2.82,6.4,-2.9966839172566995
2.82,6.6,-2.802211354139633
2.82,6.8,-2.608967654540309
2.82,7.0,-2.4174752075071364
2.82,7.2,-2.2254675043556698
2.82,7.4,-1.9785426147020297
2.82,7.6,-1.7824414865917004
2.82,7.8,-1.5885522405807564
2.82,8.0,-1.3979422139136943
2.82,8.2,-1.212247423323657
2.82,8.4,-1.0339116382771045
2.82,8.6,-0.8657776152954882
2.82,8.8,-0.7114028775758997
2.82,9.0,-0.5741095150187008
2.82,9.2,-0.45643969100005477
2.82,9.4,-0.3586362933687704
2.82,9.6,-0.27923241805066357
2.82,9.8,-0.21540904304159014
2.82,10.0,-0.16385697398500576
2.82,10.2,-0.12106994246133719
2.82,10.4,-0.08481233003819381
2.82,10.6,-0.053417059725490594
2.82,10.8,-0.013798218225740674
2.82,11.0,0.031436063235509244
2.82,11.2,0.07589214351010269
2.9,-2.6,-12.567734292662447
2.9,-2.4,-12.365931050341867
2.9,-2.2,-12.164099282238949
2.9,-2.0,-11.96223769875929
2.9,-1.8,-11.760344898157397
2.9,-1.6,-11.558419500185177
2.9,-1.4,-11.356459941333092
2.9,-1.2,-11.154464716801606
2.9,-1.0,-10.95243194535853
2.9,-0.8,-10.750359711118943
2.9,-0.6,-10.548245877995084
2.9,-0.4,-10.34608812476155
2.9,-0.2,-10.143883971742582
2.9,0.0,-9.941630696041463
2.9,0.2,-9.73932517323949
2.9,0.4,-9.536964082391673
2.9,0.6,-9.334543885201548
2.9,0.8,-9.132060775559339
2.9,1.0,-8.929510412194391
2.9,1.2,-8.726888193196347
2.9,1.4,-8.524189167489508
2.9,1.6,-8.321408098719836
2.9,1.8,-8.118539652038242
2.9,2.0,-7.915578326321084
2.9,2.2,-7.7125190050035926
2.9,2.4,-7.5093571564350565
2.9,2.6,-7.306089460804555
2.9,2.8,-7.102714492311433
2.9,3.0,-6.899233447812137
2.9,3.2,-6.695651163722131
2.9,3.4,-6.491976567583004
2.9,3.6,-6.288224628555681
2.9,3.8,-6.084416348048901
2.9,4.0,-5.880578181086404
2.9,4.2,-5.6767422115754105
2.9,4.4,-5.47294549143149
2.9,4.6,-5.269228990029053
2.9,4.8,-5.065636124898204
2.9,5.0,-4.862212029173972
2.9,5.2,-4.659003288141811
2.9,5.4,-4.456058331505211
2.9,5.6,-4.253429102086435
2.9,5.8,-4.051207676825726
2.9,6.0,-3.849404530870863
2.9,6.2,-3.6481660984165063
2.9,6.4,-3.447566643244362
2.9,6.6,-3.2478915332747245
2.9,6.8,-3.049380873136034
2.9,7.0,-2.852557939379244
2.9,7.2,-2.642614154864006
2.9,7.4,-2.0768863866889786
2.9,7.6,-1.8859998260646542
2.9,7.8,-1.6986261328089964
2.9,8.0,-1.4739012374430942
2.9,8.2,-1.286062533713761
2.9,8.4,-1.1044954945883148
2.9,8.6,-0.9318528908642071
2.9,8.8,-0.7714391939920069
2.9,9.0,-0.6267080913007798
2.9,9.2,-0.5004943756552405
2.9,9.4,-0.3940591332973914
2.9,9.6,-0.30662884801256823
2.9,9.8,-0.23590437536479672
2.9,10.0,-0.1787901391747462
2.9,10.2,-0.13180513751057094
2.9,10.4,-0.09229833592953987
2.9,10.6,-0.05838662680100749
2.9,10.8,-0.019108753432112168
2.9,11.0,0.027603474258774484
2.9,11.2,0.073354095643912
2.9,11.4,0.12452029814460695
2.98,-2.4,-12.463998079259397
2.98,-2.2,-12.262086402072907
2.98,-2.0,-12.060143206289185
2.98,-1.8,-11.858167101718314
2.98,-1.6,-11.656156589645397
2.98,-1.4,-11.454110148142966
2.98,-1.2,-11.25202597195153
2.98,-1.0,-11.049902336576887
2.98,-0.8,-10.847737152057244
2.98,-0.6,-10.645528294914651
2.98,-0.4,-10.443273310087415
2.98,-0.2,-10.240969630987676
2.98,0.0,-10.038614549350488
2.98,0.2,-9.836204690308222
2.98,0.4,-9.633736544735516
2.98,0.6,-9.431206710888848
2.98,0.8,-9.228611115478962
2.98,1.0,-9.025945370655498
2.98,1.2,-8.823204602690588
2.98,1.4,-8.620383609133404
2.98,1.6,-8.417476735404582
2.98,1.8,-8.214478035431467
2.98,2.0,-8.011381255020499
2.98,2.2,-7.808180252368526
2.98,2.4,-7.604869104477525
2.98,2.6,-7.401442534317455
2.98,2.8,-7.197896646258413
2.98,3.0,-6.99422957348092
2.98,3.2,-6.790442420646947
2.98,3.4,-6.5865403948228085
2.98,3.6,-6.382533691778997
2.98,3.8,-6.178438608736248
2.98,4.0,-5.974277866805934
2.98,4.2,-5.770080916639536
2.98,4.4,-5.565884002186771
2.98,4.6,-5.361729112589699
2.98,4.8,-5.157662068946956
2.98,5.0,-4.953731632551582
2.98,5.2,-4.749989062482399
2.98,5.4,-4.546486794802238
2.98,5.6,-4.343279693202581
2.98,5.8,-4.140426931198038
2.98,6.0,-3.938034874623954
2.98,6.2,-3.7361069244808793
2.98,6.4,-3.5348286726582843
2.98,6.6,-3.3343108274152913
2.98,6.8,-3.134809109068682
2.98,7.0,-2.9366794404874947
2.98,7.2,-2.740456690277319
2.98,7.4,-2.5470921446134835
2.98,7.6,-2.3578128459346193
2.98,7.8,-2.1744763669264424
2.98,8.0,-1.560914098345418
2.98,8.2,-1.3749847424190207
2.98,8.4,-1.195411577020388
2.98,8.6,-1.0010432133882363
2.98,8.8,-0.835457124455455
2.98,9.0,-0.683950526610642
2.98,9.2,-0.5496644666974231
2.98,9.4,-0.4345456104460476
2.98,9.6,-0.33892114027380515
2.98,9.8,-0.2607804762649515
2.98,10.0,-0.19741383711696608
2.98,10.2,-0.1454618269370107
2.98,10.4,-0.10191826996835499
2.98,10.6,-0.0646764726395323
2.98,10.8,-0.0254187708862843
2.98,11.0,0.02301551475396433
2.98,11.2,0.07026256243898793
2.98,11.4,0.12204283256483207
3.06,-2.4,-12.563225990600808
3.06,-2.2,-12.3612192141045
3.06,-2.0,-12.159202892479883
3.06,-1.8,-11.957128021780143
3.06,-1.6,-11.755040814956358
3.06,-1.4,-11.552915859818494
3.06,-1.2,-11.350751291387674
3.06,-1.0,-11.148545328249398
3.06,-0.8,-10.94627137477819
3.06,-0.6,-10.743976045116685
3.06,-0.4,-10.541632579806642
3.06,-0.2,-10.33923816857672
3.06,0.0,-10.136790098286895
3.06,0.2,-9.934285166895679
3.06,0.4,-9.731719861531197
3.06,0.6,-9.529090438701587
3.06,0.8,-9.32639275334448
3.06,1.0,-9.123622289187043
3.06,1.2,-8.920774066925766
3.06,1.4,-8.71784269312935
3.06,1.6,-8.514822181910384
3.06,1.8,-8.311705900637415
3.06,2.0,-8.10848659906192
3.06,2.2,-7.9051579397148695
3.06,2.4,-7.701712827410225
3.06,2.6,-7.498144385964295
3.06,2.8,-7.294446505802351
3.06,3.0,-7.09061455029683
3.06,3.2,-6.886646058878497
3.06,3.4,-6.682541949016057
3.06,3.6,-6.478307642866751
3.06,3.8,-6.273954227744417
3.06,4.0,-6.069499503601558
3.06,4.2,-5.864968602745594
3.06,4.4,-5.660394257654393
3.06,4.6,-5.455816412438517
3.06,4.8,-5.2512811478844545
3.06,5.0,-5.046839737537226
3.06,5.2,-4.842549457952864
3.06,5.4,-4.638466562140802
3.06,5.6,-4.4346503601634035
3.06,5.8,-4.23116307877423
3.06,6.0,-4.0281041299611156
3.06,6.2,-3.8254923770296863
3.06,6.4,-3.6234740258543745
3.06,6.6,-3.422152978961202
3.06,6.8,-3.2216973345505378
3.06,7.0,-3.0224046389343857
3.06,7.2,-2.824711122977032
3.06,7.4,-2.629228426054853
3.06,7.6,-2.436939062811076
3.06,7.8,-2.2492458346789843
3.06,8.0,-2.014886119127202
3.06,8.2,-1.844432373419476
3.06,8.4,-1.6821175077550072
3.06,8.6,-1.0764426280972939
3.06,8.8,-0.9072461896070632
3.06,9.0,-0.7503217750724254
3.06,9.2,-0.6085210737615182
3.06,9.4,-0.4848657776430903
3.06,9.6,-0.38126603081137145
3.06,9.8,-0.29529912104292805
3.06,10.0,-0.22454091639139384
3.06,10.2,-0.1660075556390266
3.06,10.4,-0.1165219938424676
3.06,10.6,-0.07381950991619878
3.06,10.8,-0.0329419441624967
3.06,11.0,0.017485666045495483
3.06,11.2,0.066497874848401
3.06,11.4,0.11907419740429337
3.14,-2.2,-12.46366616282672
3.14,-2.0,-12.261137393188667
3.14,-1.8,-12.05863902506981
3.14,-1.6,-11.856192864280779
3.14,-1.4,-11.653774768015602
