Composition = 0
log temp (K), log pressure (dyne/cm^2), logdensity (g/cc)
2.18,8.4,-1.4812
2.18,8.6,-1.3403
2.18,8.8,-1.2248
2.18,9.0,-1.1299
2.18,9.2,-1.0506
2.18,9.4,-0.9825
2.18,9.6,-0.9221
2.18,9.8,-0.8659000000000001
2.18,10.0,-0.8118
2.26,-6.0,-15.8754
2.26,-5.8,-15.6754
2.26,-5.6,-15.4754
2.26,-5.4,-15.2754
2.26,-5.2,-15.0754
2.26,-5.0,-14.8754
2.26,-4.8,-14.6754
2.26,-4.6,-14.4754
2.26,-4.4,-14.2754
2.26,-4.2,-14.0754
2.26,-4.0,-13.8754
2.26,-3.8,-13.6754
2.26,-3.6,-13.4754
2.26,-3.4,-13.2754
2.26,-3.2,-13.0754
2.26,-3.0,-12.8754
2.26,-2.8,-12.6754
2.26,-2.6,-12.4754
2.26,-2.4,-12.2754
2.26,-2.2,-12.0754
2.26,-2.0,-11.8754
2.26,-1.8,-11.6754
2.26,-1.6,-11.4754
2.26,-1.4,-11.2754
2.26,-1.2,-11.0754
2.26,-1.0,-10.8754
2.26,-0.8,-10.6754
2.26,-0.6,-10.4754
2.26,-0.4,-10.2754
2.26,-0.2,-10.0754
2.26,0.0,-9.8754
2.26,0.2,-9.6754
2.26,0.4,-9.4754
2.26,0.6,-9.2754
2.26,0.8,-9.0754
2.26,1.0,-8.8754
2.26,1.2,-8.6754
2.26,1.4,-8.4754
2.26,1.6,-8.2754
2.26,1.8,-8.0754
2.26,2.0,-7.8754
2.26,2.2,-7.6754
2.26,2.4,-7.4754
2.26,2.6,-7.2754
2.26,2.8,-7.0754
2.26,3.0,-6.8754
2.26,3.2,-6.6754
2.26,3.4,-6.4754
2.26,3.6,-6.2754
2.26,3.8,-6.0754
2.26,4.0,-5.8754
2.26,4.2,-5.6754
2.26,4.4,-5.4754
2.26,4.6,-5.2754
2.26,4.8,-5.0754
2.26,5.0,-4.8754
2.26,5.2,-4.6754
2.26,5.4,-4.4755
2.26,5.6,-4.2755
2.26,5.8,-4.0756
2.26,6.0,-3.8757
2.26,6.2,-3.6758
2.26,6.4,-3.4761
2.26,6.6,-3.2765
2.26,6.8,-3.0771
2.26,7.0,-2.8781
2.26,7.2,-2.6797
2.26,7.4,-2.4822
2.26,7.6,-2.2863
2.26,7.8,-2.093
2.26,8.0,-1.9042
2.26,8.2,-1.7227
2.26,8.4,-1.5536
2.26,8.6,-1.4029
2.26,8.8,-1.2747
2.26,9.0,-1.1681
2.26,9.2,-1.0789
2.26,9.4,-1.0032
2.26,9.6,-0.9372
2.26,9.8,-0.8769
2.26,10.0,-0.8195
2.26,10.2,-0.7637
2.34,-6.0,-15.9554
2.34,-5.8,-15.7554
2.34,-5.6,-15.5554
2.34,-5.4,-15.3554
2.34,-5.2,-15.1554
2.34,-5.0,-14.9554
2.34,-4.8,-14.7554
2.34,-4.6,-14.5554
2.34,-4.4,-14.3554
2.34,-4.2,-14.1554
2.34,-4.0,-13.9554
2.34,-3.8,-13.7554
2.34,-3.6,-13.5554
2.34,-3.4,-13.3554
2.34,-3.2,-13.1554
2.34,-3.0,-12.9554
2.34,-2.8,-12.7554
2.34,-2.6,-12.5554
2.34,-2.4,-12.3554
2.34,-2.2,-12.1554
2.34,-2.0,-11.9554
2.34,-1.8,-11.7554
2.34,-1.6,-11.5554
2.34,-1.4,-11.3554
2.34,-1.2,-11.1554
2.34,-1.0,-10.9554
2.34,-0.8,-10.7554
2.34,-0.6,-10.5554
2.34,-0.4,-10.3554
2.34,-0.2,-10.1554
2.34,0.0,-9.9554
2.34,0.2,-9.7554
2.34,0.4,-9.5554
2.34,0.6,-9.3554
2.34,0.8,-9.1554
2.34,1.0,-8.9554
2.34,1.2,-8.7554
2.34,1.4,-8.5554
2.34,1.6,-8.3554
2.34,1.8,-8.1554
2.34,2.0,-7.9554
2.34,2.2,-7.7554
2.34,2.4,-7.5554
2.34,2.6,-7.3554
2.34,2.8,-7.1554
2.34,3.0,-6.9554
2.34,3.2,-6.7554
2.34,3.4,-6.5554
2.34,3.6,-6.3554
2.34,3.8,-6.1554
2.34,4.0,-5.9554
2.34,4.2,-5.7554
2.34,4.4,-5.5554
2.34,4.6,-5.3554
2.34,4.8,-5.1554
2.34,5.0,-4.9554
2.34,5.2,-4.7554
2.34,5.4,-4.5555
2.34,5.6,-4.3555
2.34,5.8,-4.1556
2.34,6.0,-3.9557
2.34,6.2,-3.7558
2.34,6.4,-3.5561
2.34,6.6,-3.3565
2.34,6.8,-3.1571
2.34,7.0,-2.958
2.34,7.2,-2.7596
2.34,7.4,-2.5621
2.34,7.6,-2.366
2.34,7.8,-2.1724
2.34,8.0,-1.9826
2.34,8.2,-1.7992
2.34,8.4,-1.6257
2.34,8.6,-1.4674
2.34,8.8,-1.3286
2.34,9.0,-1.2107
2.34,9.2,-1.1114
2.34,9.4,-1.0273
2.34,9.6,-0.9548
2.34,9.8,-0.8897000000000002
2.34,10.0,-0.8287
2.34,10.2,-0.7702
2.34,10.4,-0.7128
2.42,-6.0,-16.0354
2.42,-5.8,-15.8354
2.42,-5.6,-15.6354
2.42,-5.4,-15.4354
2.42,-5.2,-15.2354
2.42,-5.0,-15.0354
2.42,-4.8,-14.8354
2.42,-4.6,-14.6354
2.42,-4.4,-14.4354
2.42,-4.2,-14.2354
2.42,-4.0,-14.0354
2.42,-3.8,-13.8354
2.42,-3.6,-13.6354
2.42,-3.4,-13.4354
2.42,-3.2,-13.2354
2.42,-3.0,-13.0354
2.42,-2.8,-12.8354
2.42,-2.6,-12.6354
2.42,-2.4,-12.4354
2.42,-2.2,-12.2354
2.42,-2.0,-12.0354
2.42,-1.8,-11.8354
2.42,-1.6,-11.6354
2.42,-1.4,-11.4354
2.42,-1.2,-11.2354
2.42,-1.0,-11.0354
2.42,-0.8,-10.8354
2.42,-0.6,-10.6354
2.42,-0.4,-10.4354
2.42,-0.2,-10.2354
2.42,0.0,-10.0354
2.42,0.2,-9.8354
2.42,0.4,-9.6354
2.42,0.6,-9.4354
2.42,0.8,-9.2354
2.42,1.0,-9.0354
2.42,1.2,-8.8354
2.42,1.4,-8.6354
2.42,1.6,-8.4354
2.42,1.8,-8.2354
2.42,2.0,-8.0354
2.42,2.2,-7.8354
2.42,2.4,-7.6354
2.42,2.6,-7.4354
2.42,2.8,-7.2354
2.42,3.0,-7.0354
2.42,3.2,-6.8354
2.42,3.4,-6.6354
2.42,3.6,-6.4354
2.42,3.8,-6.2354
2.42,4.0,-6.0354
2.42,4.2,-5.8354
2.42,4.4,-5.6354
2.42,4.6,-5.4354
2.42,4.8,-5.2354
2.42,5.0,-5.0354
2.42,5.2,-4.8354
2.42,5.4,-4.6355
2.42,5.6,-4.4355
2.42,5.8,-4.2356
2.42,6.0,-4.0356
2.42,6.2,-3.8358
2.42,6.4,-3.636
2.42,6.6,-3.4364
2.42,6.8,-3.237
2.42,7.0,-3.0379
2.42,7.2,-2.8393
2.42,7.4,-2.6416
2.42,7.6,-2.4452
2.42,7.8,-2.251
2.42,8.0,-2.0602
2.42,8.2,-1.8748
2.42,8.4,-1.6977
2.42,8.6,-1.5332
2.42,8.8,-1.3855
2.42,9.0,-1.2573
2.42,9.2,-1.1478
2.42,9.4,-1.0548
2.42,9.6,-0.9752
2.42,9.8,-0.9048
2.42,10.0,-0.8397
2.42,10.2,-0.778
2.42,10.4,-0.7183
2.42,10.6,-0.6595
2.5,-6.0,-16.1154
2.5,-5.8,-15.9154
2.5,-5.6,-15.7154
2.5,-5.4,-15.5154
2.5,-5.2,-15.3154
2.5,-5.0,-15.1154
2.5,-4.8,-14.9154
2.5,-4.6,-14.7154
2.5,-4.4,-14.5154
2.5,-4.2,-14.3154
2.5,-4.0,-14.1154
2.5,-3.8,-13.9154
2.5,-3.6,-13.7154
2.5,-3.4,-13.5154
2.5,-3.2,-13.3154
2.5,-3.0,-13.1154
2.5,-2.8,-12.9154
2.5,-2.6,-12.7154
2.5,-2.4,-12.5154
2.5,-2.2,-12.3154
2.5,-2.0,-12.1154
2.5,-1.8,-11.9154
2.5,-1.6,-11.7154
2.5,-1.4,-11.5154
2.5,-1.2,-11.3154
2.5,-1.0,-11.1154
2.5,-0.8,-10.9154
2.5,-0.6,-10.7154
2.5,-0.4,-10.5154
2.5,-0.2,-10.3154
2.5,0.0,-10.1154
2.5,0.2,-9.9154
2.5,0.4,-9.7154
2.5,0.6,-9.5154
2.5,0.8,-9.3154
2.5,1.0,-9.1154
2.5,1.2,-8.9154
2.5,1.4,-8.7154
2.5,1.6,-8.5154
2.5,1.8,-8.3154
2.5,2.0,-8.1154
2.5,2.2,-7.9154
2.5,2.4,-7.7154
2.5,2.6,-7.5154
2.5,2.8,-7.3154
2.5,3.0,-7.1154
2.5,3.2,-6.9154
2.5,3.4,-6.7154
2.5,3.6,-6.5154
2.5,3.8,-6.3154
2.5,4.0,-6.1154
2.5,4.2,-5.9154
2.5,4.4,-5.7154
2.5,4.6,-5.5154
2.5,4.8,-5.3154
2.5,5.0,-5.1154
2.5,5.2,-4.9154
2.5,5.4,-4.7155
2.5,5.6,-4.5155
2.5,5.8,-4.3155
2.5,6.0,-4.1156
2.5,6.2,-3.9158
2.5,6.4,-3.716
2.5,6.6,-3.5163
2.5,6.8,-3.3168
2.5,7.0,-3.1176
2.5,7.2,-2.9189
2.5,7.4,-2.721
2.5,7.6,-2.5242
2.5,7.8,-2.3293
2.5,8.0,-2.1374
2.5,8.2,-1.9501
2.5,8.4,-1.7699
2.5,8.6,-1.6001
2.5,8.8,-1.4449
2.5,9.0,-1.3073
2.5,9.2,-1.1882
2.5,9.4,-1.0861
2.5,9.6,-0.9986
2.5,9.8,-0.9221999999999999
2.5,10.0,-0.8527
2.5,10.2,-0.7874
2.5,10.4,-0.725
2.5,10.6,-0.6641
2.5,10.8,-0.6037
2.58,-6.0,-16.1954
2.58,-5.8,-15.9954
2.58,-5.6,-15.7954
2.58,-5.4,-15.5954
2.58,-5.2,-15.3954
2.58,-5.0,-15.1954
2.58,-4.8,-14.9954
2.58,-4.6,-14.7954
2.58,-4.4,-14.5954
2.58,-4.2,-14.3954
2.58,-4.0,-14.1954
2.58,-3.8,-13.9954
2.58,-3.6,-13.7954
2.58,-3.4,-13.5954
2.58,-3.2,-13.3954
2.58,-3.0,-13.1954
2.58,-2.8,-12.9954
2.58,-2.6,-12.7954
2.58,-2.4,-12.5954
2.58,-2.2,-12.3954
2.58,-2.0,-12.1954
2.58,-1.8,-11.9954
2.58,-1.6,-11.7954
2.58,-1.4,-11.5954
2.58,-1.2,-11.3954
2.58,-1.0,-11.1954
2.58,-0.8,-10.9954
2.58,-0.6,-10.7954
2.58,-0.4,-10.5954
2.58,-0.2,-10.3954
2.58,0.0,-10.1954
2.58,0.2,-9.9954
2.58,0.4,-9.7954
2.58,0.6,-9.5954
2.58,0.8,-9.3954
2.58,1.0,-9.1954
2.58,1.2,-8.9954
2.58,1.4,-8.7954
2.58,1.6,-8.5954
2.58,1.8,-8.3954
2.58,2.0,-8.1954
2.58,2.2,-7.9954
2.58,2.4,-7.7954
2.58,2.6,-7.5954
2.58,2.8,-7.3954
2.58,3.0,-7.1954
2.58,3.2,-6.9954
2.58,3.4,-6.7954
2.58,3.6,-6.5954
2.58,3.8,-6.3954
2.58,4.0,-6.1954
2.58,4.2,-5.9954
2.58,4.4,-5.7954
2.58,4.6,-5.5954
2.58,4.8,-5.3954
2.58,5.0,-5.1954
2.58,5.2,-4.9954
2.58,5.4,-4.7954
2.58,5.6,-4.5955
2.58,5.8,-4.3955
2.58,6.0,-4.1956
2.58,6.2,-3.9957
2.58,6.4,-3.7959
2.58,6.6,-3.5962
2.58,6.8,-3.3966
2.58,7.0,-3.1973
2.58,7.2,-2.9985
2.58,7.4,-2.8002
2.58,7.6,-2.6031
2.58,7.8,-2.4075
2.58,8.0,-2.2145
2.58,8.2,-2.0255
2.58,8.4,-1.8424
2.58,8.6,-1.6681
2.58,8.8,-1.5064
2.58,9.0,-1.3605
2.58,9.2,-1.2321
2.58,9.4,-1.121
2.58,9.6,-1.0253
2.58,9.8,-0.9423
2.58,10.0,-0.8678
2.58,10.2,-0.7986
2.58,10.4,-0.7331
2.58,10.6,-0.6699
2.58,10.8,-0.6077000000000001
2.66,-6.0,-16.2754
2.66,-5.8,-16.0754
2.66,-5.6,-15.8754
2.66,-5.4,-15.6754
2.66,-5.2,-15.4754
2.66,-5.0,-15.2754
2.66,-4.8,-15.0754
2.66,-4.6,-14.8754
2.66,-4.4,-14.6754
2.66,-4.2,-14.4754
2.66,-4.0,-14.2754
2.66,-3.8,-14.0754
2.66,-3.6,-13.8754
2.66,-3.4,-13.6754
2.66,-3.2,-13.4754
2.66,-3.0,-13.2754
2.66,-2.8,-13.0754
2.66,-2.6,-12.8754
2.66,-2.4,-12.6754
2.66,-2.2,-12.4754
2.66,-2.0,-12.2754
2.66,-1.8,-12.0754
2.66,-1.6,-11.8754
2.66,-1.4,-11.6754
2.66,-1.2,-11.4754
2.66,-1.0,-11.2754
2.66,-0.8,-11.0754
2.66,-0.6,-10.8754
2.66,-0.4,-10.6754
2.66,-0.2,-10.4754
2.66,0.0,-10.2754
2.66,0.2,-10.0754
2.66,0.4,-9.8754
2.66,0.6,-9.6754
2.66,0.8,-9.4754
2.66,1.0,-9.2754
2.66,1.2,-9.0754
2.66,1.4,-8.8754
2.66,1.6,-8.6754
2.66,1.8,-8.4754
2.66,2.0,-8.2754
2.66,2.2,-8.0754
2.66,2.4,-7.8754
2.66,2.6,-7.6754
2.66,2.8,-7.4754
2.66,3.0,-7.2754
2.66,3.2,-7.0754
2.66,3.4,-6.8754
2.66,3.6,-6.6754
2.66,3.8,-6.4754
2.66,4.0,-6.2754
2.66,4.2,-6.0754
2.66,4.4,-5.8754
2.66,4.6,-5.6754
2.66,4.8,-5.4754
2.66,5.0,-5.2754
2.66,5.2,-5.0754
2.66,5.4,-4.8754
2.66,5.6,-4.6755
2.66,5.8,-4.4755
2.66,6.0,-4.2756
2.66,6.2,-4.0757
2.66,6.4,-3.8758
2.66,6.6,-3.6761
2.66,6.8,-3.4764
2.66,7.0,-3.2771
2.66,7.2,-3.078
2.66,7.4,-2.8796
2.66,7.6,-2.682
2.66,7.8,-2.4858
2.66,8.0,-2.2917
2.66,8.2,-2.101
2.66,8.4,-1.9155
2.66,8.6,-1.7374
2.66,8.8,-1.5699
2.66,9.0,-1.4165
2.66,9.2,-1.2795
2.66,9.4,-1.1595
2.66,9.6,-1.0553
2.66,9.8,-0.9651
2.66,10.0,-0.885
2.66,10.2,-0.8115
2.66,10.4,-0.7427
2.66,10.6,-0.6769000000000001
2.66,10.8,-0.6128
2.66,11.0,-0.549
2.74,-6.0,-16.3554
2.74,-5.8,-16.1554
2.74,-5.6,-15.9554
2.74,-5.4,-15.7554
2.74,-5.2,-15.5554
2.74,-5.0,-15.3554
2.74,-4.8,-15.1554
2.74,-4.6,-14.9554
2.74,-4.4,-14.7554
2.74,-4.2,-14.5554
2.74,-4.0,-14.3554
2.74,-3.8,-14.1554
2.74,-3.6,-13.9554
2.74,-3.4,-13.7554
2.74,-3.2,-13.5554
2.74,-3.0,-13.3554
2.74,-2.8,-13.1554
2.74,-2.6,-12.9554
2.74,-2.4,-12.7554
2.74,-2.2,-12.5554
2.74,-2.0,-12.3554
2.74,-1.8,-12.1554
2.74,-1.6,-11.9554
2.74,-1.4,-11.7554
2.74,-1.2,-11.5554
2.74,-1.0,-11.3554
2.74,-0.8,-11.1554
2.74,-0.6,-10.9554
2.74,-0.4,-10.7554
2.74,-0.2,-10.5554
2.74,0.0,-10.3554
2.74,0.2,-10.1554
2.74,0.4,-9.9554
2.74,0.6,-9.7554
2.74,0.8,-9.5554
2.74,1.0,-9.3554
2.74,1.2,-9.1554
2.74,1.4,-8.9554
2.74,1.6,-8.7554
2.74,1.8,-8.5554
2.74,2.0,-8.3554
2.74,2.2,-8.1554
2.74,2.4,-7.9554
2.74,2.6,-7.7554
2.74,2.8,-7.5554
2.74,3.0,-7.3554
2.74,3.2,-7.1554
2.74,3.4,-6.9554
2.74,3.6,-6.7554
2.74,3.8,-6.5554
2.74,4.0,-6.3554
2.74,4.2,-6.1554
2.74,4.4,-5.9554
2.74,4.6,-5.7554
2.74,4.8,-5.5554
2.74,5.0,-5.3554
2.74,5.2,-5.1554
2.74,5.4,-4.9554
2.74,5.6,-4.7555
2.74,5.8,-4.5555
2.74,6.0,-4.3555
2.74,6.2,-4.1556
2.74,6.4,-3.9558
2.74,6.6,-3.756
2.74,6.8,-3.5563
2.74,7.0,-3.3568
2.74,7.2,-3.1576
2.74,7.4,-2.9589
2.74,7.6,-2.7609
2.74,7.8,-2.5641
2.74,8.0,-2.3692
2.74,8.2,-2.177
2.74,8.4,-1.9892
2.74,8.6,-1.8077
2.74,8.8,-1.6352
2.74,9.0,-1.4752
2.74,9.2,-1.3302
2.74,9.4,-1.2015
2.74,9.6,-1.0889
2.74,9.8,-0.991
2.74,10.0,-0.9047
2.74,10.2,-0.8264
2.74,10.4,-0.7538
2.74,10.6,-0.6851
2.74,10.8,-0.6189
2.74,11.0,-0.5534
2.74,11.2,-0.4875
2.82,-6.0,-16.4354
2.82,-5.8,-16.2354
2.82,-5.6,-16.0354
2.82,-5.4,-15.8354
2.82,-5.2,-15.6354
2.82,-5.0,-15.4354
2.82,-4.8,-15.2354
2.82,-4.6,-15.0354
2.82,-4.4,-14.8354
2.82,-4.2,-14.6354
2.82,-4.0,-14.4354
2.82,-3.8,-14.2354
2.82,-3.6,-14.0354
2.82,-3.4,-13.8354
2.82,-3.2,-13.6354
2.82,-3.0,-13.4354
2.82,-2.8,-13.2354
2.82,-2.6,-13.0354
2.82,-2.4,-12.8354
2.82,-2.2,-12.6354
2.82,-2.0,-12.4354
2.82,-1.8,-12.2354
2.82,-1.6,-12.0354
2.82,-1.4,-11.8354
2.82,-1.2,-11.6354
2.82,-1.0,-11.4354
2.82,-0.8,-11.2354
2.82,-0.6,-11.0354
2.82,-0.4,-10.8354
2.82,-0.2,-10.6354
2.82,0.0,-10.4354
2.82,0.2,-10.2354
2.82,0.4,-10.0354
2.82,0.6,-9.8354
2.82,0.8,-9.6354
2.82,1.0,-9.4354
2.82,1.2,-9.2354
2.82,1.4,-9.0354
2.82,1.6,-8.8354
2.82,1.8,-8.6354
2.82,2.0,-8.4354
2.82,2.2,-8.2354
2.82,2.4,-8.0354
2.82,2.6,-7.8354
2.82,2.8,-7.6354
2.82,3.0,-7.4354
2.82,3.2,-7.2354
2.82,3.4,-7.0354
2.82,3.6,-6.8354
2.82,3.8,-6.6354
2.82,4.0,-6.4354
2.82,4.2,-6.2354
2.82,4.4,-6.0354
2.82,4.6,-5.8354
2.82,4.8,-5.6354
2.82,5.0,-5.4354
2.82,5.2,-5.2354
2.82,5.4,-5.0354
2.82,5.6,-4.8354
2.82,5.8,-4.6355
2.82,6.0,-4.4355
2.82,6.2,-4.2356
2.82,6.4,-4.0357
2.82,6.6,-3.8359
2.82,6.8,-3.6361
2.82,7.0,-3.4366
2.82,7.2,-3.2372
2.82,7.4,-3.0383
2.82,7.6,-2.84
2.82,7.8,-2.6427
2.82,8.0,-2.4469
2.82,8.2,-2.2534
2.82,8.4,-2.0636
2.82,8.6,-1.8791
2.82,8.8,-1.7024
2.82,9.0,-1.5363
2.82,9.2,-1.3839
2.82,9.4,-1.2469
2.82,9.6,-1.1259
2.82,9.8,-1.02
2.82,10.0,-0.9270999999999999
2.82,10.2,-0.8434
2.82,10.4,-0.7666
2.82,10.6,-0.6947
2.82,10.8,-0.6259999999999999
2.82,11.0,-0.5586
2.82,11.2,-0.4912
2.9,-6.0,-16.5154
2.9,-5.8,-16.3154
2.9,-5.6,-16.1154
2.9,-5.4,-15.9154
2.9,-5.2,-15.7154
2.9,-5.0,-15.5154
2.9,-4.8,-15.3154
2.9,-4.6,-15.1154
2.9,-4.4,-14.9154
2.9,-4.2,-14.7154
2.9,-4.0,-14.5154
2.9,-3.8,-14.3154
2.9,-3.6,-14.1154
2.9,-3.4,-13.9154
2.9,-3.2,-13.7154
2.9,-3.0,-13.5154
2.9,-2.8,-13.3154
2.9,-2.6,-13.1154
2.9,-2.4,-12.9154
2.9,-2.2,-12.7154
2.9,-2.0,-12.5154
2.9,-1.8,-12.3154
2.9,-1.6,-12.1154
2.9,-1.4,-11.9154
2.9,-1.2,-11.7154
2.9,-1.0,-11.5154
2.9,-0.8,-11.3154
2.9,-0.6,-11.1154
2.9,-0.4,-10.9154
2.9,-0.2,-10.7154
2.9,0.0,-10.5154
2.9,0.2,-10.3154
2.9,0.4,-10.1154
2.9,0.6,-9.9154
2.9,0.8,-9.7154
2.9,1.0,-9.5154
2.9,1.2,-9.3154
2.9,1.4,-9.1154
2.9,1.6,-8.9154
2.9,1.8,-8.7154
2.9,2.0,-8.5154
2.9,2.2,-8.3154
2.9,2.4,-8.1154
2.9,2.6,-7.9154
2.9,2.8,-7.7154
2.9,3.0,-7.5154
2.9,3.2,-7.3154
2.9,3.4,-7.1154
2.9,3.6,-6.9154
2.9,3.8,-6.7154
2.9,4.0,-6.5154
2.9,4.2,-6.3154
2.9,4.4,-6.1154
2.9,4.6,-5.9154
2.9,4.8,-5.7154
2.9,5.0,-5.5154
2.9,5.2,-5.3154
2.9,5.4,-5.1154
2.9,5.6,-4.9154
2.9,5.8,-4.7155
2.9,6.0,-4.5155
2.9,6.2,-4.3156
2.9,6.4,-4.1156
2.9,6.6,-3.9158
2.9,6.8,-3.716
2.9,7.0,-3.5164
2.9,7.2,-3.3169
2.9,7.4,-3.1178
2.9,7.6,-2.9192
2.9,7.8,-2.7214
2.9,8.0,-2.5249
2.9,8.2,-2.3303
2.9,8.4,-2.1387
2.9,8.6,-1.9516
2.9,8.8,-1.7711
2.9,9.0,-1.5998
2.9,9.2,-1.4406
2.9,9.4,-1.2958
2.9,9.6,-1.1665
2.9,9.8,-1.0525
2.9,10.0,-0.9523
2.9,10.2,-0.8628
2.9,10.4,-0.7813
2.9,10.6,-0.7058
2.9,10.8,-0.6342
2.9,11.0,-0.5647
2.9,11.2,-0.4956999999999999
2.9,11.4,-0.4262
2.98,-6.0,-16.5955
2.98,-5.8,-16.3955
2.98,-5.6,-16.1955
2.98,-5.4,-15.9955
2.98,-5.2,-15.7955
2.98,-5.0,-15.5954
2.98,-4.8,-15.3954
2.98,-4.6,-15.1954
2.98,-4.4,-14.9954
2.98,-4.2,-14.7954
2.98,-4.0,-14.5954
2.98,-3.8,-14.3954
2.98,-3.6,-14.1954
2.98,-3.4,-13.9954
2.98,-3.2,-13.7954
2.98,-3.0,-13.5954
2.98,-2.8,-13.3954
2.98,-2.6,-13.1954
2.98,-2.4,-12.9954
2.98,-2.2,-12.7954
2.98,-2.0,-12.5954
2.98,-1.8,-12.3954
2.98,-1.6,-12.1954
2.98,-1.4,-11.9954
2.98,-1.2,-11.7954
2.98,-1.0,-11.5954
2.98,-0.8,-11.3954
2.98,-0.6,-11.1954
2.98,-0.4,-10.9954
2.98,-0.2,-10.7954
2.98,0.0,-10.5954
2.98,0.2,-10.3954
2.98,0.4,-10.1954
2.98,0.6,-9.9954
2.98,0.8,-9.7954
2.98,1.0,-9.5954
2.98,1.2,-9.3954
2.98,1.4,-9.1954
2.98,1.6,-8.9954
2.98,1.8,-8.7954
2.98,2.0,-8.5954
2.98,2.2,-8.3954
2.98,2.4,-8.1954
2.98,2.6,-7.9954
2.98,2.8,-7.7954
2.98,3.0,-7.5954
2.98,3.2,-7.3954
2.98,3.4,-7.1954
2.98,3.6,-6.9954
2.98,3.8,-6.7954
2.98,4.0,-6.5954
2.98,4.2,-6.3954
2.98,4.4,-6.1954
2.98,4.6,-5.9954
2.98,4.8,-5.7954
2.98,5.0,-5.5954
2.98,5.2,-5.3954
2.98,5.4,-5.1954
2.98,5.6,-4.9954
2.98,5.8,-4.7954
2.98,6.0,-4.5955
2.98,6.2,-4.3955
2.98,6.4,-4.1956
2.98,6.6,-3.9957
2.98,6.8,-3.7959
2.98,7.0,-3.5962
2.98,7.2,-3.3966
2.98,7.4,-3.1974
2.98,7.6,-2.9985
2.98,7.8,-2.8003
2.98,8.0,-2.6031
2.98,8.2,-2.4076
2.98,8.4,-2.2145
2.98,8.6,-2.0252
2.98,8.8,-1.8414
2.98,9.0,-1.6654
2.98,9.2,-1.5001
2.98,9.4,-1.3479
2.98,9.6,-1.2106
2.98,9.8,-1.0884
2.98,10.0,-0.9806
2.98,10.2,-0.8848
2.98,10.4,-0.7981
2.98,10.6,-0.7184
2.98,10.8,-0.6437
2.98,11.0,-0.5717999999999999
2.98,11.2,-0.501
2.98,11.4,-0.4302
3.06,-6.0,-16.6907
3.06,-5.8,-16.4876
3.06,-5.6,-16.2851
3.06,-5.4,-16.0831
3.06,-5.2,-15.8816
3.06,-5.0,-15.6803
3.06,-4.8,-15.4793
3.06,-4.6,-15.2785
3.06,-4.4,-15.0779
3.06,-4.2,-14.8774
3.06,-4.0,-14.677
3.06,-3.8,-14.4766
3.06,-3.6,-14.2764
3.06,-3.4,-14.0762
3.06,-3.2,-13.876
3.06,-3.0,-13.6759
3.06,-2.8,-13.4758
3.06,-2.6,-13.2757
3.06,-2.4,-13.0757
3.06,-2.2,-12.8756
3.06,-2.0,-12.6756
3.06,-1.8,-12.4755
3.06,-1.6,-12.2755
3.06,-1.4,-12.0755
3.06,-1.2,-11.8755
3.06,-1.0,-11.6755
3.06,-0.8,-11.4754
3.06,-0.6,-11.2754
3.06,-0.4,-11.0754
3.06,-0.2,-10.8754
3.06,0.0,-10.6754
3.06,0.2,-10.4754
3.06,0.4,-10.2754
3.06,0.6,-10.0754
3.06,0.8,-9.8754
3.06,1.0,-9.6754
3.06,1.2,-9.4754
3.06,1.4,-9.2754
3.06,1.6,-9.0754
3.06,1.8,-8.8754
3.06,2.0,-8.6754
3.06,2.2,-8.4754
3.06,2.4,-8.2754
3.06,2.6,-8.0754
3.06,2.8,-7.8754
3.06,3.0,-7.6754
3.06,3.2,-7.4754
3.06,3.4,-7.2754
3.06,3.6,-7.0754
3.06,3.8,-6.8754
3.06,4.0,-6.6754
3.06,4.2,-6.4754
3.06,4.4,-6.2754
3.06,4.6,-6.0754
3.06,4.8,-5.8754
3.06,5.0,-5.6754
3.06,5.2,-5.4754
3.06,5.4,-5.2754
3.06,5.6,-5.0754
3.06,5.8,-4.8754
3.06,6.0,-4.6755
3.06,6.2,-4.4755
3.06,6.4,-4.2756
3.06,6.6,-4.0757
3.06,6.8,-3.8758
3.06,7.0,-3.676
3.06,7.2,-3.4764
3.06,7.4,-3.277
3.06,7.6,-3.0779
3.06,7.8,-2.8794
3.06,8.0,-2.6817
3.06,8.2,-2.4853
3.06,8.4,-2.291
3.06,8.6,-2.0997
3.06,8.8,-1.9131
3.06,9.0,-1.7331
3.06,9.2,-1.5622
3.06,9.4,-1.4032
3.06,9.6,-1.2582
3.06,9.8,-1.128
3.06,10.0,-1.0123
3.06,10.2,-0.9097
3.06,10.4,-0.8173
3.06,10.6,-0.733
3.06,10.8,-0.6547
3.06,11.0,-0.5800999999999998
3.06,11.2,-0.5072
3.06,11.4,-0.4348
3.14,-6.0,-17.0294
3.14,-5.8,-16.8169
3.14,-5.6,-16.6006
3.14,-5.4,-16.3805
3.14,-5.2,-16.1574
3.14,-5.0,-15.9327
3.14,-4.8,-15.7079
3.14,-4.6,-15.4843
3.14,-4.4,-15.2629
3.14,-4.2,-15.044
3.14,-4.0,-14.8278
3.14,-3.8,-14.6142
3.14,-3.6,-14.4029
3.14,-3.4,-14.1937
3.14,-3.2,-13.9861
3.14,-3.0,-13.78
3.14,-2.8,-13.5751
3.14,-2.6,-13.3711
3.14,-2.4,-13.1679
