Composition = 0
log(temp), log pressure (dyne/cm^2), log density (g/cc)
1.54,5.8,0.46641926413517776
1.54,6.0,0.4676651369962727
1.54,6.2,0.46891100985736767
1.54,6.4,0.4701568827184627
1.54,6.6,0.4714027555795576
1.54,6.8,0.4726486284406526
1.54,7.0,0.4738945013017475
1.54,7.2,0.4751403741628424
1.54,7.4,0.4763862470239374
1.54,7.6,0.47763211988503235
1.54,7.8,0.4788779927461273
1.54,8.0,0.4801238656072222
1.54,8.2,0.4813697384683172
1.54,8.4,0.48261561132941216
1.54,8.6,0.4838614841905071
1.54,8.8,0.48510735705160213
1.54,9.0,0.486353229912697
1.54,9.2,0.48759910277379204
1.54,9.4,0.48884497563488694
1.54,9.6,0.49009084849598195
1.54,9.8,0.4913367213570769
1.54,10.0,0.49258259421817185
1.54,10.2,0.49382846707926675
1.54,10.4,0.49507433994036176
1.54,10.6,0.49632021280145666
1.54,10.8,0.49756608566255167
1.54,11.0,0.49881195852364657
1.54,11.2,0.5015608356968865
1.54,11.4,0.535186213868108
1.54,11.6,0.5688115920393293
1.54,11.8,0.6034470676351275
1.54,12.0,0.6510097962682868
1.54,12.2,0.6985725249014462
1.54,12.4,0.7550471845415688
1.54,12.6,0.8132386266165428
1.54,12.8,0.8769209105341869
1.54,13.0,0.9441819724253449
1.54,13.2,1.014399324074663
1.54,13.4,1.0884356603533856
1.54,13.6,1.1659417570516188
1.54,13.8,1.246137191696815
1.54,14.0,1.3290192670059655
1.54,14.2,1.414515074915788
1.54,14.4,1.5025158425418008
1.54,14.6,1.593076897232684
1.54,14.8,1.6858453810341887
1.54,15.0,1.7806407715768358
1.54,15.2,1.877347863990628
1.54,15.4,1.975848950291642
1.62,-4.6,0.4010939652010462
1.62,-4.4,0.40234667604769353
1.62,-4.2,0.4035993868943407
1.62,-4.0,0.404852097740988
1.62,-3.8,0.40610480858763526
1.62,-3.6,0.40735751943428256
1.62,-3.4,0.40861023028092985
1.62,-3.2,0.40986294112757693
1.62,-3.0,0.4111156519742243
1.62,-2.8,0.41236836282087164
1.62,-2.6,0.41362107366751877
1.62,-2.4,0.414873784514166
1.62,-2.2,0.41612649536081336
1.62,-2.0,0.4173792062074606
1.62,-1.8,0.41863191705410785
1.62,-1.6,0.4198846279007551
1.62,-1.4,0.42113733874740233
1.62,-1.2,0.42239004959404963
1.62,-1.0,0.4236427604406969
1.62,-0.8,0.4248954712873442
1.62,-0.6,0.4261481821339914
1.62,-0.4,0.42740089298063866
1.62,-0.2,0.4286536038272859
1.62,0.0,0.42990631467393314
1.62,0.2,0.4311590255205805
1.62,0.4,0.43241173636722774
1.62,0.6,0.4336644472138749
1.62,0.8,0.4349171580605221
1.62,1.0,0.43616986890716947
1.62,1.2,0.4374225797538167
1.62,1.4,0.43867529060046406
1.62,1.6,0.4399280014471113
1.62,1.8,0.4411807122937585
1.62,2.0,0.4424334231404058
1.62,2.2,0.44368613398705303
1.62,2.4,0.4449388448337003
1.62,2.6,0.4461915556803475
1.62,2.8,0.4474442665269948
1.62,3.0,0.4486969773736421
1.62,3.2,0.44994968822028936
1.62,3.4,0.4512023990669366
1.62,3.6,0.45245510991358373
1.62,3.8,0.4537078207602311
1.62,4.0,0.4549605316068783
1.62,4.2,0.45621324245352557
1.62,4.4,0.4574659533001729
1.62,4.6,0.45871866414682005
1.62,4.8,0.4599713749934674
1.62,5.0,0.46122408584011465
1.62,5.2,0.4624767966867619
1.62,5.4,0.46372950753340914
1.62,5.6,0.4649822183800564
1.62,5.8,0.4662349292267036
1.62,6.0,0.46748764007335086
1.62,6.2,0.46874035091999816
1.62,6.4,0.46999306176664546
1.62,6.6,0.4712457726132927
1.62,6.8,0.47249848345993994
1.62,7.0,0.4737511943065872
1.62,7.2,0.47500390515323443
1.62,7.4,0.4762566159998818
1.62,7.6,0.4775093268465289
1.62,7.8,0.47876203769317627
1.62,8.0,0.4800147485398235
1.62,8.2,0.48126745938647075
1.62,8.4,0.482520170233118
1.62,8.6,0.48377288107976524
1.62,8.8,0.4850255919264126
1.62,9.0,0.48627830277305983
1.62,9.2,0.4875310136197071
1.62,9.4,0.4887837244663543
1.62,9.6,0.49003643531300156
1.62,9.8,0.49128914615964886
1.62,10.0,0.4925418570062961
1.62,10.2,0.49379456785294334
1.62,10.4,0.49504727869959064
1.62,10.6,0.4962999895462379
1.62,10.8,0.4975527003928851
1.62,11.0,0.49880541123953237
1.62,11.2,0.5015601293514843
1.62,11.4,0.5351857050608584
1.62,11.6,0.5688112807702324
1.62,11.8,0.6034468915268084
1.62,12.0,0.6510096893158792
1.62,12.2,0.69857248710495
1.62,12.4,0.7550471562537822
1.62,12.6,0.8132386103033601
1.62,12.8,0.876920905261922
1.62,13.0,0.9441819713252759
1.62,13.2,1.014399323357064
1.62,13.4,1.0884356600260672
1.62,13.6,1.1659417568896335
1.62,13.8,1.246137191621977
1.62,14.0,1.3290192669721388
1.62,14.2,1.4145150749005682
1.62,14.4,1.502515842534937
1.62,14.6,1.5930768972294906
1.62,14.8,1.6858453810326652
1.62,15.0,1.7806407715761194
1.62,15.2,1.877347863990294
1.62,15.4,1.9758489502914869
1.7,-4.6,0.40054309993758497
1.7,-4.4,0.4018027871417583
1.7,-4.2,0.4030624743459318
1.7,-4.0,0.40432216155010525
1.7,-3.8,0.40558184875427866
1.7,-3.6,0.40684153595845207
1.7,-3.4,0.40810122316262565
1.7,-3.2,0.409360910366799
1.7,-3.0,0.41062059757097247
1.7,-2.8,0.41188028477514593
1.7,-2.6,0.41313997197931934
1.7,-2.4,0.4143996591834928
1.7,-2.2,0.4156593463876662
1.7,-2.0,0.41691903359183974
1.7,-1.8,0.4181787207960132
1.7,-1.6,0.4194384080001866
1.7,-1.4,0.42069809520435997
1.7,-1.2,0.42195778240853343
1.7,-1.0,0.42321746961270695
1.7,-0.8,0.42447715681688036
1.7,-0.6,0.42573684402105383
1.7,-0.4,0.42699653122522724
1.7,-0.2,0.4282562184294007
1.7,0.0,0.4295159056335742
1.7,0.2,0.4307755928377476
1.7,0.4,0.43203528004192104
1.7,0.6,0.4332949672460944
1.7,0.8,0.43455465445026786
1.7,1.0,0.4358143416544414
1.7,1.2,0.43707402885861485
1.7,1.4,0.43833371606278826
1.7,1.6,0.4395934032669617
1.7,1.8,0.4408530904711351
1.7,2.0,0.4421127776753086
1.7,2.2,0.443372464879482
1.7,2.4,0.4446321520836555
1.7,2.6,0.44589183928782894
1.7,2.8,0.4471515264920024
1.7,3.0,0.4484112136961758
1.7,3.2,0.4496709009003492
1.7,3.4,0.4509305881045228
1.7,3.6,0.45219027530869615
1.7,3.8,0.45344996251286973
1.7,4.0,0.45470964971704303
1.7,4.2,0.45596933692121644
1.7,4.4,0.4572290241253899
1.7,4.6,0.45848871132956337
1.7,4.8,0.4597483985337369
1.7,5.0,0.4610080857379103
1.7,5.2,0.46226777294208365
1.7,5.4,0.46352746014625723
1.7,5.6,0.4647871473504307
1.7,5.8,0.46604683455460416
1.7,6.0,0.4673065217587775
1.7,6.2,0.4685662089629509
1.7,6.4,0.4698258961671244
1.7,6.6,0.47108558337129786
1.7,6.8,0.47234527057547127
1.7,7.0,0.47360495777964473
1.7,7.2,0.4748646449838182
1.7,7.4,0.47612433218799155
1.7,7.6,0.4773840193921651
1.7,7.8,0.4786437065963386
1.7,8.0,0.47990339380051195
1.7,8.2,0.4811630810046854
1.7,8.4,0.48242276820885877
1.7,8.6,0.48368245541303234
1.7,8.8,0.4849421426172058
1.7,9.0,0.48620182982137927
1.7,9.2,0.4874615170255526
1.7,9.4,0.48872120422972615
1.7,9.6,0.48998089143389956
1.7,9.8,0.491240578638073
1.7,10.0,0.4925002658422464
1.7,10.2,0.49375995304641984
1.7,10.4,0.4950196402505933
1.7,10.6,0.4962793274547667
1.7,10.8,0.4975390146589401
1.7,11.0,0.4987987018631137
1.7,11.2,0.501558638578422
1.7,11.4,0.5351846470765034
1.7,11.6,0.5688106555745847
1.7,11.8,0.6034465833083565
1.7,12.0,0.6510094955828776
1.7,12.2,0.6985724078573986
1.7,12.4,0.7550471037549349
1.7,12.6,0.8132385888807638
1.7,12.8,0.8769208968573384
